alert_high_infamy_delayed;Effects of §YThreat§!:\n\n- With over $COALITION_INFAMY_LIMIT|%Y0$ §YThreat§! other realms can form §YDefensive Pacts§! to protect themselves from you. Each religious group has their own separate §YDefensive Pact§! and will only defend members belonging to that same §YDefensive Pact§!.\n\n- With over $OTHER_COALITION_JOIN_INFAMY|%Y0$ §YThreat§! all §YDefensive Pacts§! of other religious groups band together if you attack one of them.\n\n- With over $EVERY_COALITION_EXCEPT_HEADS_JOIN_INFAMY|%Y0$ §YThreat§! all §YDefensive Pacts§! including that of your own religious group will band together if you attack one of them.\n\n- With over $EVERY_COALITION_JOIN_INFAMY|%Y0$ §YThreat§! you are considered threatening enough that even your own religious head and holy orders from your religious group will defend other §YDefensive Pacts§! from you.\n\n- As your §YThreat§! increases, larger and more distant realms are allowed to join the §YDefensive Pacts§! opposing you.\n\n- As your §YThreat§! decreases, larger or more distant realms are forced to leave the §YDefensive Pacts§! opposing you.\n\n--------------\n§YThreat§! will decline slowly over time but you can manually lower it by granting independence to land not part of your De Jure realm.;Effets de la §YMenace§! :\n\n- Avec une §YMenace§! de plus de $COALITION_INFAMY_LIMIT|%Y0$, les autres pays peuvent former un §Ypacte défensif§! pour se protéger de vous. Chaque groupe religieux possède son propre §Ypacte défensif§! et défendra uniquement les membres appartenant au même §Ypacte défensif§!.\n\n- Avec une §YMenace§! de plus de $OTHER_COALITION_JOIN_INFAMY|%Y0$, tous les §Ypactes défensifs§! des autres groupes religieux s'unissent si vous attaquez l'un d'eux.\n\n- Avec une §YMenace§! de plus de $EVERY_COALITION_EXCEPT_HEADS_JOIN_INFAMY|%Y0$, tous les §Ypactes défensifs§!, dont celui de votre propre groupe religieux, s'unissent si vous attaquez l'un d'eux.\n\n- Avec une §YMenace§! de plus de $EVERY_COALITION_JOIN_INFAMY|%Y0$, vous représentez une menace suffisamment importante pour que votre propre chef religieux et les ordres sacrés de votre groupe religieux défendent les autres §Ypactes défensifs§! contre vous.\n\n- À mesure que votre §YMenace§! augmente, les pays les plus vastes ou les plus distants sont autorisés à rallier le §Ypacte défensif§! contre vous.\n\n- À mesure que votre §YMenace§! diminue, les pays les plus vastes ou les plus distants sont contraints de quitter le §Ypacte défensif§! contre vous.\n\n--------------\nVotre §YMenace§! diminuera progressivement, mais vous pouvez accélérer le processus en accordant l'indépendance aux terres ne faisant pas partie de votre territoire de jure.;Effekte der §YBedrohung§!:\n\nMit mehr als $COALITION_INFAMY_LIMIT|%Y0$ §YBedrohungen§! können andere Reiche einen §YVerteidigungspakt§! schließen, um sich vor Euch zu schützen. Jede religiöse Gruppierung hat ihren eigenen §YVerteidigungspakt§! und wird nur Mitglieder des gleichen Paktes verteidigen.\n- Bei über $OTHER_COALITION_JOIN_INFAMY|%Y0$ §YBedrohungen§! werden sich alle §YVerteidigungspakte§! anderer Religionen zusammenschließen, sobald Ihr einen von ihnen angreift.\n- Bei mehr als $EVERY_COALITION_EXCEPT_HEADS_JOIN_INFAMY|%Y0$ §YBedrohungen§! wird sich sogar Eure eigene religiöse Gruppierung anschließen, sobald Ihr angreift.\n- Bei mehr als $EVERY_COALITION_JOIN_INFAMY|%Y0$ §YBedrohungen§! seid Ihr bedrohlich genug, dass sogar das religiöse Oberhaupt Eurer Religion heilige Order gegen andere §YVerteidigungspakte§! rechtfertigt.\n- Je mehr Eure §YBedrohung§! ansteigt, umso eher werden Euch größere und weiter entfernte Reiche in §YVerteidigungspakten§! gegenüberstehen.\n- Je mehr sich Eure §YBedrohung§! verringert, umso mehr große und weit entfernte Reiche werden die §YVerteidigungspakte§! gegen Euch verlassen müssen.\n\n--------------\n§YBedrohung§! nimmt mit der Zeit ab, kann aber auch manuell verringert werden durch die Gewährung der Unabhängigkeit von Ländern, die nicht Teil Eures De-jure-Reiches sind.;;Efectos de la §YAmenaza§!:\n\n- Con una §YAmenaza§! por encima de $COALITION_INFAMY_LIMIT|%Y0$ Otros reinos pueden formar §YPactos Defensivos§!  para protegerse contra ti. Cada grupo religioso tiene tu propio §YPacto Defensivo§!  separado y solo defenderá a miembros que pertenezcan a ese mismo §YPacto Defensivo§!. \n\n- Con §YAmenaza§! por encima de $OTHER_COALITION_JOIN_INFAMY|%Y0$! todos los §YPactos Defensivos§!  de otros grupos religiosos se unirán si atacas a uno de ellos. \n\n. Con una §YAmenaza§! por encima de $EVERY_COALITION_EXCEPT_HEADS_JOIN_INFAMY|%Y0$! todos los §YPacto Defensivos§! incluyendo el de tu propio grupo religioso se unirá si atacas a uno de ellos.\n\n- Con una §YAmenaza§! por encima de $EVERY_COALITION_JOIN_INFAMY|%Y0$! se te considerará tan amenazante que incluso propio líder religioso defenderá órdenes religiosas de tu grupo religioso de otros §YPacto Defensivos§!\n\nSegún aumente tu §YAmenaza§! mayores reinos y más lejanos podrán unirse a un §YPacto Defensivo§! en tu contra.\n\n- Según se reduzca tu §YAmenaza§!, los reinos mayores o más lejanos serán obligados a salir del §YPacto Defensivo§! en tu contra. \n\n--------------\n§YAmenaza§! disminuirá despacio con el paso del tiempo, pero puedes reducirla manualmente concediendo independencia a tierras que no pertenezcan a tu reino De Jure.;;;;;;;;;x
alert_high_infamy_instant;§YYou are Threatening!§!;§YVous êtes une menace !§!;§YIhr seid bedrohlich!§!;;§YEstás Amenazando!§!;;;;;;;;;x
alert_high_infamy_name;Threatening;Menace;Bedrohlich;;Amenazante;;;;;;;;;x
alert_incoming_crusade_delayed;A Crusade is targeting our religion. We should consider how to best defend against it.;Une croisade cible notre religion. Nous devrions réfléchir à la meilleure façon d'y faire face.;Ein Kreuzzug zielt auf unsere Religion ab. Wir sollten darüber nachdenken, wie wir am besten dagegen vorgehen können.;;Se dirige una cruzada contra nuestra religión. Debemos pensar en cómo defendernos mejor contra ella.;;;;;;;;;x
alert_incoming_crusade_instant;§YCrusade Against Our Religion§!;§YCroisade contre notre religion§!;§YKreuzzug gegen unsere Religion§!;;§YCruzada contra nuestra religión§!;;;;;;;;;x
alert_inefficent_land_management_delayed;You have too many holdings in your personal demesne. As a nomad you can only have one holding without penalties. However you might want to keep the land yourself so you can pillage it...$LIST$;Vous avez trop de propriétés dans votre domaine personnel. En tant que nomade, vous ne pouvez posséder qu'une seule propriété sans souffrir de pénalités. Cependant, il pourrait être avantageux de garder ces terres pour vous-même, de sorte que vous puissiez les piller...$LIST$;Ihr habt zu viele Besitztümer in Eurer Domäne. Als Nomade könnt Ihr nur ein Besitztum ohne Abzüge haben. Trotzdem wollt Ihr das Land vielleicht für Euch behalten, damit Ihr es plündern könnt ...$LIST$;;Tienes demasiadas posesiones en tu dominio personal. Como nómada, solo puedes tener una posesión sin penalizaciones. Sin embargo es posible que desees mantener la tierra para poder saquearla...$LIST$;;;;;;;;;x
alert_inefficent_land_management_instant;§YInefficient Land Management§!;§YGestion des terres inefficaces§!;§YIneffiziente Landverwaltung§!;;§YIneficaz gestión de la tierra§!;;;;;;;;;x
alert_inefficent_land_management_name;Inefficient Land Management;Gestion des terres inefficace;Ineffiziente Landverwaltung;;Ineficaz gestión de la tierra;;;;;;;;;x
alert_liege_council_discontent_delayed;Your Liege's Council has been Discontent for $DISCONTENT_DURATION$ month(s), and will be until §Y$DISCONTENT_END_DATE$§!. This means that if Councillors were prohibited by law from forming and joining Factions, they may now do so. This could potentially destabilize the realm.;Le Conseil de votre seigneur lige est insatisfait depuis $DISCONTENT_DURATION$ mois et le sera jusqu'au §Y$DISCONTENT_END_DATE$§!. Cela signifie que les conseillers peuvent dorénavant légalement former et rejoindre des factions, et potentiellement déstabiliser le pays.;Der Rat Eures Lehnsherrn ist seit $DISCONTENT_DURATION$ Monat(en) unzufrieden und wird dies bis §Y$DISCONTENT_END_DATE$§! sein. Dies bedeutet, dass Ratsmitglieder Fraktionen gründen und ihnen beitreten können, wodurch sich das Reich eventuell destabilisiert.;;El Consejo de tu señor lleva Descontento desde hace $DISCONTENT_DURATION$ mes(es), y lo estará hasta §Y$DISCONTENT_END_DATE$§!. Esto significa que si consejeros si los consejeros tenían prohibido por ley unirse y formar facciones, ahora pueden. Esto puede potencialmente desestabilizar el reino.;;;;;;;;;x
alert_liege_council_discontent_instant;§YYour Liege's Council is Discontent§!;§YLe Conseil de votre seigneur lige est insatisfait§!;Der Rat Eures Lehnsherrn ist unzufrieden.;;El Consejo de tu señor está Descontento.;;;;;;;;;x
alert_liege_council_discontent_name;Liege Council Discontent;Insatisfaction du Conseil du seigneur lige;Rat des Lehnsherrn unzufrieden;;Señor del Consejo Descontento;;;;;;;;;x
alert_lose_title_on_succ_delayed;The following titles will be lost on succession:\n$LIST$;Les titres suivants seront perdus lors de la succession : \n$LIST$;Folgende Titel gehen bei Nachfolge verloren:\n$LIST$;;Se perderán los siguientes títulos en la sucesión:\n$LIST$;;;;;;;;;x
alert_lose_title_on_succ_instant;§YTitle Loss on Succession§!;§YPerte de titre lors de la succession§!;§YTitelverlust bei Nachfolge§!;;§YPérdida de títulos en la sucesión§!;;;;;;;;;x
alert_lose_title_on_succ_name;Title loss on succession;Perte de titre lors de la succession;Titel geht bei Nachfolge verloren;;Título perdido en la Sucesión;;;;;;;;;x
alert_my_peace_being_enforced_delayed;Your Council has declared that peace shall rule the realm! \nYour vassals are unable to wage war on each other for another $MONTHS|Y$ months!;Votre Conseil a décrété que la paix doit régner au sein du pays !\nVos vassaux ne pourront pas mener de guerres entre eux pendant encore $MONTHS|Y$ mois !;Euer Rat hat verkündet, dass Frieden im Reich herrschen soll!\nEure Vasallen können weitere $MONTHS|Y$ Monate lang keine Kriege gegeneinander führen!;;¡Tu Consejo ha declarado que la paz debe reinar en el reino!\nTus vasallos no podrán guerrear entre sí durante $MONTHS|Y$ meses más!;;;;;;;;;x
alert_my_peace_being_enforced_delayed_days;Your Council has declared that peace shall rule the realm! \nYour vassals are unable to wage war on each other for another $DAYS|Y$ days!;Votre Conseil a décrété que la paix doit régner au sein du pays !\nVos vassaux ne pourront pas mener de guerres entre eux pendant encore $DAYS|Y$ jours !;Euer Rat hat verkündet, dass Frieden im Reich herrschen soll!\nEure Vasallen können weitere $DAYS|Y$ Tage lang keine Kriege gegeneinander führen!;;¡Tu Consejo ha declarado que la paz debe reinar en el reino!\nTus vasallos no podrán guerrear entre sí durante $DAYS|Y$ días más!;;;;;;;;;x
alert_my_peace_being_enforced_instant;§YRealm Peace Enforced!§!;§YPaix dans le pays décrétée !§!;§YReichsfrieden durchgesetzt!§!;;§YPaz del Reino impuesta!§!;;;;;;;;;x
alert_my_peace_soon_enforced_delayed;Your Council has declared that peace shall rule the realm! \nAll internal wars waged between your vassals will end with a §YWhite Peace§! in $MONTHS|Y$ months!;Votre Conseil a décrété que la paix doit régner au sein du pays !\nToutes les guerres internes entre vos vassaux prendront fin par un cessez-le-feu dans $MONTHS|Y$ mois !;Der Rat hat verkündet, dass Frieden im Reich herrschen soll! \nDie reichsinternen Kriege zwischen Euren Vasallen werden in $MONTHS|Y$ Monaten in einem §YWeißen Frieden§! enden!;;¡Tu Consejo ha declarado que la paz debe reinar en el reino!\nTodas las guerras internas entre tus vasallos terminarán en una §YPaz blanca§! dentro de $MONTHS|Y$ meses!;;;;;;;;;x
alert_my_peace_soon_enforced_delayed_days;Your Council has declared that peace shall rule the realm! \nAll internal wars waged between your vassals will end with a §YWhite Peace§! in $DAYS|Y$ days!;Votre Conseil a décrété que la paix doit régner au sein du pays !\nToutes les guerres internes entre vos vassaux prendront fin par un cessez-le-feu dans $DAYS|Y$ jours !;Der Rat hat verkündet, dass Frieden im Reich herrschen soll! \nDie reichsinternen Kriege zwischen Euren Vasallen werden in $DAYS|Y$ Tagen in einem §YWeißen Frieden§! enden!;;¡Tu Consejo ha declarado que la paz debe reinar en el reino!\nTodas las guerras internas entre tus vasallos terminarán en una §YPaz blanca§! dentro de $DAYS|Y$ días!;;;;;;;;;x
alert_my_peace_soon_enforced_instant;§YYou are enforcing Realm Peace!§!;§YVous avez imposé la paix dans le pays !§!;§YReichsfrieden wird von Euch durchgesetzt!§!;;§Y¡Estás imponiendo la Paz del Reino!§!;;;;;;;;;x
alert_my_peace_soon_enforced_name;My Realm will soon be at Peace;Mon pays sera bientôt en paix;In meinem Reich wird bald Frieden herrschen;;Mi reino pronto estará en Paz;;;;;;;;;x
alert_no_ambition_delayed;You should pick an Ambition;Vous devriez choisir une ambition.;Ihr solltet eine Ambition wählen;;Deberías elegir una ambición;;;;;;;;;x
alert_no_ambition_instant;§YPick an Ambition§!;§YChoisissez une ambition§!;§YWählt eine Ambition§!;;§YSelecciona una ambición§!;;;;;;;;;x
alert_no_ambition_name;Pick an ambition;Choisissez une ambition;Wähle eine Ambition;;Escoge una ambición;;;;;;;;;x
alert_no_focus_delayed;You should pick a Focus for your character;Vous devriez choisir un intérêt pour votre personnage;Ihr solltet einen Fokus für Euren Charakter auswählen;;Debes elegir un enfoque para tu personaje;;;;;;;;;x
alert_no_focus_instant;§YPick a Character Focus§!;§YChoisir un intérêt de personnage§!;§YWählt einen Charakterfokus§!;;§YEscoge un enfoque de carácter§! ;;;;;;;;;x
alert_no_focus_name;Pick a Focus;Choisir un objectif;Wählt einen Fokus;;Escoge un enfoque;;;;;;;;;x
alert_noheir_delayed;If your ruler dies now the game will end!;Si votre personnage mourait maintenant, la partie prendrait fin !;Wenn Euer Herrscher jetzt stirbt, endet das Spiel!;;¡Si tu gobernante muere ahora terminará la partida!;;;;;;;;;x
alert_noheir_instant;§YNo heir of your dynasty!§!;§YPas d'héritier de votre dynastie !§!;§YEure Dynastie hat keinen Erben!§!;;§Y¡No es heredero de tu dinastía!§!;;;;;;;;;x
alert_noheir_name;No heir;Pas d'héritier;Kein Erbe;;No tienes Heredero;;;;;;;;;x
alert_nomad_agitation_delayed;Unless we construct a §YCastle§! or §YCity§! in the following Counties, they will revert to Nomad control on Succession:\n$LIST$;À moins de construire un §Ychâteau§! ou une §Ycité§! dans les comtés suivants, ceux-ci retourneront au nomadisme à la succession :\n$LIST$;Falls wir keine §YBurg§! oder §YStadt§! in den folgenden Grafschaften errichten, wird die Kontrolle dort im Nachfolgefall wieder von Nomaden übernommen:\n$LIST$;;A menos que construyamos un §YCastillo§! o §YCiudad§! en los siguientes condados, regresarán al control nómada en la Sucesión:\n$LIST$;;;;;;;;;x
alert_nomad_agitation_delayed_tribal;Unless we have at least §Y$NUM$§! Buildings in the Tribal Holdings of the following Counties, they will revert to Nomad control on Succession:\n$LIST$;À moins d'avoir au moins §Y$NUM$§! bâtiments dans la propriété tribale des comtés suivants, ces derniers retourneront au nomadisme à la succession :\n$LIST$;Falls wir nicht über mindestens §Y$NUM$§! Gebäude in den Stammesliegenschaften der folgenden Grafschaften verfügen, wird die Kontrolle dort im Nachfolgefall wieder von Nomaden übernommen:\n$LIST$;;Si no tenemos al menos §Y$NUM$§! Edificios en los Dominios Tribales de los siguientes condados, regresarán al control nómada en la Sucesión:\n$LIST$;;;;;;;;;x
alert_nomad_agitation_instant;§YNomad Agitation§!;§YAgitation de nomades§!;§YAufgebrachte Nomaden§!;;¡§YInquietud nómada§!;;;;;;;;;x
alert_nomad_agitation_name;Nomad Agitation;Agitation de nomades;Aufgebrachte Nomaden;;Inquietud nómada;;;;;;;;;x
alert_non_playable_heir_delayed;Your heir, $HEIR$, currently follows a religion you are not allowed to play. Upon succession they will convert to the religion of your previous character.;Votre héritier, $HEIR$, suit une religion que vous n'êtes pas autorisé à jouer. Lors de la succession, il se convertira à la religion de votre précédent personnage.;Euer Thronfolger $HEIR$ folgt derzeit einer Religion, die Ihr nicht spielen dürft. Bei Erbfolge wird er zur Religion Eures vorherigen Charakters wechseln.;;Tu heredero, $HEIR$, sigue una religión con la que no puedes jugar. Cuando ascienda al trono se convertirá a la religión de tu personaje anterior.;;;;;;;;;x
alert_non_playable_heir_instant;§YHeir Religion Change on Succession§!;§YLa religion de l'héritier change à la succession§!;§YReligion des Erben ändert sich bei Nachfolge§!;;§YHeredero cambia de religión en la sucesión§!;;;;;;;;;x
alert_northern_crusade_active_delayed;There is currently an ongoing war between the Teutons and the pagans;Une guerre entre les Teutons et les païens est en cours;Zwischen den Germanen und Heiden herrscht momentan Krieg;;Ya hay una guerra en marcha entre teutónicos y paganos;;;;;x
alert_northern_crusade_active_instant;Northern Crusade;Croisade balte;Nördlicher Kreuzzug;;Cruzada del Norte;;;;;x
alert_northern_crusade_help_delayed;You can ask the Teutons to target a pagan ruler for their northern campaigns;Vous pouvez demander aux Tentons de cibler un chef païen dans le cadre de leurs campagnes au nord;Ihr könnt die Germanen darum bitten einen heidnischen Herrscher für Ihre nördlichen Kriege auszuwählen;;Puedes pedir a los teutónicos que dirijan sus campañas del norte contra un gobernante pagano;;;;;x
alert_northern_crusade_help_instant;Northern Crusade Target;Cible d'une croisade balte;Ziel des Nördlichen Kreuzzugs;;Objetivo de Cruzada del Norte;;;;;x
alert_open_gates_delayed;When you feel safe you can reopen your gates and welcome the outside world once again.;Lorsque vous vous sentez hors de danger, vous pouvez rouvrir les portes et accueillir le monde extérieur de nouveau.;Wenn Ihr Euch sicher fühlt, könnt Ihr die Tore wieder öffnen und die Außenwelt wieder willkommen heißen.;;Cuando te sientas seguro puede volver a abrir las puertas y dar de nuevo la bienvenida al mundo exterior.;;;;;;;;;x
alert_open_gates_instant;§YYou can Open the Gates§!;§YVous pouvez ouvrir les portes§!;§YIhr könnt die Tore öffnen§!;;§YPuedes Abrir las puertas§!;;;;;;;;;x
alert_open_gates_name;Open the Gates;Ouvrir les portes;Tore öffnen;;Abrir las puertas;;;;;;;;;x
alert_over_clan_limit_delayed;You have §R$NUM$§!/§Y$MAX$§! Clans, giving you a Clan Sentiment penalty towards all Clan vassals.;Vous avez §R$NUM$§!/§Y$MAX$§! clans, ce qui vous donne une pénalité de sentiment de clan envers vos clans vassaux.;Ihr habt §R$NUM$§!/§Y$MAX$§! Klans. Ihr erhaltet bei allen Klanvasallen einen Meinungsabzug.;;Tienes §R$NUM$§!/§Y$MAX$§! clanes, proporcionándote una penalización de sentimiento de clan hacia todos vasallos del clan.;;;;;;;;x
alert_over_clan_limit_instant;§YOver Clan Limit§!;§YLimite de clans dépassée§!;§YKlanlimit überschritten§!;;¡§YLímite de clan superado!§!;;;;;;;;x
alert_over_clan_limit_name;Over Clan Limit;Limite de clans dépassée;Klanlimit überschritten;;Límite de clan superado;;;;;;;;x
alert_over_vassal_limit_delayed;You have §R$NUM$§!/§Y$MAX$§! vassals, giving you less taxes and levies from your vassals. You risk losing vassals if your character dies.;Vous avez §R$NUM$§!/§Y$MAX$§! vassaux et obtenez donc moins d'impôt et de troupes. Vous risquez de perdre des vassaux si votre personnage meurt.;Ihr habt §R$NUM$§!/§Y$MAX$§! Vasallen, sodass Ihr von Euren Vasallen weniger Steuern und Abgaben erhaltet. Ihr riskiert den Verlust von Vasallen, wenn Euer Charakter stirbt.;;Tienes §R$NUM$§!/§Y$MAX$§! de vasallos, obteniendo así un menor número de levas e impuestos. Te arriesgas a perder vasallos si tu personaje muere.;;;;;;;;;x
alert_over_vassal_limit_instant;§YOver Vassal Limit§!;§YNombre limite de vassaux dépassé§!;§YVasallenlimit überschritten§!;;¡§YLímite de Vasallos Superado§!;;;;;;;;;x
alert_over_vassal_limit_name;Over Vassal Limit;Nombre limite de vassaux dépassé;Vasallenlimit überschritten;;Límite de Vasallos Superado;;;;;;;;x
alert_owns_wrong_settlement_type_delayed;Depending on your circumstances, you might want to '§YCreate New Vassal§!' in the Holding menu, or give the title away.\n\nThe following Holdings are of the wrong type:\n$LIST$;En fonction de votre situation, vous souhaiterez peut-être §YCréer un nouveau vassal§! dans le menu de la propriété ou distribuer le titre.\n\nLes propriétés suivantes sont du mauvais type :\n$LIST$;Abhängig von Euren Umständen möchtet Ihr vielleicht §YNeue Vasallen§! im Menü für Besitztümer erstellen oder die Titel abgeben.\n\nDie folgenden Besitztümer haben den falschen Typ:\n$LIST$;;Dependiendo de las circunstancias, puedes querer '§YCrear nuevo vasallo§!' en el menú de Posesiones, o librarte del título.\n\nLas siguientes posesiones son del tipo equivocado:\n$LIST$;;;;;;;;x
alert_owns_wrong_settlement_type_instant;§YWrong type of Holding in Demesne§!;§YMauvais type de propriété dans le domaine§!;§YFalscher Besitztumstyp in Domäne§!;;§Ytipo de posesión errónea en el feudo§!;;;;;;;;;x
alert_owns_wrong_settlement_type_name;Wrong type of holding in demesne;Mauvais type de possession dans le domaine;Falscher Besitztumstyp in Domäne;;Tipo de población erróneo en la heredad;;;;;;;;;x
alert_peace_being_enforced_delayed;The Council of $LIEGE|Y$ has declared that peace shall reign in all the realm! \nVassals of $LIEGE|Y$ are unable to wage war on each other for another $MONTHS|Y$ months!;Le Conseil de $LIEGE|Y$ a décrété que la paix doit régner au sein du Royaume !\nLes vassaux de $LIEGE|Y$ ne pourront pas mener de guerres entre eux pendant encore $MONTHS|Y$ mois !;Der Rat von $LIEGE|Y$ hat verkündet, dass Frieden im Reich herrschen soll! \nDie Vasallen von $LIEGE|Y$ können weitere $MONTHS|Y$ Monate lang keine Kriege gegeneinander führen!;;El Consejo de $LIEGE|Y$ ha declarado que la paz reinará en todo el Reino!\nLos vasallos de+C736 $LIEGE|Y$ no podrán emprender la guerra unos contra otros durante $MONTHS|Y$ meses!;;;;;;;;;x
alert_peace_being_enforced_delayed_days;The Council of $LIEGE|Y$ has declared that peace shall rein in all the realm! \nVassals of $LIEGE|Y$ are unable to wage war on each other for another $DAYS|Y$ days!;Le Conseil de $LIEGE|Y$ a décrété que la paix doit régner au sein du pays !\nLes vassaux de $LIEGE|Y$ ne pourront pas mener de guerres entre eux pendant encore $DAYS|Y$ jours !;Der Rat von $LIEGE|Y$ hat verkündet, dass Frieden im Reich herrschen soll! \nDie Vasallen von $LIEGE|Y$ können weitere $DAYS|Y$ Tage lang keine Kriege gegeneinander führen!;;El Consejo de $LIEGE|Y$ ha declarado que la paz reinará en todo el Reino!\nLos vasallos de $LIEGE|Y$ no podrán emprender la guerra unos contra otros durante $DAYS|Y$ días!;;;;;;;;;x
alert_peace_being_enforced_instant;§YLiege has Enforced Realm Peace!§!;§YLe seigneur lige a imposé la paix dans le pays !§!;§YLehnsherr hat den Reichsfrieden durchgesetzt!§!;;¡§YSeñor ha hecho cumplir Paz del Reino!§!;;;;;;;;;x
alert_peace_being_enforced_name;Realm Peace Enforced;Paix dans le pays décrétée;Reichsfrieden durchgesetzt;;Reino de Paz impuesta;;;;;;;;;x
alert_peace_soon_enforced_delayed;The Council of $LIEGE|Y$ has declared that peace shall reign in all the realm! \nAll internal wars waged between vassals of $LIEGE|Y$ will end with a §YWhite Peace§! in $MONTHS|Y$ months!\n\nIf you are on the Council you can call in a §YFavor§! from $LIEGE|Y$ to prevent the §YRealm Peace§! from being enforced.;Le Conseil de $LIEGE|Y$ a décrété que la paix doit régner au sein du Royaume !\nToutes les guerres internes entre les vassaux de $LIEGE|Y$ prendront fin par une §Ypaix blanche§! dans $MONTHS|Y$ mois !\n\nSi vous êtes présent au conseil, vous pouvez demander une §Yfaveur§! auprès de $LIEGE|Y$ pour empêcher la §Ypaix dans le pays§! d'être décrétée.;Der Rat von $LIEGE|Y$ hat verkündet, dass Frieden im Reich herrschen soll! \nDie reichsinternen Kriege aller Vasallen von $LIEGE|Y$ werden in $MONTHS|Y$ Monaten in einem §YWeißen Frieden§! enden!\n\nWenn Ihr Ratsmitglied seid, könnt Ihr einen §YGefallen§! einsetzen, um zu vermeiden, dass $LIEGE|Y$ den §YReichsfrieden§! durchsetzt.;;¡El Consejo de $LIEGE|$Y ha declarado que la paz reinará en todo el Reino!\nTodas las guerras internas entre vasallos de $LIEGE|Y$ acabarán con una §YPaz blanca§! en $MONTHS|Y$ Meses!\n\nSi estás en el Consejo puede reclamar un §YFavor§! de $LIEGE|Y$ para evitar que §Yla Paz del Reino§! se aplique.;;;;;;;;;x
alert_peace_soon_enforced_delayed_days;The Council of $LIEGE|Y$ has declared that peace shall rein in all the realm! \nAll internal wars waged between vassals of $LIEGE|Y$ will end with a §YWhite Peace§! in $DAYS|Y$ days!\n\nIf you are on the Council you can call in a §YFavor§! from $LIEGE|Y$ to prevent the §YRealm Peace§! from being enforced.;Le Conseil de $LIEGE|Y$ a décrété que la paix doit régner au sein du pays !\nToutes les guerres internes entre les vassaux de $LIEGE|Y$ prendront fin par une §Ypaix blanche§! dans $DAYS|Y$ jours !\n\nSi vous êtes membre du Conseil, vous pouvez demander une §Yfaveur§! auprès de $LIEGE|Y$ pour empêcher la §Ypaix dans le pays§! d'être décrétée.;Der Rat von $LIEGE|Y$ hat verkündet, dass Frieden im Reich herrschen soll! \nDie reichsinternen Kriege aller Vasallen von $LIEGE|Y$ werden in $DAYS|Y$ Tagen in einem §YWeißen Frieden§! enden!\n\nWenn Ihr Ratsmitglied seid, könnt Ihr einen §YGefallen§! einsetzen, um zu vermeiden, dass $LIEGE|Y$ den §YReichsfrieden§! durchsetzt.;;¡El Consejo de $LIEGE|Y$ ha declarado que la paz reinará en todo el reino!\nTodas las guerras internas entre vasallos de $LIEGE|Y$ acabarán con una §YPaz blanca§! en $DAYS|Y$ días!\n\nSi estás en el Consejo puedes reclamar un §YFavor§! de $LIEGE|Y$ para evitar que §Yla Paz del Reino§! se aplique.;;;;;;;;;x
alert_peace_soon_enforced_instant;§YLiege enforcing Realm Peace!§!;§YLe seigneur lige a imposé la paix dans le pays !§!;§YLehnsherr setzt Reichsfrieden durch!§!;;§Yseñor que hace cumplir Paz del Reino!§!;;;;;;;;;x
alert_peace_soon_enforced_name;Realm Peace Imminent;Paix dans le pays imminente;Reichsfrieden steht bevor;;Paz del Reino inminente;;;;;;;;;x
alert_planning_invasion_delayed;We are preparing to invade §Y$TARGET$§! before §Y$DATE$§!;Nous nous préparons à envahir §Y$TARGET$§! avant le §Y$DATE$§!;Wir bereiten eine Invasion gegen §Y$TARGET$§! noch vor dem §Y$DATE$§! vor;;Nos estamos preparando para invadir §Y$TARGET$§! antes de §Y$DATE$§!;;;;;;;;;x
alert_planning_invasion_instant;§YPreparing to Invade§!;§YPréparation d'une invasion§!;§YInvasionsvorbereitung§!;;§YPreparando para Invadir§!;;;;;;;;;x
alert_powerful_factions_delayed;There are powerful dissident Factions in your realm:\n$LIST$;Votre Royaume abrite des factions dissidentes très puissantes : \n$LIST$;Es gibt mächtige Fraktionen in Eurem Gebiet:\n$LIST$;;Existen poderosas facciones disidentes en tu territorio:\n$LIST$;;;;;;;;;x
alert_powerful_factions_instant;§YDangerous Factions§!;§YFactions dangereuses§!;§YGefährliche Fraktionen§!;;§YFacciones peligrosas§! ;;;;;;;;;x
alert_powerful_factions_name;Dangerous Factions;Factions dangereuses;Gefährliche Fraktionen;;Facciones peligrosas;;;;;;;;;x
alert_reconquista_active_delayed;There is currently an ongoing Reconquest war at the Iberian Peninsula;Une guerre de reconquête est en cours dans la péninsule ibérique;Auf der Iberischen Halbinsel findet derzeit ein Rückeroberungskrieg statt;;Ya hay una Reconquista en marcha en la Península Ibérica;;;;;x
alert_reconquista_active_instant;Reconquest;Reconquête;Rückeroberung;;Reconquista;;;;;x
alert_reconquista_timer_delayed;You have until [Root.reconquista_preparation_left.GetExpiryDate] to declare a Reconquest War;Vous avez jusqu'au [Root.reconquista_preparation_left.GetExpiryDate] pour déclarer une guerre de reconquête;Ihr habt bis zum [Root.reconquista_preparation_left.GetExpiryDate] Zeit, um Euren Rückeroberungskrieg zu planen;;Tienes hasta [Root.reconquista_preparation_left.GetExpiryDate] para declarar una guerra de reconquista.;;;;;x
alert_reconquista_timer_instant;Planning a Reconquest;Prépare une reconquête;Rückeroberung planen;;Planeando una Reconquista;;;;;x
