#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTNAMELoR.400;An Innocent Proposal;Une innocente proposition;Ein Unschuldiger Antrag;;Una Propuesta Inocente;;;;;;;;;x
EVTDESCLoR.412;This is it, the final race of the season. The Hippodrome is filled to capacity and a deafening roar greets you as you ride your chariot into the arena. You line up next to Spyridon, your old foe from the Greens and the crowd's favorite. "Your Majesty," he says and spits on the ground.\n\nThe trumpets blow and the race begins, but it seems you weren't the only one to have brought arms. Everything turns into a huge melee as all the drivers hack and slash at each other using both handheld and chariot-mounted weaponry. Anaximandros has played both sides against each other - there can be no other explanation. The situation escalates further when the agitated crowds enter the fray. You spot Anaximandros climbing into Spyridon's chariot, and the two of them escape the Hippodrome through the unguarded exit.;Ça y est, la Course finale de la saison. L'hippodrome est plein à craquer et d'assourdissantes acclamations accueillent l'entrée de votre char dans l'arène. Vous vous alignez à côté de Spyridon, votre rival de toujours et grand favori de la foule. « Votre Majesté », vous salue-t-il, et crache par terre.\n    Les trompettes retentissent et la course commence, mais il semble que vous n'étiez pas le seul à avoir des armes sur vous. La course se transforme en une mêlée furieuse où tous les coureurs s'attaquent à l'aide d'armes fixées au char ou tenues dans les mains. Anaximandros a armé les deux équipes et les a montées l'une contre l'autre - il ne peut y avoir d'autre explication. La situation dégénère encore lorsque la foule en colère se mêle à la bagarre. Vous repérez Anaximandros qui grimpe sur le char de Spyridon, et les deux tentent de s'échapper de l'hippodrome par une sortie non gardée.;Es ist so weit, das letzte Rennen der Saison. Das Hippodrom ist bis auf den letzten Platz ausverkauft und ein ohrenbetäubendes Tosen begrüßt Euch, als Ihr Euren Streitwagen in die Arena lenkt. Ihr nehmt Euren Platz neben Spyridon ein, Eurem alten grünen Rivalen, dem Liebling der Massen. Er begrüßt Euch mit "Eure Majestät" und spuckt auf den Boden.\n\nDie Fanfaren blasen und das Rennen beginnt, aber es scheint als wärt Ihr nicht der einzige gewesen der Waffen mitgebracht hat. Die Rennbahn wird schnell zu einem Schlachtfeld, alle Fahrer hacken aufeinander ein. Anaximandros hat beide Seiten gegeneinander ausgespielt, daran besteht kein Zweifel. Die Situation gerät weiter außer Kontrolle, als die wütenden Zuschauer eingreifen. Ihr seht wie Anaximandros auf Spyridons Streitwagen klettert und mit ihm aus dem Hippodrom in die unbewachte Stadt entkommt.;;Es el día de la última carrera de la temporada. El Hipódromo está lleno a rebosar y un rugido ensordecedor te da la bienvenida cuando entras en el estadio montando en tu carro. Te encuentras junto a Spyridon, tu viejo enemigo del equipo de los Verdes, y el favorito de la multitud. "Su Majestad", te dice y escupe en el suelo. \n\nLas trompetas suenan y empieza la carrera. Pero parece que no eres el único que ha traído armas. Todo se convierte en un enorme cuerpo a cuerpo cuando todos los corredores se golpean y acuchillan con armas de mano y con las montadas en los carros. Anaximandros ha jugado a dos bandos, el uno encontra el otro - no hay otra explicación. La situación se agrava aún más cuando las agitadas masas entran en la batalla. Descubres a Anaximandros subiendo al carro de Spyridon y ves como los dos se fugan del Hipódromo por la salida no vigilada.;;;;;;;;;x
EVTDESCLoR.413;As Spyridon and the traitor Anaximandros depart the Hippodrome leaving nothing but chaos in their wake, you rally the Varangian Guard to your side. Together with a squadron of cataphracts from the nearby garrison you finally manage to bring order to the madness. The cost of life is great, especially amongst the audience, but it can't be helped.\n\nYour career as a chariot racer is over, but despite everything, you have emerged through all this as the strongwilled leader many feel the Empire needs. You wonder what possible motive compelled Anaximandros to turn the Blue and Green factions against each other in open battle. For how long did he mastermind events with that purpose in mind? You will likely never know. He is now a wanted man throughout the Empire.;Tandis que Spyridon et le traître Anaximandros quittent l'hippodrome en laissant derrière eux un chaos indescriptible, vous ralliez un garde varègue qui se met à votre service. Ensemble, avec l'aide d'un escadron de cataphractaires de la garnison la plus proche, vous réussissez finalement à ramener l'ordre dans cette folie sanguinaire. Il y a de nombreux morts, surtout parmi le public, mais on ne peut plus rien y faire.\n    Votre carrière de coureur de char est terminée, mais malgré tout, vous avez pu ressentir à quel point l'Empire avait le besoin d'avoir un chef à la volonté de fer. Vous vous demandez quelle était la raison qui a poussé Anaximandros à semer la zizanie entre les factions Bleues et les Verts jusqu'à organiser une bataille rangée. Depuis combien de temps manigançait-il ce complot ? Vous ne le saurez probablement jamais. Il est désormais l'homme le plus recherché de l'Empire.;Als Spyridon und der Verräter Anaximandros das Hippodrom verlassen und nichts als Chaos hinter sich zurücklassen ruft Ihr die Warägergarde zu Euch. Zusammen mit einer Einheit Kataphrakte, aus der nahegelegenen Garnison, gelingt es Euch endlich die Ordnung wiederherzustellen. Den Preis bezahlt das Publikum in Blut, aber was soll man machen?\n\nEure Karriere als Streitwagenfahrer ist beendet, aber trotz allem halten Euch viele für den starken Mann, den das Imperium braucht. Ihr fragt Euch welche Beweggründe Anaximandros hatte, die Blauen und Grünen zu einer offenen Schlacht zu bewegen. Wie lange hatte er es geplant und vorbereitet? Vermutlich werdet Ihr es nie erfahren, aber er wird ab jetzt im ganzen Imperium gesucht.;;Cuando Spiridon y el traidor Anaximandros salen del Hipódromo dejando nada más que caos a su paso, vuelves a formar la la Guardia varega a tu lado. Junto a un escuadrón de catapultas de la guarnición cercana finalmente logras poner orden a esa locura. El costo en vidas es grande, sobre todo en cuanto público, pero no puedes evitarlo. \n\nTu carrera como corredor de carros ha terminado, pero a pesar de todo, te has salido de todo esto como el voluntarioso líder que muchos sienten que el Imperio Romano necesita. Uno se pregunta qué motivo forzó a Anaximandros a provocar que las facciones Azul y Verde lucharan entre sí en una batalla abierta. ¿Durante cuánto tiempo estuvo planeando estos eventos? Probablemente jamás se sabrá.  Ahora él es un hombre buscado por todo el Imperio.;;;;;;;;;x
EVTDESCLoR.414;You leave the madness of the Hippodrome behind and steer your chariot out into the streets of Constantinople, in hot pursuit of Spyridon and the traitor Anaximandros. With blades unfolded, your chariot smashes through market stalls and pottery in the narrow back alleys while a hissing Anaximandros tries to give you a taste of the whip, without success.\n\nYou rush past the Hagia Sophia and onto the Augustaion square as terrified priests scramble to get out of the way. With a sharp turn you continue forward on the Mese, the main thoroughfare, and speed past oxcarts and the Forum of Constantine before Spyridon abruptly turns north, towards the Golden Horn. He finally loses control of his chariot at the docks, and it crashes into some stacked crates. You step out of your chariot and draw your mace.;Vous laissez derrière vous l'hippodrome et sa folie démentielle et conduisez votre char à travers les rues de Constantinople, à la poursuite effrénée de Spyridon et du traître Anaximandros. Dans ces ruelles étroites, votre char, lames déployées, accroche les étals de marché et fracasse les objets vendus. Un sifflement vous prévient qu'Anaximandros cherche à vous donner un avant-goût du fouet, sans succès.\n    Vous déboulez devant la basilique Sainte-Sophie et sur la place Augustaion, des prêtres terrorisés se démènent pour fuir la rue. Après un virage serré, vous continuez tout droit sur la Mese, l'artère principale, en doublant les chars à boeufs, pour atteindre le Forum de Constantin. Soudain, Spyridon tourne brusquement au nord, vers la Corne d'Or. Il perd finalement le contrôle de son char sur les quais, et se fracasse sur certaines caisses empilées. Vous sortez de votre char et sortez votre masse.;Ihr lasst den Wahnsinn im Hippodrom hinter Euch und lenkt Euren Streitwagen dicht hinter Spyridon und Anaximandros durch die Straßen Konstantinopels. In den engen Gasse zerschmettern eure ausgefahrenen Klingen Marktstände und Tonwaren, während Anaximandros versucht Euch mit seiner Peitsche zu erwischen.\n\nIhr passiert die Hagia Sophia, ängstliche Priester versuchen auf dem Augustaion verzweifelt auszuweichen, weiter auf der Mese, eine der wichtigsten Straßen Konstantinopels, an Ochsenkarren und dem konstantinischen Forum vorbei. Plötzlich lenkt Spyridon seinen Streitwagen Richtung Norden, in Richtung des Goldenen Horns. Bei den Kaimauern verliert er die Kontrolle über seinen Wagen und kracht in ein paar aufgestapelte Kisten. Ihr springt von Eurem Streitwagen und greift nach Eurem Streitkolben.;;Dejas la locura del Hipódromo atrás y, montado en tu carro, te introduces por las calles de Constantinopla en búsqueda de los traidores Spiridon y Anaximandros. Con las armas extendidas, tu carro destroza tenderetes y alfarerías en los estrechos callejones del mercado mientras que un sibilante Anaximandros intenta, sin éxito, darte un latigazo. \n\nTú sigues, a toda prisa, más allá de la iglesia de Santa Sofía y la plaza Augustaion, los sacerdotes, aterrorizados, luchan por abrirse paso. Después de un giro brusco sigues adelante por la Mese, la vía principal, adelantas carros tirados por bueyes y pasas velozmente ante el Foro de Constantino poco antes de que Spyridon se gire bruscamente hacia el norte, hacia el Cuerno Dorado. Finalmente, en el puerto, pierde el control de su carro y se estrella contra unas cajas apiladas. Tú sales de tu carro y desenfundas tu maza.;;;;;;;;;x
EVTDESCLoR.415;Spyridon has been impaled on a nearby fence and his dead eyes glare at you accusingly. Anaximandros, however, lies wheezing on the docks with a broken leg. He curses your name as you approach him with your mace. "Why do all this?" you ask him. "What could you possibly gain?"\n\nThe little man grins wryly at you. "Eons ago, there were four chariot racing teams: the Blues, the Greens, the Whites and the Reds. Then the two most powerful teams all but absorbed the two weakest. Who speaks of the Whites today? Or the Reds? Where is their glory? The domination of the Blues and Greens had to end, Majesty. At any cost. If my nephew Spyridon and I could get them to wipe each other out..." You have heard enough. With a single blow, your mace forever silences Anaximandros.;Spyridon s'est empalé sur une clôture proche et ses yeux morts vous fixent d'un air accusateur. Anaximandros, quant à lui, gît sur les quais, une jambe cassée et le souffle court. Il maudit votre nom alors que vous vous approchez avec votre masse. « Pourquoi faire tout cela ? Qu'aviez-vous à y gagner ? », demandez-vous. Avec un sourire ironique, le nain vous dit : « Il y a des années, il existait quatre factions de course de chars : Les Bleus, les Verts, les Blancs et les Rouges. Puis, les deux équipes les plus puissantes ont chacune absorbé les deux plus faibles. Qui parle au nom des Blancs aujourd'hui ou des Rouges ? Où sont-ils ? Où est la Gloire ? La domination des Bleus et des Verts devait finir, Majesté. À n'importe quel prix. Si mon neveu Spyridon et moi-même avions pu les monter les uns contre les autres... ». Vous en avez assez entendu. D'un seul coup, votre masse impose le silence à jamais à Anaximandros.;Spyridon wurde von einem naheliegenden Zaun aufgespießt und seine leeren Augen starren Euch anklagend an. Anaximandros hingegen liegt wimmernd, mit gebrochenem Bein, auf den Docks. Er verflucht Euren Namen, als Ihr Euch mit erhobenem Streitkolben nähert. "Warum das alles", fragt Ihr ihn. "Was wäre für Euch dabei rausgesprungen?"\n\nDer kleine Mann grinst Euch trocken an. "Vor langer Zeit gab es vier Rennställe: die Blauen, die Grünen, die Weißen und die Roten. Die beiden mächtigsten Mannschaften haben die kleineren verdrängt. Wer spricht schon noch von den Weißen oder den Roten? Was bleibt von ihrem Ruhm übrig? Die Dominanz der Blauen und Grünen musste enden. Wenn wir, mein Neffe Spyridon und ich, sie dazu bringen konnten sich gegenseitig auszumerzen ..." Ihr habt genug gehört. Euer Streitkolben bringt Anaximandros zum Schweigen.;;Spyridon ha sido empalado en una valla cercana y sus ojos muertos te fulminan con mirada acusadora. Anaximandros, en cambio, se encuentra tumbado en los muelles silbando y sólo con una pierna rota. Maldice tu nombre cuando te le acercas con tu maza. "¿Por qué hacer todo esto?" tú le preguntas. "¿Qué sacas, con todo esto?" \n\nEl hombrecito te sonríe irónicamente. "Mucho tiempo atrás, había cuatro equipos de carreras de carros: los Azules , los Verdes, los Blancos y los Rojos. Los dos equipos más poderosos absorbieron a los dos más débiles. ¿Quien habla hoy en día de los Blancos? ¿Y de los Rojos?  ¿Dónde está su gloria? El dominio de  los Azules y los Verdes tenía que terminar, Su Majestad, esto a cualquier coste. Si mi sobrino Spyridon y yo podíamos conseguir que se eliminaran los unos a los otros..." Has oído lo suficiente. De un mazazo silencias para siempre a Anaximandros.";;;;;;;;;x
EVTDESCLoR.416;Spyridon has been impaled on a nearby fence and his dead eyes glare at you accusingly. Anaximandros, however, lies wheezing on the docks with a broken leg. He curses your name as you approach him with your mace. "Why do all this?" you ask him. "What could you possibly gain?"\n\n The little man grins wryly at you. "Eons ago, there were four chariot racing teams: the Blues, the Greens, the Whites and the Reds. Then the two most powerful teams all but absorbed the two weakest. Who speaks of the Whites today? Or the Reds? The domination of the Blues and Greens had to end, Majesty. At any cost. If my nephew Spyridon and I could get them to wipe each other out..." You have heard enough. Varangian Guardsmen on horseback finally catch up with you and are instructed to take Anaximandros away.;Spyridon s'est empalé sur une clôture proche et ses yeux morts vous fixent d'un air accusateur. Anaximandros, quant à lui, gît sur les quais, une jambe cassée et le souffle court. Il maudit votre nom alors que vous vous approchez avec votre masse. « Pourquoi faire tout cela ? Qu'aviez-vous à y gagner ? » demandez-vous. Avec un sourire ironique, le nain vous dit : « Il y a des années, il existait quatre factions de course de chars : Les Bleus, les Verts, les Blancs et les Rouges. Puis, les deux équipes les plus puissantes ont chacune absorbé les deux plus faibles. Qui parle au nom des Blancs aujourd'hui ou des Rouges ? La domination des Bleus et des Verts devait finir, Majesté. A n'importe quel prix. Si mon neveu Spyridon et moi-même avions pu les monter les uns contre les autres... ». Vous en avez assez entendu. La garde varègue débouche enfin à cheval et vous les chargez d'emmener Anaximandros dans le plus profond cachot.;Spyridon wurde von einem naheliegenden Zaun aufgespießt und seine leeren Augen starren Euch anklagend an. Anaximandros hingegen liegt wimmernd mit gebrochenem Bein auf den Docks. Er verflucht Euren Namen, als Ihr Euch mit erhobenem Streitkolben nähert. "Warum das alles", fragt Ihr ihn. "Was wäre für euch dabei rausgesprungen?"\n\nDer kleine Mann grinst Euch an. "Einst gab es vier Rennställe: die Blauen, die Grünen, die Weißen und die Roten. Die beiden mächtigsten Mannschaften haben die kleineren verdrängt. Wer spricht schon noch von den Weißen oder den Roten? Was bleibt von ihrem Ruhm übrig? Die Dominanz der Blauen und Grünen musste enden. Wenn wir sie dazu bringen könnten, sich gegenseitig auszumerzen..." Ihr habt genug gehört. Als Mitglieder der Warägergarde zu Euch aufschließen, befehlt Ihr ihnen, Anaximandros wegzuschaffen.;;"Spyridon ha sido empalado en una valla cercana y sus ojos muertos te fulminan con mirada acusadora. Anaximandros, en cambio, se encuentra tumbado en los muelles silbando y con sólo con una pierna rota. Maldice tu nombre cuando te le acercas con tu maza. "¿Por qué hacer todo esto? tú le preguntas. ¿Qué sacas, con todo esto?" \n\nEl hombrecito te sonríe irónicamente. "Mucho tiempo atrás, había cuatro equipos de carreras de carros: los Azules , los Verdes, los Blancos y los Rojos. Los dos equipos más poderosos absorbieron a los dos más débiles. ¿Quien habla hoy en día de los Blancos? ¿Y de los Rojos? El dominio de  los Azules y los Verdes tenía que terminar, Su Majestad, esto a cualquier coste. Si mi sobrino Spyridon y yo podíamos conseguir que se eliminaran los unos a los otros..." Has oído lo suficiente. Finalmente soldados Varangian te alcanzan y les ordenas que se lleven a Anaximandros.";;;;;;;;;x
EVTDESCLoR.417;Members of the Varangian Guard leap into the arena in defense of their [Root.GetTitle] and swiftly cut down those rioters foolish enough to approach your chariot. They rush you to the safety of your palace, but the rest of Constantinople burns when the upset crowds spill out of the Hippodrome and onto the streets. As you watch the fires spread from your palatial balcony, you raise your fists to the heavens and bellow at the top of your lungs:\n\n"AAANNNNAAAXIMANDROOOS!!!!!!!!!!!!!!";Les membres de la garde varègue bondissent dans l'arène pour défendre leur [Root.GetTitle] et abattent rapidement ces émeutiers assez fous pour approcher votre char. Ils se hâtent de vous mettre à l'abri dans votre palais, mais tout Constantinople s'embrase quand la foule bouleversée s'enfuit hors de l'hippodrome et se répand dans les rues. Lorsque vous regardez les incendies et le chaos du haut du balcon de votre palais, vous levez vos poings vers le ciel et hurlez à pleins poumons :\n    « AAANNNNAAAXIMANDROOOS !!!!!!!!!!!!! »;Mitglieder der Warägergarde springen in die Arena, um ihre[Root.GetnMale] [Root.GetTitle] zu verteidigen. Die Aufständischen, die dumm genug sind, sich Eurem Streitwagen zu nähern, bezahlen schnell mit dem Leben. Die Garde bringt Euch in die Sicherheit des Palastes, aber der Rest von Konstantinopel brennt, als die Menge aus dem Hippodrom auf die Straßen stürzt. Von Eurem Balkon aus könnt Ihr sehen, wie sich die Feuer in der Stadt ausbreiten. Ihr hebt Eure Fäuste gen Himmel und schreit Euch die Lunge aus dem Hals.\n\n"AAANNNNAAAXIMANDROOOS!!!!!!!!!!!!!!";;Los miembros de la la Guardia varega saltan a la arena en defensa de su [Root.GetTitle] y rápidamente reducen a aquellos exaltados tan estúpidos como para acercarse a tu carro. Te llevan, a toda velocidad, a la seguridad de tu palacio, pero el resto de Constantinopla arde cuando las multitudes, alteradas, salen del Hipódromo y se vuelcan a las calles. Al ver, desde tu balcón palaciego cómo se extiende el fuego, alzas los puños al cielo y gritas con todas tus fuerzas :\n\n"¡AAANNNNAAAXIMANDROOOS!";;;;;;;;;x
EVTDESCLoR.500;Chariot races are scheduled to be held soon at the Hippodrome. Eight charioteers from the traditional Blue and Green teams will be competing for glory on the track. You may choose to throw your weight behind one of these factions and bet on them in a show of support.;Les courses de chars sont prévues pour bientôt à l'hippodrome. Huit auriges des traditionnelles équipes des Bleus et des Verts vont concourir pour la gloire sur la piste. Vous pouvez choisir d'appuyer l'une d'elles en misant sur sa victoire.;Bald sollen wieder Wagenrennen im Hippodrom stattfinden. Acht Fahrer der traditionsreichen blauen und grünen Mannschaft werden sich auf der Strecke um Ruhm und Ehre streiten. Ihr könnt Euch hinter eine dieser Mannschaften stellen und bekannt machen, dass Ihr sie unterstützt.;;Está previso que dentro de poco se celebren carreras de carros en el Hipódromo. Ocho aurigas de los tradicionales equipos Azul y Verde van a competir para obtener la gloria en la pista. Si quieres, puedes darlo todo por una de estas facciones y apostar por ellos en muestra de tu apoyo.;;;;;;;;;x
EVTDESCLoR.501;It was close, but the Blue team emerged as the winner after a tense final lap. Their triumphant charioteer makes a victory lap to the cheers of the ecstatic crowds. When he passes your seat he bows his head as a sign of respect and gratitude.;Il s'en est fallu de peu, mais après un dernier tour très serré, l'équipe des Bleus est sortie vainqueur. Le coureur triomphant fait un tour d'honneur sous les acclamations de la foule en extase. Lorsqu'il passe devant vous, il courbe la tête en signe de respect et de gratitude.;Es war knapp, aber nach einer spannenden letzten Runde stehen die Blauen als Sieger fest. Der Gewinner dreht vor der tobenden Menge eine Siegesrunde. Als er an Eurem Sitz vorbeifährt, neigt er seinen Kopf als Zeichen von Respekt und Dankbarkeit.;;Estaba cerca, pero el equipo Azul emergió como ganador después de una tensa vuelta final. Su triunfante auriga hace una vuelta de honor ante la ovación de la clamorosa multitud. Y cuando te adelanta, te hace una reverencia en signo de respeto y gratitud.;;;;;;;;;x
EVTDESCLoR.502;The Blue team lost the race after a nail-biting final lap. To the cheers of the crowd, the triumphant Green charioteer makes a victory lap. As he passes your seat, he flashes a gloating smile and gives you a little wave. Fortunately, your quick-thinking servants remove your wine cup before you can hurl it at him.;L'équipe des Bleus perd après un palpitant tour final. Sous les acclamations de la foule, le coureur des Verts fait un tour d'honneur triomphal. Lorsqu'il passe devant vous, il affiche un sourire radieux et vous fait un petit signe de la main. Heureusement que vos serviteurs sont rapides et ont ôté rapidement le verre de vin de votre main avant que vous ne l'ayez jeté sur lui.;Nach einer nervenaufreibenden letzten Runde stehen die Blauen als Verlierer fest. Unter dem Jubel der Menge dreht der grüne Sieger eine Ehrenrunde. Als er an Eurem Sitz vorbeifährt, blitzt ein schadenfrohes Lächeln auf. Glücklicherweise sind Eure Diener so geistesgegenwärtig, Euren Weinpokal zu entfernen, bevor Ihr ihn dem Fahrer hinterherwerfen könnt.;;El equipo Azul perdió la carrera después de una angustiosa última vuelta. Entre la aclamación de la multitud, el triunfante auriga Verde hace una vuelta de honor. Al adelantarte, esboza una sonrisa burlona y te saluda con la mano. Afortunadamente tus ágiles sirvientes te quitan la copa de vino de tus manos antes de que se la arrojes.;;;;;;;;;x
EVTDESCLoR.503;It was close, but the Green team emerged as the winner after a tense final lap. Their triumphant charioteer makes a victory lap to the cheers of the ecstatic crowds. When he passes your seat he bows his head as a sign of respect and gratitude.;Il s'en est fallu de peu, mais après un dernier tour très serré, l'équipe des Verts est sortie vainqueur. Le coureur triomphant fait un tour d'honneur sous les acclamations de la foule en extase. Lorsqu'il passe devant vous, il courbe la tête en signe de respect et de gratitude.;Es war knapp, aber nach einer spannenden letzten Runde stehen die Grünen als Sieger fest. Der Gewinner dreht vor der tobenden Menge eine Siegesrunde. Als er an Eurem Sitz vorbeifährt, neigt er seinen Kopf als Zeichen von Respekt und Dankbarkeit.;;Estaba cerca, pero el equipo Verde emergió como ganador después de una tensa vuelta final. Su triunfante auriga hace una vuelta de honor ante la ovación de la clamorosa multitud. Y cuando te adelanta, te hace una reverencia en signo de respeto y gratitud.;;;;;;;;;x
EVTDESCLoR.504;The Green team lost the race after a nail-biting final lap. To the cheers of the crowd, the triumphant Blue charioteer makes a victory lap. As he passes your seat, he flashes a gloating smile and gives you a little wave. Fortunately, your quick-thinking servants remove your wine cup before you can hurl it at him.;L'équipe des Verts perd après un palpitant tour final. Sous les acclamations de la foule, le coureur des Bleus fait un tour d'honneur triomphal. Lorsqu'il passe devant vous, il affiche un sourire radieux et vous fait un petit signe de la main. Heureusement que vos serviteurs sont rapides et ont ôté rapidement le verre de vin de votre main avant que vous ne l'ayez jeté sur lui.;Nach einer nervenaufreibenden letzten Runde stehen die Grünen als Verlierer fest. Unter dem Jubel der Menge dreht der blaue Sieger eine Ehrenrunde. Als er an Eurem Sitz vorbeifährt, blitzt ein schadenfrohes Lächeln auf. Glücklicherweise sind Eure Diener so geistesgegenwärtig, Euren Weinpokal zu entfernen, bevor Ihr ihn dem Fahrer hinterherwerfen könnt.;;El equipo Verde perdió la carrera después de una angustiosa última vuelta. Entre la aclamación de la multitud, el triunfante auriga Azul hace una vuelta de honor. Al adelantarte, esboza una sonrisa burlona y te saluda con la mano. Afortunadamente tus ágiles sirvientes te quitan la copa de vino de tus manos antes de que se la arrojes.;;;;;;;;;x

EVTOPTALoR.400;An intriguing proposal... count me in.;Une proposition intéressante... Vous pouvez compter sur moi.;Ein verführerischer Vorschlag ... ich bin dabei.;;Una propuesta intrigante ... Cuenta conmigo.;;;;;;;;;x
EVTOPTALoR.401;Let us get this over with.;Allons, finissons-en.;Lasst es uns hinter uns bringen.;;Vamos a terminar con esto.;;;;;;;;;x
EVTOPTALoR.402;Victory, but not thanks to Anaximandros!;Victoire, mais pas grâce à l'aide d'Anaximandros !;Der Sieg ist Euer, jedoch mitnichten dank Anaximandros!;;¡Victoria, pero no gracias a Anaximandros!;;;;;;;;;x
EVTOPTALoR.403;Defeat! Anaximandros will pay!;Vaincu ! Anaximandros va le payer très cher !;Vernichtend geschlagen! Anaximandros wird dafür büßen!;;¡Derrota! ¡Anaximandros pagará por ello!;;;;;;;;;x
EVTOPTALoR.404;Back! Back, I say!;Arrière ! Arrière, vous dis-je !;Bleibt zurück! Zurückbleiben, sage ich!;;¡Atrás! ¡Atrás, te digo yo!;;;;;;;;;x
EVTOPTALoR.405;I may regret this, but I will join this scheme.;Je vais sans doute le regretter, mais je vais accepter cette ruse.;Ich werde das noch bereuen, aber ich mache mit.;;Puede que me arrepienta, pero voy a  participar en esta conspiración.;;;;;;;;;x
EVTOPTALoR.406;Good. This might actually work!;Bien. Ça va probablement marcher !;Gut! Das könnte sogar funktionieren!;;Bien. ¡Esto realmente puede funcionar!;;;;;;;;;x
EVTOPTALoR.407;Victory, but no thanks to Anaximandros!;Victoire, mais pas grâce à l'aide d'Anaximandros !;Der Sieg ist Euer, jedoch mitnichten dank Anaximandros!;;¡Victoria! ¡Pero no gracias a Anaximandros!;;;;;;;;;x
EVTOPTALoR.408;Confound it all!;Consternation totale !;Verflixt noch mal!;;¡Todo confuso!;;;;;;;;;x
EVTOPTALoR.409;Back, knaves!;Arrière, fripons !;Zurück, ihr Gesindel!;;¡Atrás, bellacos!;;;;;;;;;x
EVTOPTALoR.410;It had better be. I am in.;Vaut mieux pour toi que ce soit la bonne...;Betet, dass ihr Recht behaltet. Ich bin dabei.;;Debe ser que éste sucederá. Seguiré la propuesta.;;;;;;;;;x
EVTOPTALoR.411;Let us hope it does not come to that.;Espérons que je n'aurai pas à l'employer.;So weit sollte es besser nicht kommen.;;Esperemos no llegar a eso.;;;;;;;;;x
EVTOPTALoR.412;Give chase!;Les pourchasser !;Nichts wie hinterher!;;¡Empieza la cacería!;;;;;;;;;x
EVTOPTALoR.413;Bloody gnome.;Foutu gnome.;Verfluchter Zwerg.;;Maldito gnomo.;;;;;;;;;x
EVTOPTALoR.414;Give no quarter.;Pas de quartier.;Zeigt kein Erbarmen.;;No darle cuartel.;;;;;;;;;x
EVTOPTALoR.415;One less headache for me.;Un souci de moins pour moi.;Eine Sorge weniger für mich.;;Un dolor de cabeza menos para mí.;;;;;;;;;x
EVTOPTALoR.416;And throw away the key.;Et de perdre la clef.;Und werft den Schlüssel weg.;;Y tira la llave.;;;;;;;;;x
EVTOPTALoR.417;When I get my hands on him...;Quand j'aurai mis la main sur ce scélérat...;Wenn ich ihn in die Finger bekomme ...;;Cuando le pongo las manos encima…;;;;;;;;;x
EVTOPTALoR.500;Support the Blues.;Soutenir les Bleus.;Unterstützt die Blauen.;;Apoya a los Azules.;;;;;;;;;x
EVTOPTALoR.501;I know how to pick a winner.;Je sais miser sur la bonne faction.;Ich weiß, wie ich einen Gewinner auswähle.;;Sé cómo pronosticar un ganador.;;;;;;;;;x
EVTOPTALoR.502;That little...!;Ce petit... !;Dieser kleine ...!;;Ese pequeño ...!;;;;;;;;;x
EVTOPTALoR.503;I know how to pick a winner.;Je sais miser sur la bonne faction.;Ich weiß, wie ich einen Gewinner auswähle.;;Sé cómo pronosticar el ganador.;;;;;;;;;x
EVTOPTALoR.504;That little...!;Ce petit... !;Dieser kleine ...!;;Ese pequeño ...!;;;;;;;;;x

EVTOPTBLoR.400;By cheating? No thanks.;En trichant ? Non merci.;Den Sieg erschwindeln? Nicht mit mir.;;¿Hacer trampas? No, gracias.;;;;;;;;;x
EVTOPTBLoR.405;Not interested. Guards, haul this wretched creature away!;Je ne suis plus intéressé. Gardes, jetez cette misérable créature hors d'ici !;Kein Interesse. Wachen, entfernt diese hinterhältige Kreatur!;;No me interesa. ¡Guardias! ¡Transporta a esta miserable criatura  lejos!;;;;;;;;;x
EVTOPTBLoR.410;You must be joking. Guards!;Vous voulez rire ? Gardes !;Ihr macht wohl Witze. Wachen!;;¡Debés estar bromeando. Guardias!;;;;;;;;;x
EVTOPTBLoR.412;Stay behind.;Rester dans l'enceinte.;Zurückbleiben.;;Manténte atrás.;;;;;;;;;x
EVTOPTBLoR.414;Show mercy.;Un peu de pitié.;Zeigt Gnade.;;Muestra misericordia.;;;;;;;;;x
EVTOPTBLoR.500;Support the Greens.;Soutenir les Verts.;Unterstützt die Grünen.;;Apoya a los Verdes.;;;;;;;;;x

EVTOPTCLoR.500;I have no time for silly games.;Je n'ai pas de temps pour ces jeux idiots.;Ich habe keine Zeit für dumme Spielchen.;;No tengo tiempo para juegos estupidos.;;;;;;;;;x

EVTTOOLTIPLoR.401;You practise chariot racing.;Vous vous entraînez à la course de chars.;Ihr übt Euch im Wagenrennen.;;Tú practicas carreras de carros.;;;;;;;;;x
EVTTOOLTIPLoR.405;The chariot race has concluded.;La Course de chars est terminée.;Das Wagenrennen ist zum Abschluss gekommen.;;La carrera de carros ha concluido.;;;;;;;;;x
EVTTOOLTIPLoR.406;You resume your training.;Vous reprenez votre entraînement.;Ihr übt eifrig weiter.;;Reanudas tu entrenamiento.;;;;;;;;;x
EVTTOOLTIPLoR.413;You remain at the Hippodrome to stifle this riot.;Vous restez à l'hippodrome pour tenter de stopper l'émeute.;Ihr verbleibt im Hippodrom, um den Aufstand niederzuschlagen.;;Te quedas en el Hipódromo para sofocar este desmadre.;;;;;;;;;x
EVTTOOLTIPLoR.414;You pursue them outside the Hippodrome.;Vous les poursuivez en dehors de l'hippodrome.;Ihr verfolgt sie aus dem Hippodrom.;;Les estás persiguiendo fuera del Hipódromo.;;;;;;;;;x
