#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
FOUNDER_SCOPE;Bloodline Founder;Fondateur de la lignée;Erschaffer der Blutlinie;;Fundador de linaje;;;;;;;;;x
GARRISON_SIZE_MODIFIERS_HEADER;§YGarrison Size Modifiers:§!;§YModificateurs de la taille de la garnison§!:;§YModifikatoren der Garnisionsgröße§!;;§YModif. tamaño guarnición§!;;;;;;;;;x
GENERIC_REPUBLIC_NAME;[target_merchant_republic.GetFirstName]'s Republic;République de [target_merchant_republic.GetFirstName];[target_merchant_republic.GetFirstName]s Republik;;República de [target_merchant_republic.GetFirstName];;;;;;;;;x
GLORY_TO_HIGHGOD;Glory to [Root.Religion.GetHighGodName]!;Gloire [Root.Get_au_HighGod] !;Ehre sei [Root.Religion.GetHighGodName]!;;¡Gloria a [Root.Religion.GetHighGodName]!;;;;;;;;;x
GODS;God Names:;Divinités:;Gute Götter:;;Nombres de dioses:;;;;;;;;;x
GOV_WOMEN_CAN_TAKE_CONSORTS_DESC;Female rulers can take up to $NUM|Y$ Consorts;Les femmes au pouvoir peuvent prendre jusqu'à $NUM|Y$ concubins;Weibliche Herrscher können bis zu $NUM|Y$ Konkubinatoren haben;;Las gobernantes pueden tener hasta $NUM|Y$ concubinos;;;;;;;;;x
Grace;Grace;Votre Grâce;Grazie;;Ilustrísima;;;;;;;;x
HAD_BLOODLINE_FLAG_AT_LEAST;Had flag '§Y$FLAG$§!' for at least §Y$DAYS$§! days;A eu le drapeau '§Y$FLAG$§!' pendant au moins §Y$DAYS$§! jours;Hatte die Flag "§Y$FLAG$§!" für mindestens §Y$DAYS$§! Tage;;Tuvo la bandera '§Y$FLAG$§!' al menos de §Y$DAYS$§! días;;;;;;;;;x
HAD_BLOODLINE_FLAG_LESS_THAN;Had flag '§Y$FLAG$§!' for less than §Y$DAYS$§! days;A eu le drapeau '§Y$FLAG$§!' pendant moins de §Y$DAYS$§! jours;Hatte die Flag "§Y$FLAG$§!" für weniger als §Y$DAYS$§! Tage;;Tuvo la bandera '§Y$FLAG$§!' menos de §Y$DAYS$§! días;;;;;;;;;x
HAS_BLOODLINE_FLAG;Has the Bloodline flag:;A le drapeau de lignée:;Hat die Blutlinien-Flag;;Tiene la bandera de linaje:;;;;;;;;;x
HAS_ELECTOR_STANCE_TRIGGER;Has the succession election view $STANCE|Y$;A le positionnement '$STANCE|Y$' aux élections pour la succession;Hat die Nachfolgeregelung $STANCE|Y$;;Tiene la posición $STANCE|Y$ sobre la sucesión;;;;;;;;;x
HAS_NO_BLOODLINES;This character is not a member of any famous Bloodlines.;Ce personnage n'est pas un membre d'une lignée réputée;Dieser Charakter ist nicht Mitglied einer berühmten Blutlinie;;Este personaje no es miembro de ningún linaje famoso;;;;;;;;;x
HAS_NO_KILLS;This character is not a known murderer.;Ce personnage n'est pas un meurtrier connu;Dieser Charakter ist kein bekannter Mörder;;Este personaje no es un asesino conocido;;;;;;;;;x
HAS_NOT_BLOODLINE_FLAG;Does NOT have the Bloodline flag:;N'a pas le drapeau de lignée:;Hat NICHT die Blutlinien-Flag;;No tiene la bandera de linaje:;;;;;;;;;x
HAS_NOT_PENTARCHY_TRIGGER;Does NOT have Pentarchy;N'est pas une pentarchie;Hat KEINE Pentarchie;;NO tiene Pentarquía;;;;;;;;;x
HAS_NOT_RELIGION_FEATURE_TRIGGER;Religion does NOT have the feature $FEATURE|Y$;La religion a la caractéristique '$FEATURE|Y$';Religion hat NICHT das Merkmal $FEATURE|Y$;;Religión NO tiene la característica $FEATURE|Y$;;;;;;;;;x
HAS_PENTARCHY_TRIGGER;Has Pentarchy;Est une pentarchie;Hat Pentarchie;;Tiene Pentarquía;;;;;;;;;x
HAS_PLEDGED_CRUSADE_DEFENSE_TRIGGER;Has pledged to defend against the Crusade;A promis d'engager des troupes contre la croisade;Hat geschworen gegen den Kreuzzug zu verteidigen;;Ha prometido defender contra la cruzada;;;;;;;;;x
HAS_PLEDGED_CRUSADE_PARTICIPATION_TRIGGER;[Root.GetTitledFirstName] has pledged to join the upcoming Crusade;[Root.Get_Le_TitledFirstName] a promis de rejoindre la croisade à venir;[Root.GetTitledFirstName] hat geschworen dem kommenden Kreuzzug beizutreten;;[Root.GetTitledFirstName] ha prometido unirse a la futura cruzada;;;;;x
HAS_RELIGION_FEATURE_TRIGGER;Religion has the feature $FEATURE|Y$;La religion a la caractéristique '$FEATURE|Y$';Religion hat das Merkmal $FEATURE|Y$;;Religión tiene la característica $FEATURE|Y$;;;;;;;;;x
HAS_SAME_ELECTOR_STANCE_AS_TRIGGER;Shares sucession election views with $CHAR|Y$;Partage avec $CHAR|Y$ le positionnement aux élections pour la succession;Hat die gleiche Nachfolgeregelung wie $CHAR|Y$;;Comparte posición sobre sucesión con $CHAR|Y$;;;;;;;;;x
HAVE_THE_DYNASTY_MODIFIER;Has the Dynasty Modifier $MODIFIER|Y$;A le modificateur dynastique '$MODIFIER|Y$';Hat den Dynastie-Modifikator $MODIFIER|Y$;;Tiene el modificador dinástico $MODIFIER|Y$;;;;;;;;;x
HIGH_GOD;High God:;Divinité principale:;Höchster Gott:;;Dios supremo:;;;;;;;;;x
Highness;Highness;Votre Altesse;Hoheit;;Alteza;;;;;;;;x
HOLY_SITE_DISTANCE_TRIGGER;Distance to nearest $RELIGION|Y$ Holy Site is $COMPARISON$ $VALUE|Y$;Distance au lieu saint de la foi $RELIGION|Y$ le plus proche est $COMPARISON$ $VALUE|Y$;Entfernung zur nächsten §Y$RELIGION$en§! Heiligen Stätte ist $COMPARISON$ $VALUE|Y$;;Distancia al lugar sagrado $RELIGION|Y$ más cercano es $COMPARISON$ $VALUE|Y$;;;;;;;;;x
Honorable;Honorable;Votre Honneur;Ehrenvoll;;Honorable;;;;;;;;x
Imperial_majesty;Imperial Majesty;Votre Majesté Impériale;Kaiserlichen Majestät;;Majestad imperial;;;;;;;;x
INACTIVE_TRADE_ROUTE_MODIFIER;\nIf active, the Trade Route would give the following effects:\n$MODIFIER$\n\nTrade posts built in Trade Route counties increase the modifier for all provinces. If some Trade Route provinces are blocked (by siege or occupation), other Trade Route provinces temporarily get a higher bonus as trade is redirected.;\nSi elle était active, la route commerciale procurerait les effets suivants :\n$MODIFIER$\n\nLes comptoirs dans des comtés qu'elle traverse augmentent le modificateur de tous les comtés. Si certains comtés de la route commerciale sont bloqués (par un siège ou une occupation), les autres comtés de la route commerciale reçoivent temporairement un bonus plus élevé en raison de la redirection des activités commerciales.;\nWenn aktiv hätte die Handelsroute folgende Auswirkung:\n$MODIFIER$\n\nHandelsposten, die in einer Grafschaft entlang einer Handelsroute errichtet werden, erhöhen den Modifikator aller Provinzen. Wenn einige Provinzen der Handelsroute blockiert sind (besetzt oder belagert), erhalten andere Provinzen der Handelsroute vorübergehend einen höheren Bonus, da der Handel umgeleitet wird.;;\nSi está activa, la ruta comercial da los siguiente efectos:\n$MODIFIER$\n\nLos puestos comerciales construidos en condados de rutas comerciales aumentan el modificador de todas las provincias. Si alguna provincia de la ruta comercial está bloqueada (por asedio u ocupación), el tráfico se redirigirá a otras provincias de la ruta, que recibirán temporalmente una bonificación mayor.;;;;;;;;;x
IS_BLOODLINE_FOUNDER_OF_TRIGGER;Is the founder of the $BLOODLINE|Y$;Est le fondateur de $BLOODLINE|Y$;Ist Begründer von $BLOODLINE|Y$;;Es el fundador de los $BLOODLINE|Y$;;;;;;;;;x
IS_BLOODLINE_MEMBER_OF_TRIGGER;Is a part of the $BLOODLINE|Y$;Est membre de $BLOODLINE|Y$;Ist Teil von $BLOODLINE|Y$;;Es parte de los $BLOODLINE|Y$;;;;;;;;;x
IS_CONNECTED_TRIGGER;Is connected to $TARGET|Y$;Est relié à $TARGET|Y$;Ist mit $TARGET|Y$ verbunden;;Está conectado a $TARGET|Y$;;;;;;;;;x
IS_CRUSADE_TARGET_TRIGGER;Is targeted by a Crusade;Est la cible d'une croisade;Ist Ziel eines Kreuzzugs;;Es el objetivo de una cruzada;;;;;;;;;x
IS_IN_SAME_UNIT_TRIGGER;Is in the same unit as $WHO|Y$;Est dans la même unité que $WHO|Y$;Ist in der gleichen Einheit wie $WHO|Y$;;Está en la misma unidad que $WHO|Y$;;;;;;;;;x
IS_NOT_BLOODLINE_FOUNDER_OF_TRIGGER;Is NOT the founder of the $BLOODLINE|Y$;N'est pas le fondateur de $BLOODLINE|Y$;Ist NICHT Begründer von $BLOODLINE|Y$;;NO es el fundador de los $BLOODLINE|Y$;;;;;;;;;x
IS_NOT_BLOODLINE_MEMBER_OF_TRIGGER;Is NOT a part of the $BLOODLINE|Y$;N'est pas membre de $BLOODLINE|Y$;Ist NICHT Teil von $BLOODLINE|Y$;;NO es parte de los $BLOODLINE|Y$;;;;;;;;;x
IS_NOT_CONNECTED_TRIGGER;Is NOT connected to $TARGET|Y$;N'est pas relié à $TARGET|Y$;In NICHT mit $TARGET|Y$ verbunden;;NO está conectado a $TARGET|Y$;;;;;;;;;x
IS_NOT_SENIOR_CONSORT;Is NOT the senior party in any consort relationship;N'est pas la personne haut placée dans une relation de concubinage;Ist nicht Senior in einer Konkubinatoren-Beziehung;;NO es cónyuge principal del concubinato;;;;;;;;;x
IS_PREPARING_CRUSADE_TRIGGER;A Crusade is in the planning phase;Une croisade est en phase de planification;Ein Kreuzzug ist in der Planungsphase;;Se está planeando una cruzada;;;;;x
IS_RELIGION_CRUSADE_TARGET_TRIGGER;Religion is targeted by a Crusade;La religion est ciblée par une croisade;Religion ist Ziel eines Kreuzzugs;;Religión es el objetivo de una cruzada;;;;;;;;;x
IS_SENIOR_CONSORT;Is the senior party in any consort relationship;Est la personne haut placée dans une relation de concubinage;Ist Senior in einer Konkubinatoren-Beziehung;;Es cónyuge principal del concubinato;;;;;;;;;x
IS_SOCIETY_TRIGGER;Society is $SOCIETY|Y$;La société est '$SOCIETY|Y$';Gesellschaft ist $SOCIETY|Y$;;Sociedad es $SOCIETY|Y$;;;;;;;;;x
JOINED_WAR_CRUSADE_LOG;$ALLY|Y$ has accepted a call to arms from $CALLER|Y$ opposing $TARGET|Y$. Due to having pledged to join the Crusade, $ALLY|Y$ had no other choice.;$ALLY|Y$ a accepté un appel aux armes de $CALLER|Y$ contre $TARGET|Y$. À cause de sa promesse de rejoindre la croisade, $ALLY|Y$ n'a pas eu d'autre choix.;$ALLY|Y$ hat einen Ruf zu den Waffen von $CALLER|Y$ gegen $TARGET|Y$ akzeptiert. Aufgrund der Zusage, sich dem Kreuzzug anzuschließen, hatte $ALLY|Y$ keine andere Wahl.;;$ALLY|Y$ ha aceptado una llamada a las armas de $CALLER|Y$ contra $TARGET|Y$. Como se había comprometido a unirse a la cruzada, no le ha quedado más opción a $ALLY|Y$.;;;;;;;;;x
JOINED_WAR_CRUSADE_SETUP;Joined Crusade War;A rejoint la guerre de croisade;Trat Kreuzzug bei;;Se unió una guerra de cruzada;;;;;;;;;x
KAISERSWERTH;Kaiserswerth;Kaiserswerth;Kaiserswerth;;Kaiserswerth;;;;;x
KILL_LIST_BUTTON_TOOLTIP_DELAYED;Show a list of characters that this character has killed. If looking at a character other than your own, only known kills will be shown.;Affiche une liste de personnages que ce personnage a tués. Si vous regardez un autre personnage que le vôtre, seuls les tués connus seront montrés.;Zeigt eine Liste von Charakteren, die dieser Charakter getötet hat. Betrachtet man einen anderen Charakter als den eigenen, werden nur bekannte Tötungen angezeigt.;;Muestra la lista de personajes que este personaje ha matado. Con un personaje que no sea el tuyo, solo aparecerán las muertes conocidas.;;;;;;;;;x
KILL_LIST_COUNT;$WHO|Y$ is responsible for the death of $COUNT|Y$ person.;$WHO|Y$ est responsable de la mort de $COUNT|Y$ personne.;$WHO|Y$ ist für den Tod von $COUNT|Y$ Person verantwortlich.;;$WHO|Y$ es responsable de la muerte de $COUNT|Y$ persona(s).;;;;;;;;x
KILL_LIST_COUNT_PLURAL;$WHO|Y$ is responsible for the deaths of $COUNT|Y$ people.;$WHO|Y$ est responsable de la mort de $COUNT|Y$ personnes.;$WHO|Y$ ist für den Tod von $COUNT|Y$ Personen verantwortlich.;;$WHO|Y$ es responsable de la muerte de $COUNT|Y$ gentes.;;;;;;;;x
KILL_LIST_INTERFACE_LABEL;§YKills§!;§YTués§!;§YTötungsliste§!;;§YLista de muertes§!;;;;;;;;;x
KINGDOM_OF_THE_SHEPHERDS;[shepherds_kingdom.GetBaseName];[shepherds_kingdom.GetBaseName];[shepherds_kingdom.GetBaseName];;[shepherds_kingdom.GetBaseName];;;;;x
LAND_PATH_DISTANCE_TRIGGER;Land distance to $TO|Y$ is $COMPARISON|Y$ $VALUE|Y$;La distance terrestre par rapport à $TO|Y$ est $COMPARISON|Y$ $VALUE|Y$;Entfernung über Land nach $TO|Y$ ist $COMPARISON|Y$ $VALUE|Y$;;La distancia terrestre a $TO|Y$ es $COMPARISON|Y$ $VALUE|Y$;;;;;;;;;x
LAND_PATH_TRIGGER;Land path to $TO|Y$ exists;Il existe un chemin terrestre vers $TO|Y$;Landweg nach $TO|Y$ existiert;;Hay ruta terrestre a $TO|Y$;;;;;;;;;x
LEADS_SUB_UNIT_TRIGGER;Is leading a sub-unit;Mène une sous-unité;Führt eine Untereinheit an;;Lidera una subunidad;;;;;;;;;x
LEDGER_CHARACTER_HAS_KILLED;$NAME$ has killed:;$NAME$ a tué :;$NAME$ hat getötet:;;$NAME$ ha matado:;;;;;;;;;x
LEDGER_ENTRY_BLOODLINE_TOOLTIP;$FOUNDER$ currently has $DESCENDANTS|Y$ living descendants;$FOUNDER$ a actuellement $DESCENDANTS|Y$ descendants vivants;$FOUNDER$ hat derzeit $DESCENDANTS|Y$ lebende Nachkommen;;$FOUNDER$ tiene ahora mismo $DESCENDANTS|Y$ descendientes vivos;;;;;;;;;x
LEDGER_HEADER_BLOODLINE;Bloodlines;Lignées;Blutlinien;;Linajes;;;;;;;;;x
LEDGER_HEADER_BLOODLINES;Bloodlines;Lignées;Blutlinien;;Linajes;;;;;;;;;x
LEDGER_HEADER_KILL_LIST;Kill List;Liste de tués;Tötungsliste;;Lista de muertes;;;;;;;;;x
LEDGER_NUM_BLOODLINE_LIVING_MEMBERS;Living Descendants;Descendants vivants;Lebende Nachkommen;;Descendientes vivos;;;;;;;;;x
LEDGER_NUM_KILLED_CHARACTER;Number of kills;Nombre de tués;Anzahl Tötungen;;Número de muertes;;;;;;;;;x
LEGEND;Legend;Légende;Legende;;Leyenda;;;;;;;;;x
LIEGE_IS_JAIN;Liege is Pacifist;Le seigneur lige est pacifiste;Lehnsherr ist Pazifist;;Señor es pacifista;;;;;;;;;x
loc_is_revealed_antichrist;Antichrist: $GAIN|=10+$;Antéchrist: $GAIN|=10+$;Antichrist: $GAIN|=10+$;;Anticristo: $GAIN|=10+$;;;;;;;;;x
LOCK_CRUSADE_TARGET_EFFECT;The target for the imminent Crusade is locked;La cible pour la croisade imminente est verrouillée;Das Ziel des bevorstehenden Kreuzzugs ist gesperrt;;El objetivo de la próxima cruzada está bloqueado;;;;;x
Lordship;Lordship;Votre Seigneurie;Lordschaft;;Señoría;;;;;;;;x
Majesty;Majesty;Votre Majesté;Majestät;;Majestad;;;;;;;;x
mask;Mask;Masque;Maske;;máscara;;;;;;;;;x
MODIFIER_ADD_PRESTIGE;Monthly Prestige gain;Gain mensuel de prestige;Monatlicher Prestigegewinn;;Ganancia mensual de prestigio;;;;;;;;;x
MODIFIER_COMBAT_RATING_DESC;Personal Combat Skill is a measure on how well you perform in duels against other characters, where it is compared to the skill of your opponent in order to decide the outcome. A high skill will also help you survive when leading an army into battle.;La compétence de combat personnelle est une mesure de votre performance en duels contre d'autres personnages. Elle est comparée à la compétence de votre adversaire afin de décider du résultat. Une compétence élevée vous aidera également à survivre en menant une armée dans la bataille.;Die "Persönliche Kampffertigkeit" ist ein Maß dafür, wie gut Ihr Euch in Duellen gegen andere Charaktere verhaltet. Dort wird sie mit der Fähigkeit Eures Gegners verglichen und bestimmt das Ergebnis. Eine hohe Fertigkeit hilft Euch auch beim Überleben, wenn Ihr eine Armee in die Schlacht führt.;;Destreza de Combate Personal mide lo bien que rindes en duelos contra otros personajes, comparándose con la destreza de tu oponente para decidir el resultado. Una gran destreza también te ayudará a sobrevivir cuando mandes un ejército en combate.;;;;;;;;;x
MODIFIER_UNREFORMED_TRIBAL_OPINION;Unreformed [pagan_group.GetGroupName] Tribal Vassal Opinion;Opinion de la part des vassaux tribaux [pagan_group.GetGroupName] non réformés;Meinung unreformierter [pagan_group.GetGroupName]er Stammesvasallen;;Opinión vasallo tribal [pagan_group.GetGroupName] sin reformar;;;;;;;;;x
MODIFIERS_HEADER;This Dynasty provides its members with the Modifiers below.;Cette dynastie octroie à ses membres les modificateurs ci-dessous.;Diese Dynastie stellt ihren Mitgliedern die unten stehenden Modifikatoren zur Verfügung.;;Esta dinastía proporciona a sus miembros estos modificadores.;;;;;;;;;x
MODIFIERS_TOOLTIP_DELAYED;These are the modifiers affecting this character. While similar to traits, modifiers are often of a more transient nature with a fixed date of expiry. Modifiers do not affect the personality of a character.;Ce sont les modificateurs impactant ce personnage. Même si comparables aux traits, les modificateurs sont souvent plus éphémères avec une date d'expiration et ils n'affectent pas la personnalité d'un personnage.;Dies sind die Modifikatoren, die diesen Charakter beeinflussen. Modifikatoren sind ähnlich wie Merkmale, jedoch oft nur vorübergehender Natur mit einem festgelegten Ablaufdatum. Modifikatoren beeinflussen nicht die Persönlichkeit eines Charakters.;;Estos son los modificadores que afectan a este personaje. Aunque son similares a los rasgos, los modificadores suelen ser de naturaleza más transitoria, con una fecha fija de caducidad. Los modificadores no afectan la personalidad de un personaje.;;;;;;;;;x
MONASTIC_ATTR_RELIGION;Monastic Doctrine;Doctrine monastique;Mönchslehre;;Doctrina monástica.;;;;;;;;;x
MONASTIC_AUTONOMOUS_ATTR_RELIGION;Monastic Autonomous Religion;Religion monastique autonome;Monastische autonome Religion;;Religión monástica autónoma;;;;;;;;;x
MOVEMENT_LOCKED;§YMovement is Locked§!;§YLe mouvement est verrouillé§!;§YBewegung ist gesperrt§!;;§YMovimiento bloqueado§!;;;;;;;;;x
MOVEMENT_LOCKED_DELAYED;As this army has moved more than halfway to the next County, the move cannot be canceled. Further moves can be canceled or queued up.;Lorsque cette armée a parcouru plus de la moitié du chemin vers le comté suivant, le déplacement ne peut plus être annulé. Les déplacements suivants peuvent être annulés ou mis en fil d'attente.;Da sich diese Armee bereits mehr als die Hälfte zur nächsten Grafschaft bewegt hat, kann die Bewegung nicht mehr abgebrochen werden. Anschließende Bewegungen können abgebrochen oder eingereiht werden.;;El movimiento no se puede cancelar porque este ejército ya ha recorrido más de la mitad de camino al siguiente condado. Movimientos posteriores pueden cancelarse o ponerse en cola.;;;;;;;;;x
MTTH_GAIN_WITH_LOC;$NAME$: $VAL|+=0$;$NAME$: $VAL|+=0$;$NAME$: $VAL|+=0$;;$NAME$: $VAL|+=0$;;;;;;;;;x
MUST_FILL_ALL_REFORM_SLOTS;All reformation slots must be filled;Tous les emplacements de réforme doivent être remplis;Es müssen alle Reformationsplätze gefüllt sein;;Debes llenar todas las casillas de reforma;;;;;;;;;x
NAMED_CHARACTER_CREATED;$TYPE$ named §Y$NAME$§! appears at the court of §Y$EMPLOYER$§!\n;$TYPE$ s'appelant §Y$NAME$§! arrive à la Cour de §Y$EMPLOYER$§!\n;$TYPE$ mit dem Namen §Y$NAME$§! trifft am Hof von §Y$EMPLOYER$§! ein\n;;$TYPE$ de nombre §Y$NAME$§! se presenta en la corte de §Y$EMPLOYER$§!;;;;;;;;x
NAVAL_PATH_DISTANCE_TRIGGER;Naval distance to $TO|Y$ is $COMPARISON|Y$ $VALUE|Y$;Distance navale jusqu'à $TO|Y$ est $COMPARISON|Y$ $VALUE|Y$;Flottenreichweite zu $TO|Y$ ist $COMPARISON|Y$ $VALUE|Y$;;Distancia naval a $TO|Y$ es $COMPARISON|Y$ $VALUE|Y$;;;;;;;;;x
NAVAL_PATH_TRIGGER;Naval path to $TO|Y$ exists;Un accès naval vers $TO|Y$ existe;Flottenweg zu $TO|Y$ existiert;;Existe ruta naval a $TO|Y$;;;;;;;;;x
NEW_ARTIFACT_RECEIVED_LOG;$CHARACTER|Y$ has had $ARTIFACT|Y$ added to their Treasury.;$CHARACTER|Y$ a eu l'artefact '$ARTIFACT|Y$' ajouté à son Trésor.;$CHARACTER|Y$ erhielt einen neuen Gegenstand: $ARTIFACT|Y$.;;Se ha añadido $ARTIFACT|Y$ al tesoro de $CHARACTER|Y$.;;;;;;;;;x
NICK_W_NAME;$NICK$' $TITLE$ $NAME$;$NICK$ $TITLE$ $NAME$;"$NICK$" $TITLE$ $NAME$;;$NICK$' $TITLE$ $NAME$;;;;;;;;;x
NO_LEGAL_CRUSADE_TARGET;§RNo valid targets to change to§!;§RPas de cible valide§!;§REs gibt keine gültigen Ziele zu denen gewechselt werden kann§!;;§RNo hay objetivos válidos a los que cambiar§!;;;;;;;;;x
NO_SEA_PATH_TT;Can be Reached by Sea;Peut être atteint par la mer;Kann vom Meer aus erreicht werden;;Se puede llegar por mar;;;;;x
NOMINATE_SUCCESSOR_TOOLTIP;Nominate Successor;Désigner le successeur;Nachfolger nominieren;;Nombrar sucesor;;;;;;;;;x
NOT_ALLOWED_BON;Not allowed to play §YBön§! characters without the Old Gods DLC, the Holy Fury DLC, or the Jade Dragon DLC!;Non autorisé à jouer un §Ybön§! sans le DLC 'Les Anciens Dieux', 'Fureur Sacrée' ou 'Dragon de Jade';Es ist nicht erlaubt §YBönische§! Charaktere ohne den DLC "Old Gods", "Holy Fury" oder "Jade Dragon" zu spielen!;;¡No se puede jugar con personajes §Ybön§! sin los DLC "The Old Gods", "Holy Fury" o "Jade Dragon"!;;;;;;;;x
NOT_ALLOWED_BON_MP;§Y$PLAYER$§! not allowed to play §YBön§! characters without the Old Gods DLC, the Holy Fury DLC, or the Jade Dragon DLC!;§Y$PLAYER$§! ne peut pas jouer un §Ybön§! sans le DLC 'Les Anciens Dieux', 'Fureur Sacrée' ou 'Dragon de Jade';§Y$PLAYER$§! ist es nicht erlaubt §YBönische§! Charaktere ohne den DLC "Old Gods", "Holy Fury" oder "Jade Dragon" zu spielen!;;¡§Y$PLAYER$§! no puede jugar con personajes §Ybön§! sin los DLC "The Old Gods", "Holy Fury" o "Jade Dragon"!;;;;;;;;x
NOT_ALLOWED_PAGAN;Not allowed to play §YPagan§! without The Old Gods DLC or the Holy Fury DLC!;Non autorisé à jouer un §Ypaïen§! sans le DLC 'Les Anciens Dieux' ou 'Fureur Sacrée';Es ist nicht erlaubt §YHeidnische§! Charaktere ohne den DLC "Old Gods" oder "Holy Fury" zu spielen!;;¡No se puede jugar con §Ypaganos§! sin los DLC "The Old Gods" u "Holy Fury"!;;;;;;;;x
NOT_ALLOWED_PAGAN_MP;§Y$PLAYER$§! not allowed to play §YPagan§! without The Old Gods DLC or the Holy Fury DLC;§Y$PLAYER$§! ne peut pas jouer un §Ypaïen§! sans le DLC 'Les Anciens Dieux' ou 'Fureur Sacrée';§Y$PLAYER$§! ist es nicht erlaubt §YHeidnische§! Charaktere ohne den DLC "Old Gods" oder "Holy Fury" zu spielen!;;¡§Y$PLAYER$§! no puede jugar con §Ypaganos§! sin los DLC "The Old Gods" u "Holy Fury"!;;;;;;;;x
NOT_ALLOWED_TO_PLAY_SAME_CHARACTER;Not allowed to play the same character as another player;Il n'est pas permis de jouer le même personnage qu'un autre joueur;Es ist nicht erlaubt den gleichen Charakter wie ein anderer Spieler zu spielen;;No se permite jugar al mismo personaje como otro jugador;;;;;;;;;x
NOT_ALLOWED_ZOROASTRIAN;Not allowed to play §YZoroastrian§! without The Old Gods DLC!;Non autorisé à jouer un §Yzoroastrien§! sans le DLC 'Les Anciens Dieux';Es ist nicht erlaubt §YZoroastrische§! Charaktere ohne den DLC "Old Gods" zu spielen!;;¡No se puede jugar con §Yzoroástricos§! sin el DLC "The Old Gods"!;;;;;;;;x
NOT_ALLOWED_ZOROASTRIAN_MP;§Y$PLAYER$§! not allowed to play §YZoroastrian§! without The Old Gods DLC;§Y$PLAYER$§! ne peut pas jouer un §Yzoroastrien§! sans le DLC 'Les Anciens Dieux';§Y$PLAYER$§! ist es nicht erlaubt §YZoroastrische§! Charaktere ohne den DLC "Old Gods" zu spielen!;;¡§Y$PLAYER$§! no puede jugar con §Yzoroástricos§! sin el DLC The Old Gods;;;;;;;;x
NOT_ALTERNATE_START_PARAMETER_TRIGGER;The $KEY|Y$ parameter does NOT have the value $VALUE|Y$ set;Le paramètre '$KEY|Y$' n'a pas $VALUE|Y$ comme valeur;Der Parameter $KEY|Y$ hat NICHT den Wert $VALUE|Y$ gesetzt;;El parámetro $KEY|Y$ NO tiene el conjunto de valores $VALUE|Y$;;;;;;;;;x
NOT_ALTERNATE_START_SETTING_TRIGGER;The $SETTING|Y$ setting does NOT match the given parameters;Le réglage '$SETTING|Y$' ne correspond pas aux paramètres;Die Einstellung $SETTING|Y$ stimmt NICHT mit den gegebenen Parametern überein;;Los ajustes $SETTING|Y$ NO se ajustan con los parámetros dados;;;;;;;;;x
NOT_ALTERNATE_START_TRIGGER;Is NOT an Alternate Start;N'est pas un départ alternatif;Ist KEIN alternativer Start;;NO es un Inicio alternativo;;;;;;;;;x
NOT_ANY_BLOODLINE_MEMBER_STARTS;No Bloodline Member;Pas membre d'une lignée;Keine Blutlinienmitglieder;;No miembro del linaje;;;;;;;;;x
NOT_ANY_BLOODLINE_STARTS;No Bloodline;Pas de lignée;Keine Blutlinie;;Sin linaje;;;;;;;;;x
NOT_ANY_KILL_LIST_CHARACTER_START;No character in Kill List;Pas de personnage dans la liste de tués;Kein Charakter in der Tötungsliste;;No tiene personajes en lista de muertes;;;;;;;;;x
NOT_ANY_OWNED_BLOODLINE_STARTS;No Possessed Bloodline;Pas de lignée possédée;Keine besessene Blutlinie;;No posee linaje;;;;;;;;;x
NOT_ANY_REALM_LORD_STARTS;No landed character in the realm;Pas de personnage dans le pays ayant des terres;Kein Charakter mit Besitztümern im Reich;;No hay personajes con títulos en el reino;;;;;x
NOT_ASKED_BAPTISM_RECENTLY;Has NOT recently petitioned for a mass conversion [From.GetBaptismTimer];Ne s'est pas vu demandé récemment une conversion de masse [From.GetBaptismTimer];Hat NICHT kürzlich bereits eine Massenkonvertierung gefordert [From.GetBaptismTimer];;No ha solicitado recientemente una conversión en masa desde [From.GetBaptismTimer];;;;;;;;;x
NOT_BEEN_ASKED_BAPTISM_RECENTLY;§Y[Root.GetTitledName]§! has NOT been recently petitioned for a mass conversion [Root.GetBaptismTimer];[Root.Get_Le_TitledNameJ] ne s'est pas vu demandé récemment une conversion de masse [Root.GetBaptismTimer];§Y[Root.GetTitledName]§! wurde NICHT kürzlich um eine Massenkonvertierung gebeten [Root.GetBaptismTimer];;A §Y[Root.GetTitledName]§! no se le ha solicitado recientemente una conversión en masa desde hace [Root.GetBaptismTimer];;;;;;;;;x
NOT_CONNECTED_PROVINCE_STARTS;No Connected Province;Pas de province reliée;Keine verbundene Provinz;;Ninguna provincia conectada;;;;;;;;;x
NOT_CRUSADE_WAR_STARTED_TRIGGER;This religion does NOT have a Crusade war ongoing;Cette religion n'a de guerre de croisade en cours;Diese Religion hat keinen andauernden Kreuzzug;;Esta religión NO tiene una cruzada en marcha;;;;;;;;;x
NOT_CURRENTLY_BAPTIZING;§Y[Root.GetTitledName]§! is NOT currently sponsoring the conversion of a realm;§Y[Root.GetTitledName]§! ne patronne pas actuellement la conversion d'un pays;§Y[Root.GetTitledName]§! unterstützt momentan NICHT die Konvertierung eines Reiches;;§Y[Root.GetTitledName]§! NO está patrocinando la conversión de un reino;;;;;;;;;x
