ALT_START_GENERIC_HERESY_DESC_4;The [GetName] faith is an ultra-orthodox branch of fanatical zealots. Adherents do not tolerate any deviance from the word of [GetScriptureName], subscribing to a very literal interpretation rather than the more relaxed one of their peers. They believe this to be the only way to truly please [GetHighGodName].;La foi [GetName] est une branche ultra-orthodoxe de fanatiques. Les adhérents ne tolèrent aucune déviance par rapport aux [GetScriptureName], souscrivant à une interprétation très littérale plutôt qu'à celle, plus souple, de leurs pairs. Ils croient que c'est le seul moyen de vraiment plaire au [GetHighGodName].;Der [GetName]e Glaube ist ein ultra-orthodoxer Zweig fanatischer Zeloten. Die Anhänger dulden keine Abweichung von dem Wort, wie es in "[GetScriptureName]" geschrieben ist und zeichnen sich eher für die sehr wörtliche Interpretation deren aus. Sie glauben, dass dies der einzige Weg ist, um "[GetHighGodName]" wahrhaftig zu gefallen.;;El credo [GetName] es una rama ultraortodoxa de devotos fanáticos. Sus seguidores no toleran ninguna desviación de la palabra de [GetScriptureName], suscribiéndose a una interpretación muy literal en lugar de la más relajada de sus correligionarios. Creen que este es el único modo de complacer de verdad a [GetHighGodName].;;;;;;;;;x
ALT_START_GENERIC_HERESY_DESC_5;For followers of the [GetName] faith, the number ten is of paramount importance. Rituals are always performed by ten [GetPriestTitle]s, every sermon touches upon ten passages from [GetScriptureName] and truly ardent worshipers pray to [GetHighGodName] ten times per day. They also believe that [GetRandomEvilGodName] is, in fact, ten separate entities.;Pour les adeptes de la foi [GetName], le nombre dix est d'une importance primordiale. Les rituels sont toujours exécutés par dix [GetPriestTitle]s, chaque sermon aborde dix passages des [GetScriptureName] et les plus fervents adeptes prient le [GetHighGodName] dix fois par jour. Ils croient également que le [GetRandomEvilGodName] est, en fait, dix entités distinctes.;Für alle Anhänger des [GetName]en Glaubens ist die Zahl zehn von größter Wichtigkeit. Rituale werden immer von zehn [GetPriestTitle] ausgeführt, jede Predigt behandelt zehn Passagen von "[GetScriptureName]" und wahrhaft fromme Anhänger beten zehn Mal pro Tag zu "[GetHighGodName]". Sie glauben außerdem, dass "[GetRandomEvilGodName]" in Wahrheit aus zehn separaten Entitäten besteht.;;Para los seguidores del credo [GetName], el número diez es de suma importancia: diez [GetPriestTitle]s celebran sus rituales, todos los sermones tocan diez pasajes de [GetScriptureName] y los fieles devotos de verdad rezan a [GetHighGodName] diez veces al día. De hecho, también creen que [GetRandomEvilGodName] es diez entidades separadas.;;;;;;;;;x
ALT_START_GENERIC_HERESY_DESC_6;Generally, followers of the [GetName] faith are much more relaxed about their rites and methods of worship than the followers of the orthodox branch. Their [GetPriestTitle]s claim that the battle against [GetRandomEvilGodName] is already lost, and that there is no path to salvation. This nihilistic outlook cause many followers to take the name of [GetHighGodName] in vain, which angers more devout worshipers.;Généralement, les adeptes de la foi [GetName] sont beaucoup plus souples en ce qui concerne leurs rites et leur culte que les adeptes de la branche orthodoxe. Leurs [GetPriestTitle]s prétendent que la bataille contre le [GetRandomEvilGodName] est déjà perdue et qu'il n'y a pas de chemin vers le salut. Cette vision nihiliste amène de nombreux adeptes à prendre le [GetHighGodName] à la légère, ce qui irrite les adorateurs les plus pieux.;Im Allgemeinen sind Anhänger des [GetName]en Glaubens viel entspannter bei ihren Riten und Methoden zur Anbetung als die Anhänger des orthodoxen Zweigs. Ihre [GetPriestTitle] behaupten, dass der Kampf gegen "[GetRandomEvilGodName]" bereits verloren ist und es keinen Weg zur Rettung gibt. Diese nihilistische Sichtweise führt dazu, dass viele Anhänger den Namen von "[GetHighGodName]" töricht verwenden, was wiederum fromme Anhänger verärgert.;;En general, los seguidores de la fe [GetName] son mucho más relajados sobre sus ritos y métodos de adoración que los seguidores de la rama ortodoxa. Sus [GetPriestTitle]s afirman que la batalla contra [GetRandomEvilGodName] ya está perdida, y que no se puede lograr la salvación. Esta perspectiva nihilista hace que muchos seguidores tomen el nombre de [GetHighGodName] en vano, lo que enfurece a los devotos más fieles.;;;;;;;;;x
ALT_START_GENERIC_HERESY_DESC_7;Unlike the main branch, worshipers of the [GetName] faith do not believe [GetScriptureName] hold the absolute truth. Followers prefer oral traditions, where [GetPriestTitle]s travel far and wide in order to share their wisdom with other [GetPriestTitle]s.;Contrairement à la branche principale, les adorateurs de la foi [GetName] ne croient pas que la vérité absolue se trouve dans les [GetScriptureName]. Les adeptes préfèrent les traditions orales et les [GetPriestTitle]s doivent donc voyager très loin afin de partager leur sagesse avec d'autres [GetPriestTitle]s.;Anders als der Hauptzweig glauben die Anhänger des [GetName]en Glaubens nicht, dass "[GetScriptureName]" die absolute Wahrheit enthält. Anhänger bevorzugen mündliche Überlieferungen und daher reisen [GetPriestTitle] weit, um ihre Weisheit mit anderen zu teilen ;;A diferencia de la rama principal, los adoradores del credo [GetName] no creen que [GetScriptureName] tenga la verdad absoluta. Sus seguidores prefieren las tradiciones orales, así que los [GetPriestTitle]s viajan a lo largo y ancho para compartir su sabiduría con otros [GetPriestTitle]s.;;;;;;;;;x
ALT_START_GENERIC_HERESY_DESC_8;The [GetName] faith, unlike its parent faith, has a very strict caste hierarchy pertaining [GetPriestTitle]s. Internally, [GetPriestTitle]s are organized into five separate ranks, each owing full loyalty to their superiors. Their flocks are also organized into five separate groupings, with the recent converts and cynical worshipers being tended to by the lowest-ranking [GetPriestTitle]s.;La foi [GetName], contrairement à sa foi parente, a une organisation en caste très stricte. Les [GetPriestTitle]s sont organisés en cinq rangs, chacun d'entre eux devant une loyauté totale envers ses supérieurs. Les fidèles sont également organisés en cinq groupes, les convertis récents et les adorateurs cyniques étant pris en charge par les [GetPriestTitle]s de bas rangs.;Der [GetName]e Glaube hat im Gegensatz zu seinem übergeordneten Zweig eine sehr strenge Kastenhierarchie, die [GetPriestTitle] betrifft. Intern sind [GetPriestTitle] in fünf verschiedene Ränge organisiert, von denen jeder Loyalität gegenüber dem Vorgesetzten hat. Ihre Herde ist ebenfalls in fünf separate Gruppen organisiert, wobei die neusten Konvertierten und zynischsten Anhänger von den niedrigsten [GetPriestTitle] betreut werden.;;El credo [GetName], a diferencia de la fe original, tiene una jerarquía de castas de [GetPriestTitle]s muy estricta. Internamente, los [GetPriestTitle]s se dividen en cinco rangos separados, cada uno de los cuales debe lealtad absoluta a sus superiores. Su grey también está organizada en cinco grupos separados, donde los conversos recientes y devotos cínicos se ven atendidos por [GetPriestTitle]s de menor rango.;;;;;;;;;x
ALT_START_GENERIC_HERESY_DESC_9;Followers of the [GetName] faith are deemed cursed by adherents of their parent faith. The reason for why this belief is so ingrained and unshakable has been lost to time. The most common claim is that they are spawn of [GetRandomEvilGodName], who spit on [GetScriptureName]. Adherents of the [GetName] faith do not ascribe to this interpretation, as they themselves believe spit to be a blessed tool provided by [GetHighGodName].;Les adeptes de la foi [GetName] sont considérés comme maudits par les adeptes de leur foi parente. La raison pour laquelle cette croyance est si enracinée a été oubliée avec le temps. L'affirmation la plus courante est qu'ils sont les suppôts du [GetRandomEvilGodName], qui crache sur les [GetScriptureName]. Ils ne blâment pas cette interprétation, car ils croient que cracher est un instrument béni fourni par le [GetHighGodName].;Anhänger des [GetName]en Glaubens werden von Anhänger des übergeordneten Zweigs verflucht. Der Grund, warum dieser Glaube so tief verwurzelt und unerschütterlich ist, ist mit der Zeit verloren gegangen. Die häufigste Behauptung ist, dass sie Nachkommen von "[GetRandomEvilGodName]" sind, die auf "[GetScriptureName]" spucken. Anhänger des [GetName]en Glaubens folgen dieser Interpretation allerdings nicht und glauben selbst, dass sie ein gesegnetes Werkzeug sind, dass von "[GetHighGodName]" selbst bereitgestellt wurde.;;Los seguidores del credo [GetName] son considerados malditos por los seguidores de la fe raíz. Se ha perdido en el tiempo el motivo de esta creencia, ya tan arraigada e inquebrantable. La afirmación más común son es que son progenie de [GetRandomEvilGodName], quien escupe en [GetScriptureName]. Los seguidores del credo [GetName] no se unen a esta interpretación, ya que para ellos el escupitajo es una herramienta bendita proporcionada por [GetHighGodName].;;;;;;;;;x
ALT_START_GENERIC_HERESY_DESC_10;Rejecting what they believe to be propaganda from [GetRandomEvilGodName], followers of the [GetName] faith ignore the word of the [GetPriestTitle]s. When hearing any passage from [GetScriptureName] read out loud, they instantly stuff their ears with parsley which each follower keeps with them in a sacred pouch. In honor of [GetHighGodName], every meal during religious holidays is prepared with abundant quantities of parsley.;Rejetant ce qu'ils croient être de la propagande du [GetRandomEvilGodName], les adeptes de la foi [GetName] ignorent la parole des religieux. Lorsqu'ils entendent un passage des [GetScriptureName] lu à haute voix, ils se bourrent immédiatement les oreilles avec le persil que chaque disciple garde avec lui dans une pochette sacrée. En l'honneur du [GetHighGodName], chaque repas pendant les fêtes religieuses est préparé avec des quantités abondantes de persil.;Anhänger des [GetName]en Glaubens lehnen das ab, was sie für Propaganda von "[GetRandomEvilGodName]" halten und durch die [GetPriestTitle] verbreitet wird. Wenn sie eine Passage aus "[GetScriptureName]" laut vorgelesen bekommen, stopfen sie sich sofort ihre Ohren mit Petersilie, die jeder Anhänger in einem heiligen Beutel bei sich hat. Zu Ehren von "[GetHighGodName]" wird jede Mahlzeit während religiöser Feiertage mit reichlich Petersilie zubereitet.;;Rechazando lo que creen propaganda de [GetRandomEvilGodName], los seguidores del credo [GetName] ignoran la palabra de los [GetPriestTitle]s. Cuando escuchan en voz alta un pasaje de [GetScriptureName] se tapan instantáneamente los oídos con el perejil que todo seguidor guarda en una bolsa sagrada. En honor a [GetHighGodName], todas las comidas que se preparan durante las fiestas religiosas llevan cantidades abundantes de perejil.;;;;;;;;;x
ALT_START_GENERIC_HERESY_DESC_11;Followers of the [GetName] religion hold the belief that every third passage of [GetScriptureName] is written by [GetRandomEvilGodName], much to the dismay of adherents to the parent religion. Fanatics often write down the offending passages on rocks, which they subsequently throw at the houses of those they perceive to be heretics or heathens.;Les adeptes de la religion [GetName] croient que chaque troisième passage des [GetScriptureName] est écrit par le [GetRandomEvilGodName], à la grande consternation des adeptes de la religion parente. Les fanatiques écrivent souvent les passages offensants sur des cailloux, qu'ils jettent ensuite dans les maisons de ceux qu'ils perçoivent comme des hérétiques.;Anhänger den [GetName]en Glaubens denken, dass jede dritte Passage in "[GetScriptureName]" von "[GetRandomEvilGodName]" geschrieben wurde, sehr zum Ärger der Anhänger der Stammreligion. Fanatiker schreiben oft die beleidigensten Verse auf Felsen nieder, die sie anschließend auf die Häuser derjenigen werfen, die sie für Häretiker oder Heiden halten.;;Los seguidores de la religión [GetName] sostienen que cada tercer pasaje de [GetScriptureName] está escrito por [GetRandomEvilGodName], para consternación de los que siguen el credo original. Los fanáticos suelen escribir los pasajes ofensivos en piedras, que luego tiran contra las casas de aquellos que consideran herejes o paganos.;;;;;;;;;x
ALT_START_GENERIC_HERESY_DESC_12;Cold nights are cherished by followers of the [GetName] religion, who hold the belief that the touch of [GetHighGodName] is as icy as the deepest winter. As [GetScriptureName] makes no mention of this, [GetPriestTitle]s of their parent faith deem such rituals heretical and inspired by the gospel of [GetRandomEvilGodName].;Les nuits froides sont chéries par les adeptes de la religion [GetName], qui croient que le contact du [GetHighGodName] est aussi glacial que l'hiver le plus profond. Bien qu'il n'y en ait nulle mention dans les [GetScriptureName], les [GetPriestTitle]s de leur foi parente estiment que de tels rituels sont hérétiques et inspirés par le [GetRandomEvilGodName].;Kalte Nächte werden von Anhängern des [GetName]en Glaubens geschätzt, da sie denken, dass die Berührung von "[GetHighGodName]" so eisig ist, wie der tiefste Winter. Da dies allerdings nicht in "[GetScriptureName]" erwähnt wird, sehen es [GetPriestTitle] des ursprünglichen Glaubens für häretisch und von "[GetRandomEvilGodName]" inspiriert an.;;Los seguidores de la religión [GetName] aprecian las noches frías, pues sostienen que el toque de [GetHighGodName] es tan frío como lo más profundo del invierno. Como [GetScriptureName] no menciona esto, los [GetPriestTitle]s de la religión original consideran tales rituales heréticos e inspirados por el evangelio de [GetRandomEvilGodName] .;;;;;;;;;x
ALT_START_GENERIC_HERESY_DESC_13;The [GetPriestTitle]s of the [GetName] faith argue that their way of worship is not only the correct way, but also much older than that of more traditional believers. For millenia the [GetName] faith thrived, until a tiny sect of lunatics broke away to form new branches of the religion – or so [GetName] [GetPriestTitle]s claim. A defining feature of the faith is that the private lives of [GetPriestTitle]s must remain completely secret, which often see them wearing disguises when not tending to their flocks.;Les [GetPriestTitle]s de la foi [GetName] soutiennent que leur façon de rendre un culte est non seulement la bonne, mais qu'en plus leur religion est beaucoup plus ancienne que celle des croyants plus traditionnels. Pendant des millénaires, la foi [GetName] a prospéré, jusqu'à ce qu'une petite secte de lunatiques fonde de nouvelles branches de la religion – du moins c'est ce qu'affirment les religieux [GetName]s. Une caractéristique déterminante de cette foi est que la vie privée des [GetPriestTitle]s doit rester entièrement secrète et on les voit donc souvent porter des déguisements lorsqu'ils ne s'occupent pas de leurs fidèles.;Dies [GetPriestTitle] des [GetName]en Glaubens argumentieren, dass ihre Art der Anbetung nicht nur der richtige ist, sondern auch viel älter als die eines traditionellen Gläubigen. Jahrtausendelang gedieh der [GetName]e Glaube, bis sich eine kleine Sekte von Wahnsinnigen absetze, um einen neuen Zweig der Religion zu bilden. So oder so ähnlich behaupten es [GetName]e [GetPriestTitle] zumindest. Das wichtigste Merkmal des Glaubens ist, dass das Privatleben von [GetPriestTitle] völlig geheim bleiben muss, weshalb sie oft verkleidet sind, wenn sie sich nicht um ihre Herde kümmern. ;;Los [GetPriestTitle]s del credo [GetName] argumentan que su forma de adoración no es solo la correcta, sino también mucho más antigua que la de los creyentes más tradicionales. El credo [GetName] prosperó durante milenios hasta que una pequeña secta de lunáticos se separó para formar nuevas ramas de la religión (o eso afirman los [GetPriestTitle]s [GetName]). Una característica definitoria de la fe es que los [GetPriestTitle]s deben mantener sus vidas privadas totalmente en secreto, lo que a menudo les lleva a disfrazarse cuando no atienden a sus feligreses.;;;;;;;;;x
ALT_START_GENERIC_HERESY_DESC_14;The [GetName] faith believes that [GetScriptureName] should be available to all, and not just for the [GetPriestTitle]s to interpret. They therefore produce numerous copies of [GetScriptureName], localized into several languages. Many of these copies hold changes introduced by less than scrupulous [GetPriestTitle]s, which is a contributing reason to [GetName] followers being seen as heretical.;La foi [GetName] estime que les [GetScriptureName] doivent être accessibles à tous et non uniquement aux [GetPriestTitle]s. Ils en produisent donc de nombreuses copies traduites en plusieurs langues. Beaucoup de ces copies contiennent des modifications introduites par des [GetPriestTitle]s peu scrupuleux, ce qui contribue à ce que les adeptes [GetName]s soient considérés comme des hérétiques.;Der [GetName]e Glaube ist der Überzeugung, dass "[GetScriptureName]" für alle verfügbar sein sollte und nicht nur für [GetPriestTitle], die es interpretieren. Es werden daher zahlreiche Kopien von "[GetScriptureName]" geschrieben, die in mehrere Sprachen übersetzt werden. Viele dieser Kopien enthalten Änderungen, die von weniger geschulten [GetPriestTitle] gemacht wurden, was ein Grund dafür ist, dass [GetName]e Anhänger der häretisch betrachtet werden.;;El credo [GetName] cree que [GetScriptureName] debe estar disponible para todos, no solo para la interpretación de los [GetPriestTitle]s. Por lo tanto, hacen numerosos ejemplares de [GetScriptureName], traducidos a varios idiomas. Muchas de estos ejemplares contienen cambios introducidos por [GetPriestTitle]s no muy escrupulosos, lo que contribuye a que los seguidores de [GetName] sean considerados heréticos.;;;;;;;;;x
ALT_START_GENERIC_HERESY_DESC_15;Followers of the [GetName] faith share many similarities between themselves and those of their parent faith. In fact, [GetPriestTitle]s from both sides have been unable to find a single practical difference between the two sects – they both hold [GetScriptureName] in high regard, praise [GetHighGodName] in the correct way and fear the retribution of [GetRandomEvilGodName]. Still, followers of the [GetName] faith claim themselves to be heretics, and ardently so.;Les adeptes de la foi [GetName] partagent beaucoup de similitudes avec ceux de leur foi parente. En fait, les [GetPriestTitle]s des deux camps ont été incapables de trouver une seule différence de pratique entre les deux sectes – elles tiennent toutes les deux les [GetScriptureName] en haute estime, louent le [GetHighGodName] de la seule façon qui vaille et craignent le châtiment du [GetRandomEvilGodName]. Pourtant, les adeptes de la foi [GetName] se prétendent hérétiques et même ardemment.;Anhänger des [GetName]en Glaubens teilen viele Gemeinsamkeiten mit ihrem ursprünglichen Glauben. In der Tat können [GetPriestTitle] beider Seiten keinen einzigen praktischen Unterschied finden. Beide glauben fest an "[GetScriptureName]", preisen "[GetHighGodName]" richtig an und fürchten sich vor der Vergeltung von "[GetRandomEvilGodName]". Dennoch sehen sich Anhänger des [GetName]en Glaubens als Häretiker an und das sehr leidenschaftlich.;;Los seguidores del credo [GetName] comparten muchas similitudes con la religión matriz. De hecho, [GetPriestTitle]s de ambos lados han sido incapaces de encontrar una sola diferencia práctica entre las dos sectas: ambos aprecian enormemente [GetScriptureName], alaban a [GetHighGodName] del modo correcto y temen el castigo de [GetRandomEvilGodName]. Aún así, los seguidores del credo [GetName] afirman, incluso fervientemente, que son herejes.;;;;;;;;;x
ALT_START_GENERIC_HERESY_DESC_16;The [GetPriestTitle]s of the [GetName] religion often openly preach in the street and in public buildings, and are often ridiculed and spat on by those who do not ascribe to their somewhat ridiculous interpretation of [GetScriptureName]. In the minds of [GetName] worshipers, the text of [GetScriptureName] needs to be simplified to such a degree that a child could understand all of it, and they often rewrite the various passages to be comprehensible for even the most simple-minded person – something which obviously draws the ire of the more hard-line worshipers.;Les [GetPriestTitle]s de la religion [GetName] prêchent souvent dans la rue et les bâtiments publics, et sont souvent ridiculisés et victimes de crachats par ceux qui ne souscrivent pas à leur interprétation quelque peu ridicule des [GetScriptureName]. Dans l'esprit des adorateurs [GetName]s, le texte sacré doit être simplifié à l'extrême, ils réécrivent donc souvent certains passages pour les rendre compréhensibles même pour la personne la plus simple d'esprit – quelque chose qui provoque évidemment l'ire des adorateurs plus stricts.;Die [GetPriestTitle] des [GetName]en Glaubens predigen oft auf offener Straße und in öffentlichen Gebäuden und werden daher oft von denjenigen verspottet und belästigt, die ihrer etwas lächerlichen Interpretation von "[GetScriptureName]" nicht zustimmen. Für die [GetName]en Gläubigen muss der Text so weit vereinfacht werden, dass es selbst ein Kind verstehen kann und sie schreiben daher oft Passagen neu, um sie selbst der einfältigsten Person verständlich zu machen, etwas, das offensichtlich den Zorn der strenger Gläubigen auf sich zieht.;;Los [GetPriestTitle]s de la religión [GetName] suelen predicar abiertamente en la calle y edificios públicos, y a menudo reciben la burla y los escupitajos de aquellos que no siguen su interpretación un tanto ridícula de [GetScriptureName]. Para los devotos de [GetName], el texto de [GetScriptureName] debe ser simplificado de modo que un niño pueda entenderlo todo, y a menudo reescriben los diversos pasajes para que sean comprensibles hasta para la persona más simple, lo que obviamente atrae la ira de los adoradores de línea más dura.;;;;;;;;;x
ALT_START_GENERIC_HERESY_DESC_17;The [GetName] faith incorporates many elements of other religions. Several rites outlined in the [hindu.GetName] holy text ([hindu.GetScriptureName]) are part of everyday worship, and the behaviours of [jain.GetName] [jain.GetPriestTitle]s are emulated by [GetName] [GetPriestTitle]s. While their own holy text, [GetScriptureName], is still held in the highest regard, a lot of emphasis is put on the necessity for [GetPriestTitle]s to interpret other holy texts.;La foi [GetName] a incorporé de nombreux éléments d'autres religions. Plusieurs rites décrits dans le texte sacré [hindu.GetName] ([hindu.GetScriptureName]) font partie du culte quotidien et les comportements des [jain.GetPriestTitle]s [jain.GetName]s sont imités par les [GetPriestTitle]s [GetName]s. Bien que leur propre texte sacré, les [GetScriptureName], soit en toutes occasions tenu en haute estime, ils soutiennent la nécessité pour les [GetPriestTitle]s d'en interpréter d'autres.;Der [GetName]e Glaube beinhaltet viele Elemente anderer Religionen. Mehrere Riten, die im heiligen Text des [hindu.GetName]en Glaubens ([hindu.GetScriptureName]) geschrieben sind, sind Teil des alltäglichen Lebens und das Verhalten [jain.GetName]er [jain.GetPriestTitle] wird oft von [GetName]en [GetPriestTitle] nachgeahmt. Obwohl ihre eigene heilige Schrift, "[GetScriptureName]", immer noch in höchster Achtung gehalten wird, wird auch viel Wert auf die Notwendigkeit gelegt, dass [GetPriestTitle] andere heilige Texte interpretieren.;;El credo [GetName] incorpora muchos elementos de otras religiones. Varios ritos descritos en el texto sagrado [hindu.GetName] ([hindu.GetScriptureName]) son parte de la adoración diaria, y los [GetName] [GetPriestTitle]s emulan el comportamiento de los [jain.GetPriestTitle]s del [jain.GetName]. Si bien aún sienten gran consideración por su propio texto sagrado, [GetScriptureName], se pone mucho énfasis en la necesidad de que los [GetPriestTitle]s interpreten otros textos sagrados.;;;;;;;;;x
ALT_START_GENERIC_HERESY_DESC_18;Those who adhere to the [GetName] faith believe that an eternal war is being waged between [GetHighGodName] and all the gods and goddesses of other religions. Followers actively support this war by carving idols of all the foreign gods, which they subsequently burn in ritualistic bonfires.;Ceux qui adhèrent à la foi [GetName] croient qu'une guerre éternelle est menée entre le [GetHighGodName] et tous les dieux et déesses des autres religions. Les adeptes soutiennent activement cette guerre en sculptant des idoles de tous les dieux étrangers pour les brûler ensuite lors de feux rituels.;Diejenigen, die sich an den [GetName]en Glauben halten denken, dass ein ewiger Krieg zwischen "[GetHighGodName]" und den Göttern und Göttinnen aller anderen Religionen geführt wird. Die Anhänger unterstützen diesen Krieg aktiv, indem sie Götzen fremden Götter schnitzen und sie anschließend in rituellen Feuern verbrennen.;;Quienes siguen el credo [GetName] creen que se libra una guerra eterna entre [GetHighGodName] y todos los dioses y diosas de otras religiones. Sus seguidores apoyan activamente esta guerra tallando ídolos de todos los dioses extranjeros que posteriormente queman en hogueras rituales.;;;;;;;;;x
ALT_START_GENERIC_HERESY_DESC_19;[GetScriptureName] can be interpreted in many different ways, or so the [GetName] faithful claim. Their [GetPriestTitle]s make many bold claims, and they often conflict – one [GetPriestTitle] might claim [GetHighGodName] to be warlike one day, while another [GetPriestTitle] claims [GetHighGodName] to be championing peace the next. Their [GetPriestTitle]s often gather in grand cabals to discuss which interpretation is the right one, which leads followers of their parent religion to often accuse them of being witches or warlocks.;On peut interpréter les [GetScriptureName] de différentes façons, du moins c'est ce qu'affirment les fidèles [GetName]s. Leurs [GetPriestTitle]s font beaucoup de déclarations audacieuses et souvent contradictoires – un [GetPriestTitle] peut prétendre un jour que le [GetHighGodName] est un guerrier, alors qu'un autre peut, le lendemain, le proclamer champion de la paix. Leurs [GetPriestTitle]s se réunissent souvent en grandes cabales pour discuter de quelle interprétation est la bonne, ce qui amène souvent les adeptes de leur religion parente à les accuser d'être des sorcières ou des sorciers.;"[GetScriptureName]" kann auf viele verschiedene Arten interpretiert werden. So oder so ähnlich behaupten es die [GetName]en Gläubigen. Ihre [GetPriestTitle] machen viele kühne Behaupten und oft stehen sie im Konflikt miteinander. Ein [GetPriestTitle] könnte an einem Tag behaupten, dass "[GetHighGodName]" kriegerisch ist, während ein anderer am nächsten Tag sagt, dass "[GetHighGodName]" den Frieden begrüßt. Die [GetPriestTitle] versammeln sich oft in großen Kabalen, um darüber zu diskutieren, welche Interpretation die richtige ist, was Anhänger und Anhänger der Stammreligion oft dazu bringt, sie als Hexen oder Hexenmeister zu verurteilen.;;[GetScriptureName] se puede interpretar de muchas maneras diferentes, o al menos eso afirma el credo [GetName]. Sus [GetPriestTitle]s hacen muchas afirmaciones audaces, y a menudo contradictorias: un [GetPriestTitle] puede afirmar un día que [GetHighGodName] es belicoso, mientras que al día siguiente otro [GetPriestTitle] afirma que [GetHighGodName] defiende la paz. Sus [GetPriestTitle]s suelen reunirse en grandes reuniones para discutir cuál es la interpretación correcta, lo que lleva a que los seguidores de la religión original los acusen de ser brujos y hechiceros.;;;;;;;;;x
ALT_START_GENERIC_HERESY_DESC_20;The religious leadership of the [GetName] faith forbid anyone from reading [GetScriptureName], even themselves. They believe the texts to simply be too sacred for anyone to see – instead the [GetPriestTitle]s themselves dictate what adherents should and should not do. Their [GetPriestTitle]s also claim that anyone not following their commands will have their souls eaten by [GetRandomEvilGodName] as they die.;Les responsables religieux de la foi [GetName] interdisent à quiconque de lire les [GetScriptureName], y compris eux-mêmes. Ils croient que les textes sont simplement trop sacrés pour que quelqu'un puisse les voir – à la place, les [GetPriestTitle]s dictent eux-mêmes ce que les adhérents devraient et ne devraient pas faire. Leurs [GetPriestTitle]s affirment également que ceux qui ne suivent pas leurs ordres auront leurs âmes mangées par le [GetRandomEvilGodName] après leur mort.;Die religiöse Führung des [GetName]en Glaubens verbietet jedem, selbst aus [GetScriptureName] zu lesen. Sie glauben, dass die Texte einfach zu heilig sind, um sie auch nur anzusehen. Stattdessen geben sie [GetPriestTitle] selbst vor, was Anhänger tun sollten und was nicht. Die [GetPriestTitle] behaupten auch, dass die Seele von jemand, der ihrem Befehl nicht folgt, von "[GetRandomEvilGodName]" gefressen wird, sollten sie sterben.;;El liderazgo religioso de la fe de [GetName] prohíbe que nadie lea [GetScriptureName], ni siquiera ellos. Sostienen que los textos son demasiado sagrados para que nadie los vea. En su lugar los [GetPriestTitle]s dictan qué deben hacer o no sus seguidores. Sus [GetPriestTitle]s también afirman que [GetRandomEvilGodName] devorará al morir las almas de todos los que no sigan sus órdenes.;;;;;;;;;x
ALT_START_GENERIC_RELIGION_DESC;The [GetName] faith is as old as the world itself. Their deity, known only as [GetHighGodName], is said to have created the world for the [GetName] faithful to live and thrive in, by condition that they follow the rules set in [GetScriptureName]. [GetScriptureName] was passed directly from [GetHighGodName] to the first [GetName] prophet. Followers also believe that [GetRandomEvilGodName], and an army of dreaded heretics and heathens, seek to undo the entirety of creation and doom the [GetName] faithful to eternal darkness.;La foi [GetName] est aussi vieille que le monde lui-même. Sa divinité, connue seulement sous le nom de [GetHighGodName], aurait créé le monde pour que les fidèles [GetName]s puissent vivre et prospérer, à condition qu'ils suivent les règles définies dans les [GetScriptureName]. Texte sacré transmis directement du [GetHighGodName] au premier prophète de la foi [GetName]. Les adeptes croient aussi que le [GetRandomEvilGodName] et une armée redoutable d'hérétiques et d'infidèles cherchent à défaire toute la Création et à condamner les fidèles [GetName]s aux ténèbres éternelles.;Der [GetName]e Glaube ist so alt wie die Welt selbst. Ihr Gott, "[GetHighGodName]", soll die Welt geschaffen haben, damit die [GetName]en Anhänger in ihr leben und gedeihen können und die Bedingungen, die in "[GetScriptureName]" festgelegt sind, befolgen. "[GetScriptureName]" wurde direkt von "[GetHighGodName]" an den ersten [GetName]en Propheten überreicht. Anhänger glauben außerdem, dass "[GetRandomEvilGodName]" und eine Armee von Ketzern und Heiden versuchen wir, die Gesamtheit der Schöpfung rückgängig zu machen und die [GetName]en Gläubiger so der ewigen Dunkelheit auszusetzen.;;El credo [GetName] es tan viejo como el mundo. Se dice que su deidad, solo conocida como [GetHighGodName], creó el mundo solo para que el [GetName] fiel viva y prospere en él, con la condición de que siga las reglas establecidas en [GetScriptureName]. [GetHighGodName] entregó directamente [GetScriptureName] al primer profeta [GetName]. Sus seguidores creen que [GetRandomEvilGodName] y un ejército de terribles herejes y paganos buscan deshacer la creación entera y condenar al fiel [GetName] a la oscuridad entera.;;;;;;;;;x
