#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

SET_FACTION_JOIN_RESTRICTION_ON;Vassals can not join factions against their liege\n;Les vassaux ne peuvent rejoindre une faction s'opposant à leur seigneur\n;Vasallen können einer Fraktion gegen den Lehnsherr nicht beitreten.\n;;Vasallos no pueden unirse a facciones contra su señor \n;;;;;;;;;x

CHANGE_MERCENARY_COMPOSITION;$TYPE|Y$: $COUNT|=-+$\n;$TYPE|Y$ : $COUNT|=-+$\n;$TYPE|Y$: $COUNT|=-+$\n;;$TYPE|Y$: $COUNT|=-+$\n;;;;;;;;;x
CHANGE_MERCENARY_COMPOSITION_CONVERT;Convert $COUNT|Y$ $FROM$ into $TYPE|Y$\n;Améliorer $COUNT|Y$ $FROM$ en $TYPE|Y$\n;$COUNT|Y$ $FROM$ in $TYPE|Y$ konvertieren\n;;Convertir $COUNT|Y$ $FROM$ en $TYPE|Y$\n;;;;;;;;;x

BECOMES_INDEPENDENT_EFFECT;§Y$VASSAL$§! becomes Independent;§Y$VASSAL$§! devient indépendant;§Y$VASSAL$§! wird unabhängig;;§Y$VASSAL$§! se independiza;;;;;;;;;x
BECOMES_LIEGE_EFFECT;§Y$LIEGE$§! becomes §Y$VASSAL$§!'s new liege;§Y$LIEGE$§! devient le nouveau seigneur lige de §Y$VASSAL$§!;§Y$LIEGE$§! wird zu §Y$VASSAL$s§! neuem Lehnsherrn;;§Y$LIEGE$§! se convierte en el nuevo señor de §Y$VASSAL$§!;;;;;;;;;x

ADD_BLOODLINE_MEMBER_EFFECT;$MEMBER|Y$ becomes known as a part of the $BLOODLINE|Y$ bloodline;$MEMBER|Y$ est reconnu comme membre de la lignée $BLOODLINE|Y$;$MEMBER|Y$ wird Teil der $BLOODLINE|Y$ Blutlinie;;$MEMBER|Y$ es conocido como parte del Linaje $BLOODLINE|Y$;;;;;;;;;x

ADD_DYNASTY_MODIFIER_EFFECT;The $DYNASTY|Y$ Dynasty gets $MODIFIER|Y$, giving the following effects:\n$EFFECT$;La dynastie $DYNASTY|Y$ obtient le modificateur '$MODIFIER|Y$', octroyant les effets suivants :\n$EFFECT$;Die $DYNASTY|Y$-Dynastie erhält $MODIFIER|Y$, was folgende Auswirkung hat:\n$EFFECT$;;La dinastía $DYNASTY|Y$ recibe $MODIFIER|Y$, dando estos efectos:\n$EFFECT$;;;;;;;;;x

ADD_GOD_NAME_EFFECT;$NAME|Y$ will become a diety;$NAME|Y$ deviendra une divinité;$NAME|Y$ wird eine Gottheit;;$NAME|Y$ se convertirá en una deidad;;;;;;;;x

ADD_INTERMARRY_EFFECT;Religion can now intermarry with $RELIGION|Y$ characters;La religion permet le mariage avec la foi $RELIGION|Y$;Religion kann jetzt Ehen mit §Y$RELIGION$en§! eingehen;;Religión ahora permite matrimonios mixtos con $RELIGION|Y$;;;;;;;;;x

ADD_SOCIETY_PROGRESS_EFFECT;Add $VALUE|+$ Society Progress;Ajoute $VALUE|+$ à la progression de la société;Fügt dem Gesellschaftsfortschritt $VALUE|+$ hinzu;;Añade $VALUE|+$ de progreso de la sociedad;;;;;;;;;x
ADD_SOCIETY_PROGRESS_NEGATIVE_EFFECT;Add $VALUE|+$ Society Progress;Ajouter $VALUE|+$ à la progression de la société;Fügt $VALUE|+$ Gesellschaftsfortschritt hinzu;;Añade $VALUE|+$ progreso de la sociedad;;;;;;;;;x

ADD_SOCIETY_PROGRESS_WITH_SOCIETY_NAME_EFFECT;Add $VALUE|+$ Society Progress in $SOCIETY|Y$;Ajoute $VALUE|+$ à la progression de la société '$SOCIETY|Y$';Fügt dem Gesellschaftsfortschritt in $SOCIETY|Y$ $VALUE|+$ hinzu;;Añade $VALUE|+$ de progreso de la sociedad a $SOCIETY|Y$;;;;;;;;;x
ADD_SOCIETY_PROGRESS_WITH_SOCIETY_NAME_NEGATIVE_EFFECT;Add $VALUE|+$ Society Progress in $SOCIETY|Y$;Ajouter $VALUE|+$ de progression de la société '$SOCIETY|Y$';Fügt $SOCIETY|Y$ $VALUE|+$ Gesellschaftsfortschritt hinzu;;Fija a $VALUE|+$ progreso de la sociedad a $SOCIETY|Y$;;;;;;;;;x

ADD_TO_BLOODLINE_EFFECT;Becomes known as a part of the $BLOODLINE|Y$;Est reconnu comme membre de $BLOODLINE|Y$;Wird bekannt als Teil der Blutlinie $BLOODLINE|Y$;;Es conocido como parte de $BLOODLINE|Y$;;;;;;;;;x

ADJUST_SIPHON_FACTOR_EFFECT;Increases the payment factor for $TITLE|Y$ by $VALUE1|%Y0$ to §Y$VALUE2$%§!;Augmente le facteur de paiement pour $TITLE|Y$ de $VALUE1|%Y0$ à §Y$VALUE2$%§!;Erhöhung des Zahlungsfaktors für $TITLE|Y$ von $VALUE1|%Y0$ auf §Y$VALUE2$%§!;;Aumenta el factor del pago de $TITLE|Y$ con $VALUE1|%Y0$ a §Y$VALUE2$%§!;;;;;;;;;x
ADJUST_SIPHON_FACTOR_EFFECT_NEGATIVE;Decreases the payment factor for $TITLE|Y$ by $VALUE1|Y%$ to §Y$VALUE2$%§!;Diminue le facteur de paiement pour $TITLE|Y$ de $VALUE1|Y%$ à §Y$VALUE2$%§!;Verringert den Zahlungsfaktor für $TITLE|Y$ um $VALUE1|Y%$ auf §Y$VALUE2$%§!;;Reduce el factor de pago de $TITLE|Y$ en $VALUE1|Y%$ a §Y$VALUE2$%§!;;;;;;;;;x

CHANGE_INFAMY_EFFECT;$CHAR|Y$ gains $VALUE|-$% Threat\n;Menace de $CHAR|Y$ gagne $VALUE|-$%\n;$CHAR|Y$ gewinnt $VALUE|-$% Bedrohung\n;;$CHAR|Y$ gana $VALUE|-$% Amenaza\n;;;;;;;;;x

RESTORE_SUCCESSION_EFFECT;$TITLE|Y$ restores the law of $LAW|Y$\n;$TITLE|Y$ restaure la loi de $LAW|Y$\n;$TITLE|Y$ setzt $LAW|Y$-Gesetz wieder in Kraft\n;;$TITLE|Y$ restaura la ley de $LAW|Y$\n;;;;;;;;;x

RELIGION_CHANGE;$WHERE|Y$ becomes $NAME|Y$\n;$WHERE|Y$ se convertit à la foi $NAME|Y$\n;$WHERE|Y$ wird $NAME|Y$\n;;$WHERE|Y$ se convierte en $NAME|Y$\n;;;;;;;;;x
RELIGION_CHANGE_SECRET;$WHERE|Y$ starts secretly practicing the $NAME|Y$ religion\n;$WHERE|Y$ commence à pratiquer en secret la religion $NAME|Y$\n;$WHERE|Y$ beginnt, heimlich die Religion $NAME|Y$ auszuüben\n;;$WHERE|Y$ comienza a practicar la religión $NAME|Y$ en secreto\n;;;;;;;;;

SET_SECRET_RELIGION;$CHARACTER|Y$ starts to secretly practice the $RELIGION|Y$ religion\n;$CHARACTER|Y$ commence à pratiquer secrètement la religion $RELIGION|Y$\n;$CHARACTER|Y$ beginnt, heimlich die $RELIGION|Y$§Ye§! Religion auszuüben\n;;$CHARACTER|Y$ comienza a practicar la religión $RELIGION|Y$ en secreto\n;;;;;;;;;x
SET_SECRET_RELIGION_NONE;$CHARACTER|Y$ ceases to secretly practice a religion\n;$CHARACTER|Y$ cesse de pratiquer secrètement une religion\n;$CHARACTER|Y$ hört auf, heimlich eine Religion auszuüben\n;;$CHARACTER|Y$ deja de practicar una religión en secreto\n;;;;;;;;;x

CANCEL_PREGNANCY_EFFECT;The pregnancy of $CHARACTER|Y$ is canceled;La grossesse de $CHARACTER|Y$ est annulée;Die Schwangerschaft von $CHARACTER|Y$ wird abgebrochen;;Se cancela el embarazo de $CHARACTER|Y$;;;;;;;;;x

SET_IMMUNE_TO_PRUNING_EFFECT;$CHARACTER|Y$ is set as immune to being pruned by the game;$CHARACTER|Y$ est défini comme immunisé contre l'élagage par le jeu;$CHARACTER|Y$ ist immun dagegen, aus dem Spiel entfernt zu werden;;$CHARACTER|Y$ queda fijado como inmune a ser podado por el juego;;;;;;;;;x

ADD_AGE_EFFECT;$CHARACTER|Y$ becomes $AGE|Y$ years older;$CHARACTER|Y$ vieillit de $AGE|Y$ ans;$CHARACTER|Y$ wird $AGE|Y$ Jahre älter;;$CHARACTER|Y$ se vuelve $AGE|Y$ años mayor;;;;;;;;;x
ADD_AGE_EFFECT_NEGATIVE;$CHARACTER|Y$ becomes $AGE|Y$ years younger;$CHARACTER|Y$ rajeunit de $AGE|Y$ ans;$CHARACTER|Y$ wird $AGE|Y$ Jahre jünger;;$CHARACTER|Y$ se vuelve $AGE|Y$ años más joven;;;;;;;;;x

REMOVE_HOLY_SITE_EFFECT;$HOLY_SITE|Y$ is no longer a Holy Site of the $RELIGION|Y$ religion;$HOLY_SITE|Y$ n'est plus un lieu saint de la religion $RELIGION|Y$;$HOLY_SITE|Y$ ist nicht länger Heilige Stätte der §Y$RELIGION$en§! Religion;;$HOLY_SITE|Y$ ya no es un lugar santo de la religión $RELIGION|Y$;;;;;;;;;x
REMOVE_HOLY_SITE_WITH_HERESIES_EFFECT;$HOLY_SITE|Y$ is no longer a Holy Site of the $RELIGION|Y$ religion and its heresies;$HOLY_SITE|Y$ n'est plus un lieu saint de la religion $RELIGION|Y$ et de ses hérésies;$HOLY_SITE|Y$ ist nicht länger Heilige Stätte der §Y$RELIGION$en§! Religion und seiner Häresien;;$HOLY_SITE|Y$ ya no es un lugar santo de la religión $RELIGION|Y$ y sus herejías;;;;;;;;;x

SET_GENDER_EFFECT;$CHARACTER|Y$ changes gender to be $GENDER|Y$;$CHARACTER|Y$ change le sexe en $GENDER|Y$;$CHARACTER|Y$ wechselt Geschlecht zu $GENDER|Y$;;El género de $CHARACTER|Y$ pasa a ser $GENDER|Y$;;;;;;;;;x

SET_HOLY_SITE_EFFECT;$HOLY_SITE|Y$ becomes a Holy Site of the $RELIGION|Y$ religion;$HOLY_SITE|Y$ devient un lieu saint de la religion $RELIGION|Y$;$HOLY_SITE|Y$ wird Heilige Stätte der §Y$RELIGION$en§! Religion;;$HOLY_SITE|Y$ se convierte en un lugar santo de la religión $RELIGION|Y$;;;;;;;;;x
SET_HOLY_SITE_WITH_HERESIES_EFFECT;$HOLY_SITE|Y$ becomes a Holy Site of the $RELIGION|Y$ religion and its heresies;$HOLY_SITE|Y$ devient un lieu saint de la religion $RELIGION|Y$ et de ses hérésies;$HOLY_SITE|Y$ wird Heilige Stätte der §Y$RELIGION$en§! Religion und seiner Häresien;;$HOLY_SITE|Y$ se convierte en un lugar santo de la religión $RELIGION|Y$ y sus herejías;;;;;;;;;x

MORALE_EFFECT;$SIDE$ troops gain $PERC|Y$ morale\n;$SIDE$ troupes ont $PERC|Y$ de moral\n;$SIDE$-Truppen erhalten $PERC|Y$ Moral\n;;Las tropas de $SIDE$ reciben moral de $PERC|Y$\n;;;;;;;;;x

REINFORCE_EFFECT;$SIDE$ troops are reinforced by $PERC$\n;$SIDE$ sont renforcés de $PERC$\n;$SIDE$-Truppen werden um $PERC$ verstärkt\n;;Las tropas de $SIDE$ son reforzadas por $PERC$\n;;;;;;;;;x
INVERTREINFORCE_EFFECT;$SIDE$ troops take $PERC$ losses\n;$SIDE$ subissent $PERC$ de pertes\n;$SIDE$-Truppen wurden um $PERC$ dezimiert\n;;Las tropas de $SIDE$ asumen las pérdidas de $PERC$\n;;;;;;;;;x

CHANGE_RANDOM_TECH;§Y$TECH$§! progress in §Y$WHERE$§! changed by $VALUE|+$\n;Modification de $VALUE|+$ des progrès §Y$TECH$§! à §Y$WHERE$§!\n;§Y$TECH$§!-Fortschritt in §Y$WHERE$§! verändert um $VALUE|+$\n;;El avance de §Y$TECH$§! en §Y$WHERE$§! ha cambiado un $VALUE|+$\n;;;;;;;;;x

STEAL_TECH_EFFECT;The §Y$TECH$§! progress in §Y$CAPITAL$§! increases by $VALUE|+$\n;Amélioration de $VALUE|+$ des progrès §Y$TECH$§! à §Y$CAPITAL$§!\n;Der §Y$TECH$§!-Fortschritt in §Y$CAPITAL$§! erhöht sich um $VALUE|+$\n;;El avance de §Y$TECH$§! en §Y$CAPITAL$§! aumenta un $VALUE|+$\n;;;;;;;;;x

ADD_LOVER_EFFECT;$WHO|Y$ and §Y$SPOUSE$§! fall in love\n;$WHO|Y$ et §Y$SPOUSE$§! tomber amoureux\n;$WHO|Y$ und §Y$SPOUSE$§! verlieben sich\n;;$WHO|Y$ y §Y$SPOUSE$§! se enamoran\n;;;;;;;;;x
BREAK_AFFAIR_EFFECT;$WHO|Y$ and §Y$SPOUSE$§! break up\n;$WHO|Y$ et §Y$SPOUSE$§! rompent\n;$WHO|Y$ und §Y$SPOUSE$§! trennen sich\n;;$WHO|Y$ y §Y$SPOUSE$§! rompen\n;;;;;;;;;x

SET_RAISED_TROOP_OPINION;§Y$ACTIVE$'s§! raised levy opinion days vs §Y$PASSIVE$§! set to §Y$MUCH$§!\n;Le nombre de jours pendant lesquels §Y$ACTIVE$§! augmente l'opinion sur la levée de troupes contre §Y$PASSIVE$§! passe à §Y$MUCH$§!\n;§Y$ACTIVE$s§! Missfallen bezüglich der Zwangseinberufung durch §Y$PASSIVE$§! währt noch §Y$MUCH$§! Tage\n;;Días de leva reclutada §Y$ACTIVE$§! contra §Y$PASSIVE$§! Puesta a §Y$MUCH$§!\n;;;;;;;;;x

TRANSFER_TREASURY_EFFECT;§Y$FROM$§! pays §Y$VALUE$§!¤to §Y$TO$§!\n;§Y$FROM$§! paye §Y$VALUE$§!¤ à §Y$TO$§!\n;§Y$FROM$§! zahlt §Y$VALUE$§!¤ an §Y$TO$§!\n;;§Y$FROM$§! paga §Y$VALUE$§!¤ a §Y$TO$§!\n;;;;;;;;;x

DESTROY_LANDED_TITLE_EFFECT;The §Y$TITLE$§! is forfeit\n;Le titre de §Y$TITLE$§! est abandonné\n;Der Titel §Y$TITLE$§! wurde aufgegeben\n;;El §Y$TITLE$§! se perderá\n;;;;;;;;;x

JOIN_ATTACKER_WARS_EFFECT;Will join [GetTitledName] in [GetPossPronoun] offensive wars\n;Rejoindra [GetTitledName] dans sa guerre offensive\n;Wird sich [GetTitledName] in [GetPossPronoun]en offensiven Kriegen anschließen\n;;Se unirá a [GetTitledName] en [GetPossPronoun] guerras ofensivas\n;;;;;;;;;x
JOIN_DEFENDER_WARS_EFFECT;Will join [GetTitledName] in [GetPossPronoun] defensive wars\n;Rejoindra [GetTitledName] dans sa guerre défensive\n;Wird sich [GetTitledName] in [GetPossPronoun]en defensiven Kriegen anschließen\n;;Se unirá a [GetTitledName] en [GetPossPronoun] guerras defensivas\n;;;;;;;;;x

SET_DE_JURE_LIEGE_EFFECT;The §Y$LIEGE$§! becomes the new De Jure liege title of the §Y$VASSAL$§!;'§Y$LIEGE$§!' devient le titre du seigneur lige de jure de '§Y$VASSAL$§!';Der §Y$LIEGE$§! erhält den neuen De-jure-Titel eines Lehnsherren von den §Y$VASSAL$§!;;El §Y$LIEGE$§! se convierte en el nuevo señor de feudal de facto de los §Y$VASSAL$§!;;;;;;;;;x

CONQUEST_CULTURE_EFFECT;Subjugated by §Y$CULTURE$§! Culture\n;Soumis à la culture §Y$CULTURE$§!\n;Unterworfen von der §Y$CULTURE$§!-Kultur\n;;Sometido por la cultura §Y$CULTURE$§!\n;;;;;;;;;x
CONQUEST_CULTURE_EFFECT_FREED;Freed from the §Y$CULTURE$§! yoke\n;Libéré du joug §Y$CULTURE$§!\n;Befreit vom Joch des §Y$CULTURE$§!s\n;;Liberado del yugo de la cultura §Y$CULTURE$§!\n;;;;;;;;;x

DECADENCE_EFFECT;$DIRECTION|U$ $VALUE$ Decadence\n;Décadence $DIRECTION$ $VALUE$\n;$DIRECTION|U$ $VALUE$ Dekadenz\n;;$DIRECTION|U$ $VALUE$ de decadencia\n;;;;;;;;;x

MAKE_NOT_PRIMARY_SPOUSE_EFFECT;$WHO|Y$ is no longer the First Spouse of $SPOUSE|Y$\n;$WHO|Y$ n'est plus la première épouse de $SPOUSE|Y$\n;$WHO|Y$ ist nicht länger der Erste Ehepartner von $SPOUSE|Y$\n;;$WHO|Y$ ya no es primer cónyuge de $SPOUSE|Y$\n;;;;;;;;;x
MAKE_PRIMARY_SPOUSE_EFFECT;$WHO|Y$ is made the First Spouse of $SPOUSE|Y$\n;$WHO|Y$ est faite première épouse de $SPOUSE|Y$\n;$WHO|Y$ wird der Erste Ehepartner von $SPOUSE|Y$\n;;$WHO|Y$ se convierte en primer cónyuge de $SPOUSE|Y$\n;;;;;;;;;x

GAIN_SETTLEMENT_UNDER_TITLE_EFFECT;Gain all Holdings owned by $GIVER|Y$ in the $REGION|Y$;Obtenir toutes les propriétés possédées par $GIVER|Y$ en $REGION|Y$;Erhalte alle Besitztümer von $GIVER|Y$ in $REGION|Y$;;Gana todas las posesiones de $GIVER|Y$ en $REGION|Y$;;;;;;;;;x
VASSALIZE_OR_TAKE_UNDER_TITLE_EFFECT;Vassalize or take everything held by $GIVER|Y$ in the $REGION|Y$;Vassaliser ou prendre toutes les possessions de $GIVER|Y$ en $REGION|Y$;Vasallisiere oder erhalte alle Besitztümer von $GIVER|Y$ in $REGION|Y$;;Haz vasallas o toma todas las posesiones de $GIVER|Y$ en $REGION|Y$;;;;;;;;;x

DISBAND_EVENT_FORCES;Event spawned troops disband;Démobiliser les troupes créées par un évènement;Durch Ereignis erschienene Truppen werden aufgelöst;;Disolver las tropas creadas por evento;;;;;;;;;x

ADD_AMBITION_EFFECT;$CHAR|Y$ gains the ambition §Y$OBJECTIVE$§!\n;$CHAR|Y$ acquiert l'ambition : §Y$OBJECTIVE$§!\n;$CHAR|Y$ erhält die Ambition §Y$OBJECTIVE$§!\n;;$CHAR|Y$ gana la ambición §Y$OBJECTIVE$§!\n;;;;;;;;;x
ADD_PLOT_EFFECT;$CHAR|Y$ gains the plot §Y$OBJECTIVE$§!\n;$CHAR|Y$ remporte le complot §Y$OBJECTIVE$§!\n;$CHAR|Y$ erhält die Verschwörung §Y$OBJECTIVE$§!\n;;$CHAR|Y$ gana la conspiración §Y$OBJECTIVE$§!\n;;;;;;;;;x

BACK_PLOT_EFFECT;$BACKER|Y$ backs $PLOTTER|Y$'s plot to $TITLE|Y$\n;$BACKER|Y$ soutient $PLOTTER|Y$ et son complot pour $TITLE|Y$\n;$BACKER|Y$ unterstützt der Verschwörung $TITLE|Y$ von $PLOTTER|Y$\n;;$BACKER|Y$ respalda el complot de $PLOTTER|Y$ para el $TITLE|Y$\n;;;;;;;;;x

CANCEL_AMBITION_EFFECT;$CHAR|Y$ loses the ambition §Y$OBJECTIVE$§!\n;$CHAR|Y$ perd l'ambition : §Y$OBJECTIVE$§!\n;$CHAR|Y$ verliert die Ambition §Y$OBJECTIVE$§!\n;;$CHAR|Y$ pierde la ambición §Y$OBJECTIVE$§!\n;;;;;;;;;x
CANCEL_PLOT_EFFECT;$CHAR|Y$ loses the plot §Y$OBJECTIVE$§!\n;$CHAR|Y$ perd le complot : §Y$OBJECTIVE$§!\n;$CHAR|Y$ verliert die Verschwörung §Y$OBJECTIVE$§!\n;;$CHAR|Y$ pierde la conspiración §Y$OBJECTIVE$§!\n;;;;;;;;;x

CREATE_RETINUE_EFFECT;$WHO|Y$ gets a §Y$RETINUE$§! retinue\n;$WHO|Y$ dispose d'une escorte de §Y$RETINUE$§!\n;$WHO|Y$ erhält §Y$RETINUE$§! Gefolgschaftstruppen\n;;$WHO|Y$ consigue un séquito de §Y$RETINUE$§!\n;;;;;;;;;x
HORDE_CREATE_RETINUE_EFFECT;$WHO|Y$ gets a §Y$RETINUE$§! Horde\n;$WHO|Y$ acquiert une horde de type '§Y$RETINUE$§!'\n;$WHO|Y$ erhält eine Horde: §Y$RETINUE$§!\n;;$WHO|Y$ consigue una horda §Y$RETINUE$§!\n;;;;;;;;;x

MAKE_CAPITAL_EFFECT;Move capital to §Y$CAPITAL$§!\n;Déplacer la capitale à §Y$CAPITAL$§!\n;Hauptstadt verlegen nach §Y$CAPITAL$§!\n;;Mudar capital a §Y$CAPITAL$§!\n;;;;;;;;;x
MAKE_PROVINCE_CAPITAL_EFFECT;Make §Y$CAPITAL$§! the capital of §Y$PROVINCE$§!\n;Faire de §Y$CAPITAL$§! la capitale de §Y$PROVINCE$§!\n;§Y$CAPITAL$§! zur Hauptstadt von §Y$PROVINCE$§! machen\n;;Hacer de §Y$CAPITAL$§! la capital de §Y$PROVINCE$§!\n;;;;;;;;;x

PART_SCALED_DECADENCE_EFFECT;$WHO|Y$ $DIRECTION$ $VALUE$ Decadence from war contribution\n;$WHO|Y$ $DIRECTION$ $VALUE$ de décadence pour la contribution à l'effort de guerre\n;$WHO|Y$ $DIRECTION$ $VALUE$ Dekadenz durch Kriegsbeitrag\n;;$WHO|Y$ $DIRECTION$ $VALUE$ Decadencia por contribución de guerra\n;;;;;;;;;x

SET_PARENT_RELIGION;The §Y$RELIGION$§! religion becomes a heresy of the §Y$PARENT$§! faith;La foi §Y$RELIGION$§! est devenue une hérésie §Y$PARENT$§!;Die §Y$RELIGION$§!e Religion wird zu einer Ketzerei des §Y$PARENT$§!en Glaubens;;La religión §Y$RELIGION$§! se convierte en herejía de la fe §Y$PARENT$§!;;;;;;;;;x
SET_PARENT_RELIGION_NONE;The §Y$RELIGION$§! religion is no longer a heresy of the §Y$OLD_PARENT$§! faith;La foi §Y$RELIGION$§! n'est plus une hérésie §Y$OLD_PARENT$§!;Die §Y$RELIGION$§!e Religion ist nicht länger eine Ketzerei des §Y$OLD_PARENT$§!en Glaubens;;La religión §Y$RELIGION$§! deja de ser una herejía de la fe §Y$OLD_PARENT$§!;;;;;;;;;x

DISEASE_ACTIVATED;Outbreaks of $DISEASE|Y$ can now occur\n;Une épidémie de $DISEASE|Y$ peut à présent se déclarer\n;Ausbrüche von $DISEASE|Y$ können nun auftreten\n;;Pueden aparecer brotes de $DISEASE|Y$\n;;;;;;;;;x

EMBARGO_EFFECT;Embargo §Y$WHO$§! and gain §G$GOLD$§!¤ from razing §Y$NUM$§! Trade posts\n;Embargo contre §Y$WHO$§! et gain de §G$GOLD$§!¤ grâce au saccage de §Y$NUM$§! comptoirs\n;Errichtet ein Embargo gegen §Y$WHO$§! und gewinnt §G$GOLD$§!¤, indem Ihr §Y$NUM$§! Handelsposten niederreißt\n;;Embargar a §Y$WHO$§! Y ganar §G$GOLD$§!¤ por arrasar §Y$NUM$§! Puestos Comerciales\n;;;;;;;;;x
LIFT_EMBARGO_EFFECT;Lift Embargo against $WHO|Y$\n;Lever l'embargo contre $WHO|Y$\n;Hebt das Embargo gegen $WHO|Y$ auf\n;;Levantar embargo contra $WHO|Y$\n;;;;;;;;;x

SEIZE_TRADE_POST_EFFECT;§Y$TAKER$§! seizes the Trade Post in §Y$PROV$§!;§Y$TAKER$§! s'empare du comptoir en §Y$PROV$§!;§Y$TAKER$§! beschlagnahmt den §Y$PROV$§!-Handelsposten;;§Y$TAKER$§! se apodera del Puesto Comercial de §Y$PROV$§!;;;;;;;;;x

SET_FATHER_OF_UNBORN_KNOWN;The Father of the Unborn Baby is Revealed\n;Le nom du père de l'enfant à naître est révélé\n;Der Vater des ungeborenen Kindes wurde entlarvt\n;;Se Revela el Padre del Nonato\n;;;;;;;;;x
SET_FATHER_OF_UNBORN_NOT_KNOWN;The Father of the Unborn Baby is Unknown\n;Le nom du père l'enfant à naître est inconnu\n;Der Vater des ungeborenen Kindes ist unbekannt\n;;Se Desconoce el Padre del Nonato\n;;;;;;;;;x

SET_FOCUS_EFFECT;$CHAR|Y$ gets the Focus §Y$FOCUS$§!\n;$CHAR|Y$ obtient l'intérêt '§Y$FOCUS$§!'\n;$CHAR|Y$ erhält den Fokus §Y$FOCUS$§!\n;;$CHAR|Y$ consigue el Foco §Y$FOCUS$§!\n;;;;;;;;;x

CANCEL_FOCUS_EFFECT;$CHAR|Y$ loses the §Y$OBJECTIVE$§! focus;$CHAR|Y$ perd son intérêt pour §Y$OBJECTIVE$§!;$CHAR|Y$ verliert den Fokus §Y$OBJECTIVE$§!;;$CHAR|Y$ pierde el enfoque §Y$OBJECTIVE$§!;;;;;;;;;x

CANCEL_JOB_ACTION_EFFECT;Cancels the Current Job;Annule la tâche en cours;Bricht den aktuellen Auftrag ab;;Cancela el Trabajo Actual;;;;;;;;;x

MAKE_PRIMARY_TITLE_EFFECT;The §Y$TITLE$§! becomes the primary title of §Y$HOLDER$§!\n;Le §Y$TITLE$§! devient le titre principal de §Y$HOLDER$§!\n;§Y$TITLE$§! wird primärer Titel von §Y$HOLDER$§!\n;;El §Y$TITLE$§! se convierte en el título principal de §Y$HOLDER$§!\n;;;;;;;;;x

TAKECONSORTEFFECT;§Y$SPOUSE$§! becomes a concubine of §Y$WHO$§!\n;§Y$SPOUSE$§! devient une concubine de §Y$WHO$§!\n;§Y$SPOUSE$§! wird die Konkubine von §Y$WHO$§!\n;;§Y$SPOUSE$§! se convierte en concubina de §Y$WHO$§!\n;;;;;;;;;x
REMOVECONSORTEFFECT;§Y$CONSORT$§! will no longer be a concubine of §Y$WHO$§!\n;§Y$CONSORT$§! ne sera plus une concubine de §Y$WHO$§!\n;§Y$CONSORT$§! wird nicht länger die Konkubine von §Y$WHO$§! sein\n;;§Y$CONSORT$§! no será más una concubina de §Y$WHO$§!\n;;;;;;;;;x

TECHPOINT_EFFECT;$DIRECTION|U$ $VALUE$ $TYPE$\n;$DIRECTION|U$ $VALUE$ $TYPE$\n;$DIRECTION|U$ $VALUE$ $TYPE$\n;;$DIRECTION|U$ $VALUE$ $TYPE$\n;;;;;;;;;x

BANISH_ALL_OF_RELIGION_EFFECT;Banish all §Y$RELIGION$§! characters from Realm\n;Bannir toute personne de religion §Y$RELIGION$§! du pays\n;Alle §Y$RELIGION$en§! Charaktere aus dem Reich verbannen\n;;Desterrar a todos los personajes de §Y$RELIGION$§! del reino\n;;;;;;;;;x

HOLD_ELECTION_EFFECT;An election is held in $TITLE|Y$\n;Une élection se tient en $TITLE|Y$\n;In $TITLE|Y$ wird gewählt;;Elección en $TITLE|Y$\n;;;;;;;;;x

PART_SCALED_PIETY_EFFECT;$WHO|Y$ $DIRECTION$ $VALUE$ $PIETYNAME$ from war contribution\n;$WHO|Y$ $DIRECTION$ $VALUE$ en $PIETYNAME$ pour la contribution à l'effort de guerre\n;$WHO|Y$ $DIRECTION$ $VALUE$ $PIETYNAME$ durch Kriegsbeitrag\n;;$WHO|Y$ $DIRECTION$ $VALUE$ $PIETYNAME$ por su contribución bélica\n;;;;;;;;;x
PIETY_EFFECT;$WHO|Y$ $DIRECTION$ $VALUE$ $PIETYNAME$\n;$WHO|Y$ $DIRECTION$ $VALUE$ $PIETYNAME$\n;$WHO|Y$ $DIRECTION$ $VALUE$ $PIETYNAME$\n;;$WHO|Y$ $DIRECTION$ $VALUE$ $PIETYNAME$\n;;;;;;;;;x

ADD_FRIEND_EFFECT;§Y$WHO$§! and §Y$OTHER$§! become close friends\n;Une forte amitié débute entre §Y$WHO$§! et §Y$OTHER$§!\n;§Y$WHO$§! und §Y$OTHER$§! sind nun enge Freunde\n;;$WHO|Y$ y §Y$OTHER$§! se convierten en amigos íntimos\n;;;;;;;;;x
REMOVE_FRIEND_EFFECT;The friendship between §Y$WHO$§! and §Y$OTHER$§! ends\n;L'amitié entre §Y$WHO$§! et §Y$OTHER$§! n'est plus\n;Die Freundschaft zwischen §Y$WHO$§! und §Y$OTHER$§! ist beendet\n;;La amistad entre $WHO|Y$ y §Y$OTHER$§! termina\n;;;;;;;;;x

ADD_RIVAL_EFFECT;§Y$WHO$§! and §Y$OTHER$§! become bitter rivals\n;Une intense rivalité s'installe entre §Y$WHO$§! et §Y$OTHER$§!\n;§Y$WHO$§! und §Y$OTHER$§! sind nun Erzrivalen\n;;§Y$WHO$§! y §Y$OTHER$§! se convierten en rivales\n;;;;;;;;;x
