#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

adopt_republicanism;Found Merchant Republic;Fonder une république marchande;Handelsrepublik gründen;;Fundar una República Mercante;;;;;;;;;x
ERA_CHAR_INFO_167219;The Hanseatic League was a loose alliance of German cities centered on Lübeck that dominated Baltic trade in the late Middle Ages and beyond, after displacing Visby as the leading merchant power in the region. Offices, so-called 'kontors,' were opened in major ports and trading hubs everywhere from London in the west to Novgorod in the east. Eventually the League became powerful enough to challenge larger realms directly, such as when they sacked the Danish capital of Copenhagen in the second half of the 14th century.;La Ligue hanséatique était une association de cités germaniques avec pour centre Lübeck, qui dominait le commerce en mer Baltique à compter de la fin du Moyen Âge, après avoir supplanté Visby en tant que principale puissance marchande de la région. Des comptoirs, les 'kontors', furent ouvert dans les principaux ports et noeuds commerciaux depuis Londres à l'ouest jusqu'à Novgorod à l'est. La Ligue hanséatique devint assez puissante pour défier directement de puissants royaumes. Par exemple, elle pilla la capitale danoise de Copenhague pendant la seconde moitié du XIVe siècle.;Die Hanse war ein lockeres Bündnis deutscher Städte, unter denen Lübeck eine zentrale Bedeutung zufiel. Ab dem späten Mittelalter löste die Hanse Visby als die stärkste Handelsmacht der Region ab und dominierte den Ostseehandel. An vielen wichtigen Häfen und Umschlagplätzen entstanden Handelsniederlassungen, sogenannte "Kontore", die sich von London im Westen bis hin zu Nowgorod im Osten erstreckten. Im Laufe der Zeit wurde der Städtebund so mächtig, dass er auch Konflikten mit größeren Reichen nicht mehr auswich, beispielsweise plünderte er in der zweiten Hälfte des 14. Jahrhunderts die dänische Hauptstadt Kopenhagen.;;La Liga Hanseática fue una alianza flexible de ciudades alemanas, giraba entorno de Lübeck, que dominó el comercio báltico en la crisis de la Edad Media y durante aún más tiempo después de desplazar Visby como potencia comercial líder en la región. Las oficinas, también llamadas "kontors", estaban abiertas en los principales puertos y nodos comerciales de todas partes, desde Londres en el oeste hasta Nóvgorod en el este. Finalmente la Liga se hizo lo suficientemente poderosa como para desafiar directamente reinos mayores, como cuando saquearon la capital danesa de Copenhague en la segunda mitad del siglo XIV.;;;;;;;;;x
ERA_CHAR_INFO_170258;Muhammad II was the head of the Tughluq dynasty, which had carved out a vast Muslim empire in India. Under him, the empire initially expanded to temporarily control most of India, but it was not to last. Muhammad had a well-earned reputation for ruthlessness and cruelty, and taxes in his empire were raised to exorbitant levels. He had to contend with numerous revolts, and by the time of his death the realm had already begun to fragment.;Mohammed II fut le chef de la dynastie Tughluq, qui avait créé un grand empire musulman en Inde. Sous son règne, l'empire s'agrandit pour contrôler temporairement la majeure partie de l'Inde, mais cela ne dura pas. Mohammed possédait une réputation bien méritée d'homme cruel et impitoyable et ses sujets croulaient sous les impôts. Il devait composer avec de nombreuses révoltes et à sa mort, l'empire avait déjà commencé à se fragmenter.;Muhammad II. war das Oberhaupt der Tughluq-Dynastie, die in Indien ein großes islamisches Reich gründete. Ihm gelang es, die Kontrolle über einen Großteil Indiens zu übernehmen. Doch dies sollte nicht von Dauer sein. Muhammad erwarb sich einen wohlverdienten Ruf als rücksichtsloser und grausamer Herrscher, der die Steuern in seinem Reich auf exorbitante Höhen schraubte. Er musste viele Revolten niederschlagen und bereits zum Zeitpunkt seines Todes zeigte sein Reich Auflösungserscheinungen.;;Muhammad II fue el cabeza de la dinastía tughlúquida, que había creado un vasto imperio musulmán en la India. Con él, en un principio el imperio se expandió y temporalmente controló la mayor parte de la India, pero no duró. Muhammad se había ganado la reputación de cruel y despiadado, y los impuestos, en su imperio, alcanzaron niveles exorbitantes. Tuvo que contener numerosas revueltas, y para cuando él falleció, el reino ya había empezado a fragmentarse.;;;;;;;;;x
ERA_CHAR_INFO_212513;Referred to by contemporaries as stupor mundi, the 'wonder of the world,' Friedrich II was among the most powerful and influential emperors of the Holy Roman Empire during the Middle Ages. His reign was marked with frequent wars against the Papacy, and Friedrich was excommunicated four times - Pope Gregory IX even dubbed him the Antichrist. He managed to broker the return of Jerusalem to Christian control during the Sixth Crusade despite taking part in very little actual fighting. After dying of dysentry in 1250 at the age of 55, his line would quickly die out, resulting in the end of the House of Hohenstaufen.;Désigné par ses contemporains par l'expression de stupor mundi, la 'merveille du monde', Frédéric II était un des plus puissants et des plus influents empereurs du Saint-Empire romain germanique au Moyen Âge. Son règne fut marqué par de fréquentes guerres contre la papauté et Frédéric fut excommunié quatre fois. Le pape Grégoire IX le surnomma même l'Antéchrist. Il parvint à négocier le passage de Jérusalem sous contrôle chrétien pendant la sixième croisade avec un minimum de combats. Après sa mort de dysenterie en 1250, à l'âge de 55 ans, sa lignée s'éteignit rapidement et ce fut la fin de la maison Hohenstaufen.;Von Zeitgenossen als stupor mundi, "Staunen der Welt", betitelt, war Friedrich II. einer der mächtigsten und einflussreichsten Kaiser des mittelalterlichen Heiligen Römischen Reiches. Seine Regierungszeit war gekennzeichnet durch häufige Kriege gegen den Papst: Insgesamt viermal wurde er exkommuniziert, von Papst Gregor IX. wurde er als Antichrist bezeichnet. Während des Sechsten Kreuzzugs gelang es ihm, ohne an Kämpfen nennenswert beteiligt gewesen zu sein, über Verhandlungen die Rückgabe Jerusalems an die Christen durchzusetzen. Kurz nachdem er 1250 im Alter von 55 Jahren an der Ruhr gestorben war, endete auch seine Linie. Die Herrschaft der Hohenstaufer war beendet.;;Conocido por sus coetáneos como stupor mundi, la "maravilla del mundo", Federico II fue uno de los más poderosos e influyentes emperadores del Sacro Imperio Romano durante la Edad Media. Su reino fue marcado por frecuentes guerras contra el Pontificado, y Federico fue excomulgado cuatro veces – incluso el Papa Gregorio IX le apodó El Anticristo. Se las arregló para negociar el regreso de Jerusalén a manos cristianas durante la Sexta Cruzada a pesar de casi no intervenir en la lucha. Después de morir de disentería en 1250 a la edad de 55 años, su línea se extinguiría rápidamente, lo que supuso el fin de la Casa de Hohenstaufen.;;;;;;;;;x
ERA_CHAR_INFO_454500;Edward III was in many ways a warrior king, who was crowned after the disastrous reign of his father came to an end in 1327. Under Edward, England was transformed into one of most formidable military powers in Europe and his claim to the French throne would begin the conflict that eventually became known as the Hundred Years War. During his long reign, which would go on to last fifty years, Edward focused mostly on military matters. He personally oversaw the decisive Battle of Crécy, where an English army consisting mostly of longbowmen defeated a much larger French force.;Édouard III était, selon bien des aspects, un roi combattant. Il fut couronné après la fin du règne désastreux de son père en 1327. Sous son règne, l'Angleterre se transforma en l'une des plus grandes puissances militaires d'Europe et ses revendications sur le trône de France allaient faire le conflit connu par la suite sous le nom de guerre de Cent Ans. Pendant un règne qui allait durer cinquante ans, Édouard s'occupa principalement de questions militaires. Il commanda personnellement la bataille de Crécy lors de laquelle l'armée anglaise, principalement composée d'archers à arc long, triompha d'une armée française bien plus nombreuse.;Eduard III. war in vielerlei Hinsicht ein Feldherrenkönig, der nach dem Ende der katastrophalen Regierungszeit seines Vater im Jahre 1327 gekrönt wurde. Unter Eduard wandelte sich England zu einer der mächtigsten Militärmächte Europas und sein Anspruch auf den französischen Thron war der Ausgangspunkt eines Konfliktes, der schließlich als der Hundertjährige Krieg bekannt werden sollte. Während seiner langen Regierungszeit, die 50 Jahre währte, konzentrierte sich Eduard vorwiegend auf militärische Angelegenheiten. Der entscheidenden Schlacht von Crécy, bei der eine englische, größtenteils aus Langbogenschützen bestehende Armee eine wesentlich größere französische Streitmacht besiegte, wohnte er persönlich bei.;;Eduardo III fue, en muchos sentidos, un rey guerrero que fue coronado después de que el desastroso reinado de su padre finalizara en 1327. Con Eduardo, Inglaterra se convirtió en uno de los poderes militares más imponente de Europa, y su reclamación del trono francés daría pie al conflicto que finalmente se conocería como la Guerra de los Cien Años. A lo largo de su largo reinado, que duraría cincuenta años, Eduardo se centró, principalmente, en las cuestiones militares. Supervisó personalmente la decisiva Batalla de Crécy, en la que un ejército inglés formado mayoritariamente por arqueros de largo alcance derrotó a un ejército francés mucho más numeroso.;;;;;;;;;x
ERA_CHAR_INFO_455500;Philippe the Fortunate was the first French king to hail from the House of Valois, and under his reign France would see the beginning of the Hundred Years War. Despite Philippe's nickname, the war did not go well, and the French army was virtually annihilated at the hands of the English during the Battle of Crécy. At the end of his reign the Black Death made its first appearance in France. A full third of the subjects in his kingdom succumbed to this plague - including Philippe's wife, Queen Joan.;Philippe le Fortuné était le premier roi de France de la lignée des Valois. Sous son règne, la France allait connaître le début de la guerre de Cent Ans. Malgré son surnom, la guerre ne se déroula pas bien pour lui et l'armée française fut virtuellement annihilée par les Anglais au cours de la bataille de Crécy. À la fin de son règne, la Peste noire fit sa première apparition en France. Un tiers de ses sujets allait succomber à cette épidémie, y compris l'épouse de Philippe, la reine Jeanne.;Philipp, genannt "der Glückliche", war der erste französische König aus dem Hause Valois. In seine Regierungszeit sollte der Beginn des Hundertjährigen Krieges fallen. Trotz seines Beinamens verlief der Krieg für Philipp alles andere als günstig und die französische Armee wurde in der Schlacht von Crécy von den Engländern praktisch aufgerieben. Gegen Ende seiner Herrschaft kam es zu einer ersten Pestwelle auf französischem Gebiet. Nicht weniger als ein Drittel seiner Untertanen fiel der Epidemie zum Opfer, darunter auch seine Königin, Johanna.;;Felipe, conocido como "el afortunado", fue el primer rey francés de la Casa de Valois, y bajo su reinado Francia vería el inicio de la Guerra de los Cien Años. A pesar de su apodo, la guerra no fue bien y el ejército francés fue prácticamente aniquilado en manos de los ingleses en la Batalla de Crécyy. Al final de su reinado, la Peste Negra hizo su primera aparición en Francia. Un tercio de los súbditos de su reino sucumbieron a esta plaga – incluida la propia esposa de Felipe, la reina Juana.;;;;;;;;;x
ERA_CHAR_INFO_457620;As king of Castile and Leon, Ferdinand was one of the most critical figures in the history of the Reconquista that would eventually see the Muslims driven from Iberia. Castile under Ferdinand expanded far into southern Spain, using a combination of force and diplomacy to seize Andalusian cities such as Córdoba and Seville. More than four hundred years after his death, Ferdinand was canonized by Pope Clement X and came to be known as as Ferdinand the Saint in the annals of history.;Roi de Castille et du León, Ferdinand fut une figure centrale de l'histoire de la Reconquista qui allait voir les musulmans quitter la péninsule ibérique. Sous Ferdinand, la Castille gagna des territoires au sud grâce à un mélange de force et de diplomatie, capturant les villes andalouses de Cordoue et Séville. Plus de quatre siècles après sa mort, Ferdinand fut canonisé par le pape Clément X et l'histoire retint le nom de Ferdinand le Saint.;Als König von Kastilien und Leon war Ferdinand eine der wichtigsten Figuren in der Geschichte der Reconquista. Unter seiner Herrschaft wurden die Muslime aus Iberien vertrieben. Unter Ferdinand dehnte sich Kastilien weit ins südliche Spanien aus. Durch eine Mischung aus Zwang und Diplomatie konnten andalusische Städte wie Córdoba und Sevilla erobert werden. Mehr als 400 Jahre nach seinem Tod wurde Ferdinand von Papst Clemens X. heilig gesprochen und ging unter dem Beinamen "der Heilige" in die Geschichte ein.;;Como rey de Castilla y León, Fernando fue una de las figuras más decisivas de la historia de la Reconquista que finalmente vería a los musulmanes irse de Iberia. Bajo el reinado de Fernando, Castilla se expandió hacia el Sur de España gracias a una combinación de fuerza y diplomacia para tomar ciudades andaluzas como Córdoba y Sevilla. Más de cuatrocientos años después de su muerte, Fernando fue canonizado por el Papa Clemente X y en los anales de historia pasó a ser conocido Fernando el Santo.;;;;;;;;;x
ERA_CHAR_INFO_476500;Son of Osman I, the founder and namesake of the illustrious Ottoman dynasty, Orhan succeeded his father upon his death. He initially offered to rule jointly with his brother Alaeddin, but the latter declined and would instead serve as Orhan's highly influential vizier until his death in 1332. Under Orhan, the Ottomans expanded greatly in northwestern Anatolia at the expense of the Byzantine Empire, who were embroiled in a series of civil wars.;Fils d'Osmane Ier, fondateur de l'illustre dynastie ottomane à laquelle il donna son nom, Orhan succéda à son père à la mort de ce dernier. Il proposa à son frère Alaeddin de régner avec lui mais celui-ci refusa et préféra servir comme vizir très influent d'Orhan jusqu'à sa mort en 1332. Sous le règne d'Ohran, les Ottomans étendirent leur territoire en Anatolie aux dépens de l'Empire byzantin, alors en proie à une série de guerres civiles.;Als Sohn Osmans I., des Gründers und Namenspatrons der illustren Dynastie der Osmanen, trat Orhan nach dem Tod seines Vaters sein Erbe an. Anfänglich bot er seinem Bruder Alaeddin eine Doppelherrschaft an, doch dieser lehnte ab und diente Orhan stattdessen als höchst einflussreicher Wesir bis zu seinem Tod im Jahre 1332. Unter Orhan expandierten die Osmanen auf Kosten des durch Bürgerkrieg geschwächten Byzanz weit ins nordwestliche Anatolien.;;Hijo de Osman I, el fundador y patrón de la ilustre dinastía Otomana, Orhan sucedió a su padre cuando éste murió. En un inició se ofreció para gobernar junto a su hermano Alaeddin, pero este último rechazó la propuesta y en su lugar sirvió como visir muy influyente de Orhan hasta su muerte en 1332. Bajo el reinado de Orhan, los otomanos se expandieron en gran medida por el noroeste de Anatolia en detrimento del Imperio Bizantino, que se vio envuelto en una serie de guerras civiles.;;;;;;;;;x
ERA_CHAR_INFO_480000;Mohammed Özbeg was the longest reigning khan of the Golden Horde, and it was under him that the Mongol splinter state reached the height of its power. Özbeg was converted to Islam at an early age, and upon assuming the throne he adopted it as a state religion. Despite this he was known to be highly tolerant of Christians, something that Pope John XXII would personally thank him for in a letter.;Mohammed Öz Beg fut le khan qui régna le plus longtemps sur la Horde d'or. C'est sous son règne que l'État mongol connut sa plus grande puissance. Öz Beg fut converti à l'islam très jeune et lorsqu'il monta sur le trône, l'islam devint la religion d'État. Malgré cela, on sait qu'il était très tolérant envers les chrétiens. Le pape Jean XXII l'en remercia d'ailleurs personnellement dans une lettre.;Mohammed Usbek war der am längsten regierende Khan der Goldenen Horde, unter dem dieser Splitterstaat der Mongolen seine größte Machtausdehnung erfuhr. Usbek konvertierte als junger Mann zum Islam und machte seinen Glauben zur Staatsreligion, als er Khan wurde. Trotzdem zeigte er sich gegenüber den Christen außerordentlich tolerant, was durch einen Brief, in dem Papst Johannes XXII. ihm dafür seinen persönlichen Dank ausspricht, bezeugt wird.;;Mohammed Özbeg fue el khan de la Horda Dorada que contó con un reinado más prolongado, y fue bajo lo que el estado escindido Mongol alcanzó el apogeo de su poder. Özbeg fue convertido al Islam a muy temprana edad, y en cuanto asumió el trono lo adoptó como religión de estado. A pesar de ello, se le consideraba muy tolerante con los cristianos, algo que el Papa Juan XXII le agradeció personalmente por carta.;;;;;;;;;x
ERA_SELECTION_TEXT;Each era will offer you different challenges and a different flavor. Here are some of the highlights of each:\n- Early Middle Ages: Carolingian Empire, Picts, the first Viking raids, founding of the Holy Roman Empire, Byzantine Iconoclasm.\n- Viking Age: Viking realms, Jewish Khazars, Carolingian successor kingdoms, Umayyads and Rashtrakutas.\n- High Middle Ages: William the Conqueror, Seljuk Turks, Kievan Rus, splintered realms in Spain and Rajastan. Latest start with a strong Byzantium.\n- Age of the Mongols: Golden Horde, Ilkhanate, Muslim Ghulams in India.\n- Late Middle Ages: Hundred Years War, Ottomans, Lithuania, Mongol Khanates, Tughluq Dynasty, Christian Spain.;Chaque époque vous propose des défis et une atmosphère uniques. Voici quelques exemples :\n- Le haut Moyen Âge : l'Empire carolingien, les Pictes, les premières attaques des Vikings, la fondation du Saint-Empire romain germanique, les iconoclastes byzantins\n- L'ère des Vikings : les royaumes vikings, les Khazars juifs, les royaumes carolingiens, les Omeyyades, les Rashtrakutas.\n- Le Moyen Âge central : Guillaume le Conquérant, les Turcs seldjouks, la Rus de Kiev, les royaumes divisés d'Espagne et du Rajasthan. Un début tardif pour un Empire byzantin puissant.\n- L'ère des Mongols : la Horde d'Or, l'Ilkhanat, les Ghulams musulmans d'Inde.\n- Le bas Moyen Âge : la guerre de Cent Ans, les Ottomans, la Lituanie, les Khanats mongols, la dynastie des Tughluq, l'Espagne chrétienne.;Jedes Zeitalter bietet verschiedene Herausforderungen und Besonderheiten. Hier einige interessante Beispiele\n - Frühmittelalter: Karolingerreich, Pikten, die ersten Wikingerüberfälle, Gründung des Heiligen Römischen Reiches, byzantinischer Ikonoklasmus.\n - Wikingerzeitalter: Wikingerreiche, jüdisches Khasarenreich, Nachfolgestaaten des Karolingerreiches, Umayyaden und Rashtrakuta.\n - Hochmittelalter: Wilhelm der Eroberer, seldschukische Türken, Kiewer Rus, Splitterstaaten in Spanien und Radschastan. Spätester Start mit starkem Byzanz.\n - Mongolenzeitalter: Goldene Horde, Ilkhanat, muslimische Ghulam in Indien.\n - Spätmittelalter: Hundertjähriger Krieg, Osmanen, Litauen, Mongolen, Tughluq-Dynastie, christliches Spanien.;;Cada época te presentará diferentes retos y una experiencia diferente. Aquí encontrarás algunos de los destacados de cada uno:\n- Temprana Edad Media: Imperio Carolingio, Pictos, las primeras incursiones vikingas, creación del Sacro Imperio Romano, iconoclasía bizantina.\n- Época Vikinga: reinos vikingos, Jázaros judíos, reinos sucesorios carolingios, Omeyas y Rashtrakutas.\n- Plena Edad Media: Guilermo el Conquistador, Turcos Selyúcidas, la Rus de Kiev, fragmentación de los reinos de España y Rajastán. La parte final de esta era empieza con un poderoso Bizancio.\n Época de los Mongoles: Horda Dorada, Ilkanato, Ghulam muslmanes en la India.\n- Crisis de la Edad Media: La Guerra de los Cien Años, otomanos, Lituania, Kanatos Mongoles, dinastia tughlúquida, España cristiana.;;;;;;;;;x
expel_zun_warriors;Expel the Knights of the Sun;Expulser les Chevaliers du Soleil;Vertreibt die Ritter der Sonne;;Expulsar a los Caballeros del Sol;;;;;;;;;x
expel_zun_warriors_desc;I can drive the Knights of the Sun from my realm and seize their castles. However, it is a very impious thing to do...;Je peux expulser les Chevaliers du Soleil de mon pays et m'emparer de leurs commanderies. Ce serait par contre un acte des plus impies...;Ich kann die Ritter der Sonne aus dem Land jagen und ihre Burgen beschlagnahmen. Allerdings wäre das leider nicht sehr fromm ...;;Puedo manejar a los Caballeros del Sol de mi reino y arrebatarles sus castillos. No obstante, eso sería una acción muy impía...;;;;;;;;;x
expelled_d_haruriyyah;Expelled the Haruriyyah;Haruriyyah expulsés;Die Haruriyyah wurden vertrieben;;Los Haruriyyah expulsados;;;;;;;;;x
expelled_d_zun_warriors;Expelled the Knights of the Sun;Chevaliers du Soleil expulsés;Die Ritter der Sonne wurden vertrieben;;Caballeros del Sol expulsados;;;;;;;;;x
EXPENSE_EVENT_FLEETS;Hired Event Navy Maintenance;Payer l'entretien de la flotte embauchée;Unterhalt für angeworbene Event-Flotte;;Evento Contratado Ejército Mantenimiento;;;;;;;;;x
EXPENSE_EVENT_LEVIES;Hired Event Army Maintenance;Payer l'entretien de l'armée embauchée;Unterhalt für angeworbene Event-Armee;; Evento Contratado Ejército Mantenimiento;;;;;;;;;x
FE_LOAD;Load;Charger;Laden;Wczytaj;Cargar;Caricare;Betöltés;Nahrát;;;;;;x
form_new_empire_requirement_tooltip;Hold 3 kingdom titles\n;Détient 3 titres de royaume\n;Besitzt 3 Königstitel\n;;Sustentar 3 títulos de reinos\n;;;;;;;;;x
form_new_kingdom_requirement_tooltip;Hold 3 duchy titles\n;Détient 3 titres de duché\n;Besitzt 3 Herzogtitel\n;;Sustentar 3 títulos de ducados\n;;;;;;;;;x
HAVE_A_X;Have a §Y$X$§!;Possèdent un §Y$X$§!;§Y$X$§! haben;;Tener un §Y$X$§!;;;;;;;;;x
HIRED_COSTS;Mercenary Maintenance: §Y$MERC$§!\nEvent Troop Maintenance: §Y$EVENT$§!;Entretien des mercenaires : §Y$MERC$§!\nEntretien des troupes d'événements : §Y$EVENT$§!;Söldnerunterhalt: §Y$MERC$§!\nEvent-Truppen-Unterhalt: §Y$EVENT$§!;;      Mantenimiento Mercenarios: §Y$MERC$§!\nMantenimiento Acciones de las Tropas: §Y$EVENT$§!;;;;;;;;;x
in_hiding_desc;This character has gone into hiding to avoid plots against [GetHerHis] life. It makes [GetHerHim] harder to assassinate, but life in hiding has its costs...;Ce personnage se cache afin d'éviter des complots qui menaceraient sa vie. Il est ainsi plus difficile de l'assassiner, mais vivre caché comporte des inconvénients...;Dieser Charakter versteckt sich, um Anschlägen auf [GetHerHis] Leben zu entgehen. So ist [GetSheHe] schwerer zu ermorden, doch das Leben im Untergrund ist auch mühsam ...;;Este personaje ha pasado a la clandestinidad para evitar complots contra su vida. Esto le hace más difícil de asesinar, pero la vida en la clandestinidad tiene sus costes...;;;;;;;;;x
INTERACTION_NOT_IN_HIDING;Target is not in hiding\n;La cible ne se cache pas\n;Ziel versteckt sich nicht\n;;El objetivo no está en la clandestinidad\n;;;;;;;;;x
INTERACTION_REQ_REC_IS_DJ_LIEGE_OR_ADJ;§Y[Recipient.GetTitledFirstName]§! must be a neighbor or the De Jure liege of my Capital;[Recipient.Get_Le_TitledFirstNameJ] doit être soit un voisin, soit le seigneur de jure de ma capitale;§Y[Recipient.GetTitledFirstName]§! muss ein Nachbar oder der De-Jure-Lehnsherr meiner Hauptstadt sein;;§Y[Recipient.GetTitledFirstName]§! tiene que ser un vecino o el señor feudal De Jure de mi Capital;;;;;;;;;x
INTERACTION_TRIBAL_TITLE_ALLOWS_REVOKATION;The Tribal Organization of §Y$TITLE$§! allows Revocation;L'organisation tribale de §Y$TITLE$§! permet la révocation;Stammesorganisation von §Y$TITLE$§! gestattet Titelentzug;; La Organización Tribal de §Y$TITLE$§! permite la Revocación;;;;;;;;;x
IS_DYING;Is dying;Est en train de mourir;Stirbt;;Está muriendo;;;;;;;;;x
ISNT_DYING;Is not dying;N'est pas en train de mourir;Stirbt nicht;; No se está muriendo;;;;;;;;;x
LANDED_CHILD_BONUS;Landed [Root.GetSonDaughter];[Root.GetSonDaughter] avec terre;[Root.GetSonDaughter] mit Landbesitz;;Propiedad [Root.GetSonDaughter];;;;;;;;;x
LANDED_COUSIN_BONUS;Landed Cousin;Cousin(e) avec terre;Cousin(e) mit Landbesitz;;Propiedad de Prima;;;;;;;;;x
LANDED_GRAND_CHILD_BONUS;Landed Grand [Root.GetSonDaughter];Petit[Root.Get_E]-[Root.GetSonDaughter] avec terre;[Root.GetSonDaughter] eines Kindes mit Landbesitz;;propiedad gran [Root.GetSonDaughter];;;;;;;;;x
LANDED_GRAND_PARENT_BONUS;Landed Grand Parent;Grand-parent avec terre;Großeltern mit Landbesitz;;Propiedad de Abuelo/a;;;;;;;;;x
LANDED_GREAT_GRAND_PARENT_BONUS;Landed Great Grand Parent;Arrière-grand-parent avec terre;Urgroßeltern mit Landbesitz;;Propiedad de Gran Abuelo/a;;;;;;;;;x
LANDED_HALF_SIBLING_BONUS;Landed Half Sibling;Demi-frère ou demi-soeur avec terre;Halbgeschwister mit Landbesitz;;Propiedad Medio Hermano;;;;;;;;;x
LANDED_NIECE_BONUS;Landed Niece;Nièce avec terre;Nichte mit Landbesitz;;Propiedad Sobrina;;;;;;;;;x
LANDED_PARENT_BONUS;Landed [Root.GetFatherMother];[Root.GetFatherMother] avec terre;[Root.GetFatherMother] mit Landbesitz;;Propiedad [Root.GetFatherMother];;;;;;;;;x
LANDED_SIBLING_BONUS;Landed Sibling;Frère ou soeur avec terre;Geschwister mit Landbesitz;;Propiedad Hermano;;;;;;;;;x
LANDED_UNCLE_AUNT_BONUS;Landed [Root.GetUncleAunt];[Root.GetUncleAunt] avec terre;[Root.GetUncleAunt] mit Landbesitz;;Propiedad [Root.GetUncleAunt];;;;;;;;;x
LEARNING_SCENARIO;Learning Scenario;Scénario d'apprentissage;Übungsszenario;;Escenario de Aprendizaje;;;;;;;;;x
LIEGE_PRESTIGE;Prestige from vassals: §G+$VALUE$§!;Prestige donné par les vassaux : §G+$VALUE$§!;Prestige von Vasallen: §G+$VALUE$§!;;Prestigio desde el punto de vista de tus vasallos: §G+$VALUE$§!;;;;;;;;;x
OBSERVE;Observe Game;Mode spectateur;Spiel beobachten;;Observar Juego;;;;;;;;;x
OOS_DESC;§Y$PLAYER$§! is no longer in sync!\n$MESSAGE$;§Y$PLAYER$§! n'est plus synchronisé !\n$MESSAGE$;§Y$PLAYER$§! ist nicht mehr synchron!\n$MESSAGE$;;¡§Y$PLAYER$§! ya no está sincronizado!\n$MESSAGE$;;;;;;;;;x
opinion_blinded_close_kin;Blinded Close Kin;Proche parent aveugle;Blendete engen Verwandten;;Pariente Cercano Cegado;;;;;;;;;x
opinion_castrated_close_kin;Castrated Close Kin;Proche parent castré;Kastrierte engen Verwandten;;Pariente Cercano Castrado;;;;;;;;;x
OVERWRITE_HOLDING;Build a new Holding and destroy the tribal settlement;Établir une nouvelle propriété et détruire la colonie tribale;Neues Besitztum bauen und Stammessiedlung zerstören;;Construir una nueva Propiedad y destruir el asentamiento tribal.;;;;;;;;;x
PLAY;Play;Jouer;Spielen;;Jugar;Gioca;;;;;;;;x
raise_tribal_units;Raise Tribal Army;Lever une armée tribale;Stammesarmee rekrutieren;;Armar Ejército Tribal;;;;;;;;;x
raise_tribal_units_desc;I can summon an army of true and steadfast [Root.Culture.GetName] warriors to fight in the war. They will surely come, as my Prestige and Influence in these lands are great, but once peace ensues they will return to their homes. They fight mainly for honor, but I will need to pay for their food and other provisions.;Je peux lever une armée de guerriers [Root.GetCultureMascPl] fiables et tenaces pour combattre dans cette guerre. Ils viendront certainement car mon prestige et mon influence dans ces terres sont grands, mais si la paix survient, ils rentreront chez eux. Ils se battent principalement pour l'honneur, mais je devrai payer leur nourriture et leur approvisionnement.;Ich kann für den Krieg eine Armee aus treuen und standhaften [Root.Culture.GetName]en Kriegern aufstellen. Mit Sicherheit werden sie mir folgen, denn mein Prestige und mein Einfluss in diesen Landen ist groß. Doch sobald Frieden herrscht, werden sie nach Hause zurückkehren. Sie kämpfen primär für die Ehre, allerdings muss ich für Verpflegung und Unterhalt aufkommen.;;Puedo convocar un ejército de verdaderos e incondicionales guerreros [Root.Culture.GetName] para luchar en la guerra. Acudirán con certeza, ya que en estas tierras tengo mucho Prestigio e Influencia, pero cuando llegue la paz regresarán a sus hogares. Lucharán por honor, pero yo tendré que pagarles su manutención y otras provisiones.;;;;;;;;;x
SPAWN_UNIT_EFFECT;A §Y$NUM_TROOPS$§!-men regiment arrives in §Y$WHERE$§!;Un régiment fort de §Y$NUM_TROOPS$§! hommes arrive en §Y$WHERE$§!;Ein §Y$NUM_TROOPS$§! Mann starkes Regiment erreicht §Y$WHERE$§!;;Un regimiento de §Y$NUM_TROOPS$§! personas llega a §Y$WHERE$§!;;;;;;;;;x
SPAWN_UNIT_EFFECT_MAINTENANCE;Monthly Maintenance: §R$COST$§!¤;Entretien mensuel : §R$COST$§!¤;Monatlicher Unterhalt: §R$COST$§!¤;;Mantenimiento Mensual: §R$COST$§!¤;;;;;;;;;x
SPAWN_UNIT_EFFECT_SHIPS;§Y$NUM_SHIPS$§! ships arrive in §Y$WHERE$§!.;Une flotte forte de §Y$NUM_SHIPS$§! navires arrive en §Y$WHERE$§!.;§Y$NUM_SHIPS$§! Schiffe erreichen §Y$WHERE$§!;;§Y$NUM_SHIPS$§! barcos llegan a §Y$WHERE$§!.;;;;;;;;;x
tb_arsenal_1;Weaponsmith;Armurerie;Waffenschmied;;Armero;;;;;;;;;x
tb_arsenal_2;Weaponsmith;Armurerie;Waffenschmied;;Armero;;;;;;;;;x
tb_arsenal_3;Weaponsmith;Armurerie;Waffenschmied;;Armero;;;;;;;;;x
tb_arsenal_4;Weaponsmith;Armurerie;Waffenschmied;;Armero;;;;;;;;;x
tb_arsenal_desc;This is where weapons are made, repaired and stored in preparation for war.;Ici, on fabrique, on répare et on entrepose des armes en préparation des guerres à venir.;Hier werden Waffen geschmiedet, repariert und für den Kriegsfall aufbewahrt.;; Aquí es donde se fabrican, se reparan y almacenan las armas para la guerra.;;;;;;;;;x
tb_barracks_desc;This is where our strong men muster to join our army in times of war.;C'est ici que nos hommes forts se rassemblent pour rejoindre l'armée lorsque la guerre éclate.;Hier versammeln sich die kräftigen Männer, die sich im Kriegsfall unserer Armee anschließen.;;Aquí es donde nuestros fuertes hombres se reúnen para alistarse a nuestro ejército en tiempos de guerra.;;;;;;;;;x
