#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

evt_TITLE_LT_20010;The Lost Book;Le livre perdu;Das verlorene Buch;;El libro perdido;;;;;;;;x
EVTDESC_LT_20431;I'm meeting [From.GetTitledFirstName] in [target_wonder.Location.GetName], in the seclusion of the [target_upgrade.GetName]. After the usual pleasantries, [From.GetSheHe] pauses. "[Root.GetFirstName], there is something I have wanted to do for a long time", [From.GetSheHe] says, [From.GetHerHis] eyes wandering.;Je rencontre [From.Get_le_TitledFirstName] en privé au [target_upgrade.GetName] en [target_wonder.Location.GetName]. Après les plaisanteries habituelles, [From.GetIlElle] fait une pause. « [Root.GetFirstName], il y a quelque chose que je voulais faire depuis longtemps », dit-[From.GetIlElle], les yeux errants.;Ich treffe [From.GetTitledFirstName] in der Abgeschiedenheit von [target_upgrade.GetName] in [target_wonder.Location.GetName]. Nach den üblichen Höflichkeiten pausiert [From.GetSheHe] kurz. "[Root.GetFirstName], es gibt etwas, das ich schon lange tun wollte", sagt schließlich mit beschämtem Blick.;;Me encuentro con [From.GetBestName] en el/la [target_wonder.Location.GetName], en la soledad de [target_upgrade.GetName]. Tras las galanterías iniciales, se detiene y dice, "[Root.GetFirstName], llevo mucho tiempo queriendo hacer una cosa" y sus ojos vagan.;;;;;;;;;x
EVTDESC_LT_20432_A;[target_character.GetFirstName] returned my kiss, and more. "When will I see you again?" I asked, as we were parting. The [From.GetManWoman] chuckled, and said that this was fun, but that is all it was.;[target_character.GetFirstName] a accepté mon baiser, et plus encore. « Quand vous reverrai-je ? », ai-je demandé, alors que nous nous séparions. [From.GetIlElleCap] me dit que c'était amusant, mais que c'était fini.;[target_character.GetFirstName] erwiderte meinen Kuss und sogar noch mehr. "Wann werde ich dich wiedersehen?", fragte ich, als wir uns verabschiedeten. [From.GetSheHeCap] gluckste und sagte, dass es zwar spaßig war, aber das auch alles ist, was es war.;;[target_character.GetFirstName] me devolvió el beso y más. "¿Cuándo nos volveremos a ver?" pregunté cuando nos despedíamos. [From.GetElElla] rio y dijo que había sido divertido, pero que eso era todo.;;;;;;;;;x
EVTDESC_LT_20432_B;[target_character.GetFirstName] returned my kiss, and more. Afterwards, we talked for hours, and I found myself fascinated by [From.GetHerHis] [From.GetLoverEnjoyableQuirk]. As we part, my heart is singing with [From.GetHerHis] name and I cannot wait until I can see [From.GetHerHim] again. I must learn everything about [From.GetHerHim]!;[target_character.GetFirstName] a accepté mon baiser, et plus encore. Nous avons ensuite discuté pendant des heures et j'ai été fasciné[Root.Get_E] par [From.GetLoverEnjoyableQuirk]. Alors que nous venons de nous séparer, [From.GetIlElle] occupe mes pensées et je suis impatient[Root.Get_E] de [From.GetLeLa] revoir.;[target_character.GetFirstName] erwiderte meinen Kuss und sogar noch mehr. Danach unterhielten wir uns stundenlang und ich war sehr von [From.GetHerHis]er [From.GetLoverEnjoyableQuirk] fasziniert. Während wir uns verabschiedeten, sprang mein Herz im Klang [From.GetHerHis]es Namens und ich kann nicht warten, bis ich [From.Getihnsie] wiedersehen kann. Ich muss einfach alles über [From.Getihnsie] lernen!;;[target_character.GetFirstName] me devolvió el beso y más. Después estuvimos hablando durante horas y me encantó su [From.GetLoverEnjoyableQuirk]. Cuando nos despedimos, mi corazón cantaba su nombre y no puedo esperar a volver a ver[From.GetLoLa]. ¡Debo saberlo todo de [From.GetElElla]!;;;;;;;;;x
EVTDESC_LT_20433;I went to the [target_wonder.GetName], to meet [From.GetFirstName] in the seclusion of the [target_upgrade.GetName]. I didn't have to wait long for the [From.GetManWoman] to pull me towards [From.GetHerHim], eager to demonstrate how much [From.GetSheHe] has missed me.;Je suis venu[Root.Get_E] au [target_wonder.GetName] pour rencontrer [From.GetFirstName] en privé dans le [target_wonder.GetName]. Je n'ai pas eu à attendre longtemps avant que [From.GetLLa][From.GetManWoman] me tire vers [From.GetLuiElle], désireu[From.GetXSe] de me montrer à quel point je lui ai manqué.;Ich traf [From.GetFirstName] in der Abgeschiedenheit der/des [target_wonder.GetName] im [target_upgrade.GetName]. Ich musste nicht lange warten, da zog [From.GetSheHe] mich zu [From.GetHerHim], um zu zeigen, wie sehr [From.GetSheHe] mich vermisst hat.;;Fui al/a la [target_wonder.Location.GetName] en la soledad de [target_upgrade.GetName] a reunirme con [From.GetBestName]. No tuve que esperar mucho para que me atrajera hacia sí, deseos[From.GetOA] de demostrarme lo mucho que me había echado de menos.;;;;;;;;;x
EVTDESC_LT_20434;I tried to kiss [target_character.GetHerHim], but [target_character.GetSheHe] recoiled from me with disgust and fear on [target_character.GetHerHis] face.;J'ai essayé de l'embrasser, mais [From.GetIlElle] m'a repoussé[Root.Get_E], l'air dégoûté et effrayé.;Ich habe versucht, [target_character.Getihnsie] zu küssen, aber [target_character.GetSheHe] lehnte mich mit Abscheu und Angst ab.;;Intenté besar[target_character.GetRleRla], pero retrocedió con una mirada de miedo y disgusto.;;;;;;;;x
EVTDESC_LT_20441;I went to meet [From.GetBestName] in the seclusion of the [target_upgrade.GetName], in the [target_wonder.GetName]. After some pleasantries, [From.GetSheHe] pulls a dagger from under [From.GetHerHis] clothes and tries to stab me!;Je suis allé[Root.Get_E] rencontrer [From.Get_only_le_Title][From.GetBestName] seul à seul au [target_upgrade.GetName], dans le [target_wonder.GetName]. Après quelques plaisanteries, [From.GetIlElle] sort un poignard de sous ses vêtements et tente de me poignarder !;Ich habe [From.GetBestName] in der Abgeschiedenheit von [target_upgrade.GetName] im [target_wonder.GetName] getroffen. Nach einigen Gefälligkeiten zog [From.GetSheHe] einen Dolch unter [From.GetHerHis]en Gewändern hervor und versuchte mich zu erstechen!;;Fui a reunirme con [From.GetBestName] en la soledad de [target_upgrade.GetName], en el/la [target_wonder.GetName]. ¡Tras algunos cumplidos, saca una daga de sus ropas e intenta apuñalarme!;;;;;;;;x
EVTDESC_LT_20441_murderer_target;[From.GetTitledFirstName] blinks in surprise as I step closer to [From.GetHerHim]. But when I move to caress [From.GetHerHis] cheek, I catch the glint of steel in the [From.GetManWoman]'s hand! "You.. You were going to use that on ME?!";[From.Get_Le_TitledFirstName] cligne des yeux de surprise lorsque je me rapproche d[From.GetEluiElle]. Mais quand je m'apprête à caresser sa joue, j'aperçois le reflet d'acier dans sa main ! « Vous... vous alliez utiliser ça sur MOI ?! »;[From.GetTitledFirstName] lächelt verblüfft, als ich [From.GetHerHim] näher komme. Doch als ich versuche [From.GetHerHis]e Wange zu streicheln, sehe ich das Glitzern von Stahl in meinem Augenwinkel! "Du ... du würdest das an MIR benutzen!?";;[From.GetTitledFirstName] parpadea soprendid[From.GetOA] al acercarme a [From.GetElElla]. ¡Pero al acariciarle la mejilla, veo un destello de acero en su mano! "¿¡Querías… querías usar eso contra MÍ?!;;;;;;;;;x
EVTDESC_LT_20450;It was a very bad idea to go meet to meet [From.GetTitledFirstName] in the seclusion of the [target_upgrade.GetName]. I barely escaped with my life. My hands still tremble when I think of it.;C'était une très mauvaise idée d'aller rencontrer [From.Get_le_TitledFirstName] seul à seul au [target_upgrade.GetName]. J'ai failli y laisser la vie. Mes mains tremblent encore quand j'y pense.;Es war eine sehr schlechte Idee, [From.GetTitledFirstName] in der Abgeschiedenheit von [target_upgrade.GetName] zu treffen. Ich entkam knapp mit meinem Leben. Meine Hände zittern noch immer, wenn ich daran denke.;;Fue una idea muy mala reunirme con [From.GetTitledFirstName] en la soledad de [target_upgrade.GetName]. Salvé la vida por los pelos y aún me tiemblan las manos cuando pienso en ello.;;;;;;;;x
EVTDESC_LT_20450_wounded;Fortunately [From.GetTitledFirstName]'s dagger missed my heart, and I managed to escape with my life. The physician says I will survive. Let us see.;Heureusement, le poignard [From.Get_du_TitledFirstName] a manqué mon coeur. Le physicien dit que je vais survivre.;Glücklicherweise hat der Dolch von [From.GetTitledFirstName] mein Herz verfehlt und ich konnte mit meinem Leben entkommen. Der Arzt sagt, dass ich überleben werde.;;Por suerte, la daga de [From.GetTitledFirstName] no me acertó en el corazón y pude escapar con vida. El médico ha dicho que sobreviviré. Ya veremos.;;;;;;;;x
EVTDESC_LT_20455;As I see the blood slowly leaving my body, forming a pool on the ground, and the hands of death reaching for me, I now think of all the things I could have done if I knew this day would end like this.;Alors que je vois le sang quitter lentement mon corps et former une flaque sur le sol, je pense à tout ce que j'aurais pu faire si j'avais su que cette journée se terminerait ainsi.;Als ich sehe, wie das Blut langsam meinen Körper verlässt und auf dem Boden eine Pfütze bildete, dachte ich an all die Dinge, die ich hätte tun können, wenn ich gewusst hätte, dass dieser Tag so enden würde.;;Al ver la sangre salir lentamente de mi cuerpo formando un charco en el suelo, y las manos de la muerte alcanzándome, ahora pienso en todas las cosas que podría haber hecho de haber sabido que este día terminaría así.;;;;;;;;x
EVTDESC_LT_20460;As my dagger is going for [From.GetHerHis] heart, [From.GetTitledFirstName] raises the arm and I miss my mark. Then [From.GetSheHe] just runs away. Now I will have to deal with the consequences.;Alors que mon poignard se diriger vers son cœur, [From.Get_le_TitledFirstName] lève le bras et je rate ma cible. Puis [From.GetIlElle] s'enfuit. Maintenant, je vais devoir faire face aux conséquences.;Während mein Dolch [From.GetHerHis] Herz suchte, hob [From.GetTitledFirstName] den Arm und ich verfehlte mein Ziel. Daraufhin lief [From.GetSheHe] einfach weg. Jetzt werde ich mich mit den Konsequenzen befassen müssen.;;Cuando la daga iba hacia el corazón, [From.GetTitledFirstName] levantó el brazo y fallé el objetivo. Luego echó a correr. Ahora tendré que lidiar con las consecuencias.;;;;;;;;x
EVTDESC_LT_20460_wounded;As my dagger is going for [From.GetHerHis] heart, [From.GetTitledFirstName] raises the arm and I miss the mark. I wound [From.GetHerHim], but [From.GetSheHe] manages to run away, leaving a trail of blood behind. Now I will have to deal with the consequences.;Alors que mon poignard se diriger vers son cœur, [From.Get_le_TitledFirstName] lève le bras et je rate ma cible. Je l'ai blessé[From.Get_E], mais [From.GetIlElle] a réussi à s'enfuir en laissant derrière [From.GetLuiElle] une traînée de sang. Maintenant, je vais devoir faire face aux conséquences.;Während mein Dolch [From.GetHerHis] Herz suchte,, hob [From.GetTitledFirstName] den Arm und ich verfehlte mein Ziel. Ich konnte [From.Getihnsie] verletzen, doch [From.GetSheHe] konnte weglaufen und hinterließ dabei eine Blutspur. Jetzt werde ich mich mit den Konsequenzen befassen müssen.;;Cuando la daga iba hacia el corazón, [From.GetTitledFirstName] levantó el brazo y fallé el objetivo. [From.GetLoLaCap] herí, pero consiguió escapar, dejando un rastro de sangre detrás. Ahora tendré que lidiar con las consecuencias.;;;;;;;;x
EVTDESC_LT_20465;Before [murderer.GetSheHe] can run away, I bury my dagger in [murderer.GetHerHis] chest! I leave [murderer.GetTitledFirstName] lying on the ground, a pool of blood forming around [murderer.GetHerHim]. [murderer.GetHerHisCap] face is frozen in a look of betrayal.;Avant que [murderer.GetTitledFirstName] ne puisse s'enfuir, j'enfonce mon poignard dans sa poitrine ! Je [murderer.GetLeLa] laisse étendu[murderer.Get_E] sur le sol, une flaque de sang se formant autour d[murderer.GetEluiElle]. Son visage est figé dans un regard de trahison.;Noch bevor [murderer.GetSheHe] weglaufen konnte, versenkte ich meinen Dolch in [murderer.GetHerHis]er Brust! Ich lasse [murderer.GetTitledFirstName] auf dem Boden liegen und eine Blutlache bildet sich um [murderer.Getihnsie]. [murderer.GetHerHisCap] Gesicht ist in einem Blick des Verrats eingefroren.;;¡Hundo mi daga en el pecho de [murderer.GetTitledFirstName] antes de que pueda escapar! Me marcho dejándo[murderer.GetRleRla] tirad[murderer.GetOA] en el suelo, con un charco de sangre formándose a su alrededor. Su rostro está congelado en una mueca de traición.;;;;;;;;x
EVTDESC_LT_20465_fight;We fight each other, but in the end, I prevail and bury my dagger in [murderer.GetHerHis] chest! I leave [murderer.GetTitledFirstName] lying on the ground, a pool of blood forming around [murderer.GetHerHim].;Nous nous battons, mais à la fin, je l'emporte et enfonce mon poignard dans sa poitrine ! Je laisse [murderer.Get_le_TitledFirstName] étendu[murderer.Get_E] sur le sol, une flaque de sang se formant autour d[murderer.GetEluiElle].;Wir kämpfen gegeneinander, aber am Ende schaffe ich es meinen Dolch in [murderer.GetHerHis]er Brust zu versenken! Ich lasse [murderer.GetTitledFirstName] auf dem Boden liegen, eine Blutlache bildet sich um [murderer.Getihnsie].;;¡Luchamos, pero al final me impongo y hundo la daga en su pecho! Me marcho dejándo a [murderer.GetTitledFirstName] tirad[murderer.GetOA] en el suelo, con un charco de sangre formándose a su alrededor.;;;;;;;;x
EVTDESC_LT_20510_christian;The great [target_dead_ruler.GetTitledName] is dead. Maybe he is in Heaven in the company of the saints and [Root.Religion.GetHighGodNameCap], or maybe in Hell in the company of [Root.Religion.GetRandomEvilGodNameCap]. But here on this land I must decide on how to honor [target_dead_ruler.GetHerHim]. [target_dead_ruler.GetHerHisCap] body may be put to rest in the [target_wonder.GetName].;[target_dead_ruler.GetLeLaCap] grand[target_dead_ruler.Get_E] [target_dead_ruler.GetTitledName] est mort[target_dead_ruler.Get_E]. Peut-être qu'[target_dead_ruler.GetIlElle] est au paradis en compagnie des saints et [Root.Get_du_HighGod], ou peut-être en enfer en compagnie [Root.GetEvilGodDuDelaDes]. Mais ici, sur cette terre, je dois décider comment l'honorer. Son corps peut reposer dans le [target_wonder.GetName].;[target_dead_ruler.GetDerDie] große [target_dead_ruler.GetTitledName] ist tot. Vielleicht befindet [target_dead_ruler.GetSheHe] sich nun im Himmel und damit in der Gesellschaft von [Root.Religion.GetHighGodNameCap], oder in der Hölle und damit in Gesellschaft von [Root.Religion.GetRandomEvilGodNameCap]. Aber hier in diesem Land muss ich entscheiden, wie [target_dead_ruler.GetHerHim] geehrt werden soll. [target_dead_ruler.GetHerHisCap] Körper könnte im [target_wonder.GetName] ruhen.;;[target_dead_ruler.GetElLaCap] gran [target_dead_ruler.GetTitledName] ha muerto. Puede que esté en el Cielo en compañía de [Root.Religion.GetHighGodNameCap] y los santos o puede que en el Infierno acompañado a [Root.Religion.GetRandomEvilGodNameCap]. Pero aquí en esta tierra debo decidir cómo honrar[target_dead_ruler.GetRleRla]. Pero aquí en esta tierra debo decidir cómo honrar[target_dead_ruler.GetRleRla]. Su cuerpo será enterrado en el/la [target_wonder.GetName].;;;;;;;;;x
EVTDESC_LT_20510_indian;The great [target_dead_ruler.GetTitledName] is dead, [target_dead_ruler.GetHerHis] soul awaiting rebirth in the great cycle of life. But here on this land I must decide on how to honor [target_dead_ruler.GetHerHim]. And thanks to the [target_wonder.GetName] I have the ability to properly honor [target_dead_ruler.GetHerHim] in death.;[target_dead_ruler.GetLeLaCap] grand[target_dead_ruler.Get_E] [target_dead_ruler.GetTitledName] est mort[target_dead_ruler.Get_E], son âme attend sa renaissance dans le grand cycle de la vie. Mais ici, sur cette terre, je dois décider comment l'honorer. Grâce au [target_wonder.GetName], j'ai la capacité de l'honorer correctement dans la mort.;[target_dead_ruler.GetDerDie] große [target_dead_ruler.GetTitledName] ist tot und [target_dead_ruler.GetHerHis]e Seele wartet auf die Wiedergeburt im großen Zyklus des Lebens. Aber hier in diesem Land muss ich entscheiden, wie [target_dead_ruler.GetHerHim] geehrt werden soll. Dank des [target_wonder.GetName] habe ich die Möglichkeit, [target_dead_ruler.Getihnsie] richtig zu ehren.;;[target_dead_ruler.GetElLaCap] gran [target_dead_ruler.GetTitledName] ha muerto, su alma espera el renacimiento en el gran ciclo de la vida. Pero aquí en esta tierra debo decidir cómo honrar[target_dead_ruler.GetRleRla]. Y gracias al/a la [target_wonder.GetName] tengo la posibilidad de rendirle homenaje a su muerte como es debido.;;;;;;;;;x
EVTDESC_LT_20510_jewish;The great [target_dead_ruler.GetTitledName] is dead, waiting the end of times. But here on this land I must decide on how to honor [target_dead_ruler.GetHerHim]. [target_dead_ruler.GetHerHisCap] body may be put to rest in the [target_wonder.GetName].;Le grand [target_dead_ruler.GetTitledName] est mort[target_dead_ruler.Get_E] et attend la fin des temps. Mais ici, sur cette terre, je dois décider comment l'honorer. Son corps peut reposer dans le [target_wonder.GetName].;[target_dead_ruler.GetDerDie] große [target_dead_ruler.GetTitledName] ist tot und wartet auf das Ende der Zeit. Aber hier in diesem Land muss ich entscheiden, wie [target_dead_ruler.GetHerHim] geehrt werden soll. Der Körper [target_dead_ruler.GetHerHisCap] kann im [target_wonder.GetName] ruhen.;;[target_dead_ruler.GetElLaCap] gran [target_dead_ruler.GetTitledName] ha muerto, esperando el fin de los tiempos. Pero aquí en esta tierra debo decidir cómo honrar[target_dead_ruler.GetRleRla]. Su cuerpo será enterrado en el/la [target_wonder.GetName].;;;;;;;;;x
EVTDESC_LT_20510_muslim;The great [target_dead_ruler.GetTitledName] is dead. Maybe he is in Jannah accompanied by the Houris, or maybe in Jahannam suffering the company of [Root.Religion.GetRandomEvilGodNameCap]. But here on this land I must decide on how to honor [target_dead_ruler.GetHerHim]. [target_dead_ruler.GetHerHisCap] body may be put to rest in the [target_wonder.GetName].;[target_dead_ruler.GetLeLaCap] grand[target_dead_ruler.Get_E] [target_dead_ruler.GetTitledName] est mort[target_dead_ruler.Get_E]. Peut-être est-[target_dead_ruler.GetIlElle] à Jannah en compagnie des Houris, ou peut-être à Jahannam en compagnie [Root.GetEvilGodDuDelaDes]. Mais ici, sur cette terre, je dois décider comment l'honorer. Son corps peut reposer dans le [target_wonder.GetName].;[target_dead_ruler.GetDerDie] große [target_dead_ruler.GetTitledName] ist tot. Vielleicht befindet [target_dead_ruler.GetSheHe] sich nun im Dschanna, begleitet von Houris oder vielleicht auch im Dschahannam, leident in der Gesellschaft von [Root.Religion.GetRandomEvilGodNameCap]. Aber hier in diesem Land muss ich entscheiden, wie [target_dead_ruler.GetHerHim] geehrt werden soll. [target_dead_ruler.GetHerHisCap] Körper könnte im [target_wonder.GetName] ruhen.;;[target_dead_ruler.GetElLaCap] gran [target_dead_ruler.GetTitledName] ha muerto. Puede que esté en el Yanna con las huríes, o puede que en el Yahannam sufriendo la compañía de [Root.Religion.GetRandomEvilGodNameCap]. Pero aquí en esta tierra debo decidir cómo honrar[target_dead_ruler.GetRleRla]. Su cuerpo será enterrado en el/la [target_wonder.GetName].;;;;;;;;;x
EVTDESC_LT_20510_pagan;The great [target_dead_ruler.GetTitledName] is dead. Maybe he is in the company of [Root.Religion.GetHighGodNameCap], or maybe in the company of [Root.Religion.GetRandomEvilGodNameCap]. But here on this land I must decide on how to honor [target_dead_ruler.GetHerHim]. And thanks to the [target_wonder.GetName] I have the ability to properly honor [target_dead_ruler.GetHerHim] in death.;[target_dead_ruler.GetLeLaCap] grand[target_dead_ruler.Get_E] [target_dead_ruler.GetTitledName] est mort[target_dead_ruler.Get_E]. Qu'[target_dead_ruler.GetIlElle] soit en compagnie [Root.Get_du_HighGod] ou [Root.GetEvilGodDuDelaDes], je dois, ici, sur cette terre, décider comment l'honorer. Grâce au [target_wonder.GetName], j'ai la capacité de l'honorer correctement dans la mort.;[target_dead_ruler.GetDerDie] große [target_dead_ruler.GetTitledName] ist tot. Vielleicht befindet [target_dead_ruler.GetSheHe] sich nun in der Gesellschaft von [Root.Religion.GetHighGodNameCap] oder [Root.Religion.GetRandomEvilGodNameCap]. Aber hier in diesem Land muss ich entscheiden, wie [target_dead_ruler.GetHerHim] geehrt werden soll und dank des [target_wonder.GetName] habe ich die Möglichkeit, [target_dead_ruler.Getihnsie] auch im Tod richtig zu ehren.;;[target_dead_ruler.GetElLaCap] gran [target_dead_ruler.GetTitledName] ha muerto. Puede que esté en compañía de [Root.Religion.GetHighGodNameCap] o puede que en la de [Root.Religion.GetRandomEvilGodNameCap]. Pero aquí en esta tierra debo decidir cómo honrar[target_dead_ruler.GetRleRla]. Y gracias al/a la [target_wonder.GetName] tengo la posibilidad de rendirle homenaje a su muerte como es debido.;;;;;;;;;x
EVTDESC_LT_20520_indian;It was a memorable funeral and procession full of honors for [target_dead_ruler.GetTitledName]. Everybody will remember how I honored [target_dead_ruler.GetHerHim].;Ce fut un enterrement mémorable et une procession pleine d'honneurs pour [target_dead_ruler.GetTitledName]. Tout le monde se souviendra de la façon dont je l'ai honoré.;Es war ein unvergessliches Begräbnis und eine Prozession voller Ehrungen für [target_dead_ruler.GetTitledName]. Jeder wird sich erinnern, wie ich [target_dead_ruler.GetHerHim] die letzte Ehre gegeben habe.;;Fue un funeral memorable y una procesión llena de honores para [target_dead_ruler.GetTitledName]. Todos recordarán cómo [target_dead_ruler.GetLoLa] honré. ;;;;;;;;;x
EVTDESC_LT_20520_monoteist;It was a memorable funeral and procession full of honors for [target_dead_ruler.GetTitledName]. [target_dead_ruler.GetHerHisCap] body now rests in peace in the [target_wonder.GetName]. Everybody will remember how I honored [target_dead_ruler.GetHerHim].;Ce fut un enterrement mémorable et une procession pleine d'honneurs pour [target_dead_ruler.Get_le_TitledName]. Son corps repose maintenant en paix dans le [target_wonder.GetName]. Tout le monde se souviendra de la façon dont je l'ai honoré.;Es war ein unvergessliches Begräbnis und eine Prozession voller Ehrungen für [target_dead_ruler.GetTitledName]. [target_dead_ruler.GetHerHisCap] Körper ruht jetzt in Frieden in [target_wonder.GetName]. Jeder wird sich erinnern, wie ich [target_dead_ruler.GetHerHim] die letzte Ehre gegeben habe.;;Fue un funeral memorable y una procesión llena de honores para [target_dead_ruler.GetTitledName]. Ahora su cuerpo descansa en paz en el/la [target_wonder.GetName]. Todos recordarán cómo [target_dead_ruler.GetLoLa] honré. ;;;;;;;;;x
EVTDESC_LT_20520_pagan;It was a great Feast in the honor of [target_dead_ruler.GetTitledName] and the Gods. [target_dead_ruler.GetHerHisCap] body now rests in peace in the [target_wonder.GetName]. Everybody will remember how I honored [target_dead_ruler.GetHerHim].;Ce fut une grande fête en l'honneur [target_dead_ruler.Get_du_TitledName] et des dieux. Son corps repose maintenant en paix dans le [target_wonder.GetName]. Tout le monde se souviendra de la façon dont je l'ai honoré.;Es war ein großes Fest zu Ehren von [target_dead_ruler.GetTitledName] und den Göttern. [target_dead_ruler.GetHerHisCap] Körper ruht jetzt in Frieden in [target_wonder.GetName]. Jeder wird sich erinnern, wie ich [target_dead_ruler.GetHerHim] die letzte Ehre gegeben habe.;;Fue un gran festín en honor de [target_dead_ruler.GetTitledName] y los dioses. Ahora su cuerpo descansa en paz en el/la [target_wonder.GetName]. Todos recordarán cómo [target_dead_ruler.GetLoLa] honré. ;;;;;;;;;x
EVTDESC_LT_20601_more_artifacts;Your collection of wondrous and holy relics like the [target_artifact_1.GetName], the [target_artifact_2.GetName], and the [target_artifact_3.GetName] is astonishing and the envy of the world. A fitting place to keep one of the relics would be the §Y[target_upgrade.GetName]§! of the §Y[target_wonder.GetName]§!.;Votre collection de reliques merveilleuses et sacrées comme le [target_artifact_1.GetName], le [target_artifact_2.GetName] et le [target_artifact_3.GetName] est étonnante et fait l’envie du monde. Un endroit approprié pour conserver l'une des reliques serait le §Y[target_upgrade.GetName]§! de §Y[target_wonder.GetName]§!.;Eure Sammlung wundersamer und heiliger Relikte wie [target_artifact_1.GetName], [target_artifact_2.GetName] und [target_artifact_3.GetName] ist erstaunlich und die Welt beneidet Euch um diese. Ein passender Ort, an dem eines der Relikte aufbewahrt werden kann, ist das §Y[target_upgrade.GetName]§! von §Y[target_wonder.GetName]§!.;;Tu colección de reliquias santas y maravillosas, como el/la [target_artifact_1.GetName], el/la [target_artifact_2.GetName] y el/la [target_artifact_3.GetName] son el asombro y la envidia del mundo. Seguramente el lugar más adecuado para guardar una de esas reliquias sea el/la §Y[target_upgrade.GetName]§! del/la §Y[target_wonder.GetName]§!.;;;;;;;;;x
EVTDESC_LT_20601_one_artifact;You spend many hours contemplating the wondrous [target_artifact_1.GetName] in your possession. Surely a fitting place for such a relic would be the §Y[target_upgrade.GetName]§! of the §Y[target_wonder.GetName]§!.;Vous passez de nombreuses heures à contempler le merveilleux [target_artifact_1.GetName] en votre possession. Sûrement un endroit approprié pour une telle relique serait le §Y[target_upgrade.GetName]§! du §Y[target_wonder.GetName]§!.;Ihr verbringt viele Stunden damit, über die Wunder von [target_artifact_1.GetName] nachzudenken, das sich in Eurem Besitz befindet. Sicherlich wäre ein passender Ort für ein solches Relikt das §Y[target_upgrade.GetName]§! von §Y[target_wonder.GetName]§!.;;Pasas muchas horas contemplando el maravilloso [target_artifact_1.GetName] que posees. Seguramente el lugar más adecuado para tal reliquia es el/la §Y[target_upgrade.GetName]§! del/la §Y[target_wonder.GetName]§!.;;;;;;;;;x
EVTDESC_LT_20601_two_artifacts;You spend many hours contemplating the wondrous [target_artifact_1.GetName] and the holy [target_artifact_2.GetName] in your possession. A fitting place to keep one of the relics would be the §Y[target_upgrade.GetName]§! of the §Y[target_wonder.GetName]§!.;Vous passez de nombreuses heures à contempler le merveilleux [target_artifact_1.GetName] et le [target_artifact_2.GetName] sacré en votre possession. Un endroit approprié pour conserver l'une des reliques serait le §Y[target_upgrade.GetName]§! de §Y[target_wonder.GetName]§!.;Ihr verbringt viele Stunden damit, über die Wunder von [target_artifact_1.GetName] und das heilige Artefakt [target_artifact_2.GetName] in Eurem Besitz nachzudenken. Ein passender Ort, an dem eines der Relikte aufbewahrt werden kann, ist das §Y[target_upgrade.GetName]§! von §Y[target_wonder.GetName]§!.;;Pasas muchas horas contemplando el maravilloso [target_artifact_2.GetName] que posees. Seguramente el lugar más adecuado para tal reliquia es el/la §Y[target_upgrade.GetName]§! del/la §Y[target_wonder.GetName]§!.;;;;;;;;;x
EVTDESC_LT_20610;Suddenly everything goes dark, and a powerful voice echoes in your head: 'What have you done?' Then you feel pain as lightning strikes you, and the world around you dissolves. Your last thoughts are...;Soudain, tout devient noir et une voix puissante résonne dans votre tête : « Qu'ai-je fait ? ». Vous ressentez alors une douleur qui vous foudroie et le monde qui vous entoure disparaît. Vos dernières pensées sont...;Plötzlich wird alles dunkel und eine kraftvolle Stimme hallt in Ihrem Kopf wider: "Was habt ihr getan?" Dann spüre ich Schmerzen, so als ob ein Blitz auf mich einschlägt und die Welt um mich herum löst sich auf. Mein letzter Gedanke ist ...;;De repente todo se oscurece y una potente voz resuena en tu cabeza: '¿Qué has hecho?' Entonces sientes dolor cuando te golpea un relámpago y el mundo a tu alrededor se esfuma. Tus últimos pensamientos son…;;;;;;;;;x
EVTDESC_LT_20700;The last fortifications of the [target_upgrade.GetName] for my [target_wonder.GetName] have been finally finished. Now, even the small townships in the province of [target_province.GetName] are protected by these great defensive works!;Les dernières fortifications des [target_upgrade.GetName] pour mon [target_wonder.GetName] sont enfin terminées. Maintenant, même les villages de la province de [target_province.GetName] sont protégés par ces grands ouvrages défensifs !;Die letzten Befestigungen der [target_upgrade.GetName] für das [target_wonder.GetName] wurden abgeschlossen. Jetzt sind sogar die kleinen Städte in der Provinz [target_province.GetName] durch diese große Verteidigungsanlage geschützt!;;Las últimas fortificaciones del/de la [target_upgrade.GetName] para mi [target_wonder.GetName] se han terminado por fin. ¡Ahora hasta los pueblos más pequeños de la provincia de [target_province.GetName] están protegidos por estas grandes obras defensivas!;;;;;;;;;x
