AbrahamDLC;Sons of Abraham;Les Fils d'Abraham (Sons of Abraham);Sons of Abraham;;Hijos de Abraham;;;;;;;;;x
DLC_dlc043_TOOLTIP_DELAYED;- Unique graphic units for characters of Persian culture;- Des graphiques d'unités pour les personnages de culture perse;- Einzigartiger Einheitengrafiken für Charaktere persischer Kulturen;;- Gráficos únicos de unidades para personajes de cultura persa;;;;;;;;;x
DLC_dlc043_TOOLTIP_INSTANT;§YPersian Unit Pack§!;§YPersian Unit Pack§! (Pack d'unités perses);§YPersian Unit Pack§!;;§YUnidades persas§!;;;;;;;;;x
DLC_dlc044_RECOMMENDATION_PERSIAN;The §Y$DLC_NAME$§! will make the characters of §Y[Root.Culture.GetName]§! culture appear unique in your game, with a wide arrange of face combinations for both male and female characters.\n;Le DLC §Y$DLC_NAME$§! rendra les personnages de culture §Y[Root.Culture.GetName]§! uniques dans votre jeu, avec une grande variété de combinaisons de visages pour hommes et femmes. \n;Der DLC §Y$DLC_NAME$§! gibt Charakteren der §Y[Root.Culture.GetName]en§! Kultur ein einzigartiges Aussehen im Spiel und enthält duzende Gesichterkombinationen für männliche und weibliche Charaktere.\n;;El §Y$DLC_NAME$§! dará un aspecto único a los personajes de la cultura §Y[Root.Culture.GetName]§! de tu partida, con una gran variedad de combinaciones de rostros para personajes masculinos y femeninos.\n;;;;;;;;;x
DLC_dlc044_TOOLTIP_DELAYED;- Unique face combinations for characters of Persian culture;- Des visages uniques pour les personnages de culture perse;- Einzigartiger Gesichterkombinationen für Charaktere persischer Kulturen;;- Combinaciones únicas de rostros para personajes de cultura persa;;;;;;;;;x
DLC_dlc044_TOOLTIP_INSTANT;§YPersian Portraits§!;§YPersian Portraits§! (Portraits perses);§YPersian Portraits§!;;§YRetratos persas§!;;;;;;;;;x
DLC_dlc045_RECOMMENDATION_VICEROY;In §YCharlemagne§!, Emperors get the ability to appoint viceroys, who gain lifetime governorship with the title returning to the liege on death.\n;Dans §YCharlemagne§!, les empereurs peuvent nommer des vice-rois, qui gouvernent à vie mais dont le titre retourne au seigneur lige à leur mort.\n;In §YCharlemagne§! erhalten Kaiser die Möglichkeit Vizekönige zu ernennen, die auf Lebenszeit die Statthalterschaft erhalten und den Titel im Todesfall ihrem Lehnsherrn zurückgeben.\n;;En §YCharlemagne§! los emperadores pueden nombrar virreyes, gobernadores vitalicios cuyo título regresa al señor a su muerte.\n;;;;;;;;;x
DLC_dlc045_TOOLTIP_DELAYED;- Start date pushed back to 769 \n- Special historical event series for Charlemagne \n- Viceroyalty system \n\nAdditional features: \n- Annual Chronicle \n- Create Custom Kingdoms and Empires \n- Dozens of new cultures and the Zunist religion \n- Brand new system for climate and seasonal transitions \n- Graphics for early Western, Eastern and Muslim units;- Date de départ repoussée à 769 \n- Séries d'événements spécifiques à Charlemagne \n- Système de vice-royauté \n\nCaractéristiques additionnelles : \n- Chronique annuelle \n- Créer des royaumes et empires personnalisés \n- Des dizaines de nouvelles cultures et la religion zuniste \n- Nouveau système de transition saisonnier et climatique \n- Modèles d'unités occidentales, orientales et musulmanes;- Startdatum 769\n- Spezielle historische Events für Karl den Großen\n- System des Vizekönigtums\n\nZusätzliche Inhalte:\n- Jahreschronik\n- Erschafft eigene Königreiche oder Kaiserreiche\n- Duzende neue Kulturen und die zunistische Religion\n- Brand neues Konzept für Klima und saisonale Übergänge\n- Grafiken für frühe westliche, östliche und muslimische Einheiten;;- Fecha de inicio llevada a 769 \n- Serie especial de eventos históricos para Charlemagne \n- Sistema de virreinatos \n\nExtras: \n- Crónica anual \n- Crear reinos e imperios personalizados \n- Decenas de nuevas culturas, religión zunista \n- Nuevo sistema de transiciones de climas y estaciones \n- Gráficos de unidades tempranas occidentales, orientales y musulmanas;;;;;;;;;x
DLC_dlc045_TOOLTIP_INSTANT;§YCharlemagne§!;§YCharlemagne§!;§YCharlemagne§!;;§YCharlemagne§!;;;;;;;;;x
DLC_dlc046_RECOMMENDATION_WESTERN_EUROPE;The §Y$DLC_NAME$§! will make both male and female characters of early §Y[Root.Culture.GetName]§! culture wear more historically appropriate clothes for the era between the 8th to 10th century.\n;Le DLC §Y$DLC_NAME$§! fera que les personnages hommes et femmes de culture précoce §Y[Root.Culture.GetName]§! porteront des vêtements plus historiques pour l'époque entre le VIIIe et Xe siècle. \n;Der DLC §Y$DLC_NAME$§! gibt sowohl männlichen als auch weiblichen Charakteren der frühen §Y[Root.Culture.GetName]en§! Kultur historisch passendere Kleidung für die Zeit zwischen dem 8. bis 10. Jahrhundert.\n;;El §Y$DLC_NAME$§! dará a los personajes masculinos y femeninos de la cultura §Y[Root.Culture.GetName]§! antigua ropas más históricamente correctas para la era que va de los siglos VIII a X.\n;;;;;;;;;x
DLC_dlc046_TOOLTIP_DELAYED;- Historically appropriate clothing for cultures in Western Europe between the 8th to 10th centuries;- Des vêtements historiquement corrects pour les cultures d'Europe occidentale et du Moyen-Orient du VIIIe au Xe siècle;- Historisch angemessene Kleidung für Kulturen in Westeuropa zwischen dem 8. und 10. Jahrhundert;;- Vestimentas históricamente adecuadas para culturas de Europa occidental entre los siglos VII a X;;;;;;;;;x
DLC_dlc046_TOOLTIP_INSTANT;§YEarly Western Clothing Pack§!;§YEarly Western Clothing Pack§! (Pack de vêtements);§YEarly Western Clothing Pack§!;;§YRopas occidentales antiguas§!;;;;;;;;;x
DLC_dlc047_RECOMMENDATION_EASTERN_EUROPE;The §Y$DLC_NAME$§! will make both male and female characters of early §Y[Root.Culture.GetName]§! culture wear more historically appropriate clothes for the era between the 8th to 10th century.\n;Le DLC §Y$DLC_NAME$§! fera que les personnages hommes et femmes de culture précoce §Y[Root.Culture.GetName]§! porteront des vêtements plus historiques pour l'époque entre le VIIIe et Xe siècle. \n;Der DLC §Y$DLC_NAME$§! gibt sowohl männlichen als auch weiblichen Charakteren der frühen §Y[Root.Culture.GetName]en§! Kultur historisch passendere Kleidung für die Zeit zwischen dem 8. bis 10. Jahrhundert.\n;;El §Y$DLC_NAME$§! dará a los personajes masculinos y femeninos de la cultura §Y[Root.Culture.GetName]§! antigua ropas más históricamente correctas para la era que va de los siglos VIII a X.\n;;;;;;;;;x
DLC_dlc047_TOOLTIP_DELAYED;- Historically appropriate clothing for cultures in Eastern Europe and the Middle East between the 8th to 10th centuries;- Des vêtements historiquement corrects pour les cultures d'Europe orientale et du Moyen-Orient du VIIIe au Xe siècle;- Historisch angemessene Kleidung für Kulturen in Osteuropa zwischen dem 8. und 10. Jahrhundert;;- Vestimentas históricamente adecuadas para culturas de Europa oriental entre los siglos VII a X;;;;;;;;;x
DLC_dlc047_TOOLTIP_INSTANT;§YEarly Eastern Clothing Pack Pack§!;§YEarly Eastern Clothing Pack Pack§! (Pack de vêtements);§YEarly Eastern Clothing Pack Pack§!;;§YRopas orientales antiguas§!;;;;;;;;;x
DLC_dlc048_EXAMPLE_IMAGE_1_TOOLTIP;King Desiderius of Lombardy \nDynasty: Alachisling \nDate: 769 AD;Roi Desiderius de Lombardie \nDynastie : de Valois \nDate : 769 ap. J-C;König Desiderius der Lombardei \nDynastie: Alachisling \nDatum: 769 n. Chr.;;Rey Desiderio de Lombardía \nDinastía: Alagislinga \nFecha: 769 d.C.;;;;;;;;;x
DLC_dlc048_EXAMPLE_IMAGE_1_TOOLTIP_DELAYED;"Desiderius was a king of the Lombard Kingdom of northern Italy during the Charlemagne era. He was attempting to extend the Lombard power in Italy but came into collision with the papacy. Desiderius married off his daughter, Desiderata, to Charlemagne who would later conquer his realm.";Desiderius était le roi du royaume de Lombardie (nord de l'Italie) du temps de Charlemagne. Il a tenté d'étendre le pouvoir lombard en Italie mais est entré en conflit avec la papauté. Il a marié sa fille, Desiderata, à Charlemagne qui a plus tard conquis son royaume.;"Desiderius war ein König des lombarischen Königreichs Norditalien während der Zeit von Karl dem Großen. Er versuchte die lombaridsche Macht in Italien auszudehen, kam aber mit dem Papsttum in Konflikt. Desiderius verheiratete seine Tochter Desiderata mit dem Karl dem Großen, der später sein Reich erobern sollte.";;Desiderio fue rey del reino Lombardo del norte de Italia durante la era de Carlomagno. Intentó extender el poder lombardo en Italia pero chocó con el papado. Desiderio casó a su hija, Desiderata, con Carlomagno, quien más tarde conquistaría su reino.;;;;;;;;;x
DLC_dlc048_EXAMPLE_IMAGE_2_TOOLTIP;Basileus Konstantinos of the Byzantine Empire \nDynasty: Isauros \nDate: 769 AD;Basileus Konstantinos de l'Empire byzantin \nDynastie : Isauros \nDate : 769 ap. J-C;Basileus Konstantin des Byzantinischen Reiches \nDynastie: Isauros \nDatum: 769 n. Chr.;;Basileus Constantino del Imperio bizantino \nDinastía: Isauros\nFecha: 763 d.C.;;;;;;;;;;x
DLC_dlc048_EXAMPLE_IMAGE_2_TOOLTIP_DELAYED;"Konstantinos V, also called the dung-named by his enemies, was a Byzantine emperor infamous for his fervent stance against God being depicted in art or as an icon. He was successful in defending against the onslaught of Muslim conquests, but suffered setbacks in Europe against the Bulgars.";Konstantinos V, aussi appelé « Copronyme » par ses ennemis, était un empereur byzantin tristement célèbre pour sa position fervente contre la représentation de Dieu dans l'art ou comme icône. Il a réussi à se défendre contre l'assaut des conquêtes musulmanes, mais a subi des revers en Europe contre les Bulgares.;"Konstantin V, bei seinen Feinden auch als "der Mistnamige" bekannt, war ein byzantinischer Kaiser, der in der Kunst oder als Ikone für seine leidenschaftliche Haltung gegen Gott dargestellt wird. Es gelang ihm, sich erfolgreich gegen die vorrückende muslimische Eroberung zu verteidigen, erlitt aber in Europa Rückschläge gegen die Bulgaren.";;"Constantino V, llamado Coprónimo ('nombre de excremento') por sus enemigos, fue un emperador bizantino famoso por su postura ferviente en contra de la representación de Dios en obras de arte o iconos. Consiguió defenderse contra las arremetidas musulmanas, pero sufrió reveses en Europa ante los búlgaros.";;;;;;;;;x
DLC_dlc048_EXAMPLE_IMAGE_3_TOOLTIP;King Haraldr Wartooth \nDynasty: Sköldung \nDate: 769 AD;Roi Haraldr à la Dent bleue \nDynastie : Sköldung \nDate : 769 ap. J-C;König Harald Blauzahn \nDynastie: Sköldung \nDatum: 769 n. Chr.;;Rey Harald del Colmillo fiero \nDinastía: Sköldung\nFecha: 769 d.C.;;;;;;;;;x
DLC_dlc048_EXAMPLE_IMAGE_3_TOOLTIP_DELAYED;"Haraldr Wartooth was a legendary king of Denmark who succeeded his father as king of Sjælland and expanded his realm. He is said to have met his death at the semi-legendary Battle of Bråvalla. His name, ‘Wartooth’ may have been a comment on his teeth or derived from ‘war hero’.";Haraldr à la Dent bleue était un roi légendaire du Danemark qui a succédé à son père en tant que roi de Sjælland et qui a étendu son royaume. Il aurait succombé lors de la bataille semi-légendaire de Bråvalla. Son nom, 'Wartooth' a peut-être été un commentaire sur ses dents ou dérivé de 'héros de guerre'.;"Harald Blauzahn war ein legendärer König von Dänemark, der seinem Vater als König von Sjælland folgte und sein Reich erweiterte. Er soll seinen Tod in der nicht ganz so legendären Schlacht von Bråvalla gefunden haben. Sein Name "Blauzahn" könnte ein Kommentar auf seine Zähne oder vom Wort "Kriegsheld" abgeleitet geworden sein.;;Harald del Colmillo fiero fue un legendario rey de Dinamarca que sucedió a su padre como rey de Sjælland y expandió su reino. Se dice que murió en la semilegendaria batalla de Bråvalla. Su nombre, 'del Colmillo fiero' pudo referirse a sus dientes, o a su ferocidad en el combate.;;;;;;;;;x
DLC_dlc048_EXAMPLE_IMAGE_4_TOOLTIP;King Dawit II of Axum \nDynasty: Gideon \nDate: 1066 AD;Roi David II d'Aksoum \nDynastie : Gédéon \nDate : 1066 ap. J-C;König Dawit II. von Axum \nDynastie: Gideon \nDatum: 1066 n. Chr.;;Rey Dawit II de Aksum \nDinastía: Gedeón \nFecha: 1066 d.C.;;;;;;;;;x
DLC_dlc048_EXAMPLE_IMAGE_4_TOOLTIP_DELAYED;"The Kingdom of Axum was a trading empire located in northern Ethiopia. It was a significant trade post on the commercial route between the Roman Empire and Ancient India. It’s also claimed to be the resting place of the Ark of the Covenant and the purported home of the Queen of Sheba.";Le royaume d'Aksoum était un empire commercial situé dans le nord de l'Éthiopie. C'était un important comptoir sur la route commerciale entre l'Empire romain et l'Inde. Ce serait également la dernière demeure de l'Arche de l'Alliance et le pays de la Reine de Saba.;"Das Königreich Axum war ein Handelsimperium im Norden Äthiopiens. Es war ein wichtiger Handelsposten auf der Handelsroute zwischen dem Römischen Reich und dem Alten Indien. Es wird auch behauptet, dass es die Ruhestätte der Bundeslade und die angebliche Heimat der Königin von Sava ist.";;El reino de Aksum fue un imperio comercial situado al norte de Etiopía. Fue un puesto comercial significante en la ruta entre el Imperio romano y la antigua India. También se afirma que ahí descansa el Arca de la alianza y es el supuesto hogar de la reina de Saba.;;;;;;;;;x
DLC_dlc048_RECOMMENDATION_CHARLEMAGNE;The §YCharlemagne Dynasty Shields§! adds 50 Coat of Arms for famous and prestigious families who reigned during the historical time of Charlemagne.\n;Les §YBlasons dynastiques sous Charlemagne§! ajoutent 50 armoiries supplémentaires pour les prestigieuses familles qui ont régné à l'époque de Charlemagne.\n;Das Paket §YCharlemagne Dynasty Shields§! fügt 50 der berühmtesten Familien, die während der Zeit von Karl dem Großen geherrscht haben, Wappenschilde hinzu.\n;;§YEscudos dinásticos de Charlemagne§! añade 50 escudos de armas de familias famosas y prestigiosas que gobernaron durante la era histórica de Carlomagno.\n;;;;;;;;;x
DLC_dlc048_TOOLTIP_DELAYED;- 50 unique dynastic shields for 50 famous families of Medieval Europe from the Charlemagne era;- 50 blasons uniques pour des familles célèbres d'Europe médiévale de la période de Charlemagne;- 50 einzigartige Wappenschilde für 50 der berühmtesten Familien des mittelalterlichen Europas der Ära von Karl dem Großen;;- 50 escudos dinásticos únicos para las 50 familias más famosas de Europa de la era de Carlomagno;;;;;;;;;x
DLC_dlc048_TOOLTIP_INSTANT;§YDynasty Shields Charlemagne§!;§YDynasty Shields Charlemagne§! (Blasons dynastiques sous Charlemagne);§YDynasty Shields Charlemagne§!;;§YEscudos dinásticos Charlemagne§!;;;;;;;;;x
DLC_dlc050_RECOMMENDATION_WAY_OF_LIFE;§YWay of Life§! adds a layer of character focus to Crusader Kings 2, where every character can select a Focus which grants them a bonus as well as specific content to their chosen lifestyle.\n;§YMode de vie§! ajoute des intérêts de personnages, afin que chacun puisse en choisir un, apportant un bonus et un contenu spécifique à leur style de vie choisie.\n;§YWay of Life§! fügt Crusader Kings 2 eine Ebene von Charakterfoki hinzu. Diese können von Charakteren gewählt werden, um ihnen Boni und spezifische Inhalte für ihre Leben zu verliehen.\n;;§YWay of Life§! añade a Crusader Kings 2 una capa de enfoque personal, pues todos los personajes pueden elegir un foco que les dé una bonificación, así como como contenido específico para el estilo de vida elegido.\n;;;;;;;;;x
DLC_dlc050_TOOLTIP_DELAYED;- A total of 10 Focuses \n- Gain immediate benefits from your chosen Focus \n\nAdditional Features: \n- Hundreds of new events and 20 new images \n- Many new diplomatic interactions;- Dix intérêts \n- Obtenir les effets immédiats des intérêts choisis \n\nCaractéristiques additionnelles : \n- Des centaines de nouveaux événements et vingt nouvelles images \n- De nombreuses nouvelles interactions diplomatiques;- Insgesamt 10 Charakterfoki\n- Profitiert sofort von Eurem gewählten Fokus\n\nZusätzliche Inhalte:\n- Hunderte neue Events und 20 neue Bilde\n- Neue diplomatische Aktionen;;Un total de 10 focos \n- Gana beneficios inmediatos con el foco elegido \n\nAdemás: \n- Cientos de nuevos eventos y 20 imágenes nuevas \n- Muchas interacciones diplomáticas nuevas;;;;;;;;;x
DLC_dlc050_TOOLTIP_INSTANT;§YWay of Life§!;§YWay of Life§! (Mode de vie);§YWay of Life§!;;§YWay of Life§!;;;;;;;;;x
DLC_dlc051_RECOMMENDATION_IBERIAN;The §Y$DLC_NAME$§! contains exclusive unit models for the §Y[Root.Culture.GetName]§! culture. Now meaning that you can easily distinguish your culture unique armies on the map.\n;Le DLC §Y$DLC_NAME$§! contient des modèles d'unités exclusifs pour la culture §Y[Root.Culture.GetName]§!. Vous pouvez donc facilement distinguer les armées de cette culture des autres sur la carte. \n;Der DLC §Y$DLC_NAME$§! enthält einzigartige Einheitenmodelle für §Y[Root.Culture.GetName]e§! Kulturen. Das bedeutet, dass Ihr jetzt die Armeen Eurer Kultur eindeutig auf der Karte unterscheiden könnt.\n;;El §Y$DLC_NAME$§! contiene modelos de unidades únicas para la cultura §Y[Root.Culture.GetName]§!. Ahora podrás distinguir fácilmente en el mapa a los ejércitos únicos de tu cultura.\n;;;;;;;;;x
DLC_dlc051_TOOLTIP_DELAYED;- Unique graphic units for characters of Iberian cultures;- Des graphiques d'unités pour les personnages des cultures ibériques;- Einzigartiger Einheitengrafiken für Charaktere iberischer Kulturen;;- Gráficos únicos de unidades para personajes de culturas ibéricas;;;;;;;;;x
DLC_dlc051_TOOLTIP_INSTANT;§YIberian Unit Pack§!;§YIberian Unit Pack§! (Pack d'unités ibériques);§YIberian Unit Pack§!;;§YUnidades ibéricas§!;;;;;;;;;x
DLC_dlc052_RECOMMENDATION_IBERIAN;The §Y$DLC_NAME$§! will make the characters of §Y[Root.Culture.GetName]§! culture appear unique in your game, with a wide arrange of face combinations for both male and female characters.\n;Le DLC §Y$DLC_NAME$§! rendra les personnages de culture §Y[Root.Culture.GetName]§! uniques dans votre jeu, avec une grande variété de combinaisons de visages pour hommes et femmes. \n;Der DLC §Y$DLC_NAME$§! gibt Charakteren der §Y[Root.Culture.GetName]en§! Kultur ein einzigartiges Aussehen im Spiel und enthält duzende Gesichterkombinationen für männliche und weibliche Charaktere.\n;;El §Y$DLC_NAME$§! dará un aspecto único a los personajes de la cultura §Y[Root.Culture.GetName]§! de tu partida, con una gran variedad de combinaciones de rostros para personajes masculinos y femeninos.\n;;;;;;;;;x
DLC_dlc052_TOOLTIP_DELAYED;- Unique face combinations for characters of Iberian cultures;- Des visages uniques pour les personnages des cultures ibériques;- Einzigartiger Gesichterkombinationen für Charaktere iberischer Kulturen;;- Combinaciones únicas de rostros para personajes de culturas ibéricas;;;;;;;;;x
DLC_dlc052_TOOLTIP_INSTANT;§YIberian Portraits§!;§YIberian Portraits§! (Portraits ibériques);§YIberian Portraits§!;;§YRetratos ibéricos§!;;;;;;;;;x
DLC_dlc054_RECOMMENDATION_REQUIRED;In §YHorse Lords§!, you can now play as nomadic government.\n;Avec §YSeigneurs de cavalerie§!, vous pouvez jouer un nomade.\n;In §YHorse Lords§! könnt Ihr jetzt als Stammesregierung spielen.\n;;Con §YHorse Lords§! ya podrás jugar como un gobierno nómada.\n;;;;;;;;;x
DLC_dlc054_TOOLTIP_DELAYED;- Nomadic government for steppe cultures \n- The Silk Road \n\nAdditional Features: \n- Landless raiding adventurers \n- Non-nomadic rulers will have special options \n- Tributaries \n- Over a hundred new events ;- Gouvernement nomade pour les cultures des steppes \n- La Route de la Soie \n\nCaractéristiques additionnelles : \n- Aventuriers sans terre \n- Les dirigeants non nomades ont des options spéciales \n- Les tributaires \n- Plus de cent nouveaux événements;- Nomadische Regierungsformen für Kulturen der Steppe\n- Die Seidenstraße\n\nZusätzliche Inhalte:\n- Landlose Abenteurer, die Überfälle durchführen\n- Nicht nomadische Herrscher haben spezielle Optionen\n- Tributstaaten\n- Mehr als hundert neue Events;;- Gobierno nómada para culturas de la estepa \n- La Ruta de la Seda \n\nAdemás: \n- Aventureros incursores sin tierras \n- Gobernantes no nómadas con opciones especiales \n- Tributarios \n- Más de un centenar de nuevos eventos;;;;;;;;;x
DLC_dlc054_TOOLTIP_INSTANT;§YHorse Lords§!;§YHorse Lords§! (Seigneurs de cavalerie);§YHorse Lords§!;;§YHorse Lords§!;;;;;;;;;x
DLC_dlc055_RECOMMENDATION_CUMAN;The §YHorse Lords Content Pack§! contains thousands of face combinations for both male and female characters of the Cuman culture, and the pack also includes new soundtracks for steppe cultures, as well as additional content for other cultures.;Le §YHorse Lords Content Pack§! (Pack de contenu 'Seigneurs de cavalerie') contient des milliers de combinaisons de visages pour les hommes et femmes de culture coumane et de nouvelles bandes sonores pour les cultures des steppes, ainsi que du contenu supplémentaire pour d'autres cultures.;Das Inhaltspaket §YHorse Lords§! enthält tausende Gesichterkombinationen für männliche und weibliche Charaktere der kumanischen Kultur. Außerdem enthält das Paket neue Musikstücke für Kulturen der Steppe und zusätzliche Inhalte für andere Kulturen.;;El §YPack de contenido Horse Lords§! contiene miles de combinaciones de rostros para personajes masculinos y femeninos de la cultura cumana y también incluye nuevas pistas para las culturas de la estepa, así como contenido extra para otras culturas.;;;;;;;;;x
DLC_dlc055_RECOMMENDATION_EARLYCULTURES;The §YHorse Lords Content Pack§! contains exclusive unit models for early §Y[Root.Culture.GetName]§! culture, as well as additional songs, portraits and other unit models for other cultures.;Le §YHorse Lords Content Pack§! (Pack de contenu 'Seigneurs de cavalerie') contient des modèles d'unités exclusifs pour la culture précoce §Y[Root.Culture.GetName]§!, ainsi que des chansons supplémentaires, des portraits et d'autres modèles d'unités pour d'autres cultures.;Das Inhaltspaket §YHorse Lords§! enthält tausende Gesichterkombinationen für die frühe §Y[Root.Culture.GetName]e§! Kultur, sowie zusätzliche Musikstücke, Porträts und Einheitenmodelle für andere Kulturen.;;El §YPack de contenido Horse Lords§! contiene modelos de unidades únicas para la cultura §Y[Root.Culture.GetName]§! antigua, así como temas, retratos y modelos de unidades extra para otras culturas.;;;;;;;;;x
DLC_dlc055_RECOMMENDATION_ITALIAN;The §YHorse Lords Content Pack§! contains exclusive unit models for the §Y[Root.Culture.GetName]§! culture, as well as additional songs, portraits and other unit models for other cultures.;Le §YHorse Lords Content Pack§! (Pack de contenu 'Seigneurs de cavalerie') contient des modèles d'unités exclusifs pour la culture §Y[Root.Culture.GetName]§!, ainsi que des chansons supplémentaires, des portraits et d'autres modèles d'unités pour d'autres cultures.;Das Inhaltspaket §YHorse Lords§! enthält einzigartige Einheitenmodelle für die §Y[Root.Culture.GetName]e§! Kultur, sowie zusätzliche Musikstücke, Porträts und Einheitenmodelle für andere Kulturen.;;El §YPack de contenido Horse Lords§! contiene modelos de unidades únicas para la cultura §Y[Root.Culture.GetName]§!, así como temas, retratos y modelos de unidades extra para otras culturas.;;;;;;;;;x
DLC_dlc055_RECOMMENDATION_MONGOL;The §YHorse Lords Content Pack§! contains exclusive unit models for the §YMongol§! culture, and the pack also includes new soundtracks for steppe cultures, as well as additional content for other cultures.;Le §YHorse Lords Content Pack§! (Pack de contenu 'Seigneurs de cavalerie') contient des modèles d'unités exclusifs pour la culture §Ymongole§! et de nouvelles bandes sonores pour les cultures des steppes, ainsi que du contenu supplémentaire pour d'autres cultures.;Das Inhaltspaket §YHorse Lords§! enthält einzigartige Einheitenmodelle für §Ymongolische§! Kulturen. Außerdem enthält das Paket neue Musikstücke für Kulturen der Steppe und zusätzliche Inhalte für andere Kulturen;;El §YPack de contenido Horse Lords§! contiene modelos de unidades únicas para la cultura §Ymongola§! y también incluye nuevas pistas para las culturas de la estepa, así como contenido extra para otras culturas.;;;;;;;;;x
DLC_dlc055_TOOLTIP_DELAYED;- Seven new unit models exclusively for the Mongol culture \n\n * This pack is part of the Horse Lords Content Pack;- Sept nouveaux modèles d'unités exclusivement pour la culture mongole \n\n * Ce pack fait partie du 'Horse Lords Content Pack' (Pack de contenu 'Seigneurs de cavalerie');- Sieben neue Einheitenmodelle, die exklusiv für mongolische Kulturen sind\n\n * Dieses Paket ist Teil des "Horse Lords Content Pack";;- Siete nuevos modelos de unidades exclusivos de la cultura mongola \n\n * Este pack forma parte del Contenido Horse Lords;;;;;;;;;x
DLC_dlc055_TOOLTIP_INSTANT;§YMongol Unit Pack§!;§YMongol Unit Pack§! (Pack d'unités mongoles);§YMongol Unit Pack§!;;§YUnidades mongolas§!;;;;;;;;;x
DLC_dlc056_TOOLTIP_DELAYED;- Four soundtracks for characters of the Altaic culture group \n\n * This pack is part of the Horse Lords Content Pack;- Quatre bandes sonores pour les personnages du groupe culturel altaïque \n\n * Ce pack fait partie du 'Horse Lords Content Pack' (Pack de contenu 'Seigneurs de cavalerie');- Vier Musikstücke für Charaktere der altaischen Kulturgruppe\n\n * Dieses Paket ist Teil des "Horse Lords Content Pack";;- Cuatro pistas para gobernantes del grupo de cultura altaica \n\n * Este pack forma parte del Contenido Horse Lords;;;;;;;;;x
DLC_dlc056_TOOLTIP_INSTANT;§YSongs of the Steppes§!;§YSongs of the Steppes§! (Musiques des Steppes);§YSongs of the Steppes§!;;§YCanciones de las estepas§!;;;;;;;;;x
DLC_dlc057_TOOLTIP_DELAYED;- Unique face combinations for characters of Cuman cultures \n\n * This pack is part of the Horse Lords Content Pack;- Des visages uniques pour les personnages des cultures coumanes \n\n * Ce pack fait partie du 'Horse Lords Content Pack' (Pack de contenu 'Seigneurs de cavalerie');- Einzigartiger Gesichterkombinationen für Charaktere kumanischer Kulturen\n\n * Dieses Paket ist Teil des "Horse Lords Content Pack";;- Combinaciones únicas de rostros para personajes de culturas cumanas \n\n * Este pack forma parte del Contenido Horse Lords;;;;;;;;;x
DLC_dlc057_TOOLTIP_INSTANT;§YCuman Portraits§!;§YCuman Portraits§! (Portraits coumans);§YCuman Portraits§!;;§YRetratos cumanos§!;;;;;;;;;x
DLC_dlc058_TOOLTIP_DELAYED;- Unique graphic units for characters of Early Frankish cultures \n\n * This pack is part of the Horse Lords Content Pack;- Des graphiques d'unités pour les personnages des premières cultures franques \n\n * Ce pack fait partie du 'Horse Lords Content Pack' (Pack de contenu 'Seigneurs de cavalerie');- Einzigartiger Einheitengrafiken für Charaktere türkischer Kulturen\n\n * Dieses Paket ist Teil des "Horse Lords Content Pack";;- Gráficos únicos de unidades para personajes de las antiguas culturas francas \n\n * Este pack forma parte del Contenido Horse Lords;;;;;;;;;x
DLC_dlc058_TOOLTIP_INSTANT;§YEarly Frankish Unit Pack§!;§YEarly Frankish Unit Pack§!;§YEarly Frankish Unit Pack§!;;§YUnidades francas antiguas§!;;;;;;;;;x
DLC_dlc059_TOOLTIP_DELAYED;- Unique graphic units for characters of Early Germanic cultures \n\n * This pack is part of the Horse Lords Content Pack;- Des graphiques d'unités pour les personnages des premières cultures germaniques \n\n * Ce pack fait partie du 'Horse Lords Content Pack' (Pack de contenu 'Seigneurs de cavalerie');- Einzigartiger Einheitengrafiken für Charaktere früher germanischer Kulturen\n\n * Dieses Paket ist Teil des "Horse Lords Content Pack";;- Gráficos únicos de unidades para personajes de las antiguas culturas germánicas \n\n * Este pack forma parte del Contenido Horse Lords;;;;;;;;;x
DLC_dlc059_TOOLTIP_INSTANT;§YEarly Germanic Unit Pack§!;§YEarly Germanic Unit Pack§! (Pack des premières unités germaniques);§YEarly Germanic Unit Pack§!;;§YUnidades germánicas antiguas§!;;;;;;;;;x
DLC_dlc060_TOOLTIP_DELAYED;- Unique graphic units for characters of Italian cultures \n\n * This pack is part of the Horse Lords Content Pack;- Des graphiques d'unités pour les personnages des cultures italiennes \n\n * Ce pack fait partie du 'Horse Lords Content Pack' (Pack de contenu 'Seigneurs de cavalerie');- Einzigartiger Einheitengrafiken für Charaktere italienischer Kulturen\n\n * Dieses Paket ist Teil des "Horse Lords Content Pack";;- Gráficos únicos de unidades para personajes de culturas italianas \n\n * Este pack forma parte del Contenido Horse Lords;;;;;;;;;x
DLC_dlc060_TOOLTIP_INSTANT;§YItalian Unit Pack§!;§YItalian Unit Pack§! (Pack d'unités italiennes);§YItalian Unit Pack§!;;§YUnidades italianas§!;;;;;;;;;x
