#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

# job_steward.txt

#########################
#
#	Steward events
#
#########################

# The Steward collects a tithe and sends it to his liege
evt_steward_001_title;Special Tithe Collected;Dîme spéciale collectée;Einforderung eines speziellen Zehnten;;Diezmo especial recolectado;;;;;;;;;x
evt_steward_703_desc_a;The warriors my [Root.GetMyTreasurerName] raised to fight for my glory have become disillusioned by my effeminate pacifism and have gone home in disgust, causing me a great loss of face.;Les guerriers de notre [Root.GetMyTreasurerName] assemblés pour combattre en mon nom ont perdu leurs illusions face à mon pacifisme efféminé. Ils sont rentrés chez eux le coeur plein d'amertume, et mon honneur en souffre.;Die Krieger, die mein [Root.GetMyTreasurerName] für mich begeistern konnte, sind enttäuscht über meine weibische Kriegsablehnung. Angewidert kehrten sie mir den Rücken und gingen ihrer Wege. Was für eine Schmach für mich!;;Los guerreros que mi [Root.GetMyTreasurerName] incitó a luchar por mi gloria se han desilusionado a causa de mi afeminado pacifismo y se han vuelto a casa indignados, lo que me ha provocado gran desprestigio.;;;;;;;;;x
evt_steward_703_option_a;Curse them!;Qu'ils soient maudits !;Verflucht sollen sie sein!;;¡Malditos sean!;;;;;;;;;x


# The Steward demands extra funds from the ruler
evt_steward_801_title;Extra Contributions;Contributions supplémentaires;Zusätzliche Mittel;;Contribuciones adicionales;;;;;;;;;x
evt_steward_801_desc_a;My liege, [Root.Liege.GetTitledFirstName] has charged me with collecting extra tribute from [tribute_giver.GetTitledName]. It has not been easy going through [tribute_giver.GetPossPronoun] finances, but I finally know how much I should demand...;M[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige, [Root.Liege.Get_le_TitledFirstName], m'a donné[Root.Get_E] l'ordre de collecter le tribut supplémentaire auprès [tribute_giver.Get_du_TitledName]. Il n'a pas été facile d'examiner ses finances, mais j'ai enfin déterminé la somme à demander...;Mein Lehnsherr, [Root.Liege.GetTitledFirstName] hat mit mich mit der Erhebung zusätzlicher Tribute von [tribute_giver.GetTitledName] beauftragt. Es war schwer, einen Überblick über die Finanzen zu gewinnen, doch nun weiß ich endlich, wie viel ich verlangen darf ...;;Mi señor, [Root.Liege.GetTitledFirstName], me ha encargado recoger un tributo adicional de [tribute_giver.GetTitledName]. No ha sido fácil revisar [tribute_giver.GetPossPronoun] finanzas, pero finalmente sé cuánto debo exigir...;;;;;;;;;x
evt_steward_801_option_a;Present my demand;Présenter ma demande;Meine Forderung anbringen;;Presentar mi petición;;;;;;;;;x
evt_steward_801_option_b;I should procratinate...;Je devrais remettre ça à plus tard...;Ich sollte es noch hinauszögern ...;;Debería dejarlo pasar...;;;;;;;;;x

# Ruler response event
evt_steward_802_desc_a;The [GetRootFromInsult], [From.GetTitledFirstName], is here demanding extra 'contributions' on behalf of [From.Liege.GetTitledName]!;[From.Get_Le_TitledFirstName], c[From.GetEEtte] [GetRootFromInsultNounAdj], vient se présenter ici et ose demander des « contributions » supplémentaires au nom [From.Liege.Get_du_TitledName] !;[From.GetTitledFirstName] ist hier und verlangt im Namen von [From.Liege.GetTitledName] zusätzliche "Mittel"! Verfluchte Erpresser!;;"¡El [GetRootFromInsult] de [From.GetTitledFirstName], está aquí exigiendo más ""contribuciones"" en nombre de [From.Liege.GetTitledName]!";;;;;;;;;x
evt_steward_802_option_a;Accept the demand;Accepter la demande;Forderungen akzeptieren;;Acepta la petición;;;;;;;;;x
evt_steward_802_option_b;Refuse. Consequences be damned!;Refuser. Je me fiche des conséquences !;Nein! Zum Teufel mit den Konsequenzen!;;Rehusar, ¡y que le den a las consecuencias!;;;;;;;;;x

# The target accepts to pay extra tribute. Steward notified.
evt_steward_803_desc_a;[From.GetTitledFirstName] wisely - though reluctantly - accepted my demand for extra contributions to my liege, [Liege.GetTitledFirstName]. I fear this has hurt our relations, however...;[From.Get_Le_TitledFirstName], bien que réticent[From.Get_E], a sagement accepté ma demande de payer des contributions supplémentaires à m[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige, [Liege.Get_le_TitledFirstName]. Ceci dit, j'ai bien peur que cela ait terni notre relation...;[From.GetTitledFirstName] hat, wenn auch widerwillig, genug Weisheit bewiesen, um meine Forderungen nach zusätzlichen Tributen für meinen Lehnsherrn [Liege.GetTitledFirstName] zu erfüllen. Leider hat dies unseren Beziehungen geschadet, fürchte ich...;;[From.GetTitledFirstName] sabiamente - aunque de mala gana - aceptó mi petición de contribuciones adicionales a mi señor [Liege.GetTitledFirstName]. Sin embargo, temo que esto haya hecho daño a nuestras relaciones...;;;;;;;;;x

# The target accepts to pay extra tribute. Liege notified.
evt_steward_804_desc_a;My efficient [From.GetJobTitle], [From.GetTitledFirstName], has managed to squeeze some extra money out of [FromFrom.GetTitledName]. I fear [FromFrom.GetSubjectPronoun] is not too happy about it though...;M[From.Get_on_JobTitle], [From.Get_le_TitledFirstName], a une fois de plus prouvé son efficacité et a soutiré un peu plus d'argent [FromFrom.Get_au_TitledName]. Je crains cependant qu'[FromFrom.GetIlElle] ne se réjouisse pas de cette situation...;Mein tatkräftiger [From.GetJobTitle], [From.GetTitledFirstName], hat es fertiggebracht, [FromFrom.GetTitledName] weiteres Geld zu beschaffen. Allerdings ist [FromFrom.GetSubjectPronoun] darüber nicht gerade erfreut, fürchte ich ...;;Mi eficiente [From.GetJobTitle], [From.GetTitledFirstName], ha conseguido sacar un poco de dinero extra de [FromFrom.GetTitledName]. Aunque temo que [FromFrom.GetSubjectPronoun] no esté demasiado feliz con esto...;;;;;;;;;x

# The target refuses to pay extra tribute. Steward notified.
evt_steward_805_desc_a;[From.GetTitledFirstName] outrageously refused my demand for extra contributions to my liege, [Liege.GetTitledFirstName], claiming [From.GetSubjectPronoun] is under no such obligations!;[From.Get_Le_TitledFirstName] a scandaleusement refusé ma demande de payer des contributions supplémentaires à m[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige, [Liege.Get_le_TitledFirstName], prétendant qu'[From.GetIlElle] ne doit aucunement s'acquitter d'une telle obligation !;[From.GetTitledFirstName] besaß die Frechheit, meine Forderungen bezüglich zusätzlicher Geldmittel für meinen Lehnsherrn [Liege.GetTitledFirstName] abzulehnen, und behauptet, für so etwas bestünde weder Anlass noch Verpflichtung!;;[From.GetTitledFirstName] rechazó escandalosamente mi petición de contribuciones adicionales para mi señor, [Liege.GetTitledFirstName], ¡afirmando que [From.GetSubjectPronoun] no tiene este tipo de obligaciones!;;;;;;;;;x
evt_steward_805_option_a;The [GetRootFromInsult]!;Que[From.GetLLle] [GetRootFromInsultNounAdj] !;[GetRootFromInsult]!;;¡Será [GetRootFromInsult]!;;;;;;;;;x

# The target refuses to pay extra tribute. Liege notified.
evt_steward_806_desc_a;The [GetRootFromFromInsult], [FromFrom.GetTitledFirstName], outrageously refused to pay the extra tribute demanded by my [Root.GetTreasurerName], [From.GetTitledFirstName]!;[FromFrom.Get_Le_TitledFirstName], c[FromFrom.GetEEtte] [GetRootFromFromInsultNounAdj], a scandaleusement refusé de payer les contributions supplémentaires exigées par notre [Root.GetTreasurerName], [From.Get_le_TitledFirstName] !;[FromFrom.GetTitledFirstName] besaß die Frechheit, die Zahlung zusätzlicher Tribute, wie [Root.GetTreasurerName] [From.GetTitledFirstName] sie forderte, abzulehnen! [GetRootFromFromInsult]!;;¡El [GetRootFromFromInsult] de [FromFrom.GetTitledFirstName], se negó escandalosamente a pagar el tributo adicional exigido por mi [Root.GetTreasurerName], [From.GetTitledFirstName]!;;;;;;;;;x
evt_steward_806_option_a;I shall not forget this...;Je n'oublierai point ceci...;Das werde ich nicht vergessen...;;No olvidaré de esto...;;;;;;;;;x
