#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTOPTA1036;Feel my wrath!;Je suis en colère !;Meinen Zorn sollt ihr schmecken!;;¡Siente mi ira!;;;;;;;;;x
EVTOPTA1037;Begone, envy!;Va-t'en, l'envie !;Pack dich hinfort, elender Neid!;;¡Fuera, envidia!;;;;;;;;;x
EVTOPTA1038;An eye for an eye!;Oeil pour oeil !;Auge um Auge, Zahn um Zahn!;;¡Ojo por ojo!;;;;;;;;;x
EVTOPTA1039;I should take it easier;Je devrais me calmer.;Ich sollte mal halblang machen;;Debería tomármelo con calma;;;;;;;;;x
EVTOPTA1040;I think I should be proud of myself;Il y a de quoi être fier de soi.;Ich denke, ich sollte stolz auf mich sein;;Creo que debería estar orgulloso de mí mismo;;;;;;;;;x
EVTOPTA1041;Why should I be proud of myself?;Pourquoi devrais-je éprouver de la fierté ?;Warum sollte ich stolz auf mich sein?;;¿Por qué debería sentirme orgulloso de mí mismo?;;;;;;;;;x
EVTOPTA1043;Honesty can hurt;L'honnêteté peut faire mal.;Ehrlichkeit kann wehtun;;La honestidad puede hacer daño;;;;;;;;;x
EVTOPTA1044;Truth shall set me free;La vérité me libérera.;Die Wahrheit wird mich freier machen;;La verdad me hará libre;;;;;;;;;x
EVTOPTA1045;This does not make me a coward, does it?;Suis-je lâche pour autant ?;Das macht mich doch nicht zu einem Feigling, oder?;;Eso no me convierte en cobarde, ¿verdad?;;;;;;;;;x
EVTOPTA1046;No one can call me craven anymore;Nul ne peut plus me traiter de lâche.;Niemand kann mich mehr als feige bezeichnen;;Ya nadie puede llamarme cobarde;;;;;;;;;x
EVTOPTA1047;...but I won't become a hermit;... Mais je ne deviendrai pas ermite.;... aber ich werde nicht zum Einsiedler;;...pero no me convertiré en ermitaño;;;;;;;;;x
EVTOPTA1048;My stuttering has disappeared!;Mon bégaiement a disparu !;Ich stottere nicht mehr!;;¡Mi tartamudeo ha desaparecido!;;;;;;;;;x
EVTOPTA1049;And I will find it!;Et je trouverai quoi !;Und ich werde es finden!;;¡Y lo hallaré!;;;;;;;;;x
EVTOPTA1050;Now what?;Et maintenant ?;Und jetzt?;;¿Ahora qué?;;;;;;;;;x
EVTOPTA1051;I am... NOT the law!;La loi... ce n'est pas moi !;Ich bin ... NICHT das Gesetz!;;Yo... ¡NO soy la ley!;;;;;;;;;x
EVTOPTA1052;Good for me, right?;C'est bon pour moi, non ?;Das ist gut für mich, oder?;;Bueno para mí, ¿no?;;;;;;;;;x
EVTOPTA1053;I was boring before;Avant, j'étais barbant[Root.Get_E] !;Ich war früher langweilig;;Antes estaba aburrido;;;;;;;;;x
EVTOPTA1054;...as long as it does not overflow;... Tant qu'elle ne déborde pas.;... so lange es nicht überfließt;;... mientras no se derrame;;;;;;;;;x
EVTOPTA1057;I am safe;Je me sens en sécurité.;Ich bin sicher;;Estoy a salvo;;;;;;;;;x
EVTOPTA1058;Why are they trying to hurt me?;Pourquoi me veulent-ils du mal ?;Warum versuchen sie, mir zu schaden?;;¿Por qué intentan hacerme daño?;;;;;;;;;x
EVTOPTA1060;Follow [Root.GetHerHimOpp] to [Root.GetHerHisOpp] chambers...;Suivre la personne dans ses appartements...;Folgt [Root.GetihmihrOpp] in [Root.GetHerHisOpp]e Gemächer...;;Seguirle a sus aposentos...;;;;;;;;;x
EVTOPTA1070;May Allah hear my words, I will memorize the whole Qur'an!;Qu'Allah m'en soit témoin : j'apprendrai le Coran dans son intégralité !;Bei Allah, ich werde den gesamten Qur'an auswendig lernen!;;Que Alá escuche mis palabras, ¡Voy a memorizarme todo el Corán!;;;;;;;;;x
EVTOPTA1071;...listen to it with attention and hold your peace that ye may receive Mercy;...prêtez-lui l'oreille attentivement et observez le silence, afin que vous obteniez la miséricorde;...dann hört ihm zu und horcht hin, auf dass ihr Erbarmen finden möget!;;...escucha con atención y mantente en paz y así recibirás la Gracia;;;;;;;;;x

EVTOPTB1000;Mind over body, mind over body...;Esprit plutôt que corps, esprit plutôt que corps...;Sei stark und widerstehe, sei stark und widerstehe ...;;La mente sobre el cuerpo, la mente sobre el cuerpo...;;;;;;;;;x
EVTOPTB1001;I satisfy my hunger with bread and water;J'assouvis ma faim en mangeant du pain et en buvant de l'eau.;Ich stille meinen Hunger mit Wasser und Brot;;Satisfago mi hambre con pan y agua;;;;;;;;;x
EVTOPTB1003;Wasn't my advice worth more than a couple pennies?;Mes conseils ne valaient-ils pas plus que quelques sous ?;Diese kleine Summe war mein Rat doch sicherlich wert!;;¿No merecía mi consejo algo más que un par de peniques?;;;;;;;;;x
EVTOPTB1004;I can rest in Heaven;Je peux reposer au paradis.;Ausruhen kann ich mich, wenn ich unter der Erde bin!;;Ya descansaré en el cielo;;;;;;;;;x
EVTOPTB1005;It's hard not to envy her, but I am perfect as I am;Difficile de ne pas l'envier, mais je suis très bien comme je suis.;Es wäre falsch, neidisch zu sein, es reicht mir zu sein, wer ich bin.;;Es difícil no envidiarla, pero soy perfecta tal como soy;;;;;;;;;x
EVTOPTB1006;I envy them all!;Je les envie tous !;Ich beneide sie alle von Herzen!;;¡Los envidió a todos!;;;;;;;;;x
EVTOPTB1007;I'll turn the other cheek;Je tendrai l'autre joue;Ich halte die andere Wange hin;;Pondré la otra mejilla;;;;;;;;;x
EVTOPTB1008;I have many strengths, but more weaknesses;j'ai beaucoup de forces, mais j'ai encore plus de faiblesses.;Ich habe viele Stärken – aber noch mehr Schwächen;;Tengo muchas fortalezas, pero más debilidades;;;;;;;;;x
EVTOPTB1009;Be honest and tell it as it is;Soyez honnête et dites les choses telles qu'elles sont.;Sei ehrlich und sag es so, wie es ist;;Sé honesto y di las cosas como son;;;;;;;;;x
EVTOPTB1010;Stay put and fight!;Rester et de me battre !;zu bleiben und zu kämpfen!;;¡Quedarme y luchar!;;;;;;;;;x
EVTOPTB1011;I'll just have to try to be more gregarious;Il va simplement falloir que j'essaie d'être plus sociable.;Ich muss eben versuchen, geselliger zu werden;;Tendré que intentar ser más sociable;;;;;;;;;x
EVTOPTB1012;I am content;J'ai tout ce qu'il me faut.;Ich habe nichts zu beanstanden.;;Estoy satisfecho;;;;;;;;;x
EVTOPTB1013;Justice should always prevail!;La justice devrait toujours l'emporter ! ;Möge sich Gerechtigkeit immer durchsetzen!;;¡La justicia debería predominar siempre!;;;;;;;;;x
EVTOPTB1014;God is as clueless as I am;Dieu ne sait rien, et moi non plus;Gott tappt genauso im Dunkeln wie ich;;Dios está tan despistado como yo;;;;;;;;;x
EVTOPTB1015;A woman should suppress her worldly urges;Une femme devrait refouler ses désirs charnels. ;Eine Dame sollte erhaben über die Versuchungen des Fleisches sein;;Una mujer debería reprimir sus impulsos mundanos;;;;;;;;;x
EVTOPTB1016;I won't let fear rule my life!;Je ne laisserai pas la peur diriger ma vie !;Ich werde nicht zulassen, dass Angst mein Leben regiert!;;¡No dejaré que el miedo gobierne mi vida!;;;;;;;;;x
EVTOPTB1017;Oh [Root.Religion.GetRandomGodName], what have I done? Forgive me, please!;Par [Root.Religion.GetRandomGodName], qu'ai-je donc fait là ? Je vous prie de me pardonner.;Oh [Root.Religion.GetRandomGodName], was habe ich getan? Bitte vergib mir!;;¡Oh [Root.Religion.GetRandomGodName], pero qué he hecho? ¡Por favor perdóname!;;;;;;;;;x
EVTOPTB1018;As tempting as it is, I really shouldn't;Aussi tentant que ce soit, vraiment, je ne devrais pas.;So verlockend es auch sein mag! Ich darf diesem Verlangen nicht nachgeben!;;Por más que me tienta, la verdad es que no debería hacerlo;;;;;;;;;x
EVTOPTB1019;I cannot give in to these feelings!;Je ne peux pas m'abandonner à ces émotions !;Ich darf diesen Gefühlen nicht nachgeben!;;¡No puedo dejarme dominar por estos sentimientos!;;;;;;;;;x
EVTOPTB1029;I can't resist him.;Je ne peux pas lui résister.;Ich kann ihm nicht widerstehen.;;No puedo resistirlo.;;;;;;;;;x
EVTOPTB1032;It does not make sense, but I must try to accept it.;Cela n'a pas de sens, mais je dois essayer de l'accepter.;Es ergibt keinen Sinn, aber ich muss versuchen es zu akzeptieren.;;No tiene lógica, pero debo intentar aceptarlo.;;;;;x
EVTOPTB1060;It is forbidden!;C'est interdit !;Das ist verboten!;;¡Está prohibido!;;;;;;;;;x
EVTOPTB1070;Marvelous! But it must be such a chore...;Merveilleux ! Mais quelle corvée...;Fantastisch! Aber das muss eine Heidenarbeit sein...;;¡Maravilloso! Pero debe ser tan tedioso...;;;;;;;;;x
