#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

evt_DESC_JD_60312;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [offmap_china.Ruler.GetLongChineseEmperorName], is most sorry to hear about the death of [FromFrom.GetTitledName], your [FromFrom.GetChineseCharacterRole], and offers you [offmap_china.Ruler.GetHerHis] most sincere condolences.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetLeLaCap] Céleste [offmap_china.Ruler.GetLongChineseEmperorName], est désolé[offmap_china.Ruler.Get_E] d'apprendre la mort [FromFrom.Get_du_TitledName], votre [FromFrom.GetChineseCharacterRole], et vous adresse ses plus sincères condoléances.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n[offmap_china.Ruler.GetDerDie] himmlische [offmap_china.Ruler.GetLongChineseEmperorName] bedauert vom Tod Eures [FromFrom.GetChineseCharacterRole] [FromFrom.GetTitledName] zu hören und bietet [offmap_china.Ruler.GetHerHis] aufrichtiges Beileid an.;;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [offmap_china.Ruler.GetLongChineseEmperorName] lamenta profundamente enterarse de la muerte de [FromFrom.GetTitledName], tu [FromFrom.GetChineseCharacterRole] y te ofrece su más sentido pésame.;;;;;;;;;x
EVTDESC_JD_20037;An administrative outpost has been built in §Y[jd_build_province.GetName]§! by Master Engineer §Y[From.GetDynName]§!.;Un avant-poste administratif a été construit en §Y[jd_build_province.GetName]§! par le Maître ingénieur §Y[From.GetDynName]§!.;Durch Meisteringenieur §Y[From.GetDynName]§! wurde ein Verwaltungsvorposten in §Y[jd_build_province.GetName]§! errichtet.;;El maestro ingeniero §Y[From.GetDynName]§! ha construido una avanzada administrativa en §Y[jd_build_province.GetName]§!.;;;;;;;;;x
EVTDESC_JD_20038;A blast furnace has been built in §Y[jd_build_province.GetName]§! by Master Engineer §Y[From.GetDynName]§!.;Un haut fourneau a été construit en §Y[jd_build_province.GetName]§! par le Maître ingénieur §Y[From.GetDynName]§!.;Durch Meisteringenieur §Y[From.GetDynName]§! wurde ein Hochofen in §Y[jd_build_province.GetName]§! errichtet.;;El maestro ingeniero §Y[From.GetDynName]§! ha construido unos altos hornos en §Y[jd_build_province.GetName]§!.;;;;;;;;;x
EVTDESC_JD_20040;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [offmap_china.Ruler.GetLongChineseEmperorName], has graciously fulfilled your wish. The skills of [chinese_strategist.GetDynName] will be at your disposal, in the war room as well as on the field of battle.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetLeLaCap] Céleste [offmap_china.Ruler.GetLongChineseEmperorName] a gracieusement accédé à votre demande. Les compétences de [chinese_strategist.GetDynName] seront à votre disposition, dans la salle de guerre ainsi que sur le champ de bataille.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetDerDie] himmlische [offmap_china.Ruler.GetLongChineseEmperorName] hat Euren Wunsch gnädig erfüllt. Die Fähigkeiten von [chinese_strategist.GetDynName] stehen Euch fortan sowohl im Kriegsrat als auch auf dem Schlachtfeld zur Verfügung.;;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [offmap_china.Ruler.GetLongChineseEmperorName] ha cumplido gentilmente tu deseo. Los talentos de [chinese_strategist.GetDynName] estarán a tu disposición en la sala de guerra así como en el campo de batalla.;;;;;;;;;x
EVTDESC_JD_20041_A;§Y[commander_teacher.GetDynName]§! has been teaching your commander §Y[commander_student.GetTitledFirstName]§! about Chinese strategy. §Y[commander_student.GetTitledFirstName]§! gains the trait §Y'Way of the Dragon'§!.;§Y[commander_teacher.GetDynName]§! a enseigné à votre commandant, [commander_student.Get_le_TitledFirstNameJ], la stratégie chinoise. [commander_student.Get_Le_TitledFirstNameJ] gagne le trait §Y'Voie du Dragon'§!.;§Y[commander_teacher.GetDynName]§! hat Eurem Kommandanten §Y[commander_student.GetTitledFirstName]§! chinesische Strategien beigebracht. §Y[commander_student.GetTitledFirstName]§! erhält die Eigenschaft §Y"Weg des Drachen"§!.;;§Y[commander_teacher.GetDynName]§! ha enseñado a tu comandante §Y[commander_student.GetTitledFirstName]§! estrategia china. §Y[commander_student.GetTitledFirstName]§! gana el rasgo §Y'Camino del Dragón'§!.;;;;;;;;;x
EVTDESC_JD_20041_B;§Y[commander_teacher.GetDynName]§! has been teaching your commander §Y[commander_student.GetTitledFirstName]§! about Chinese strategy. §Y[commander_student.GetTitledFirstName]§! gains the trait §Y'Way of the Dog'§!.;§Y[commander_teacher.GetDynName]§! a enseigné à votre commandant, [commander_student.Get_le_TitledFirstNameJ], la stratégie chinoise. [commander_student.Get_Le_TitledFirstNameJ] gagne le trait §Y'Voie du Chien'§!.;§Y[commander_teacher.GetDynName]§! hat Eurem Kommandanten §Y[commander_student.GetTitledFirstName]§! chinesische Strategien beigebracht. §Y[commander_student.GetTitledFirstName]§! erhält die Eigenschaft §Y"Weg des Hundes"§!.;;§Y[commander_teacher.GetDynName]§! ha enseñado a tu comandante §Y[commander_student.GetTitledFirstName]§! estrategia china. §Y[commander_student.GetTitledFirstName]§! gana el rasgo §Y'Camino del Perro'§!.;;;;;;;;;x
EVTDESC_JD_20041_C;§Y[commander_teacher.GetDynName]§! has been teaching your commander §Y[commander_student.GetTitledFirstName]§! about Chinese strategy. §Y[commander_student.GetTitledFirstName]§! gains the trait §Y'Way of the Tiger'§!.;§Y[commander_teacher.GetDynName]§! a enseigné à votre commandant, [commander_student.Get_le_TitledFirstNameJ], la stratégie chinoise. [commander_student.Get_Le_TitledFirstNameJ] gagne le trait §Y'Voie du Tigre'§!.;§Y[commander_teacher.GetDynName]§! hat Eurem Kommandanten §Y[commander_student.GetTitledFirstName]§! chinesische Strategien beigebracht. §Y[commander_student.GetTitledFirstName]§! erhält die Eigenschaft §Y"Weg des Tigers"§!.;;§Y[commander_teacher.GetDynName]§! ha enseñado a tu comandante §Y[commander_student.GetTitledFirstName]§! estrategia china. §Y[commander_student.GetTitledFirstName]§! gana el rasgo §Y'Camino del Tigre'§!.;;;;;;;;;x
EVTDESC_JD_20041_D;§Y[commander_teacher.GetDynName]§! has been teaching your commander §Y[commander_student.GetTitledFirstName]§! about Chinese strategy. §Y[commander_student.GetTitledFirstName]§! gains the trait §Y'Way of the Leopard'§!.;§Y[commander_teacher.GetDynName]§! a enseigné à votre commandant, [commander_student.Get_le_TitledFirstNameJ], la stratégie chinoise. [commander_student.Get_Le_TitledFirstNameJ] gagne le trait §Y'Voie du Léopard'§!.;§Y[commander_teacher.GetDynName]§! hat Eurem Kommandanten §Y[commander_student.GetTitledFirstName]§! chinesische Strategien beigebracht. §Y[commander_student.GetTitledFirstName]§! erhält die Eigenschaft §Y"Weg des Leoparden"§!.;;§Y[commander_teacher.GetDynName]§! ha enseñado a tu comandante §Y[commander_student.GetTitledFirstName]§! estrategia china. §Y[commander_student.GetTitledFirstName]§! gana el rasgo §Y'Camino del Leopardo'§!.;;;;;;;;;x
EVTDESC_JD_20046_A;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [offmap_china.Ruler.GetShortChineseEmperorName] has decided to grant the house of [Root.GetOnlyDynastyName] the greatest honor. [offmap_china.Ruler.GetHerHisCap] daughter, the [imperial_marriage_spouse_2.GetChineseComplimentAdjective] Princess [imperial_marriage_spouse_2.GetFirstName], will become the bride of [imperial_marriage_spouse_1.GetTitledFirstName].;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetLeLaCap] Céleste [offmap_china.Ruler.GetShortChineseEmperorName] a décidé d'accorder à la Maison [Root.GetOnlyDynastyName] le plus grand honneur. Sa fille, la Princesse [imperial_marriage_spouse_2.GetFirstName], épousera [imperial_marriage_spouse_1.Get_le_TitledFirstName].;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n[offmap_china.Ruler.GetDerDie] himmlische [offmap_china.Ruler.GetShortChineseEmperorName] hat entschieden, dem Haus von [Root.GetOnlyDynastyName] die größte Ehre zu gewähren. [offmap_china.Ruler.GetHerHisCap]e Tochter, die [imperial_marriage_spouse_2.GetChineseComplimentAdjective]e Prinzessin [imperial_marriage_spouse_2.GetFirstName] wird die Braut von [imperial_marriage_spouse_1.GetTitledFirstName].;;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [offmap_china.Ruler.GetLongChineseEmperorName] ha decidido otorgar a la casa de [Root.GetOnlyDynastyName] el mayor honor. Su hija, la [imperial_marriage_spouse_2.GetChineseComplimentAdjective] princesa [imperial_marriage_spouse_2.GetFirstName] será la novia de [imperial_marriage_spouse_1.GetTitledFirstName].;;;;;;;;;x
EVTDESC_JD_20046_B;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [offmap_china.Ruler.GetShortChineseEmperorName] has decided to grant the house of [Root.GetOnlyDynastyName] a great honor. [offmap_china.Ruler.GetHerHisCap] nephew, the [imperial_marriage_spouse_2.GetChineseComplimentAdjective] Prince [imperial_marriage_spouse_2.GetFirstName], will become the groom of [imperial_marriage_spouse_1.GetTitledFirstName].;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetLeLaCap] Céleste [offmap_china.Ruler.GetShortChineseEmperorName] a décidé d'accorder à la Maison [Root.GetOnlyDynastyName] un grand honneur. Son neveu, le Prince [imperial_marriage_spouse_2.GetFirstName], épousera [imperial_marriage_spouse_1.Get_le_TitledFirstName].;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n[offmap_china.Ruler.GetDerDie] himmlische [offmap_china.Ruler.GetShortChineseEmperorName] hat entschieden, dem Haus von [Root.GetOnlyDynastyName] eine große Ehre zu erweisen. [offmap_china.Ruler.GetHerHisCap] Neffe, der [imperial_marriage_spouse_2.GetChineseComplimentAdjective]e Prinz [imperial_marriage_spouse_2.GetFirstName] wird der Bräutigam von [imperial_marriage_spouse_1.GetTitledFirstName].;;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [offmap_china.Ruler.GetLongChineseEmperorName] ha decidido otorgar a la casa de [Root.GetOnlyDynastyName] un gran honor. Su sobrino, el [imperial_marriage_spouse_2.GetChineseComplimentAdjective]príncipe [imperial_marriage_spouse_2.GetFirstName] será el novio de[imperial_marriage_spouse_1.GetTitledFirstName].;;;;;;;;;x
EVTDESC_JD_20046_C;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [offmap_china.Ruler.GetShortChineseEmperorName] has decided to grant the house of [Root.GetOnlyDynastyName] the greatest honor. [offmap_china.Ruler.GetHerHisCap] niece, the [imperial_marriage_spouse_2.GetChineseComplimentAdjective] Princess [imperial_marriage_spouse_2.GetFirstName], will become the bride of [imperial_marriage_spouse_1.GetTitledFirstName].;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetLeLaCap] Céleste [offmap_china.Ruler.GetShortChineseEmperorName] a décidé d'accorder à la Maison [Root.GetOnlyDynastyName] le plus grand honneur. Sa nièce, la Princesse [imperial_marriage_spouse_2.GetFirstName], épousera [imperial_marriage_spouse_1.GetTitledFirstName].;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n[offmap_china.Ruler.GetDerDie] himmlische [offmap_china.Ruler.GetShortChineseEmperorName] hat entschieden, dem Haus von [Root.GetOnlyDynastyName] die größte Ehre zu erweisen. [offmap_china.Ruler.GetHerHisCap]e Nichte, die [imperial_marriage_spouse_2.GetChineseComplimentAdjective]e Prinzessin [imperial_marriage_spouse_2.GetFirstName] wird die Braut von [imperial_marriage_spouse_1.GetTitledFirstName] werden.;;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [offmap_china.Ruler.GetLongChineseEmperorName] ha decidido otorgar a la casa de [Root.GetOnlyDynastyName] el mayor honor. Su sobrina, la [imperial_marriage_spouse_2.GetChineseComplimentAdjective] princesa [imperial_marriage_spouse_2.GetFirstName] será la novia de [imperial_marriage_spouse_1.GetTitledFirstName].;;;;;;;;;x
EVTDESC_JD_20048_CONSERVATIVE;Everyone is amazed by the arrival of the imperial [imperial_marriage_spouse_2.GetPrincessPrince], [imperial_marriage_spouse_2.GetHerHis] [imperial_marriage_spouse_2.GetChineseComplimentAdjective] highness [imperial_marriage_spouse_2.GetDynName]. Not that [imperial_marriage_spouse_2.GetSheHe] has not been expected – the court in [Root.Capital.GetName] has been busy with the preparations for weeks – no, they are simply astounded by the grandeur of [imperial_marriage_spouse_2.GetHerHis] procession. While those standing close to you begin to whisper about the silk banners and the gleaming armor of the imperial soldiers, you have your sight trained on the intricately decorated litter approaching, holding your future [imperial_marriage_spouse_2.GetHusbandWife].\n\nIt is no mere [imperial_marriage_spouse_2.GetManWoman] who steps down from the litter, but a creature of pure, ethereal grace. [imperial_marriage_spouse_2.GetSheHeCap] does not walk across the courtyard to meet you – [imperial_marriage_spouse_2.GetSheHe] glides. Awe mingles with a tiny sliver of dread as you look upon [imperial_marriage_spouse_2.GetHerHis] emotionless face. How has a [Root.GetManWoman] like you come to deserve such a noble [imperial_marriage_spouse_2.GetBrideGroom]?;Tout le monde est ébahi par l'arrivée [imperial_marriage_spouse_2.GetDuDela] [imperial_marriage_spouse_2.GetPrincessPrince] impérial[imperial_marriage_spouse_2.Get_E], Son Altesse [imperial_marriage_spouse_2.GetDynName]. Non pas que ce n'était pas prévu - la cour de [Root.Capital.GetName] est occupée avec les préparatifs depuis des semaines - non, ils sont tout simplement étonnés par la grandeur de sa procession. Alors que ceux qui sont près de vous commencent à murmurer sur les banderoles de soie et l'armure étincelante des soldats impériaux, vous avez les yeux rivés sur la litière finement décorée qui approche, avec votre futur[imperial_marriage_spouse_2.Get_E] [imperial_marriage_spouse_2.GetHusbandWife] à l'intérieur.\nCe n'est pas un[imperial_marriage_spouse_2.Get_E] [imperial_marriage_spouse_2.GetManWoman] ordinaire qui descend de la litière, mais une créature de grâce pure. [imperial_marriage_spouse_2.GetIlElleCap] ne traverse pas la cour pour vous rencontrer - [imperial_marriage_spouse_2.GetIlElle] plane. Apercevant son visage sans émotion, de la crainte se mêle à votre admiration. Comment un[Root.Get_E] [Root.GetManWoman] comme vous en est-[Root.GetIlElle] arrivé[Root.Get_E] à mériter un[imperial_marriage_spouse_2.Get_E] [imperial_marriage_spouse_2.GetManWoman] si noble ?;Jeder ist von der Ankunft [imperial_marriage_spouse_2.Getdesder] kaiserlichen [imperial_marriage_spouse_2.GetPrincessPrince], [imperial_marriage_spouse_2.GetHerHis]er [imperial_marriage_spouse_2.GetChineseComplimentAdjective]en Hoheit [imperial_marriage_spouse_2.GetDynName] begeistert. Nicht, dass es niemand erwartet hätte, ganz im Gegenteil, der Hof von [Root.Capital.GetName] war für Wochen mit den Vorbereitungen beschäftigt, aber ein jeder ist einfach über die Größe der Festlichkeiten erstaunt. Während jene, die sich in der Nähe von Euch aufhalten, anfangen, sich über die Seidenfahnen und die glänzenden Rüstungen der kaiserlichen Soldaten zu unterhalten, habt Ihr Euren Blick auf die aufwendig dekorierte Bahre fokussiert, die [imperial_marriage_spouse_2.GetEuerEure] künftige[imperial_marriage_spouse_2.GetrMale] [imperial_marriage_spouse_2.GetHusbandWife] trägt.\nEs ist nicht nur [imperial_marriage_spouse_2.Geteineine] [imperial_marriage_spouse_2.GetManWoman], [imperial_marriage_spouse_2.Getderdie] aus der Bahre hinaussteigt, sondern ein Geschöpf von reiner, unendlicher Gnade. [imperial_marriage_spouse_2.GetSheHeCap] läuft nicht einfach zu Euch hinüber, um Euch zu begrüßen, [imperial_marriage_spouse_2.GetSheHe] gleitet. Ehrfurcht vermischt sich mit einer kleinen Unze Furcht, als Ihr auf das emotionslose Gesicht schaut. Wie ist [Root.Geteineine] [Root.GetManWoman] wie Ihr dazu gekommen, solch eine[imperial_marriage_spouse_2.GetnMale] vornehme[imperial_marriage_spouse_2.GetnMale] [imperial_marriage_spouse_2.GetBrideGroom] zu verdienen?;;La llegada [imperial_marriage_spouse_2.GetDelDela] [imperial_marriage_spouse_2.GetPrincessPrince] imperial, Su Alteza [imperial_marriage_spouse_2.GetChineseComplimentAdjective], [imperial_marriage_spouse_2.GetDynName] asombra a todo el mundo. No por inesperada, pues la corte de [Root.Capital.GetName] lleva semanas ocupada con los preparativos. No, quedaron estupefactos por la grandeza de su desfile. Mientras los cercanos a ti susurran sobre los estandartes de seda y la armadura reluciente de los soldados imperiales, tú has centrado la vista en la litera intrincadamente decorada que se acerca y lleva a tu futur[imperial_marriage_spouse_2.GetOA] [imperial_marriage_spouse_2.GetHusbandWife].\nQuien baja de la litera no es un mero humano, sino una criatura de gracia pura y etérea. No camina, sino levita por el patio para encontrarse contigo. Admiración y una pizca de pavor se mezclan al mirar su rostro impasible. ¿Cómo alguien como tú se merece tal noble [imperial_marriage_spouse_2.GetBrideGroom]?;;;;;;;;;x
EVTDESC_JD_20048_DECISIVE;Everyone is amazed by the arrival of the imperial [imperial_marriage_spouse_2.GetPrincessPrince], [imperial_marriage_spouse_2.GetHerHis] [imperial_marriage_spouse_2.GetChineseComplimentAdjective] highness [imperial_marriage_spouse_2.GetDynName]. Not that [imperial_marriage_spouse_2.GetSheHe] has not been expected – the court in [Root.Capital.GetName] has been busy with the preparations for weeks – no, they are simply astounded by the grandeur of [imperial_marriage_spouse_2.GetHerHis] procession. While those standing close to you begin to whisper about the silk banners and the gleaming armor of the imperial soldiers, you have your sight trained on the intricately decorated litter approaching, holding your future [imperial_marriage_spouse_2.GetHusbandWife].\n\n[imperial_marriage_spouse_2.GetPrincessPrince] [imperial_marriage_spouse_2.GetFirstName] does not wait for the servants to open the litter door. [imperial_marriage_spouse_2.GetSheHeCap] gets out on [imperial_marriage_spouse_2.GetHerHis] own and strides towards you, no hesitation slowing [imperial_marriage_spouse_2.GetHerHis] step. As you meet [imperial_marriage_spouse_2.GetHerHis] steady gaze, it is clear that you are looking at a [imperial_marriage_spouse_2.GetManWoman] who will either become your strongest ally, or your most dangerous enemy.;Tout le monde est ébahi par l'arrivée [imperial_marriage_spouse_2.GetDuDela] [imperial_marriage_spouse_2.GetPrincessPrince] impérial[imperial_marriage_spouse_2.Get_E], Son Altesse [imperial_marriage_spouse_2.GetDynName]. Non pas que ce n'était pas prévu - la cour de [Root.Capital.GetName] est occupée avec les préparatifs depuis des semaines - non, ils sont tout simplement étonnés par la grandeur de sa procession. Alors que ceux qui sont près de vous commencent à murmurer sur les banderoles de soie et l'armure étincelante des soldats impériaux, vous avez les yeux rivés sur la litière finement décorée qui approche, avec votre futur[imperial_marriage_spouse_2.Get_E] [imperial_marriage_spouse_2.GetHusbandWife] à l'intérieur.\n[imperial_marriage_spouse_2.GetLeLaCap] [imperial_marriage_spouse_2.GetPrincessPrince] [imperial_marriage_spouse_2.GetFirstName] n'attend pas les serviteurs et ouvre la porte de la litière. [imperial_marriage_spouse_2.GetIlElleCap] sort seul[imperial_marriage_spouse_2.Get_E] et se dirige vers vous, sans hésitation dans son allure. Lorsque vous voyez son regard déterminé, il est clair que vous regardez un[imperial_marriage_spouse_2.Get_E] [imperial_marriage_spouse_2.GetManWoman] qui sera soit votre allié le plus fort, soit votre ennemi le plus dangereux.;Jeder ist von der Ankunft [imperial_marriage_spouse_2.Getdesder] kaiserlichen [imperial_marriage_spouse_2.GetPrincessPrince], [imperial_marriage_spouse_2.GetHerHis]er [imperial_marriage_spouse_2.GetChineseComplimentAdjective]en Hoheit [imperial_marriage_spouse_2.GetDynName] begeistert. Nicht, dass es niemand erwartet hätte, ganz im Gegenteil, der Hof von [Root.Capital.GetName] war für Wochen mit den Vorbereitungen beschäftigt, aber ein jeder ist einfach über die Größe der Festlichkeiten erstaunt. Während jene, die sich in der Nähe von Euch aufhalten, anfangen, sich über die Seidenfahnen und die glänzenden Rüstungen der kaiserlichen Soldaten zu unterhalten, habt Ihr Euren Blick auf die aufwendig dekorierte Bahre fokussiert, die Eure[imperial_marriage_spouse_2.GetnMale] künftige[imperial_marriage_spouse_2.GetnMale] [imperial_marriage_spouse_2.GetHusbandWife] trägt.\n[imperial_marriage_spouse_2.GetPrincessPrince] [imperial_marriage_spouse_2.GetFirstName] wartet nicht darauf, bis die Diener die kleinen Türen öffnen. [imperial_marriage_spouse_2.GetSheHeCap] kommt aus eigenen Zügen heraus und schreitet auf mich zu. Kein Zögern, das [imperial_marriage_spouse_2.GetHerHis]en Schritt verlangsamt. Als sich Eure Augen treffen und Ihr den festen Blick wahrnehmt, wird klar, dass Ihr auf eine[imperial_marriage_spouse_2.GetnMale] [imperial_marriage_spouse_2.GetManWoman] schaut, [imperial_marriage_spouse_2.Getderdie] entweder Euer stärkster Verbündeter oder gefährlichster Feind werden wird.;;La llegada [imperial_marriage_spouse_2.GetDelDela] [imperial_marriage_spouse_2.GetPrincessPrince] imperial, Su Alteza [imperial_marriage_spouse_2.GetChineseComplimentAdjective], [imperial_marriage_spouse_2.GetDynName] asombra a todo el mundo. No por inesperada, pues la corte de [Root.Capital.GetName] lleva semanas ocupada con los preparativos. No, quedaron estupefactos por la grandeza de su desfile. Mientras los cercanos a ti susurran sobre los estandartes de seda y la armadura reluciente de los soldados imperiales, tú has centrado la vista en la litera intrincadamente decorada que se acerca y lleva a tu futuro[imperial_marriage_spouse_2.GetOA] [imperial_marriage_spouse_2.GetHusbandWife].\n[imperial_marriage_spouse_2.GetElLaCap] [imperial_marriage_spouse_2.GetPrincessPrince] [imperial_marriage_spouse_2.GetFirstName] no espera a que los sirvientes abran a puerta de la litera. Sale de ella por su propia mano y se dirige hacia ti sin dudas en sus pasos. Cuando os encontráis, por su mirada firme queda claro que estás viendo a una persona que bien será tu aliado más poderoso o tu enemigo más peligroso.;;;;;;;;;x
EVTDESC_JD_20048_SOCIABLE;Everyone is amazed by the arrival of the imperial [imperial_marriage_spouse_2.GetPrincessPrince], [imperial_marriage_spouse_2.GetHerHis] [imperial_marriage_spouse_2.GetChineseComplimentAdjective] highness [imperial_marriage_spouse_2.GetDynName]. Not that [imperial_marriage_spouse_2.GetSheHe] has not been expected – the court in [Root.Capital.GetName] has been busy with the preparations for weeks – no, they are simply astounded by the grandeur of [imperial_marriage_spouse_2.GetHerHis] procession. While those standing close to you begin to whisper about the silk banners and the gleaming armor of the imperial soldiers, you have your sight trained on the intricately decorated litter approaching, holding your future [imperial_marriage_spouse_2.GetHusbandWife].\n[imperial_marriage_spouse_2.GetPrincessPrince] [imperial_marriage_spouse_2.GetFirstName]'s face shines like a sun as [imperial_marriage_spouse_2.GetSheHe] steps down to greet you. [imperial_marriage_spouse_2.GetHerHisCap] gaze wanders across the crowd, acknowledging each and every courtier in your personal retinue, before locking eyes with you. Murmurs of approval confirm that you are not alone to be struck by the [imperial_marriage_spouse_2.GetPrincessPrince]'s charm.;Tout le monde est ébahi par l'arrivée [imperial_marriage_spouse_2.GetDuDela] [imperial_marriage_spouse_2.GetPrincessPrince] impérial[imperial_marriage_spouse_2.Get_E], Son Altesse [imperial_marriage_spouse_2.GetDynName]. Non pas que ce n'était pas prévu - la cour de [Root.Capital.GetName] est occupée avec les préparatifs depuis des semaines - non, ils sont tout simplement étonnés par la grandeur de sa procession. Alors que ceux qui sont près de vous commencent à murmurer sur les banderoles de soie et l'armure étincelante des soldats impériaux, vous avez les yeux rivés sur la litière finement décorée qui approche, avec votre futur[imperial_marriage_spouse_2.Get_E] [imperial_marriage_spouse_2.GetHusbandWife] à l'intérieur.\nLe visage [imperial_marriage_spouse_2.GetDuDela] [imperial_marriage_spouse_2.GetPrincessPrince] [imperial_marriage_spouse_2.GetFirstName] s'illumine alors qu'[imperial_marriage_spouse_2.GetIlElle] se dirige vers vous. Son regard erre à travers la foule, saluant les courtisans de votre cortège avant de vous regarder dans les yeux. Les murmures d'approbation confirment que vous n'êtes pas seul[Root.Get_E] à être frappé par le charme [imperial_marriage_spouse_2.GetDuDela] [imperial_marriage_spouse_2.GetPrincessPrince].;Jeder ist von der Ankunft [imperial_marriage_spouse_2.Getdesder] kaiserlichen [imperial_marriage_spouse_2.GetPrincessPrince], [imperial_marriage_spouse_2.GetHerHis]er [imperial_marriage_spouse_2.GetChineseComplimentAdjective]en Hoheit [imperial_marriage_spouse_2.GetDynName] begeistert. Nicht, dass es niemand erwartet hätte, ganz im Gegenteil, [Root.Capital.GetName] war für Wochen mit den Vorbereitungen beschäftigt, aber jeder ist einfach über die Größe der Festlichkeiten erstaunt. Während jene, die sich in der Nähe von Euch aufhalten anfangen, sich über die Seidenfahnen und glänzenden Rüstungen der kaiserlichen Soldaten zu unterhalten, habt Ihr Euren Blick auf die aufwendig dekorierte Bahre fokussiert, die [imperial_marriage_spouse_2.GetEuerEure] künftige[imperial_marriage_spouse_2.GetrMale] [imperial_marriage_spouse_2.GetHusbandWife] trägt.\nDas Gesicht [imperial_marriage_spouse_2.Getdesder] [imperial_marriage_spouse_2.GetPrincessPrince] [imperial_marriage_spouse_2.GetFirstName] strahlt wie die Sonne, als [imperial_marriage_spouse_2.GetSheHe] aussteigt, um Euch zu grüßen. [imperial_marriage_spouse_2.GetHerHisCap] Blick wandert über die Menge und würdigt jeden Höfling Eures Gefolges, bevor er in Eure Augen blickt. Das Murmeln der Menge bestätigt, dass Ihr nicht der Einzige seid, der von dem Charm [imperial_marriage_spouse_2.Getdesder] [imperial_marriage_spouse_2.GetPrincessPrince] erschlagen ist.;;La llegada [imperial_marriage_spouse_2.GetDelDela] [imperial_marriage_spouse_2.GetPrincessPrince] imperial, Su Alteza [imperial_marriage_spouse_2.GetChineseComplimentAdjective], [imperial_marriage_spouse_2.GetDynName] asombra a todo el mundo. No por inesperada, pues la corte de [Root.Capital.GetName] lleva semanas ocupada con los preparativos. No, quedaron estupefactos por la grandeza de su desfile. Mientras los cercanos a ti susurran sobre los estandartes de seda y la armadura reluciente de los soldados imperiales, tú has centrado la vista en la litera intrincadamente decorada que se acerca y lleva a tu futur[imperial_marriage_spouse_2.GetOA] [imperial_marriage_spouse_2.GetHusbandWife].\nEl rostro [imperial_marriage_spouse_2.GetDelDela] [imperial_marriage_spouse_2.GetPrincessPrince] [imperial_marriage_spouse_2.GetFirstName] brilla como el sol cuando baja para saludarte, Su rostro recorre la multitud, reconociendo a todos y cada uno de los cortesanos de tu séquito personal, antes de centrar su mirada en ti. Murmullos de aprobación confirman que no eres el único ser en caer bajo el encanto de tal [imperial_marriage_spouse_2.GetPrincessPrince].;;;;;;;;;x
