opinion_betrayed_character;Betrayed;Trahison;Betrogen;;Traicionad[This.GetOA];;;;;;;;;x
opinion_betrayed_me_in_battle;Betrayed Me In Battle;M'a trahi dans la bataille;Verriet mich in der Schlacht;;Me traicionó en el campo de batalla;;;;;;;;;x
opinion_betrothal_broken;Broken Betrothal;Fiançailles rompues;Gebrochenes Verlöbnis;;Esponsales rotos;;;;;;;;;x
opinion_bitter;Bitter;Amertume;Verbittert;;Resentid[This.GetOA];;;;;;;;;x
opinion_blackmailed;Blackmailed;Fait l'objet d'un chantage;Erpresst;;Chantajead[This.GetOA];;;;;;;;;x
opinion_blinded_close_kin;Blinded Close Kin;Proche parent aveugle;Blendete engen Verwandten;;Pariente Cercano Cegado;;;;;;;;;x
opinion_blinded_family;Blinded Kin;A ôté la vue à un proche;Blendete Verwandten;;Parientes Ciegos;;;;;;;;;x
opinion_blinded_me;Blinded Me;M'a ôté la vue;Blendete mich;;Yo como Cieg[This.GetOA];;;;;;;;;x
opinion_boost_child;Increases the opinion of §Y[This.GetFullName]'s§! adult child towards [This.GetHerHim] by §G15§! for §Y240 months§!!\n;Augmente l'opinion de l'enfant adulte de §Y[This.GetFullName]§! envers [This.GetLuiElle] de §G15§! pendant §Y240 mois§! !\n;Verbessert die Meinung des erwachsenen Kindes von §Y[This.GetFullName]§! zu [This.Getihmihr] um §G15§! für §Y240 Monate§!!\n;;¡Aumenta la opinión del hijo adulto de §Y[This.GetFullName]§! hacia [This.GetHerHim] en §G15§! durante §Y240 meses§!! \n\n;;;;;;;;;x
opinion_boring;Boring;Pénible;Langweilig;;Aburrid[This.GetOA];;;;;;;;;x
opinion_bragger;Bragger;Vantardise;Aufschneider;;Fanfarr[This.GetOnOna];;;;;;;;;x
opinion_branded_heretic;Branded as Heretic;Hérésie connue;Als Ketzer gebrandmarkt;;Tachado de hereje;;;;;;;;;x
opinion_breaking_out;Breaking Out;S'évade;Ausbrechen;;Escapando;;;;;;;;;x
opinion_bribed_tp;Bribed over Trade Post;Corruption à propos d'un comptoir;Bestechung wegen eines Handelspostens;;Sobornado sobre el puesto de comercio;;;;;;;;;x
opinion_bring_on_hajj;Became Hajjaj together;Ont fait le hajj ensemble;Waren zusammen auf Haddsch;;Nos convertimos en hach juntos;;;;;;;;;x
opinion_broke_contract;Broke Feudal Contract;A rompu le contrat féodal;Brauch Feudalvertrag;;Pacto feudal roto;;;;;;;;;x
opinion_broken_promises;Broken Promises;Promesses non tenues;Wortbrüchig;;Promesas rotas;;;;;;;;;x
opinion_broken_title_promise;Broken Title Promise;A rompu la promesse de titre;Gebrochenes Titelversprechen;;Rompió promesa de título;;;;;;;;;x
opinion_brother;Brother;Frère;Bruder;;Hermano;;;;;;;;;x
opinion_brother_muslim;My Brother;Mon frère;Mein Bruder;;Mi hermano;;;;;;;;;x
opinion_budding_friendship;Budding Friendship;Amitié naissante;Knospende Freundschaft;;Forjando una amistad;;;;;;;;;x
opinion_budding_romance;Budding Romance;Idylle naissante;Eine sich anbahnende Romanze;;Romance en ciernes;;;;;;;;;x
opinion_built_building;Funded Buildings in my Demesne;A financé la construction de bâtiments dans mon domaine;Hat Gebäude in meinem Herrschaftsgebiet finanziert;;Fundar Edificios en mi heredad;;;;;;;;;x
opinion_built_temple;Built Temple;Temple construit;Erbaute Tempel;;Templo construido;;;;;;;;;x
opinion_burned_same_faith;Burned a person of our Faith!;A brûlé une personne de notre foi !;Verbrannte eine Person unseres Glaubens!;;¡Una persona de nuestra fe quemada!;;;;;;;;;x
opinion_burned_tp;Burned Trade Post;A brûlé un comptoir;Verbrannte den Handelsposten;;Puesto de comercio arrasado;;;;;;;;;x
opinion_burned_tp_despite_bribe;Burned Trade Post Despite Bribe;A brûlé un comptoir malgré les pots-de-vin versés;Verbrannte den Handelsposten trotz Bestechung;;Puesto de comercio arrasado a pesar del soborno;;;;;;;;;x
opinion_calmed;Calmed;Calme retrouvé;Beruhigt;;Tranquilizad[This.GetOA];;;;;;;;;x
opinion_carousing;Carousing;Ribote;Zecherei;;Yendo de juerga;;;;;;;;;x
opinion_castrated_close_kin;Castrated Close Kin;Proche parent castré;Kastrierte engen Verwandten;;Pariente Cercano Castrado;;;;;;;;;x
opinion_castrated_family;Castrated Kin;A castré un proche;Kastrierte Verwandten;;Parientes Castrados;;;;;;;;;x
opinion_castrated_me;Castrated Me;M'a castré;Kastrierte mich;;Yo como Castrado;;;;;;;;;x
opinion_cat_spymaster;Has a Cat Spymaster;A un chat maître-espion;Hat eine Katze als Hofspitzel;;Tiene un gato jefe de espías;;;;;;;;;x
opinion_cautious;Cautious;Prudence;Vorsichtig;;Caut[This.GetOA];;;;;;;;;x
opinion_changed_caste;Changed Caste;A changé de caste;Sagte sich vom Kastensystem los und wechselte die Kaste;;Rompió con el sistema de castas y cambió su casta;;;;;;;;;x
opinion_charge_cultist;Charge: Secret Cultist;Accusations d'être membre d'une secte secrète;Anklage: Heimlicher Kultist;;Acusado: sectari[This.GetOA] secret[This.GetOA];;;;;;;;;x
opinion_charge_deviant;Charge: Deviant;Accusation de déviance;Anklage: Perversität;;Acusado: desviad[This.GetOA];;;;;;;;;x
opinion_charge_dw;Charge: Witch;Accusations de sorcellerie;Anklage: Hexe;;Acusado: bruja;;;;;;;;;x
opinion_charge_heresiarch;Charge: Heresiarch;Accusation d'hérésie;Anklage: Ketzerei;;Acusado: heresiarc[This.GetOA];;;;;;;;;x
opinion_charge_illegitimate;Charge: Illegitimate;Accusation d'illégitimité;Anklage: Unehelichkeit;;Acusado: ilegítim[This.GetOA];;;;;;;;;x
opinion_charge_infidel;Charge: Infidel Preacher;Accusation de prédications infidèles;Anklage: Ungläubiger Prediger;;Acusado: Infiel predicador[From.GetXA];;;;;;;;;x
opinion_charge_slanderer;Charge: Slanderer;Accusation de calomnies;Anklage: Verleumder;;Acusado: calumniador[This.GetXA];;;;;;;;;x
opinion_charge_traitor;Charge: Traitor;Accusation de trahison;Anklage: Verräter;;Acusado: traidor[This.GetXA];;;;;;;;;x
opinion_charmed;Charmed;Sous le charme;Becirct;;Cautivad[This.GetOA];;;;;;;;;x
opinion_chasing_child;Seducing my Child;Séduction de mon enfant;Verführung meines Kindes;;Seduciendo a mi Hijo/Hija;;;;;;;;;x
opinion_chasing_friend;Seducing my Friend;Séduction de mon ami(e);Verführung meines Freundes;;Seduciendo a mi Amigo;;;;;;;;;x
opinion_chasing_spouse;Seducing my Spouse;Séduction de mon époux(se);Verführung meines Ehepartners;;Seduciendo a mi Cónyuge;;;;;;;;;x
opinion_chaste_advice_refused;Advice on Chastity refused;Conseil sur la chasteté refusé;Rat bzgl. Keuschheit abgelehnt;;Consejo sobre castidad rechazado;;;;;;;;;x
opinion_chastised_by_liege;Chastised by Liege;Réprimande infligée par le seigneur lige;Vom Lehnsherrn getadelt;;Castigado por señor;;;;;;;;;x
opinion_cheater;Cheater;Triche;Schummler;;Trampos[From.GetOA];;;;;;;;x
opinion_cheered_up;Cheered Up;Réconfort;Aufgemuntert;;Animad[This.GetOA];;;;;;;;;x
opinion_chief_qadi;Chief Qadi;Cadi;Ober-Kadi;;Cadí Jef[This.GetEA];;;;;;;;;x
opinion_childhood_sweetheart;Childhood Sweetheart;Amour d'enfance;Jugendliebe;;Amor de la niñez;;;;;;;;;x
opinion_claimant_adventure_target;Report opinion_claimant_adventure_target;;opinion_claimant_adventure_target melden;;Report opinion_claimant_adventure_target;;;;;;;;;x
opinion_claimed_my_title;Claimed my Title;A revendiqué mon titre;Beanspruchte meinen Titel;;Reclamado mi título;;;;;;;;;x
opinion_cloistered_me;Cloistered Me;M'a cloîtré;Hat mich eingesperrt;;Me hizo entrar en clausura;;;;;;;;x
opinion_cloistered_me_family;Cloistered Me;M'a cloîtré;Hat mich eingesperrt;;Me hizo entrar en clausura;;;;;;;;x
opinion_coerced_into_joining_faction;Coerced into Joining Faction;A contraint à rejoindre une faction;Zum Beitritt zur Fraktion gezwungen;;Coaccionado a unirse a la facción;;;;;;;;;x
opinion_coerced_into_leaving_faction;Discouraged from Factionalism;A dissuadé de rejoindre une faction;An Abspaltungsbewegung gehindert;;Desanimado del faccionalismo;;;;;;;;;x
opinion_committed_zina;Committed Zina (sexual intercourse with other man/woman than spouse);A commis la zina (péché d'adultère);Zina begangen (Geschlechtsverkehr mit anderer Person als dem Ehepartner);;Cometí Zina (relación sexual con otro hombre/mujer distinto del cónyuge);;;;;;;;;x
opinion_complaining;Complaining;Plainte;Beschwerden vorbringend;;Queja;;;;;;;;;x
opinion_complicity;Complicity;Complicité;Komplizen;;Complicidad;;;;;;;;;x
opinion_condemned_decadence;Condemned Decadence;Décadence condamnée;Missbilligte Dekadenz;;Decadente condenado;;;;;;;;;x
opinion_confident_host;Confident Host;Hôte de confiance;Selbstsicherer Gastgeber;;Anfitri[From.GetOnOna] confiad[From.GetOA];;;;;;;;;x
opinion_confused;Confused;Embarras;Verwirrt;;Confundid[This.GetOA];;;;;;;;;x
opinion_conquered_new_land;Conquered New Territory;A conquis un territoire;Eroberte neues Territorium;;Conquistó nuevo territorio;;;;;;;;x
opinion_contempt;Contempt;Dédain;Verachtung;;Desprecio;;;;;;;;;x
opinion_continued_rivalry;Continued Rivalry;Une rivalité qui perdure;Fortgesetzte Rivalität;;Rivalidad continuada;;;;;;;;;x
opinion_controlled_antipope;Controlled Antipope;Antipape contrôlé;Kontrollierter Gegenpapst;;Antipapa controlado;;;;;;;;;x
opinion_converted_heathens;Converted the Heathens;A converti les païens;Konvertierte die Heiden;;Convirtió a los paganos;;;;;;;;x
opinion_converted_province;Converted Province;Province convertie;Konvertierte Provinz;;Provincia convertida;;;;;;;;;x
opinion_convinced;Convinced;Convaincu[This.Get_E];Überzeugt;;Convencid[This.GetOA];;;;;;;;;x
opinion_coronation_guest;Coronation Guest;Invité du couronnement;Krönungsgast;;Invitado de la coronación;;;;;;;;x
opinion_corrupt;Suspected Corruption;Cas présumé de corruption;Vermutete Korruption;;Sospecha de corrupción;;;;;;;;;x
opinion_count_wrong_gov_vs_liege;Wrong Government Type;Mauvais type de gouvernement;Falsche Regierungsform;;Tipo de gobierno erróneo;;;;;;;;;x
opinion_court_calligrapher;Court Calligrapher;Maître-calligraphe;Hofkalligraph;;Calígrafo de la corte;;;;;;;;;x
opinion_coward;Coward;Lâcheté;Feigling;;Cobarde;;;;;;;;;x
opinion_cravings;Fulfilled Cravings;Besoins maladifs assouvis;Erfüllte Wünsche;;Antojos satisfechos;;;;;;;;;x
opinion_creator_of_rel_heal;Created my Office;A créé mon titre;Schuf mein Amt;;Creó mi oficio;;;;;;;;;x
opinion_crestfallen;Crestfallen;Décontenancement;Niedergeschlagen;;Alicaído;;;;;;;;;x
opinion_cruel;Cruel;Cruauté;Grausam;;Cruel;;;;;;;;;x
opinion_crusade_agreement;Approve of Crusade pledge;Approuve la promesse d'engagement dans la croisade;Billigt Kreuzzugsversprechen;;Aceptar la promesa de la cruzada;;;;;;;;;x
opinion_cuckolded;Cuckolded;Cocu;Betrogen;;Cornud[This.GetOA];;;;;;;;;x
opinion_cuckolded_private;Cuckolded;Cocufié[This.Get_E];Betrogen;;Cornud[This.GetOA];;;;;;;;;x
opinion_debate_participant;Held a Grand Debate;A tenu un grand débat;Hat eine Große Debatte abgehalten;;Ha celebrado un Gran Debate;;;;;;;;;x
opinion_debate_winner;Winner of a Grand Debate;A remporté un grand débat;Gewinner einer Großen Debatte;;Ganador de un Gran Debate;;;;;;;;;x
opinion_declared_unjust_conquest;Declared Unjust War;Déclaration de guerre injuste;Ungerechtfertigten Krieg erklärt;;Declaró guerra injusta;;;;;;;;;x
opinion_declined_duel;Report opinion_declined_duel;;opinion_declined_duel melden;;Report opinion_declined_duel;;;;;;;;;x
opinion_declined_hajj;Declined Hajj;A décliné l'invitation de faire le hajj;Lehnte Haddsch ab;;Rechazó el hach;;;;;;;;;x
opinion_declined_my_duel;Declined My Challenge;A décliné mon défi;Lehnte meine Herausforderung ab;;Rechazó mi desafío;;;;;;;;;x
opinion_declined_party;Declined Invitation;Invitation refusée;Einladung abgelehnt;;Invitación rechazada;;;;;;;;;x
opinion_declined_romance;Declined Romance;Romance refusée;Liebschaft abgelehnt;;Romance rechazado;;;;;;;;;x
opinion_decreased_council_power;Decreased Council Power;Pouvoir du Conseil diminué;Verringerung der Macht des Rates;;Poder del consejo disminuido;;;;;;;;;x
opinion_deeply_insulted;Deeply Insulted;Insulte grave;Tief beleidigt;;Gravemente insultad[This.GetOA];;;;;;;;;x
opinion_defeated_major_revolt;Crushed a Major Revolt;A écrasé une révolte majeure;Hat einen bedeutenden Aufstand niedergeschlagen;;Derrotó una revuelta importante;;;;;;;;;x
opinion_defeated_rebels;Defeated Rebels;Rebelles vaincus;Besiegte Rebellen;;Rebeldes vencidos;;;;;;;;;x
opinion_defended_me;Defended me against the Pope;M'a défendu contre le Pape;Verteidigte mich gegen den Papst;;Me defendió en contra del Papa;;;;;;;;;x
opinion_defending_my_titles;Defending my Titles;Défend mes titres;Verteidigung meiner Titel;;Defendiendo mis títulos;;;;;;;;;x
opinion_defending_vs_foreigners;Defending vs Foreigners;Se défend contre des étrangers;Verteidigung gegen Fremde;;Defensores contra Extranjeros;;;;;;;;;x
opinion_defending_vs_infidel;Defending vs Infidels;Se défend contre les infidèles;Verteidigung gegen Ungläubige;;Defensa contra infieles;;;;;;;;;x
opinion_delighted;Delighted;Enchantement;Entzückt;;Encantad[This.GetOA];;;;;;;;;x
opinion_delighted_parent;Delighted Parent;Parent enchanté;Entzücktes Elternteil;;Progenitor[From.GetXA] encantad[From.GetOA];;;;;;;;;x
opinion_demanded_conversion;Demanded Conversion;A demandé une conversion;Forderte Konvertierung;;Conversión exigida;;;;;;;;;x
opinion_demanded_succ_law_change;Report opinion_demanded_succ_law_change;;opinion_demanded_succ_law_change melden;;Report opinion_demanded_succ_law_change;;;;;;;;;x
opinion_demesne_too_big;Demesne Too Big;Domaine trop vaste;Domäne zu groß;;Heredad demasiado grande;;;;;;;;;x
opinion_denied_advice;Denied advice;Avis refusé;Ratschlag abgelehnt;;Consejo rechazado;;;;;;;;;x
opinion_denied_guardianship;Denied Guardianship of Child;A refusé d'accorder la tutelle de l'enfant;Verweigerte Vormundschaft für ein Kind;;Custodia de niño denegada;;;;;;;;;x
opinion_denied_love;Denied our love;A nié notre amour;Leugnete unsere Liebe;;Nuestro amor denegado;;;;;;;;;x
opinion_denied_marriage;Denied Marriage;Mariage refusé;Heirat abgelehnt;;Matrimonio rechazado;;;;;;;;;x
opinion_denied_request;Denied Request;Demande refusée;Anfrage verweigert;;Solicitud denegada;;;;;;;;;x
opinion_denied_title;Denied a Title;A refusé un titre;Verweigerte einen Titel;;Denegó un título;;;;;;;;;x
opinion_deposed_antipope;Deposed an Antipope;A déposé un antipape;Hat einen Gegenpapst entthront;;Depuso a un Antipapa;;;;;;;;;x
opinion_despise_chaste;Despise Chaste;Méprise la chasteté;Verachtet Keuschheit;;Desprecia la castidad;;;;;;;;;x
opinion_despised_fighting_bastard;Despised fighting bastard;Bâtard violent méprisé;Erbärmlicher Bastard mit Kampfgeist;;Bastardo violento repudiado;;;;;;;;;x
opinion_despised_hiding_bastard;Despised hiding bastard;Bâtard peureux méprisé;Erbärmlicher Bastard im Verborgenen;;Bastardo cobarde repudiado;;;;;;;;;x
opinion_destroyed_dj_liege_title;Destroyed Liege Title;Titre de seigneur de jure détruit;Vernichteter Fürstentitel;;Título de señor destruido;;;;;;;;;x
opinion_did_honor_hated_ruler;Honored a Hated Ruler;A honoré un dirigeant haï;Ehrte einen verhassten Herrscher;;Honró a un gobernante odiado;;;;;;;;;x
opinion_did_honor_the_dead;Honored a Good Ruler;A honoré un bon dirigeant;Ehrte einen guten Herrscher;;Honró a un buen gobernante;;;;;;;;;x
opinion_did_not_honor_hated_ruler;Refused to Honor a Hated Ruler;A refusé d'honorer un dirigeant haï;Lehnte ab einen verhassten Herrscher zu ehren;;Se negó a honrar a un gobernante odiado;;;;;;;;;x
opinion_did_not_honor_the_dead;Did Not Honor the Dead;N'a pas honoré les morts;Ehrte nicht den Toten;;No honró a los muertos;;;;;;;;;x
opinion_did_not_support_preacher;Sided Against My Cleric;N'a pas soutenu mon clerc;Gegen meinen Kleriker;;En Contra de Mi Clérigo;;;;;;;;;x
opinion_did_not_take_my_advice;Did Not Take My Advice;N'a pas suivi mon conseil;Hat meinen Ratschlag nicht angenommen;;No aceptó mi consejo;;;;;;;;;x
opinion_did_not_trust_me;Did Not Trust Me;Ne m'a pas fait confiance;Hat mir nicht vertraut;;No confió en mí;;;;;;;;;x
opinion_didnot_pay_homage;Did not pay homage;N'a pas rendu hommage;Versäumte Huldigung;;No rindió homenaje;;;;;;;;x
opinion_disagreed_with_opinion;Disagreed With Opinion;A désapprouvé le point de vue;War nicht derselben Meinung;;En desacuerdo con la opinión;;;;;;;;;x
opinion_disappointed;Disappointed;Déception;Enttäuscht;;Decepcionad[This.GetOA];;;;;;;;;x
opinion_disappointed_calligrapher;Disappointed in Court Calligrapher;Déçu par le Maître-calligraphe;Vom Hofkalligraphen enttäuscht;;Decepcionado con el calígrafo de la corte;;;;;;;;;x
opinion_disapprove;Disapprove;Désapprobation;Missbilligen;;Desaprobar;;;;;;;;;x
opinion_disapprove_of_crusade_unpledge;Traitor to the Crusade;Trahison vis-à-vis de la croisade;Verräter des Kreuzzugs;;Traidor a la cruzada;;;;;;;;;x
opinion_discovered_plotting;Discovered Backing a Plot;Découvert soutenant un complot;Unterstützung einer Verschwörung entdeckt;;Descubierto respaldando una conspiración;;;;;;;;;x
opinion_disgraceful;Disgraceful;Honte;Schändlich;;Vergonzos[This.GetOA];;;;;;;;;x
opinion_disgruntled;Disgruntled;Maussade;Verstimmt;;Disgustad[This.GetOA];;;;;;;;;x
opinion_disgusted;Disgusted;Dégoût;Angewidert;;Asquead[This.GetOA];;;;;;;;;x
opinion_dishonest_duel;Dishonest Duel;Duel malhonnête;Unehrenhaftes Duell;;Duelo Deshonesto;;;;;;;;;x
opinion_dishonorable;Dishonorable;Indigne;Unehrenhaft;;Deshonros[This.GetOA];;;;;;;;;x
opinion_dishonorable_duel;Dishonorable Duel;Duel déshonorant;Unehrenhaftes Duell;;Duelo Deshonroso;;;;;;;;;x
opinion_dishonorable_duel_major;Dishonorable Duel;Duel déshonorant;Unehrenhaftes Duell;;Duelo deshonroso;;;;;;;;;x
opinion_dishonorable_duel_minor;Dishonorable Duel;Duel déshonorant;Unehrenhaftes Duell;;Duelo deshonroso;;;;;;;;;x
opinion_dishonorable_scum;Dishonorable Scum;Ordure indigne;Unehrenhafter Abschaum;;Escoria sin honra;;;;;;;;;x
opinion_dislike;Dislike;Petite vexation;Verachten;;Aversión;;;;;;;;;x
opinion_dislikes_new_obligation_law;Dislikes New Obligation Law;N'aime pas la nouvelle loi d'obligation;Abneigung gegen das neue Gesetz zur Regelung der Pflichten;;No le gusta la nueva ley de la obligación;;;;;;;;;x
opinion_dislikes_nickname;Unflattering Nickname;Surnom peu flatteur;Weniger schmeichelhafter Spitzname;;Apodo poco halagador;;;;;;;;;x
opinion_disrespectful_pest;Disrespectful Pest;Gosse sans aucun respect;Respektlose Pest;;Incordio irrespetuoso;;;;;;;;x
opinion_disrespectful_subject;Disrespectful Subject;Sujet irrespectueux;Respektloser Untertan;;Súbdito irrespetuoso;;;;;;;;;x
opinion_disrespecting_culture;Disrespecting Culture;Mépris culturel;Geringschätzen einer Kultur;;Falta al respeto a la cultura;;;;;;;;;x
opinion_disrespects_me;Disrespects Me;Me manque de respect;Respektiert mich nicht;;No me respeta;;;;;;;;;x
opinion_dissatisfied_calligrapher;Dissatisfied with the Court Calligrapher's work;Insatisfaction pour le travail du Calligraphe de la Cour;Mit der Arbeit des höfischen Kalligraphen unzufrieden;;No le satisface el trabajo del calígrafo de la corte;;;;;;;;;x
opinion_distressing_encounter;Distressing Encounter;Rencontre pénible;Schmerzhafte Begegnung;;Encuentro inquietante;;;;;;;;;x
opinion_divine_blood_marriage;Divine Marriage;Mariage Divin;Göttliche Heirat;;Matrimonio Divino;;;;;;;;;x
opinion_divorced;Divorced;Divorce;Geschieden;;Divorciad[This.GetOA];;;;;;;;;x
opinion_divorced_relative;Divorced Close Relative;Proche parent divorcé;Geschiedener enger Verwandter;;Pariente cercano divorciado;;;;;;;;;x
opinion_dominated;Dominated;Dominé;Beherrscht;;Dominad[This.GetOA];;;;;;;;;x
opinion_drinking_buddy;Drinking Companion;Compagnon de beuverie;Trinkkumpel;;Compañero de Copas;;;;;;;;;x
opinion_driven_from_my_lands;Driven from my Lands;Chassé de mes terres;Aus meinem Land vertrieben;;Expulsados de mi tierra;;;;;;;;;x
opinion_duchy_adventure_target;Report opinion_duchy_adventure_target;;opinion_duchy_adventure_target melden;;Report opinion_duchy_adventure_target;;;;;;;;;x
opinion_duel_decline_cooldown_tt;Has NOT recently refused a challenge (Expires: [This.has_recently_declined_duel_cooldown.GetExpiryDate]);N'a pas récemment refusé un défi (Expire le [This.has_recently_declined_duel_cooldown.GetExpiryDate]);Hat nicht kürzlich eine Herausforderung abgelehnt (Läuft ab: [This.has_recently_declined_duel_cooldown.GetExpiryDate]);;NO ha rechazado un duelo recientemente (expira el [This.has_recently_declined_duel_cooldown.GetExpiryDate]);;;;;;;;;x
opinion_elder_fulfilled_demand;Fulfilled Demands;Exigences satisfaites;Erfüllte Forderungen;;Peticiones cumplidas;;;;;;;;x
opinion_elder_refused_demand;Refused Demands;Demandes rejetées;Lehnte Forderungen ab;;Peticiones rechazadas;;;;;;;;x
opinion_elder_traitor;Betrayed Trust;Confiance trahie;Verriet Vertrauen;;Confianza traicionada;;;;;;;;x
opinion_elders_displeased;Elderly Ire;Courroux des Anciens;Erzürnter Ältester;;Ira de los mayores;;;;;;;;x
opinion_elders_pleased;Elderly Praise;Louanges des Anciens;Lob eines Ältesten;;Alabanza de los mayores;;;;;;;;x
opinion_embarrassed;Embarrassed;Gêne;Beschämt;;Avergonzad[This.GetOA];;;;;;;;;x
opinion_enchanted;Enchanted;Enchantement;Bezaubert;;Encantad[This.GetOA];;;;;;;;;x
opinion_enjoyed_feast;Enjoyed Feast;A apprécié le banquet;Genoss das Gelage;;Fiesta disfrutada;;;;;;;;;x
opinion_enlightened;Enlightened;Illumination intérieure;Erleuchtet;;Iluminad[This.GetOA];;;;;;;;;x
opinion_entrusted_ward;Entrusted Ward;Pupille confié;Anvertrauter Schützling;;Guarda encomendado;;;;;;;;;x
opinion_envy;Envious of Deeds!;Envie les hauts faits !;Neidisch auf Taten!;;¡Envidioso de hazañas!;;;;;;;;;x
opinion_evil_tyrant;Evil Tyrant;Infâme tyran;Böser Tyrann;;Tiran[From.GetOA] Malvad[From.GetOA];;;;;;;;;x
opinion_exalted;Exalted among Men;Rayonnement du prestige;Unter den Sterblichen verherrlicht;;Augusto entre los hombres;;;;;;;;;x
opinion_excom_lifted;Lifted Excommunication;Absolution;Exkommunikation aufgehoben;;Excomunión levantada;;;;;;;;;x
opinion_executed_child;Executed my Child;A exécuté mon enfant;Hat mein Kind hingerichtet;;Ejecuté a mi hijo;;;;;;;;;x
opinion_expelled_from_realm;Expelled from Realm;Nous a banni de ses terres;Aus dem Reich vertrieben;;Expulsados del reino;;;;;;;;;x
opinion_extremely_disappointed;Extremely Disappointed;Déception extrême;Extrem enttäuscht;;Muy decepcionad[This.GetOA];;;;;;;;;x
opinion_failed_conversion;Failed Convert;Conversion manquée;Gescheiterte Konvertierung;;Conversión fallida;;;;;;;;;x
opinion_failed_corruption;Made Depraved Suggestion;A fait une suggestion dépravée;Hat einen verkommenen Vorschlag gemacht;;Hizo una propuesta inmoral;;;;;;;;;x
opinion_failed_invasion;Failed Prepared Invasion;Invasion planifiée échouée;Vorbereitete Invasion fehlgeschlagen;;Invasión Preparada Fallida;;;;;;;;;x
opinion_failed_plot;Failed Plot;Échec de la conspiration;Fehlgeschlagene Verschwörung;;Complot fallido;;;;;;;;;x
opinion_falsely_convicted;Falsely Convicted;Condamnation à tort;Fälschlich beschuldigt;;Falsamente culpable;;;;;;;;;x
opinion_family_love;Love;Amour;Liebe;;Amor;;;;;;;;;x
opinion_family_saint;Family Member was made a Saint;Membre de la famille fait saint;Familienmitglied wurde zum Heiligen gemacht;;Un miembro de la familia fue canonizado;;;;;;;;;x
opinion_family_statues;Family Statues;Statues familiales;Familienstatuen;;Estatuas de la familia;;;;;;;;;x
opinion_father_child;Father;Père;Vater;;Padre;Padre;;;;;;;;x
opinion_father_of_child;My Child;Mon enfant;Mein Kind;;Mi hij[From.GetOA];;;;;;;;;x
opinion_fatherly_love;Fatherly Love;Amour paternel;Väterliche Liebe;;Amor paternal;;;;;;;;;x
opinion_fatwa_target;Has Fatwa Issued;A émis une fatwa à mon encontre;Hat Fatwa angewiesen;;Tiene Fetua emitida;;;;;;;;;x
opinion_favored_child;Auspicious Child;Enfant de bon augure;Verheißungsvolles Kind;;Niñ[From.GetOA] de buenos presagios;;;;;;;;;x
opinion_favorite;Favorite;Favori;Bevorzugt;;Favorit[From.GetOA];;;;;;;;;x
opinion_feast_friend;Befriended at Feast;Nouvelle amitié au banquet;Auf der Feier angefreundet;;Amistados en Fiesta;;;;;;;;;x
opinion_feast_scandal;Questionable Behavior at Feast;Comportement déplacé au banquet;Fragwürdiges Verhalten beim Fest;;Comportamiento Cuestionable en la Fiesta;;;;;;;;;x
opinion_feels_appreciated;Feels Appreciated;Se sent apprécié;Fühlt sich geschätzt;;Se siente apreciado;;;;;;;;;x
opinion_fellow_guardian_realm;Report opinion_fellow_guardian_realm;;opinion_fellow_guardian_realm melden;;Report opinion_fellow_guardian_realm;;;;;;;;;x
opinion_fellow_rebel;Fellow Rebel;Rebelle allié;Befreundeter Rebell;;Hermano Rebelde;;;;;;;;;x
opinion_fellow_speaker;Fellow Speaker;Ont soutenu les mêmes idées;Diskussionspartner;;Colega orador;;;;;;;;;x
opinion_female_heir;Female Heir;Héritière;Weiblicher Nachfolger;;Heredera;;;;;;;;;x
opinion_female_ruler;Female Ruler;Dirigeant femme;Weiblicher Herrscher;;Soberana;;;;;;;;;x
opinion_feud;Feud;Querelle;Fehde;;Enemistad;;;;;;;;;x
opinion_feuding_family;Feuding Families;Familles rivales;Sich befehdende Familien;;Familias enfrentadas;;;;;;;;;x
opinion_feuding_family_light;Feuding Families;Familles rivales;Sich befehdende Familien;;Familias enfrentadas;;;;;;;;;x
opinion_fine_gift;Fine Gift;Beau cadeau;Schönes Geschenk;;Buen regalo;;;;;;;;;x
opinion_finished_mystic_task_1;Promising Student;Étudiant prometteur;Vielversprechender Schüler;;Estudiante prometedor[From.GetXA];;;;;;;;;x
opinion_finished_mystic_task_2;Exceptional Student;Étudiant exceptionnel;Außergewöhnlicher Schüler;;Estudiante excepcional;;;;;;;;;x
opinion_finished_mystic_task_3;Phenomenal Student;Étudiant phénoménal;Phänomenaler Schüler;;Estudiante fenomenal;;;;;;;;;x
opinion_fired_from_council;Fired from Council;Renvoi du Conseil;Aus dem Rat geworfen;;Despedido del consejo;;;;;;;;;x
opinion_flattered;Flattered;Flatteries;Geschmeichelt;;Halagad[This.GetOA];;;;;;;;;x
opinion_fled_duel;Fled a Just Duel;A fui un duel;Hat sich einem fairen Duell durch Flucht entzogen;;Huido un duelo justo;;;;;;;;;x
opinion_fool_courtier;Poured Spirits over Me;A renversé de l'alcool sur moi;Goss Branntwein über mich;;Bebida derramada sobre mí;;;;;;;;;x
opinion_forced_consort;Abductor;Ravisseur;Entführer;;Secuestrador;;;;;;;;;x
opinion_forced_relative_consort;Abducted Relative;Proche enlevé;Entführter Verwandter;;Pariente Secuestrado;;;;;;;;;x
