#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTNAMELoR.1;The Province of Syria Palaestina;La province de Syria Palaestina;Die Provinz Syria Palaestina;;La provincia de Siria Palestina;;;;;;;;;x
EVTDESCLoR.46;You are no longer the ruler of the Roman Empire. It will surely crumble without your guiding hand to lead it.;Vous n'êtes plus le souverain de l'Empire romain. Celui-ci va sûrement s'effondrer sans vos conseils pour le guider.;Ihr seid nicht länger der Herrscher des Römischen Reiches. Es wird sicherlich ohne Eure führende Hand zum Untergang verdammt sein.;;Ya no eres el gobernante del Imperio Romano.  Sin duda va a desmoronarse si tú no lo lideras.;;;;;;;;;x

EVTOPTALoR.1;Long live the Empire!;Longue vie à l'Empire !;Lang lebe das Imperium!;;¡Viva el Imperio!;;;;;;;;;x
EVTOPTALoR.20;Esto perpetua!;Esto perpetua !;Esto perpetua!;;Esto perpetua!;;;;;;;;;x
EVTOPTALoR.21;Can it be true?;Est-ce que ça peut être vrai ?;Kann dies wahr sein?;;¿Puede ser cierto?;;;;;;;;;x
EVTOPTALoR.30;Yes, a glorious triumph will be held.;Oui, un glorieux triomphe aura lieu.;Ja, ein glorreicher Triumphzug ist angebracht.;;Sí, un glorioso triunfo se llevará a cabo.;;;;;;;;;x
EVTOPTALoR.31;The Empire is on the verge of success.;L'Empire est sur la voie du succès.;Das Reich steht kurz vor dem Erfolg.;;El imperio está a punto de alcanzar el éxito.;;;;;;;;;x
EVTOPTALoR.32;An impressive display.;Une impressionnante démonstration.;Ein bemerkenswerter Anblick.;;Un impresionante despliegue. ;;;;;;;;;x
EVTOPTALoR.40;The Empire will not fall again.;L'Empire ne chutera plus jamais.;Das Imperium wird nicht erneut fallen.;;El Imperio no caerá otra vez.;;;;;;;;;x
EVTOPTALoR.45;Hail Caesar!;Ave, Caesar !;Heil Cäsar!;;¡Ave César!;;;;;;;;;x
EVTOPTALoR.46;What a loss for the Empire!;Quelle perte pour l'Empire !;Was für ein Verlust für das Reich!;;¡Qué pérdida para el Imperio!;;;;;;;;;x
EVTOPTBLoR.21;But... what about my empire?;Mais... Et mon empire ?;Aber... was wird aus meinem Reich?;;Pero ... ¿qué pasará con mi imperio?;;;;;;;;;x
EVTOPTBLoR.30;A brief ovation at the Hippodrome should be enough.;Une simple ovation à l'hippodrome devrait suffire.;Eine kurze Ehrung im Hippodrom erscheint mir ausreichend.;;Una breve ovación en el Hipódromo debería ser suficiente.;;;;;;;;;x
EVTOPTCLoR.30;No, we have no time for such nonsense.;Non, nous n'avons pas de temps pour une telle fadaise.;Nein, wir haben keine Zeit für solchen Unfug.;;No, no tenemos tiempo para tonterías como ésas.;;;;;;;;;x

EVTTOOLTIPLoR.20;[e_roman_empire.GetNameCap] is restored.;L'[e_roman_empire.GetName] est restauré.;[e_roman_empire.GetNameCap] wurde wiederaufgebaut.;;Se ha restaurado [e_roman_empire.GetNameCap].;;;;;;;;;x
EVTTOOLTIPLoR.31;A triumph is held at the Hippodrome.;Un triomphe aura lieu à l'hippodrome.;Ein Triumphzug wird im Hippodrom abgehalten.;;Un triunfo se lleva a cabo en el Hipódromo.;;;;;;;;;x



EVTDESCLoR20_HF;People of [Root.PrimaryTitle.GetName], lend me your ears! After the miraculous recovery of territory lost centuries ago, our mighty nation has been reborn! Our land has endured dark times since the imperial frontiers were stormed by barbarians and province after province burned at their touch, but now a bright new age has dawned for all of civilization.\n\nOur great Nation will no longer be referred to as [e_byzantium.GetName] by jealous pretenders, but recognized as the true heir to the legacy of its illustrious ancestors. [Root.GetTitledFirstName] rules a restored Imperium, but much work remains to be done. There is still territory to recover and ancient borders to reclaim. For the Senate and People of [Root.Capital.GetName]!;Peuple [Root.PrimaryTitle.Get_du_Realm] écoutez-moi ! Après la reprise miraculeuse du territoire perdu il y a des siècles, notre puissant pays renaît ! Notre pays a connu des périodes sombres depuis que les barbares ont pris d'assaut les frontières impériales et qu'ils ont brûlé province après province, mais maintenant une nouvelle ère se présente pour toute la civilisation.\n\nNotre grand pays ne sera plus appelé [e_byzantium.GetName] par des prétendants jaloux, mais reconnu comme le véritable héritier de ses illustres prédécesseurs. [Root.Get_Le_TitledFirstName] a un imperium restauré, mais il reste encore des terres à récupérer. Pour le Sénat et les habitants de [Root.Capital.GetName] !;Menschen von [Root.PrimaryTitle.GetName], leiht mir eure Ohren! Nach der wundersamen Wiedergewinnung des verloren Territoriums vor Jahrhunderten, wurde unsere mächtige Nation wiedergeboren! Unser Land hat dunkle Zeiten durchgemacht, seit die imperialen Grenzen von Barbaren gestürmt wurden und Provinz für Provinz niedergebrannt wurde, aber jetzt steht ein strahlendes neues Zeitalter vor uns und der gesamten Zivilisation!;;¡Pueblo de [Root.PrimaryTitle.GetName], escuchadme! ¡Nuestra poderosa nación ha renacido tras la milagrosa recuperación de territorio perdido hace siglos! Nuestra tierra ha soportado tiempos oscuros desde que las fronteras imperiales fueron asaltadas por bárbaros y una provincia tras otra ardieron a su paso, pero ahora ha amanecido una nueva era para toda la civilización.\n\nNuestra gran nación no será conocida como [e_byzantium.GetName] por pretendientes envidiosos, sino reconocida como legítima heredera al legado de sus antepasados ilustres. [Root.GetTitledFirstName] gobierna un imperio restaurado, pero aún queda mucho trabajo por hacer. Sigue habiendo territorio que reconquistar y antiguas fronteras que reclamar. ¡Por el Senado y el Pueblo de [Root.Capital.GetName]!;;;;;;;;;x
EVTDESCLoR21_HF;The [From.Culture.GetName] [From.GetTitle], has somehow managed to reclaim enough lost territory to declare [e_roman_empire.GetName] restored! It can no longer be denied that they are the true successors of the Empire of old and its glorious legacy. They claim a new era is upon us.;[From.Get_only_Le_Title][From.GetTitle] [From.GetCultureMascFem] a réussi à récupérer suffisamment de territoire perdu pour déclarer restauré l'[e_roman_empire.GetName] ! On ne peut plus nier qu'ils sont les vrais successeurs du glorieux ancien empire. Ils affirment qu'une nouvelle ère est devant nous.;[From.GetDerDie] [From.Culture.GetName]e [From.GetTitle] hat es irgendwie geschafft genug verlorenes Territorium zurückzugewinnen, um [e_roman_empire.GetName] wiederaufzubauen! Man kann nicht mehr leugnen, dass sie die wahren Nachfolger des alten Reiches und seinem glorreichen Erbe sind. Sie behaupten, dass ein neues Zeitalter angebrochen ist.;;¡El [From.GetTitle] [From.Culture.GetName] ha conseguido de algún modo reclamar suficiente territorio para proclamar la restauración de [e_roman_empire.GetName]! No se puede negar que son los verdaderos sucesores del antiguo Imperio y su legado glorioso. Afirman que una nueva era está por llegar.;;;;;;;;;x
EVTDESCLoR40_GENERIC;The story of the Roman Empire's glorious recovery will be told throughout the ages. Those unfortunate enough to have lived through the black days when barbarians sacked Rome at will or the Arab invaders swept in from the desert would not have dared dream of this day. All of the old provinces have been reclaimed and the Empire now stretches farther than it has in nearly a thousand years.\n\nCountless people from all races and creeds all across Europe are celebrating this momentous occasion and men and women in both Rome and Constantinople are weeping tears of joy. It will be a challenge to keep an empire of this scale together, but for the sake of all humanity you must succeed, lest the world plunge into yet another dark age of ignorance and barbarity bereft of Rome's guiding light.;L'histoire de la restauration glorieuse de l'Empire romain sera racontée à travers les âges. Ceux qui ont eu le malheur d'avoir vécu le pillage de Rome par les barbares ou les invasions arabes depuis le désert n'auraient pas osé rêver de ce jour. Toutes les anciennes provinces ont été récupérées et l'Empire s'étend maintenant plus loin qu'il ne l'a été depuis près de mille ans.\n\nD'innombrables personnes de toutes les races et de toutes les croyances d'Europe célèbrent cette occasion mémorable et on pleure de joie aussi bien à Rome qu'à Constantinople. Ce sera un défi de garder uni un empire aussi vaste, mais pour le bien de l'humanité, vous devez réussir, de peur que le monde ne plonge dans un autre âge sombre d'ignorance et de barbarie privé de la lumière de Rome.;Die Geschichte des Wiederauflebens des Römischen Reiches wird auch in kommenden Jahrzehnten noch erzählt werden. Diejenigen, die die schwarzen Tage überlebt haben, in denen Barbaren Rom nach Belieben plündern konnten oder arabische Eindringlinge von der Wüste aus einfielen, hätten es nicht für möglich gehalten von diesem Tag auch nur träumen zu können. Alle der alten Provinzen wurden zurückerobert und das Reich erstreckt sich weiter als jemals zuvor.\n\nUnzählige Menschen aus allen Rassen und Glaubensrichtungen feiern diesen bedeutsamen Anlass und Männer und Frauen gleichermaßen in Rom und Konstantinopel weinen Tränen der Freunde. Es wird eine Herausforderung sein, ein so großes Reich zusammenzuhalten, aber allein um der Menschheit willen müssen wir Erfolg haben. Ohne dies wird die Welt erneut in ein weiteres dunkles Zeitalter der Ignoranz und Barbarei stürzen, das Rom seines Lichtes beraubt.;;La historia de la gloriosa recuperación del imperio romano se contará durante siglos. Los desgraciados que vivieron los días negros en que los bárbaros saqueaban Roma a voluntad o los invasores árabes arrasaron desde el desierto no se hubieran atrevido a soñar con este día. Se han reclamado todas las antiguas provincias y ahora el Imperio se extiende más allá de lo que hizo en casi mil años.\n\nGentes incontables de todas las razas y credos de toda Europa celebran esta ocasión trascendental y tanto en Roma como en Constantinopla todos lloran de alegría. Será un desafío mantener unido un reino tan extenso pero, por el bien de toda la humanidad, debes tener éxito, no sea que el mundo vuelva a caer en otra era oscura de ignorancia y barbarie, privado de la luz guía de Roma.;;;;;;;;x
EVTDESCLoR40_HELLENIC;The story of the Roman Empire's glorious recovery will be told throughout the ages. Those unfortunate enough to have lived through the black days when barbarians sacked Rome at will or the Arab invaders swept in from the desert would not have dared dream of this day. All of the old provinces have been reclaimed and the Empire now stretches farther than it has in nearly a thousand years.\n\nBy shedding the weight of the dead god of the Galileans and re-embracing the Olympians the Empire of Caesar and Augustus has risen from its ashes. It will be a challenge to keep such a vast realm together, but for the sake of all humanity you must succeed, lest the world plunge into yet another dark age of ignorance and barbarity bereft of Rome's guiding light.;L'histoire de la restauration glorieuse de l'Empire romain sera racontée à travers les âges. Ceux qui ont eu le malheur d'avoir vécu le pillage de Rome par les barbares ou les invasions arabes depuis le désert n'auraient pas osé rêver de ce jour. Toutes les anciennes provinces ont été récupérées et l'Empire s'étend maintenant plus loin qu'il ne l'a été depuis près de mille ans.\n\nEn se débarrassant du dieu mort des Galiléens et en retrouvant les dieux de l'Olympe, l'Empire de César et d'Auguste a renaquit de ses cendres. Ce sera un défi de garder uni un pays aussi vaste, mais pour le bien de l'humanité, vous devez réussir, de peur que le monde ne plonge dans un autre âge sombre d'ignorance et de barbarie privé de la lumière de Rome.;Die Geschichte des Wiederauflebens des Römischen Reiches wird auch in kommenden Jahrzehnten noch erzählt werden. Diejenigen, die die schwarzen Tage überlebt haben, in denen Barbaren Rom nach Belieben plündern konnten oder arabische Eindringlinge von der Wüste aus einfielen, hätten es nicht für möglich gehalten von diesem Tag auch nur träumen zu können. Alle der alten Provinzen wurden zurückerobert und das Reich erstreckt sich weiter als jemals zuvor.\n\nIndem wir das Gewicht des toten Gottes der Galliläer ablegen und die Olymper erneut begrüßen, konnte das Reich von Cäsar und Augustus aus seiner Asche wiederauferstehen. Es wird eine Herausforderung sein, ein so großes Reich zusammenzuhalten, aber allein um der Menschheit willen müssen wir Erfolg haben. Ohne dies wird die Welt erneut in ein weiteres dunkles Zeitalter der Ignoranz und Barbarei stürzen, das Rom seines Lichtes beraubt.;;La historia de la gloriosa recuperación del imperio romano se contará durante siglos. Los desgraciados que vivieron los días negros en que los bárbaros saqueaban Roma a voluntad o los invasores árabes arrasaron desde el desierto no se hubieran atrevido a soñar con este día. Se han reclamado todas las antiguas provincias y ahora el Imperio se extiende más allá de lo que hizo en casi mil años.\n\nAl librarse del peso del dios muerto de los galileos y volver a abrazar a los olímpicos, el imperio de César y Augusto se ha alzado sus cenizas. Será un desafío mantener unido un reino tan extenso pero, por el bien de toda la humanidad, debes tener éxito, no sea que el mundo vuelva a caer en otra era oscura de ignorancia y barbarie, privado de la luz guía de Roma.;;;;;;;;x
EVTDESCLoR45_HF;You are the current ruler of [e_roman_empire.GetName]. May your reign be a prosperous one!;Vous dirigez actuellement l'[e_roman_empire.GetName]. Que votre règne soit prospère !;Ihr seid der aktuelle Herrscher von [e_roman_empire.GetName]. Möge Eure Herrschaft wohlhabend sein!;;Eres el gobernante actual de [e_roman_empire.GetName]. ¡Que tu reino sea próspero!;;;;;;;;;x
