getDuelTitle;[Root.GetDuelTitle];;;;;;;;;;;;;x
GetRelation_Acquaintance;acquaintance;connaissance;Bekannte(r);;conocido;;;;;;;;;x
string_priest_comfort_531;\nThe §YPriest§! kneels by your bed, fervently praying for your good health.;\nLe §Yprêtre§! s'agenouille près de votre lit et prie avec ferveur pour votre santé.;\nDer §YPriester§! kniet an Eurem Bett und betet für Eure Gesundheit.;;\nEl §Ysacerdote§! se arrodilla junto a tu cama, rezando para que tengas salud.;;;;;;;;;x
string_priest_comfort_532;\nThe §YPriest§! advices you to pray in silence and fast for a couple of days.;\nLe §Yprêtre§! vous conseille de prier en silence et jeûner pendant quelques jours.;\nDer §YPriester§! rät Euch still zu beten und für ein paar Tage zu fasten.;;\nEl §Ysacerdote§! te aconseja rezar en silencio y que ayunes un par de días.;;;;;;;;;x
string_priest_comfort_533;\nThe §YPriest§! sits next to your bed, spending the night with you reading from the [Root.Religion.GetScriptureName].;\nLe §Yprêtre§! s'assoit à côté de votre lit et passe la nuit à vous lire [Root.Get_le_Scripture].;\nDer §YPriester§! sitzt neben Euch und liest Euch die ganze Nacht lang aus [Root.Religion.GetScriptureName] vor.;;\nEl §Ysacerdote§! se sienta junto a la cama, pasando la noche contigo leyendo el [Root.Religion.GetScriptureName].;;;;;;;;;x
string_priest_comfort_534;\nThe §YPriest§! starts reciting an exorcism, holding his holy symbol to your forehead.;\nLe §Yprêtre§! commence à réciter un exorcisme, tenant un symbole sacré sur votre front.;\nDer §YPriester§! beginnt einen Exorzismus zu rezitieren und hält dabei sein heiliges Symbol an Eure Stirn.;;\nEl §Ysacerdote§! empieza recitar un exorcismo, poniéndote el símbolo sagrado en la frente.;;;;;;;;;x
string_priest_comfort_535;\nThe §YPriest§! accompanies you back to your chambers.;\nLe §Yprêtre§! vous accompagne jusqu'à vos appartements.;\nDer §YPriester§! begleitet Euch zurück in Eure Gemächer.;;\nEl §Ysacerdote§! te acompaña de vuelta a tus aposentos.;;;;;;;;;x
string_priest_comfort_540;\nYou hear the §YPriest's§! voice in the distance, reciting a familiar prayer.;\nVous entendez le §Yprêtre§! réciter une prière habituelle.;\nIhr hört die Stimme Eures §YPriesters§! in der Ferne, wie er bekannte Gebete rezitiert.;;\nOyes la voz del §Ysacerdote§! a lo lejos, recitando una oración familiar.;;;;;;;;;x
string_priest_comfort_541;\nThe §YPriest§! warns you to stop scratching yourself and turn your thoughts to [Root.Religion.GetRandomGodName].;\nLe §Yprêtre§! vous conseille de ne pas vous gratter et de tourner vos pensées vers [Root.Get_le_HighGod].;\nDer §YPriester§! warnt Euch davor, Euch selbst zu kratzen und bittet Euch, Eure Gedanken an [Root.Religion.GetRandomGodName] zu richten.;;\nEl §Ysacerdote§! te advierte que dejes de rascarte y que pienses en [Root.Religion.GetRandomGodName].;;;;;;;;;x
string_priest_comfort_542;\nThe §YPriest§! kneels by your bed, fervently praying for your good health.;\nLe §Yprêtre§! s'agenouille près de votre lit et prie avec ferveur pour votre santé.;\nDer §YPriester§! kniet an Eurem Bett und betet inständig für Eure Gesundheit.;;\nEl §Ysacerdote§! se arrodilla junto a tu cama, rezando para que tengas salud.;;;;;;;;;x
string_regent_physician_helps_522;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! helps you lay down, whispering gentle words to calm you.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! vous aide à vous allonger en murmurant des mots doux pour vous calmer.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! hilft Euch beim Hinlegen und flüstert sanfte Worte zu, um Euch zu beruhigen.;;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! te ayuda a tenderte, susurrando palabras amables que te calmen.;;;;;;;;;x
string_regent_physician_helps_523;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! gently pulls your hair back, helping you relieve yourself.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! tire doucement vos cheveux en arrière, vous aidant à vous soulager.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! zieht sanft Eure Haare zurück, um Euch zu entspannen.;;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! te retira el pelo para ayudarte a que te alivies.;;;;;;;;;x
string_regent_physician_helps_524;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! gives you an ointment to reduce the itch.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! vous donne un onguent pour calmer vos démangeaisons.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! gibt Euch Salbe, um den Juckreiz zu reduzieren.;;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! te da una pomada para reducir el picor;;;;;;;;;x
string_regent_physician_helps_525;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! burns some incense to free your throat of the metallic taste.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! brûle de l'encens pour libérer votre gorge du goût métallique.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! verbrennt etwas Weihrauch, um Eure Kehle von dem Metallgeschmack zu befreien.;;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! quema de incienso para quitarte el sabor metálico de la boca.;;;;;;;;;x
string_regent_physician_helps_526;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! sits beside you, checking your temperature and ordering your servants to change your bedsheets.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! s'assoit à côté de vous, vérifie votre température et ordonne à vos domestiques de changer vos draps.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! sitzt neben Euch, überprüft Eure Temperatur und befiehlt den Dienern Eure Bettwäsche zu wechseln.;;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! se sienta a tu lado, comprobando la temperatura y ordenando a los sirvientes que te cambien las sábanas.;;;;;;;;;x
string_regent_physician_helps_527;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! helps you recall the names of your family members and your daily routine.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! vous aide à vous rappeler les noms des membres de votre famille et votre quotidien.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! hilft Euch dabei, dass Ihr Euch an die Namen Eurer Familienmitglieder erinnert und an die tägliche Routine.;;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! te ayuda a recordar los nombres de los miembros de tu familia y tu rutina diaria.;;;;;;;;;x
string_regent_physician_helps_528;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! dismisses the guards and helps you lay down on your bed.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! renvoie les gardes et vous aide à vous allonger sur votre lit.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! schickt die Wachen fort und hilft Euch, Euch ins Bett zu legen.;;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! echa a los guardias y te ayuda a tumbarte en la cama.;;;;;;;;;x
string_regent_physician_helps_529;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! orders your servants to bring simpler food and offer you smaller bites.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! ordonne à vos serviteurs d'apporter de la nourriture plus simple et de vous offrir de petites bouchées.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! befiehlt Euren Dienern, einfacheres Essen zu bringen und bietet Euch kleine Häppchen an.;;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! ordena a los sirvientes que te traigan comida más simples y te ofrece bocados más pequeños;;;;;;;;;x
string_regent_physician_helps_530;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! whispers reassurances in your ear, hoping to calm you down, while holding you to your bed.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! vous réconforte, dans l'espoir de vous calmer, tout en vous amenant au lit.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! flüstert beschwichtigende Worte in Euer Ohr, in der Hoffnung Euch zu beruhigen, während Ihr Euch an Euer Bett klammert.;;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! te susurra palabras de consuelo para que te calmes, mientras te mantiene en la cama.;;;;;;;;;x
string_regent_physician_helps_531;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! gently cleans the blood from your legs, ordering to your servants to hurry.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! nettoie doucement le sang sur vos jambes et ordonne à vos domestiques de se dépêcher.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! reinigt Euch sanft vom Blut auf Euren Beinen und befiehlt Euren Dienern, sich zu beeilen.;;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! limpia con delicadeza la sangre de tus piernas, ordenando a los sirvientes que se den prisa.;;;;;;;;;x
string_regent_physician_helps_532;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! offers you a cup of water and reassures you that the feeling will soon pass.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! vous offre une tasse d'eau et vous assure que la sensation va vite passer.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! bietet Euch einen Eimer Wasser und versichert Euch, dass es bald vorbei ist.;;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! te ofrece un vaso de agua y te asegura que la sensación pasará pronto.;;;;;;;;;x
string_regent_physician_helps_533;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! sits beside you, reading from a book of old legends.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! s'assoit près de vous et lit un livre de légendes anciennes.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! sitzt neben Euch und liest aus einem Buch von alten Legenden vor.;;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! se sienta a tu lado, leyéndote un libro de leyendas antiguas.;;;;;;;;;x
string_regent_physician_helps_534;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! explains that there is nobody else in the bedroom aside from you.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! explique qu'il n'y a personne d'autre dans la chambre à part vous.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! erklärt, dass neben Euch niemand sonst im Gemach ist.;;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! te explica que no hay nadie más en el dormitorio, aparte de ti.;;;;;;;;;x
string_regent_physician_helps_535;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! reassures you that everything will be clearer next morning as [pregnancy_regent_physician_per.GetSheHe] lays you down in your bed.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! vous assure que tout sera plus clair demain matin alors qu'[pregnancy_regent_physician_per.GetIlElle] vous met dans votre lit.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! versichert Euch, dass sich morgen alles aufklärt, während [pregnancy_regent_physician_per.GetSheHe] Euch in Euer Bett legt.;;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! te asegura que por la mañana todo estará más claro mientras te acuesta en la cama..;;;;;;;;;x
string_regent_physician_helps_540;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! sits beside you, checking your temperature and ordering your servants to change your bedsheets.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! s'assoit à côté de vous, vérifie votre température et ordonne à vos domestiques de changer vos draps.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! sitzt neben Euch, kontrolliert Eure Temperatur und fordert die Diener auf, Eure Laken zu wechseln.;;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! se sienta a tu lado, comprobando la temperatura y ordenando a los sirvientes que te cambien las sábanas.;;;;;;;;;x
string_regent_physician_helps_541;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! gives you an ointment to reduce the itch.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! vous donne un onguent pour calmer les démangeaisons.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! gibt Euch eine Salbe, um den Juckreiz zu reduzieren.;;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! te da una pomada para reducir el picor;;;;;;;;;x
string_regent_physician_helps_542;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! gently cleans the blood from your legs, ordering to your servants to hurry.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! nettoie doucement le sang sur vos jambes et ordonne à vos domestiques de se dépêcher.;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! säubert sanft das Blut von Euren Beinen und fordert Eure Diener zu Eile auf.;;\n§Y[pregnancy_regent_physician_per.GetTitledFirstName]§! limpia con delicadeza la sangre de tus piernas, ordenando a los sirvientes que se den prisa.;;;;;;;;;x
string_shaman_comfort_522;\nThe §YShaman§! makes you breathe holy incense to restore your breath.;\nLe §Ychamane§! vous fait respirer du saint encens pour aider votre respiration.;\nDer §YSchamane§! lässt Euch heiligen Weihrauch einatmen, um Euren zu stabilisieren.;;\nEl §Ychamán§! te hace respirar incienso sagrado para recuperar el aliento.;;;;;;;;;x
string_shaman_comfort_523;\nThe §YShaman§! offers you a sacred herb to smell to calm your bowels.;\nLe §Ychamane§! vous propose une herbe sacrée à sentir pour apaiser vos intestins.;\nDer §YSchamane§! bietet Euch ein heiliges Kraut an, an dem Ihr riechen könnt, um Euren Bauch zu beruhigen.;;\nEl §Ychamán§! te ofrece oler una hierba sagrada que te calme las tripas.;;;;;;;;;x
string_shaman_comfort_524;\nThe §YShaman§! lends you one of his amulets to rub over the rashes.;\nLe §Ychamane§! vous prête une de ses amulettes à frotter sur les rougeurs.;\nDer §YSchamane§! leiht Euch eines seiner Amulette, das Ihr über den Ausschlag reiben könnt.;;\nEl §Ychamán§! te presta uno de sus amuletos para que te lo pases por el sarpullido.;;;;;;;;;x
string_shaman_comfort_525;\nThe §YShaman§! offers you a magic leaf to clean your tongue with.;\nLe §Ychamane§! vous propose une feuille magique pour nettoyer vos dents.;\nDer §YSchamane§! bietet Euch ein magisches Blatt an, mit dem Ihr Eure Zunge reinigen könnt.;;\nEl §Ychamán§! te ofrece una hoja mágica con la que limpiarte la lengua.;;;;;;;;;x
string_shaman_comfort_526;\nYou hear the §YShaman's§! voice in the distance, reciting an obscure spell.;\nVous entendez le §Ychamane§! réciter une obscure incantation.;\nIhr hört die Worte des §YSchamanen§! in der Ferne, wie er einen undeutlichen Zauberspruch rezitiert.;;\nOyes la voz del §Ychamán§! a lo lejos, recitando un hechizo desconocido.;;;;;;;;;x
string_shaman_comfort_527;\nThe §YShaman§! prepares a ritual to track down the spirit who stole your memories.;\nLe §Ychamane§! prépare un rituel pour traquer l'esprit qui a volé vos souvenirs.;\nDer §YSchamane§! bereitet ein Ritual vor, um den Geist zu finden, der Eure Erinnerungen gestohlen hat.;;\nEl §Ychamán§! prepara un ritual que ayude a cazar al espíritu que te robó los recuerdos.;;;;;;;;;x
string_shaman_comfort_528;\nThe §YShaman§! yells alongside you and beats his drum to scare off the evil spirits tormenting you.;\nLe §Ychamane§! crie à côté de vous et tape sur son tambour pour faire fuir les mauvais esprits qui vous tourmentent.;\nDer §YSchamane§! schreit und trommelt neben Euch, um die bösen Geister, die Euch quälen, zu vertreiben.;;\nEl §Ychamán§! grita a tu lado y toca el tambor para asustar a los espíritus malignos que te atormentan.;;;;;;;;;x
string_shaman_comfort_529;\nThe §YShaman§! provides you with a magic herb to restore your appetite.;\nLe §Ychamane§! vous donne une herbe magique pour retrouver votre appétit.;\nDer §YSchamane§! bringt Euch ein magisches Kraut, um Euren Appetit wiederherzustellen.;;\nEl §Ychamán§! te proporciona una hierba mágica que te devuelva el apetito.;;;;;;;;;x
string_shaman_comfort_530;\nThe §YShaman§! shouts over you, reciting an exorcism to free you of the evil spirit that has taken hold of your body.;\nLe §Ychamane§! récite un exorcisme pour vous libérer de l'esprit maléfique qui s'est emparé de votre corps.;\nDer §YSchamane§! schreit und rezitiert einen Exorzismus, um Euch von dem Dämon zu befreien, der Euren Körper ergriffen hat.;;\nEl §Ychamán§! grita sobre ti, recitando un exorcismo que te libere del espíritu maligno que se ha apoderado de tu cuerpo.;;;;;;;;;x
string_shaman_comfort_531;\nThe §YShaman§! claps his cymbals, summoning [Root.Religion.GetRandomGodName] to protect you in your hour of need.;\nLe §Ychamane§! fait résonner ses cymbales, appelant [Root.Religion.GetRandomGodName] à vous protéger dans ce moment de faiblesse.;\nDer §YSchamane§! schlägt sein Becken und ruft [Root.Religion.GetRandomGodName] auf, Euch in dieser Stunde der Not zu beschützen.;;\nEl §Ychamán§! entrechoca los platillos, invocando a [Root.Religion.GetRandomGodName] para que te proteja en tu hora de necesidad.;;;;;;;;;x
string_shaman_comfort_532;\nThe §YShaman§! urges you to drink a philter to strengthen your teeth.;\nLe §Ychamane§! vous exhorte à boire un breuvage pour renforcer vos dents.;\nDer §YSchamane§! drängt Euch, einen Trank zu trinken, um Eure Zähne zu stärken.;;\nEl §Ychamán§! te anima a beber un filtro que te refuerce los dientes.;;;;;;;;;x
string_shaman_comfort_533;\nThe §YShaman§! spends the night telling you old legends about the ancestors.;\nLe §Ychamane§! passe la nuit à vous raconter de vieilles légendes sur les ancêtres.;\nDer §YSchamane§! verbringt die Nacht damit, Euch alte Legenden über Eure Vorfahren zu erzählen.;;\nEl §Ychamán§! pasa la noche contándote leyendas antiguas sobre los antepasados.;;;;;;;;;x
string_shaman_comfort_534;\nThe §YShaman§! chides you for listening to the evil spirits that are trying to unravel your mind and kill your child.;\nLe §Ychamane§! vous réprimande d'écouter les mauvais esprits qui tentent de vous défaire et de tuer votre enfant.;\nDer §YSchamane§! tadelt Euch, den bösen Geistern zuzuhören, die versuchen, Euren Geist zu verwirren und Euer Kind zu töten.;;\nEl §Ychamán§! te censura por escuchar a los espíritus malignos que quieren deshacerte la mente y matar a tu hijo.;;;;;;;;;x
string_shaman_comfort_535;\nThe §YShaman§! accompanies you back to your chambers.;\nLe §Ychamane§! vous accompagne jusqu'à vos appartements.;\nDer §YSchamane§! begleitet Euch zurück in Eure Gemächer.;;\nEl §Ychamán§! te acompaña de vuelta a tus aposentos;;;;;;;;;x
string_shaman_comfort_540;\nYou hear the §YShaman's§! voice in the distance, reciting an obscure spell.;\nVous entendez le §Ychamane§! réciter une obscure incantation.;\nIhr hört die Stimme Eures §YSchamanen§! in der Ferne, wie er dunkle Zauber aufsagt.;;\nOyes la voz del §Ychamán§! a lo lejos, recitando un hechizo desconocido.;;;;;;;;;x
string_shaman_comfort_541;\nThe §YShaman§! lends you one of his amulets to rub over your head.;\nLe §Ychamane§! vous prête une de ses amulettes à frotter sur votre tête.;\nDer §YSchamane§! leiht Euch eines seiner Amulette, um Euch damit über den Kopf zu reiben.;;\nEl §Ychamán§! te presta uno de sus amuletos para que te lo pases por la cabeza.;;;;;;;;;x
string_shaman_comfort_542;\nThe §YShaman§! claps his cymbals, summoning [Root.Religion.GetRandomGodName] to protect you in your hour of need.;\nLe §Ychamane§! fait résonner ses cymbales, appelant [Root.Religion.GetRandomGodName] à vous protéger dans ce moment de faiblesse.;\nDer §YSchamane§! klopft auf sein Becken und beschwört dabei [Root.Religion.GetRandomGodName] herauf, um Euch in dieser Stunde der Not zu beschützen.;;\nEl §Ychamán§! entrechoca los platillos, invocando a [Root.Religion.GetRandomGodName] para que te proteja en tu hora de necesidad.;;;;;;;;;x
string_spouse_comfort_522;\n§Y[Root.Spouse.GetFirstName]§! pleads you to take long breaths and calm down.;\n§Y[Root.Spouse.GetFirstName]§! vous implore de respirer profondément et de vous calmer.;\n§Y[Root.Spouse.GetFirstName]§! bittet Euch, lange Atemzüge zu nehmen und Euch zu beruhigen.;;\n§Y[Root.Spouse.GetFirstName]§! te implora respirar profundo y calmarte.;;;;;;;;;x
string_spouse_comfort_523;\n§Y[Root.Spouse.GetFirstName]§! holds you by the shoulders, keeping you steady.;\n§Y[Root.Spouse.GetFirstName]§! vous tient par les épaules, vous maintenant stable.;\n§Y[Root.Spouse.GetFirstName]§! hält Euch an der Schulter, damit Ihr stabil steht.;;\n§Y[Root.Spouse.GetFirstName]§! te sostiene por los hombros, manteniéndote estable.;;;;;;;;;x
string_spouse_comfort_524;\n§Y[Root.Spouse.GetFirstName]§! looks at you in anguish, offering words of comfort.;\n§Y[Root.Spouse.GetFirstName]§! vous regarde avec inquiétude et vous dit des mots de réconfort.;\n§Y[Root.Spouse.GetFirstName]§! sieht Euch voller Kummer an und bietet Euch Worte des Trostes an.;;\n§Y[Root.Spouse.GetFirstName]§! te mira con angustia, ofreciéndote palabras de consuelo.;;;;;;;;;x
string_spouse_comfort_525;\n§Y[Root.Spouse.GetFirstName]§! chides the servants, telling them to have the cooks prepare another dinner.;\n§Y[Root.Spouse.GetFirstName]§! réprimande les domestiques en leur disant de faire préparer un autre dîner aux cuisiniers.;\n§Y[Root.Spouse.GetFirstName]§! beschimpft die Diener und befiehlt ihnen, dass die Köche ein weiteres Abendessen vorbereiten sollen.;;\n§Y[Root.Spouse.GetFirstName]§! reprende a los sirvientes y dice a los cocineros que preparen otra comida.;;;;;;;;;x
string_spouse_comfort_526;\nYou hear §Y[Root.Spouse.GetFirstName]'s§! voice in the distance, whispering you comforting words.;\nVous entendez §Y[Root.Spouse.GetFirstName]§! vous murmurer des mots de réconfort.;\nIhr hört die Stimme von §Y[Root.Spouse.GetFirstName]§! in der Ferne, wie sie Euch sanfte Worte zuflüstert.;;\nYOyes §Y[Root.Spouse.GetFirstName]§! a lo lejos, susurrando palabras de consuelo.;;;;;;;;;x
string_spouse_comfort_527;\n§Y[Root.Spouse.GetFirstName]§! tells you stories about your life together, trying to help you remember what you have forgotten.;\n§Y[Root.Spouse.GetFirstName]§! vous rappelle des souvenirs communs afin de vous aider à retrouver la mémoire.;\n§Y[Root.Spouse.GetFirstName]§! erzählt Euch über Euer gemeinsames Leben, um Euch daran zu erinnern, was Ihr vergessen habt.;;\n§Y[Root.Spouse.GetFirstName]§! te cuenta historias sobre vuestra vida juntos, intentando que te ayuden a recordar lo que olvidaste.;;;;;;;;;x
string_spouse_comfort_528;\n§Y[Root.Spouse.GetFirstName]§! takes your hands within his and whispers comforting words in your ear to help you forget your nightmare.;\n§Y[Root.Spouse.GetFirstName]§! prend votre main et murmure des mots réconfortants pour vous aider à oublier votre cauchemar.;\n§Y[Root.Spouse.GetFirstName]§! nimmt Eure Hand und flüstert Euch beruhigende Worte zu, damit Ihr Eure Albträume vergesst.;;\n§Y[Root.Spouse.GetFirstName]§! toma tus manos entre las suyas y te susurra palabras reconfortantes al oído para ayudarte a que olvides la pesadilla.;;;;;;;;;x
string_spouse_comfort_529;\n§Y[Root.Spouse.GetFirstName]§! chides the servants, telling them to have the cooks prepare another dinner.;\n§Y[Root.Spouse.GetFirstName]§! réprimande les domestiques en leur disant de faire préparer un autre dîner aux cuisiniers.;\n§Y[Root.Spouse.GetFirstName]§! schimpft mit den Dienern und sagt ihnen, dass die Köche ein weiteres Abendessen vorbereiten sollen.;;\n§Y[Root.Spouse.GetFirstName]§! reprende a los sirvientes y dice a los cocineros que preparen otra comida.;;;;;;;;;x
string_spouse_comfort_530;\n§Y[Root.Spouse.GetFirstName]§! calls for you as he urges your servants to hold you still.;\n§Y[Root.Spouse.GetFirstName]§! vous appelle tandis qu'[Root.GetIlElle] exhorte vos serviteurs à vous maintenir immobile.;\n§Y[Root.Spouse.GetFirstName]§! ruft Euren Namen, während er Eure Diener dazu drängt, Euch still zu halten.;;\n§Y[Root.Spouse.GetFirstName]§! te llama al tiempo que urge a los sirvientes a sujetarte.;;;;;;;;;x
string_spouse_comfort_531;\n§Y[Root.Spouse.GetFirstName]§! looks at you in dismay, trying to comfort you with his words.;\n§Y[Root.Spouse.GetFirstName]§! vous regarde avec désarroi, essayant de vous réconforter avec ses mots.;\n§Y[Root.Spouse.GetFirstName]§! sieht Euch bestürzt an und versucht Euch mit Worten zu trösten.;;\n§Y[Root.Spouse.GetFirstName]§! te mira con consternación, intentando consolarte con sus palabras.;;;;;;;;;x
string_spouse_comfort_532;\n§Y[Root.Spouse.GetFirstName]§! looks at you in dismay, trying to comfort you with his words.;\n§Y[Root.Spouse.GetFirstName]§! vous regarde avec désarroi, essayant de vous réconforter avec ses mots.;\n§Y[Root.Spouse.GetFirstName]§! sieht Euch bestürzt an und versucht Euch mit Worten zu trösten.;;\n§Y[Root.Spouse.GetFirstName]§! te mira con consternación, intentando consolarte con sus palabras.;;;;;;;;;x
string_spouse_comfort_533;\n§Y[Root.Spouse.GetFirstName]§! sits awake next to you, trying to entertain you with polite conversation about what has been happening at court during your absence.;\n§Y[Root.Spouse.GetFirstName]§! s'assied à côté de vous, essayant de vous divertir avec une conversation polie sur ce qui s'est passé à la cour pendant votre absence.;\n§Y[Root.Spouse.GetFirstName]§! sitzt wach neben Euch und versucht Euch mit Geschichten zu unterhalten, die während Eurer Abwesenheit am Hof passiert sind.;;\n§Y[Root.Spouse.GetFirstName]§! se sienta a tu lado, intentando entretenerte con una conversación educada sobre lo que ha pasado en la corte en tu ausencia.;;;;;;;;;x
string_spouse_comfort_534;\n§Y[Root.Spouse.GetFirstName]§! holds your hand, trying to explain that you are seeing things that are not here.;\n§Y[Root.Spouse.GetFirstName]§! tient votre main et essaie d'expliquer que vous voyez des choses qui ne sont pas là.;\n§Y[Root.Spouse.GetFirstName]§! hält Eure Hand und versucht zu erklären, dass Ihr Dinge seht, die nicht hier sind.;;\n§Y[Root.Spouse.GetFirstName]§! te toma la mano, intentando explicarte que ves cosas que no están ahí.;;;;;;;;;x
string_spouse_comfort_535;\n§Y[Root.Spouse.GetFirstName]§! whispers words of reassurance in your ear as he walks you back to the bedroom.;\n§Y[Root.Spouse.GetFirstName]§! vous murmure des mots de réconfort alors qu'il vous ramène à la chambre à coucher;\n§Y[Root.Spouse.GetFirstName]§! flüstert beruhigende Worte, während er Euch in Eure Gemächer zurückbringt.;;\n§Y[Root.Spouse.GetFirstName]§! Te susurra palabras de consuelo al oído mientras te lleva de vuelta al dormitorio.;;;;;;;;;x
string_spouse_comfort_540;\nYou hear §Y[Root.Spouse.GetFirstName]'s§! voice in the distance, whispering you comforting words.;\nVous entendez §Y[Root.Spouse.GetFirstName]§! vous murmurer des mots de réconfort.;\nIhr hört die Stimme von §Y[Root.Spouse.GetFirstName]§! in der Ferne, wie sie Euch beruhigende Worte zuflüstert.;;\nOyes a §Y[Root.Spouse.GetFirstName]§! a lo lejos, susurrando palabras de consuelo.;;;;;;;;;x
string_spouse_comfort_541;\n§Y[Root.Spouse.GetFirstName]§! looks at you in anguish, offering words of comfort.;\n§Y[Root.Spouse.GetFirstName]§! vous regarde avec inquiétude et vous dit des mots de réconfort.;\n§Y[Root.Spouse.GetFirstName]§! sieht Euch bemitleidend an und bietet Worte des Trostes an.;;\n§Y[Root.Spouse.GetFirstName]§! te mira con angustia, ofreciéndote palabras de consuelo.;;;;;;;;;x
string_spouse_comfort_542;\n§Y[Root.Spouse.GetFirstName]§! looks at you in dismay, trying to comfort you with his words.;\n§Y[Root.Spouse.GetFirstName]§! vous regarde avec désarroi, essayant de vous réconforter avec ses mots.;\n§Y[Root.Spouse.GetFirstName]§! sieht Euch bestürzt an und versucht Euch mit Worten zu trösten.;;\n§Y[Root.Spouse.GetFirstName]§! te mira con consternación, intentando consolarte con sus palabras.;;;;;;;;;x
string_spouse_physician_helps_522;\n§Y[pregnancy_spouse_physician_per.GetTitledFirstName]§! prepares an infusion to calm you down.;\n§Y[pregnancy_spouse_physician_per.GetTitledFirstName]§! vous prépare une infusion pour vous calmer.;\n§Y[pregnancy_spouse_physician_per.GetTitledFirstName]§! bereitet eine Infusion vor, um Euch zu beruhigen.;;\n§Y[pregnancy_spouse_physician_per.GetTitledFirstName]§! prepara una infusión para calmarte.;;;;;;;;;x
