administration;Administration;Administration;Verwaltung;;Administración;;;;;;;;;x
grant_title_voting_power_0;Ruler Title Grant Sovereignty;Souveraineté du dirigeant pour les octrois de titres;Herrscher entscheidet über Vergabe von Titeln;;Soberanía del gobernante para conceder títulos;;;;;;;;;x
grant_title_voting_power_0_desc;The ruler has full authority on Title Grants.\n;Le dirigeant décide seul des octrois de titres.\n;Der Herrscher hat bei der Vergabe von Titeln die volle Entscheidungsbefugnis.\n;;El gobernante tiene plena autoridad sobre la concesión de títulos.\n;;;;;;;;;x
grant_title_voting_power_0_option;Ruler;Dirigeant;Herrscher;;Gobernante;;;;;;;;;x
grant_title_voting_power_1;Title Grant Committee;Comité d'octroi de titres;Komitee zur Titelvergabe;;Comité de concesión de títulos;;;;;;;;;x
grant_title_voting_power_1_desc;Council members vote on Title Grants.\n;Les membres du Conseil votent sur les octrois de titres.\n;Ratsmitglieder stimmen über die Vergabe von Titeln ab.\n;;Los miembros del Consejo votan sobre la concesión de títulos.\n;;;;;;;;;x
grant_title_voting_power_1_option;Council;Conseil;Rat;;Consejo;;;;;;;;;x
grant_title_voting_power_desc;The Council's ability to influence Title Grant decisions.;La capacité du Conseil à influencer les octrois de titres.;Die Möglichkeit des Rates, die Vergabe von Titeln zu beeinflussen.;;Capacidad del Consejo para influir en las decisiones de la concesión de títulos.;;;;;;;;;x
hre_feudal_elective;Princely Elective;Électif princier;Heilige Feudalwahl;;Electiva sacra feudal;;;;;;x
imperial_administration;Imperial Administration;Administration impériale;Kaiserlich-imperiale Verwaltung;;Administración Imperial;;;;;;;;;x
imperial_administration_desc;This system of administration is similar to that of the Roman Empire, with a hierarchy of magistrates and functionaries running daily business in the name of the emperor. It allows for a power structure that hands less power to permanently landed vassals.;Ce système est similaire à celui qui existait dans l'Empire romain : une hiérarchie de magistrats et de fonctionnaires s'occupe de la gestion au quotidien au nom de l'empereur. Ce système permet une structure puissante qui accorde moins de pouvoirs aux vassaux définitivement attachés à leur terre.;Dieses Verwaltungssystem ähnelt dem des Römischen Reiches. Eine Hierarchie von Magistraten und Funktionären erledigt die Regierungsgeschäfte im Namen des Kaisers. Dabei entsteht ein Machtgefüge, bei dem weniger Macht in die Hände der Fürsten bzw. Grundherren übergeht.;;Este sistema de administración es similar al del Imperio Romano, cuenta con una jerarquía de magistrados y funcionarios que llevan diariamente los asuntos en nombre del emperador. Esto permite crear una estructura de poder que ofrece menos poder a los vasallos que poseen tierras de forma permanente.;;;;;;;;;x
imperial_administration_option;Imperial;Impérial;Imperial;;Imperial;;;;;;;;;x
imprison_voting_power;Imprisonment;Emprisonnement;Inhaftierung;;Encarcelamiento;;;;;;;;;x
imprison_voting_power_0;Ruler Imprisonment Sovereignty;Souveraineté du dirigeant pour les emprisonnements;Herrscher entscheidet über Inhaftierungen;;Soberanía del gobernante en Encarcelamientos;;;;;;;;;x
imprison_voting_power_0_desc;The Ruler has full authority on Imprisonment issues.\n;Le dirigeant décide seul des emprisonnements.\n;Der Herrscher hat bei Inhaftierungen die volle Entscheidungsbefugnis.\n;;El gobernante tiene plena autoridad en cuestiones de encarcelamiento.\n;;;;;;;;;x
imprison_voting_power_0_option;Ruler;Dirigeant;Herrscher;;Gobernante;;;;;;;;;x
imprison_voting_power_1;Imprisonment Committee;Comité d'emprisonnement;Inhaftierungskomitee;;Comité de encarcelamiento.;;;;;;;;;x
imprison_voting_power_1_desc;Council members vote on imprisonment issues.\n;Les membres du Conseil votent sur les emprisonnements.\n;Ratsmitglieder stimmen über Inhaftierungen ab.\n;;Los miembros del Consejo votan sobre cuestiones de encarcelamiento.\n;;;;;;;;;x
imprison_voting_power_1_option;Council;Conseil;Rat;;Consejo;;;;;;;;;x
imprison_voting_power_desc;The Council's ability to influence Imprisonment decisions.;La capacité du Conseil à influencer les décisions d'emprisonnement.;Die Möglichkeit des Rates, Inhaftierungen zu beeinflussen.;;Capacidad del Consejo para influir en decisiones de Encarcelamiento.;;;;;;;;;x
investiture_law;Investiture;Investiture;Investitur;;Investidura;;;;;;;;;x
investiture_law_0;Papal Investiture;Investiture papale;Päpstliche Investitur;;Investidura papal;;;;;;;;;x
investiture_law_0_desc;Only the Pope may appoint Bishops within the Realm. This will give the Crown a §G50%§! Piety cost discount when requesting special papal actions, like Divorce and Excommunication.;Seul le Pape peut nommer les évêques du Royaume. Cela confère à la Couronne un crédit de §G50%§! de piété lorsqu'elle sollicite des actions papales spécifiques, comme le divorce ou l'excommunication.;Innerhalb des Reichs darf nur der Papst Bischöfe ernennen. Dies gibt der Krone beim Ersuchen spezieller päpstlicher Handlungen wie Scheidung und Exkommunikation einen Pietätsnachlass von §G50%§!.;;El Papa es el único que puede designar a los obispos en el reino. Esto le costará a la Corona un §G50%§! menos de Piedad al solicitar acciones papales específicas como el divorcio y la excomunión.;;;;;;;;;x
investiture_law_0_option;Papal;Papale;Päpstlich;;Papal;;;;;;;;;x
investiture_law_1;Free Investiture;Investiture libre;Freie Investitur;;Libre investidura;;;;;;;;;x
investiture_law_1_desc;Bishops within the kingdom can be appointed by their secular lieges, and will be more loyal to their liege. The Pope will not be pleased.;Le seigneur séculier peut nommer les évêques du Royaume, ce qui renforce leur loyauté et ne plaît guère au pape.;Innerhalb des Königreichs dürfen nur säkulare Lehnsherrn Bischöfe ernennen, die ihnen gegenüber dann auch loyaler eingestellt sind. Dies wird dem Papst nicht gefallen.;;Los señores seglares pueden designar a sus obispos del reino, los cuales serán más leales a su señor. Al Papa no le sentará muy bien.;;;;;;;;;x
investiture_law_1_option;Free;Libre;Frei;;Libre;;;;;;;;;x
investiture_law_desc;This law determines who appoints Bishops - the Pope or the secular liege.;Cette loi détermine qui, du Pape ou du seigneur séculier, nomme les évêques.;Dieses Gesetz legt fest, wer die Bischöfe ernennt - der Papst oder der säkulare Lehnsherr.;;Esta ley determina quién designa a los obispos: el Papa o el señor seglar.;;;;;;;;;x
iqta_contract;Iqta Levies;Levée (iqtâ);Iqta-Wehrpflichtige;;Leva Iqtá;;;;;;;;;x
iqta_contract_0;Minimal Iqta Levies;Levée minimale (iqtâ);Minimale Iqta-Wehrpflichtige;;Leva Iqtá mínima;;;;;;;;;x
iqta_contract_0_desc;Vassal lords must only provide you with a majority of their levies.;Les vassaux doivent mettre à votre disposition le minimum de leurs troupes.;Vasallenfürsten müssen Euch nur einen Großteil ihrer Wehrpflichtigen zur Verfügung stellen.;;Los señores vasallos deben proporcionar la mayoría de sus levas.;;;;;;;;;x
iqta_contract_0_option;Min;Min.;Min;;Mín.;;;;;;;;;x
iqta_contract_1;Small Iqta Levies;Levée faible (iqtâ);Wenig Iqta-Wehrpflichtige;;Leva Iqtá pequeña;;;;;;;;;x
iqta_contract_1_desc;Vassal lords may retain a significant portion of their levies for themselves.;Les vassaux peuvent conserver sous leurs ordres un nombre important de troupes.; Vasallenfürsten behalten einen Großteil ihrer Wehrpflichtigen für sich selbst.;;Los señores vasallos pueden conservar una parte significativa de sus levas.;;;;;;;;;x
iqta_contract_1_option;Small;Faible;Wenig;;Pequeña;;;;;;;;;x
iqta_contract_2;Normal Iqta Levies;Levée normale (iqtâ);Normale Iqta-Wehrpflichtige;;Leva Iqtá normal;;;;;;;;;x
iqta_contract_2_desc;Vassal lords retain small mobile retinues in addition to their garrisons.;Les vassaux ne conservent que de petites escortes, en plus de leurs garnisons.;Vasallenfürsten behalten zusätzlich zu ihren Garnisonen ein kleines mobiles Gefolge.;;Los señores vasallos conservan un pequeño séquito itinerante además de sus tropas.;;;;;;;;;x
iqta_contract_2_option;Normal;Normale;Normal;;Normal;;;;;;;;;x
iqta_contract_3;Maximum Iqta Levies;Levée maximale (iqtâ);Maximale Iqta-Wehrpflichtige;;Leva Iqtá máxima;;;;;;;;;x
iqta_contract_3_desc;Vassal lords are obliged to provide their entire levy.;Les vassaux sont tenus de mettre à disposition toutes leurs troupes.;Vasallenfürsten müssen alle ihre Wehrpflichtigen zur Verfügung stellen.;;Los señores vasallos están obligados a proporcionar todas sus levas.;;;;;;;;;x
iqta_contract_3_option;Max;Max.;Max;;Máx.;;;;;;;;;x
iqta_contract_desc;Iqta Levy Laws control the proportion of their levies that Muslim vassal lords nominally have to provide their liege.;En gouvernement de type iqtâ les lois de conscription déterminent le pourcentage de troupes que les vassaux doivent fournir à leur seigneur lige.;Das Iqta-Wehrpflichtigenrecht regelt, welchen Anteil ihrer Wehrpflichtigen muslimische Vasallen nominell ihren Herren zur Verfügung stellen müssen.;;La ley de levas Iqtá determina la proporción de leva con la que los vasallos Musulmanes tienen que proveer a sus señores.;;;;;;;;;x
iqta_tax;Iqta Taxation;Impôts (iqtâ);Iqta-Besteuerung;;Impuesto Iqtá;;;;;;;;;x
iqta_tax_0;Minimal Iqta Tax;Exonération (iqtâ);Minimale Iqta-Besteuerung;;Impuesto Iqtá mínimo;;;;;;;;;x
iqta_tax_0_desc;Vassal lords are exempted from taxation - they like this state of affairs.;Les vassaux sont exonérés de payer les impôts - ils aiment bien cela.;Vasallenfürsten sind sehr zu ihrer Freude von der Steuer befreit.;;Los señores feudales están exentos de impuestos. A los señores vasallos les gusta este sistema.;;;;;;;;;x
iqta_tax_0_option;None;Aucun;Keine;;Sin impuestos;;;;;;;;;x
iqta_tax_1;Small Iqta Tax;Impôt faible (iqtâ);Geringe Iqta-Steuerabgaben;;Impuesto Iqtá pequeño;;;;;;;;;x
iqta_tax_1_desc;Vassal lords are expected to make a small financial contribution towards the greater good of the realm. They expect this.;Les vassaux sont tenus de verser une petite contribution financière pour le bien du pays. Ils s'y attendent.;Vasallenfürsten müssen für das allgemeine Wohl des Reiches einen geringen finanziellen Beitrag leisten. Dies ist die erwartete Regelung.;;Se espera que los señores feudales realicen una pequeña contribución financiera por el bien del reino. Esperan eso.;;;;;;;;;x
iqta_tax_1_option;Small;Faible;Gering;;Pequeño;;;;;;;;;x
iqta_tax_2;Large Iqta Tax;Impôt élevé (iqtâ);Hohe Iqta-Steuerabgaben;;Impuesto Iqtá alto;;;;;;;;;x
iqta_tax_2_desc;Vassal lords are expected to make a substantial financial contribution towards the greater good of the realm. They are mildly disappointed by this.;Les vassaux sont tenus de verser une contribution substantielle pour le bien du pays, ce qu'ils n'apprécient pas vraiment.;Vasallenfürsten müssen für das allgemeine Wohl des Reiches einen beträchtlichen finanziellen Beitrag leisten. Davon sind sie etwas enttäuscht.;;Se espera que los señores feudales realicen una contribución financiera sustanciosa por el bien del reino. Esta ley no les agrada mucho.;;;;;;;;;x
iqta_tax_2_option;Large;Élevé;Hoch;;Alto;;;;;;;;;x
iqta_tax_3;Harsh Iqta Tax;Impôt lourd (iqtâ);Strenge Iqta-Steuerabgaben;;Impuesto Iqtá severo;;;;;;;;;x
iqta_tax_3_desc;Vassal lords are expected to make a large financial contribution towards the greater good of the realm. They are very displeased with this.;Les vassaux sont tenus de verser une lourde contribution financière pour le bien du pays, ce qu'ils n'apprécient vraiment pas.;Vasallenfürsten müssen für das allgemeine Wohl des Reichs einen großen finanziellen Beitrag leisten. Damit sind sie höchst unzufrieden.;;Se espera que los señores feudales realicen una gran contribución financiera por el bien del reino. Están muy descontentos hacia este sistema.;;;;;;;;;x
iqta_tax_3_option;Harsh;Lourd;Streng;;Severo;;;;;;;;;x
iqta_tax_desc;Unlike Christian Feudal lords, Muslim vassal lords are not tax exempt, but they do pay less than burghers.;Contrairement aux nobles de religion chrétienne, les vassaux musulmans ne sont pas exemptés de payer un impôt, bien qu'il soit moindre que celui des bourgeois;Im Gegensatz zu christlichen feudalen Fürsten sind muslimische Vasallenfürsten nicht von Steuerzahlungen befreit. Sie müssen jedoch weniger zahlen als Städte.;;A diferencia de los señores feudales Cristianos, los vasallos de los señores Musulmanes no están exentos de pagar impuestos, pero pagan menos que los burgueses.;;;;;;;;;x
law_voting_power;Council Power;Pouvoir du Conseil;Macht des Rates;;Poder del consejo;;;;;;;;;x
law_voting_power_0;Absolute Rule;Pouvoir absolu;Absolute Herrschaft;;Gobierno absoluto;;;;;;;;;x
law_voting_power_0_desc;The ruler has full authority over politics and laws.\n;Le dirigeant décide seul de la politique et des lois.\n;Der Herrscher hat die volle Kontrolle über Politik und Gesetzgebung.\n;;El gobernante tiene plena autoridad sobre la política y las leyes.\n;;;;;;;;;x
law_voting_power_0_option;Abolish;Abolir;Keine;;Abolir;;;;;;;;;x
law_voting_power_1;Empowered Council;Conseil aux pouvoirs étendus;Ermächtigter Rat;;Consejo autorizado;;;;;;;;;x
law_voting_power_1_desc;This empowers the Council.\n;Ceci accorde plus de pouvoir au Conseil.\n;Dies ermächtigt den Rat.\n;;Esto autoriza el Consejo.\n;;;;;;;;;x
law_voting_power_1_option;Empower;Accorder;Existent;;Conferir poderes;;;;;;;;;x
law_voting_power_desc;Empowers and abolishes the Council.;Augmenter le pouvoir du Conseil ou l'abolir.;Ermächtigung und Verbot des Rates.;;Da poder y abole el Consejo.;;;;;;;;;x
nomad_succession;Nomad Succession;Succession nomade;Nomadenerbfolge;;Sucesión nómada;;;;;;;;;x
offmap_succession;Appointment;Nomination;Ernennung;;Nombramiento;;;;;;;;;x
open_elective;Open Elective;Élection ouverte;Freie Wahl;;Elección abierta;;;;;;;;;x
out_of_realm_inheritance_law;Controlled Realm Inheritance;Régulation de l'héritage;Kontrolle der Titelvererbung;;Herencia controlada por el reino;;;;;;;;;x
out_of_realm_inheritance_law_0;Free Inheritance;Héritage libre;Freie Erbschaft;;Herencia libre;;;;;;;;;x
out_of_realm_inheritance_law_0_desc;Vassal titles do not have any special regulations on inheritance outside the realm.;Les titres des vassaux n'ont pas de régulation spécifique quant à l'héritage en dehors du royaume.;Keine besonderen Regelungen für den Fall, dass jemand außerhalb des Reiches den Titel eines Vasallen erbt.;;Los títulos de los vasallos no tienen normas especiales sobre la herencia fuera del reino.;;;;;;;;;x
out_of_realm_inheritance_law_0_option;Free;Libre;Frei;;Libre;;;;;;;;;x
out_of_realm_inheritance_law_1;Regulated Inheritance;Héritage réglementé;Regulierte Erbschaft;;Herencia regulada;;;;;;;;;x
out_of_realm_inheritance_law_1_desc;Vassal title inheritance is regulated to disallow a title to pass to another realm.;L'héritage des titres des vassaux est réglementé pour empêcher qu'un titre ne passe à un autre royaume.;Titel eines Vasallen können nicht an Personen, die einem fremden Reich angehören, vererbt werden.;;La herencia de los títulos de vasallos está regulada para impedir que un título pase a otro reino.;;;;;;;;;x
out_of_realm_inheritance_law_1_option;Illegal;Illégal;Verbot;;Ilegal;;;;;;;;;x
out_of_realm_inheritance_law_desc;Passing the controlled realm inheritance law will protect titles within the realm from being inherited by characters loyal to another liege.;La promulgation de la loi sur l'héritage empêchera que les titres au sein du royaume ne soient hérités par des personnages loyaux à un autre seigneur lige.;Durch Verabschiedung des Gesetzes zur "Kontrolle der Titelvererbung" kann verhindert werden, dass Titel aus dem eigenen Reich von Personen, die einem fremden Lehnsherrn unterstehen, geerbt werden. ;;Aprobar la ley de herencia controlada por el reino protegerá títulos dentro del reino de ser heredados por personajes leales a  otro señor.;;;;;;;;;x
papal_succession;Papal Succession;Succession pontificale;Päpstliche Nachfolge;;Sucesión papal;;;;;;;;;x
patrician_elective;Patrician Elective;Élection patricienne;Patrizierfolge;;Patricio Electo;;;;;;;;;x
primogeniture;Primogeniture;Primogéniture;Primogenitur;;Primogenitura;;;;;;;;;x
revoke_title_law;Revoke Title;Révocation de titres;Titel aberkennen;;Revocar título;;;;;;;;;x
revoke_title_law_0;Title Revocation Disallowed;Révocation de titres non permise;Aberkennung von Titeln verboten;;Revocación de títulos no permitida;;;;;;;;;x
revoke_title_law_0_desc;The ruler is not under any circumstances allowed to interfere in the ownership of hereditary titles.;Quelles que soient les circonstances, le dirigeant n'est pas autorisé à interférer dans la propriété de titres héréditaires.;Dem Herrscher ist es unter allen Umständen verboten, Einfluss auf die Vergabe erblicher Titel zu nehmen.;;El gobernante no puede interferir en ningún caso en la propiedad de títulos hereditarios.;;;;;;;;;x
revoke_title_law_0_option;None;Aucune;Keine;;Ninguno;;;;;;;;;x
revoke_title_law_1;Title Revocation Allowed;Révocation de titre permise;Aberkennung von Titeln erlaubt;;Revocación de título permitida;;;;;;;;;x
revoke_title_law_1_desc;The ruler is allowed to legally seize hereditary titles from traitors and unlawful subjects.;Le dirigeant peut légalement s'emparer des titres héréditaires des traîtres et des sujets enfreignant la loi.;Dem Herrscher ist es von Rechts wegen erlaubt, erbliche Titel abzuerkennen, wenn es sich um Verräter oder Straffällige handelt.;;El gobernante puede legalmente apoderarse de los títulos hereditarios de súbditos traidores e inmorales.;;;;;;;;;x
revoke_title_law_1_option;Allowed;Autorisée;Erlaubt;;Permitido;;;;;;;;;x
revoke_title_law_2;Religious Control Mandate;Mandat de contrôle religieux;Religiöse Handhabe;;Mandato de control religioso;;;;;;;;;x
revoke_title_law_2_desc;The ruler has acquired the right to enforce religious control upon subjects and may now seize the titles of heathens and heretics freely.;Le dirigeant a acquis le droit d'imposer l'autorité religieuse sur ses sujets, et peut saisir les titres des infidèles et des hérétiques librement.;Der Herrscher hat das Recht, eine Religion gegenüber seinen Untertanen durchzusetzen. Er kann Heiden und Ketzern ihre Titel entziehen.;;El gobernante ha adquirido el derecho a imponer control religioso sobre súbditos y ahora puede apoderarse libremente de los títulos de paganos y herejes.;;;;;;;;;x
revoke_title_law_2_option;Religious;Religieuse;Religiös;;Religioso;;;;;;;;;x
revoke_title_law_desc;Laws governing the right of a ruler to revoke titles from its subjects.;Les lois relatives au droit d'un dirigeant de révoquer les titres de ses sujets.;Gesetze zur Regelung der Aberkennung von Titeln durch den Herrscher.;;Leyes que rigen el derecho de un gobernante a revocar los títulos de sus súbditos.;;;;;;;;;x
revoke_title_voting_power;Revoke Titles;Révoquer des titres;Titelaberkennung;;Revocar títulos;;;;;;;;;x
revoke_title_voting_power_0;Ruler Title Revocation Sovereignty;Souveraineté du dirigeant pour les révocations de titres;Herrscher entscheidet über Aberkennung von Titeln;;Revocación del título de la regla soberanía;;;;;;;;;x
revoke_title_voting_power_0_desc;The ruler has full authority on Title Revocation issues.\n;Le dirigeant décide seul des révocations de titres.\n;Der Herrscher hat bei der Aberkennung von Titeln die volle Entscheidungsbefugnis.\n;;El gobernante tiene plena autoridad sobre revocación del títulos.\n;;;;;;;;;x
revoke_title_voting_power_0_option;Ruler;Dirigeant;Herrscher;;Gobernante;;;;;;;;;x
revoke_title_voting_power_1;Title Revocation Committee;Comité de révocation de titres;Komitee zur Aberkennung von Titeln;;Comité de revocación de títulos;;;;;;;;;x
revoke_title_voting_power_1_desc;Council members vote on Title Revocation issues.\n;Les membres du Conseil votent sur les révocations de titres.\n;Ratsmitglieder stimmen über die Aberkennung von Titeln ab.\n;;Los miembros del Consejo votan sobre cuestiones de revocación de títulos.\n;;;;;;;;;x
revoke_title_voting_power_1_option;Council;Conseil;Rat;;Consejo;;;;;;;;;x
revoke_title_voting_power_desc;The Council's ability to influence Title Revocation.;La capacité du Conseil à influencer les révocations de titres.;Die Möglichkeit des Rates, die Aberkennung von Titeln zu beeinflussen.;;Capacidad del Consejo para influir en la revocación de títulos.;;;;;;;;;x
seniority;Seniority;Ancienneté;Senioratsprinzip;;Veteranía;;;;;;;;;x
status_of_women;Status of Women;Statut des femmes;Status der Frau;;Condición de la mujer;;;;;;;;;x
status_of_women_0;Traditional Status of Women;Statut traditionnel des femmes;Traditioneller Status der Frau;;Estatus tradicional de las mujer;;;;;;;;;x
status_of_women_0_desc;Women are prohibited from holding all job positions. Some government types will be restricted to Agnatic inheritance laws.;Il est interdit aux femmes d'occuper un poste de pouvoir. Certains types de gouvernement seront restreints aux lois de succession agnatiques.;Frauen sind von der Ausübung sämtlicher Positionen ausgeschlossen. Manche Regierungsformen sind auf das agnatische Erbfolgerecht beschränkt.;;A las mujeres se les prohíbe ocupar cualquier puesto de trabajo. Algunos tipos de gobierno estarán limitados a leyes de herencia agnaticias.;;;;;;;;;x
status_of_women_0_option;Tradition;Tradition;Tradition;;Tradición;;;;;;;;;x
status_of_women_1;Marginal Status of Women;Statut marginal des femmes;Marginale Stellung der Frau;;Situación marginal de la mujer;;;;;;;;;x
status_of_women_1_desc;Women are allowed to hold some power, occupying background positions behind the people in charge.;Les femmes sont autorisées à occuper certains postes de pouvoir, dans l'ombre des personnes qui commandent.;Frauen werden in bestimmten Positionen geduldet, vorwiegend in der zweiten Reihe und hinter den hauptverantwortlichen Entscheidungsträgern.;;A las mujeres se les permite tener algún poder, ocupando posiciones de fondo detrás de las personas al mando.;;;;;;;;;x
status_of_women_1_option;Marginal;Marginal;Marginal;;Marginal;;;;;;;;;x
status_of_women_2;Significant Status of Women;Statut significatif des femmes;Wichtige Rolle der Frau;;Estatus significativo de la mujer;;;;;;;;;x
status_of_women_2_desc;Women have been granted official power and are allowed to hold public offices.;Les femmes ont un pouvoir officiel et sont autorisées à occuper des postes reconnus.;Den Frauen wird offiziell Macht anvertraut. Die Ausübung öffentlicher Ämter ist erlaubt.;;Se ha concedido a las mujeres poder oficial y están autorizadas a ocupar cargos públicos.;;;;;;;;;x
status_of_women_2_option;Significant;Significatif;Wichtig;;Significativo;;;;;;;;;x
status_of_women_3;Notable Status of Women;Statut notable des femmes;Angesehene Rolle der Frau;;Estatus notable de la mujer;;;;;;;;;x
status_of_women_3_desc;Restrictions on female power have been officially repealed. All career paths are open for prominent women.;Les restrictions sur les responsabilités des femmes ont été officiellement levées. Tous les choix de carrière sont ouverts aux femmes éminentes.;Von offizieller Seite wurden alle Restriktionen in Bezug auf Frauen in Machtpositionen aufgegeben. Berühmten Frauen steht jede Laufbahn offen.;;Las restricciones al poder femenino se han derogado oficialmente. Todas las rutas de carrera están abiertas a las mujeres prominentes.;;;;;;;;;x
status_of_women_3_option;Notable;Notable;Angesehen;;Notable;;;;;;;;;x
status_of_women_4;Full Status of Women;Statut complet des femmes;Vollständige Anerkennung der Frau;;Estatus completo del mujer;;;;;;;;;x
status_of_women_4_desc;Powerful legislation removing old restrictions has finally had the effect of affecting the general opinion on women in positions of power across society.;Une puissante législation ayant mis fin aux vieilles restrictions a eu pour effet de modifier l'opinion générale de la population envers les femmes occupant des postes de pouvoir.;Die rechtliche Regelung zur Abschaffung früherer Einschränkungen hat sich durchgesetzt und die Sichtweise der Gesellschaft in Bezug auf Frauen in Machtpositionen nachhaltig verändert.;;Una poderosa legislación que retire las viejas restricciones finalmente ha tenido el efecto de afectar la opinión general sobre la mujer en puestos de poder en toda la sociedad.;;;;;;;;;x
status_of_women_4_option;Full;Complet;Gleich;;Completo;;;;;;;;;x
status_of_women_desc;Medieval societies usually function under a patriarchal social structure where women are kept from positions of power and influence. A ruler can alter this state of affairs by issuing decrees that give women increased access to higher positions in society.;Les sociétés médiévales fonctionnent d'après une structure sociale patriarcale dans laquelle les femmes sont tenues à l'écart des positions de pouvoir ou d'influence. Un dirigeant peut modifier l'état de la situation en promulguant des décrets qui donneront accès à des positions plus élevées dans la société aux femmes.;Die Gesellschaft des Mittelalters war üblicherweise patriarchal organisiert und bot Frauen keinen Zugang zu Positionen von Macht und Einfluss. Ein Herrscher kann diesen Zustand ändern und den Frauen den Weg zu einer höheren gesellschaftlichen Stellung ebnen.;;Las sociedades medievales generalmente funcionan bajo una estructura social patriarcal donde las mujeres se mantienen fuera de las posiciones de poder e influencia. Un gobernante puede alterar este estado de cosas publicando decretos que dé a la mujer un mayor acceso a posiciones más altas de la sociedad.;;;;;;;;;x
succ_appointment;Appointment;Nomination;Verabredung;;Nombramiento;;;;;;;;;x
succ_appointment_desc;On death, all titles revert back to the liege.;À la mort du détenteur, tous les titres reviennent au seigneur lige.;Beim Tod fallen alle Titel an den Lehnsherrn zurück.;;Al morir, todos los títulos retornan al señor.;;;;;;;;;x
succ_byzantine_elective;Imperial Elective;Succession impériale élective;Kaiserwahl;;Electiva imperial;;;;;;x
succ_byzantine_elective_desc;The Imperial Council and the Commanders of the Imperial Army can influence the selection of the new Emperor. Unlike Feudal Electors, each member of the Imperial Court has a different voting strength, based on his prestige, minor titles and attributes, making some electors more influential than others. The Emperor wields the most influence, unless disfigured, deformed or underage. Close relatives of the ruling Emperor, Commanders, Marshals and Claimants are all viable candidates for succession.;Le Conseil impérial et les commandants de l'armée impériale peuvent influencer le choix du nouvel empereur. Contrairement aux électeurs féodaux, chaque membre de la cour impériale a son propre nombre de voix, basé sur son prestige, ses titres mineurs et ses compétences, ce qui rend certains électeurs plus influents que d'autres. L'empereur exerce le plus d'influence, à moins d'être défiguré, déformé ou mineur. Les proches parents de l'empereur, des commandants, des maréchaux et des prétendants au trône sont tous des candidats viables à la succession.;Der kaiserliche Rat und die Befehlshaber der kaiserlichen Armee können die Wahl des neuen Kaisers beeinflussen. Im Gegensatz zu Feudalwahlen hat jedes Mitglied des kaiserlichen Hofes eine Stimmstärke, die auf seinem Prestige, seinen Titeln und Attributen basiert, wodurch einige Wähler einflussreicher als andere sind. Der Kaiser übt den größten Einfluss aus, es sei denn, er ist entstellt, deformiert oder minderjährig. Nahe Verwandte des herrschenden Kaisers, Kommandanten, Marschälle und Anspruchsteller sind alles geeignete Kandidaten für die Nachfolge.;;El Consejo Imperial y los comandantes del ejército imperial pueden influir en la selección del nuevo emperador. A diferencia de los electores feudales, los miembros de la corte imperial tienen distinta fuerza de votos, dependiendo de su prestigio, títulos y atributos menores, así que algunos electores sean más influyentes que otros. El emperador ejerce la mayor influencia, a menos que esté desfigurado, deformado o sea menor de edad. Parientes cercanos del emperador reinante, comandantes, mariscales y pretendientes son todos candidatos válidos para la sucesión.;;;;;;x
succ_catholic_bishopric;Bishopric;Évêché;Bistum;;Arzobispado;;;;;;;;;x
succ_catholic_bishopric_desc;If the liege lord has nominated a successor, he succeeds. Otherwise, the Papal Candidate is chosen.;Si le seigneur lige a nommé un successeur, celui-ci lui succède. Sinon, le candidat papal est choisi.;Wenn der Lehnsherr einen Nachfolger bestimmt hat, tritt dieser die Nachfolge an. Ansonsten wird ein päpstlicher Kandidat ausgewählt.;;Si el señor feudal ha nombrado a un sucesor, este será el heredero. De lo contrario, se elige al candidato a Papa.;;;;;;;;;x
succ_eldership;Eldership;Conseil des Anciens;Ältestenherrschaft;;Antigüedad;;;;;;;;;x
succ_eldership_desc;The oldest and wisest members of the tribe are given the authority to determine a proper successor amongst the members of the current ruling dynasty. As long as the Elders are satisfied with your leadership, they will tend to favor your candidate. If the Elders are displeased, they might pick a candidate that is not of your liking.;Les membres les plus âgés et les plus sages de la tribu ont le pouvoir de déterminer le successeur approprié parmi les membres de la dynastie au pouvoir. Tant que les anciens sont satisfaits de vos actes, ils ont tendance à favoriser votre candidat. Dans le cas contraire, ils pourraient choisir un candidat qui ne vous plaît pas.;Die ältesten und weisesten Mitglieder des Stammes erhalten die Autorität einen geeigneten Nachfolger unter der den Mitgliedern der herrschenden Dynastie zu bestimmten. Solange die Ältesten mit Eurer Führung zufrieden sind, neigen sie dazu Euren Kandidaten zu bevorzugen. Wenn die Ältesten unzufrieden sind, könnten sie einen Kandidaten auswählen, der Euch nicht gefällt.;;Los miembros de la tribu más mayores y sabios reciben la autoridad de decidir el sucesor adecuado de entre los miembros de la dinastía reinante actual. Mientras los ancianos estén satisfechos con tu liderazgo, tenderán a favorecer a tu candidato. Si están disgustados, elegirán un candidato que no sea de tu agrado.;;;;;;;;;x
succ_elective_gavelkind;Elective Gavelkind;Partage salique électif;Wahlweise Erbteilung;;Gavelkind Electiva;;;;;;;;;x
