EVTOPTFUS_FROM_TRUTH_BOMB_TT;§Y[From.GetFirstName]§! might be pleased with you.;§Y[From.GetFirstName]§! pourrait être content[From.Get_E] de vous.;§Y[From.GetFirstName]§! könnte mit Euch zufrieden sein.;;§Y[From.GetFirstName]§! podría estar encantad[From.GetOA] contigo.;;;;;;;;;x
EVTDESCB_ZE_12024;[From.GetFirstName] came over and talked to me, asking if I wanted to be friends.;[From.Get_Le_TitledFirstName] m'a demandé si je voulais que nous devenions amis.;[From.GetFirstName] kam zu mir und fragte mich, ob wir nicht Freunde sein wollen.;;[From.GetFirstName] vino hacia mí y me habló, preguntando si quería que fuésemos amigos/as.;;;;;;;;;x
EVTDESCB_ZE_12026;[From.GetFirstName] eventually stepped forward to defend my honor.;[From.GetFirstName] a fini par témoigner en ma faveur afin de défendre mon honneur.;[From.GetFirstName] meldete sich schließlich doch noch zu Wort und verteidigte meine Ehre.;;[From.GetFirstName] finalmente dio un paso adelante para defender mi honor.;;;;;;;;;x
EVTDESCB_ZE_12030;There are so many fun things to do, so many forbidden things. I wonder if [rowdy_events_char_1.GetFirstName] would like to join me in some fun pranks?;Il y a tant de choses amusantes à faire, tant de choses interdites. Je me demande si [rowdy_events_char_1.GetFirstName] voudrait se joindre à moi pour faire des farces.;Es gibt so viele lustige Dinge, die man tun könnte, so viel Verbotenes. Ob [rowdy_events_char_1.GetFirstName] bei meinen Streichen wohl mitmachen würde?;;Hay tantas cosas divertidas de hacer, tantas cosas prohibidas. ¿Me pregunto si a [rowdy_events_char_1.GetFirstName] le gustaría acompañarme en algunas travesuras graciosas?;;;;;;;;;x
EVTDESCB_ZE_12032;[From.GetFirstName] seems content to let me win when we play games.;[From.GetFirstName] semble se réjouir de me laisser gagner lorsque nous jouons à des jeux.;[From.GetFirstName] ist scheinbar zufrieden damit, mich immer gewinnen zu lassen.;;[From.GetFirstName] parece contento con dejarme ganar cuando jugamos a algo.;;;;;;;;;x
EVTDESCB_ZE_12034;[From.GetFirstName] joined me and we did all kinds of pranks and tricks, everything except summoning [Root.Religion.GetRandomEvilGodName]!;[From.GetFirstName] m'a rejoint[Root.Get_E], et nous avons joué plein de tours et fait des farces. Nous avons tout fait sauf invoquer [Root.GetEvilGodLeLaLes] !;[From.GetFirstName] war dabei und zusammen haben wir allerlei Schabernack getrieben. Das Einzige, worauf wir verzichtet haben, war [Root.Religion.GetRandomEvilGodName] zu beschwören!;;[From.GetFirstName]X me acompañó e hicimos todas clases de travesuras y bromas, todo excepto invocar a [Root.Religion.GetRandomEvilGodName]!;;;;;;;;;x
EVTDESCB2_ZE_12034;[From.GetFirstName] didn't want to play.;[From.GetFirstName] ne voulait pas jouer.;[From.GetFirstName] wollte nicht spielen.;;[From.GetFirstName] no quería jugar.;;;;;;;;;x
EVTDESCB_ZE_12036;Me and [From.GetFirstName] did all kinds of crazy and forbidden things. It was fun!;[From.GetFirstName] et moi avons fait toutes sortes de choses un peu folles et interdites. C'était vraiment amusant !;[From.GetFirstName] und ich stellten die schlimmsten, verrücktesten Sachen an. Was für ein Spaß!;;[From.GetFirstName] y yo hicimos todo tipo de cosas locas y prohibidas. ¡Fue muy divertido!;;;;;;;;;x
EVTDESCB_ZE_12040;I'm out playing with [willful_events_char_2.GetFirstName] and we're close to the abandoned haunted house, we're not supposed to go there and [willful_events_char_2.GetFirstName] is looking frightened.;[willful_events_char_2.GetFirstName] et moi jouons dehors, non loin de la maison abandonnée. Nous n'avons normalement pas le droit d'y aller, et [willful_events_char_2.GetFirstName] dissimule mal sa crainte.;Ich spiele mit [willful_events_char_2.GetFirstName] und wir sind in der Nähe des Hauses, in das wir nicht hineingehen sollen. [willful_events_char_2.GetFirstName] sieht ängstlich aus.;;Estoy fuera jugando con [willful_events_char_2.GetFirstName] y estamos cerca de la casa embrujada abandonada. Se supone que no tenemos que ir allí y [willful_events_char_2.GetFirstName] parece asustado.;;;;;;;;;x
EVTDESCB_ZE_12042;[From.GetFirstName] really wants to go inside the scary haunted house. It looks like it's dangerous and we have been told not to go near it.;[From.GetFirstName] veut absolument visiter l'effrayante maison hantée. L'expédition semble dangereuse, d'autant que l'on m'a expressément interdit de m'en approcher.;[From.GetFirstName] möchte unbedingt in das gruselige Haus. Das Haus wirkt bedrohlich und man hat uns ausdrücklich ermahnt, nicht dorthin zu gehen.;;[From.GetFirstName] quiere entrar de verdad en la terrorífica casa embrujada. Parece que es peligroso y nos han dicho que no nos acerquemos a ella.;;;;;;;;;x
EVTDESCB_ZE_12044;[From.GetFirstName] says we have to go back now, and if we don't [From.GetSheHe] will tell on me.;[From.GetFirstName] affirme que nous devons rentrer et que, si j'insiste, [From.GetIlElle] mouchardera.;[From.GetFirstName] sagt, dass wir nun zurück müssen. Wenn wir das nicht tun, dann würde [From.GetSheHe] mich verraten.;;[From.GetFirstName] dice que tenemos que volver ahora, y si no, [From.GetSheHe] se chivará de mí.;;;;;;;;;x
EVTDESCB_ZE_12046;[From.GetFirstName] says [From.GetSheHe] will get someone else to help [From.GetHerHim].;[From.GetFirstName] m'a dit qu'[From.GetIlElle] allait trouver quelqu'un d'autre pour l'aider.;[From.GetFirstName] meint, [From.GetSheHe] würde jemand anders finden, der [From.Getihmihr] hilft.;;[From.GetFirstName] dice [From.GetSheHe] conseguirá otra persona para ayudar[From.GetHerHim].;;;;;;;;;x
EVTDESCB_ZE_12050;'Try it again,' [brooding_events_char_2.GetFirstName] says. But I can't do it! I can't whistle.;« Essayez encore », me dit [brooding_events_char_2.GetFirstName]. Mais je n'y arrive pas. Siffler est trop difficile.;"Versuch es noch einmal", sagt [brooding_events_char_2.GetFirstName]. Aber ich schaffe das nicht. Nicht einmal pfeifen kann ich.;;Intentarlo otra vez', dice [brooding_events_char_2.GetFirstName]. ¡Pero no puedo! No sé silbar.;;;;;;;;;x
EVTDESCB_ZE_12052;I woke up feeling a bit hung over, and it's already evening. I vaguely recall [From.GetFirstName] looking at me before I fell asleep. I think I had plans with [From.GetHerHim].;J'émerge, l'esprit encore embrumé d'alcool, et il est déjà tard. Je me souviens vaguement de [From.GetFirstName] me regardant alors que je m'assoupissais. Je crois que nous avions quelque chose de prévu ensemble.;Ich erwachte mit einem kleinen Kater und nun ist es schon Abend. Ich erinnere mich dunkel, dass [From.GetFirstName] mich angeschaut hat, ehe ich einschlief. Ich glaube, wir hatten für heute irgendetwas geplant.;;Me desperté con un poco de resaca y ya es de tarde. Vagamente recuerdo [From.GetFirstName] me miraba antes de que quedarme dormid[Root.GetOA]. Creo que tenía planes con [From.GetSheHe].;;;;;;;;;x
EVTDESCB_ZE_12054;[From.GetFirstName] is quietly mumbling some words and rubbing [From.GetHerHis] face. 'Sorry, I'm sorry' [From.GetSheHe] says..;[From.GetFirstName] marmonne quelques mots en se frottant le visage. « Je te demande pardon », dit-[From.GetIlElle]...;[From.GetFirstName] murmelt etwas und reibt sich das Gesicht. "Entschuldige. Tut mir leid", sagt [From.GetSheHe].;;"[From.GetFirstName] murmura algunas palabras en silencio y frota [From.GetHerHis] cara. ""Lo siento, lo siento"", dice [From.GetSheHe].";;;;;;;;;x
EVTDESCB_ZE_12056;Waking up in my room, I seem to be missing some money. I vaguely remember [From.GetFirstName] being here. Wasn't [From.GetSheHe]?;Je me réveille dans ma chambre et j'ai l'impression qu'il me manque de l'argent. Je me souviens vaguement que [From.GetFirstName] était ici. Je me trompe ?;Als ich wach werde, wird mir klar, dass etwas Geld fehlt. Ich kann mich dunkel daran erinnern, dass [From.GetFirstName] hier gewesen ist. Oder etwa doch nicht?;;Al despertar en mi habitación, me parece que me falta algo de dinero. Vagamente recuerdo que [From.GetFirstName] estaba aquí. ¿O no era [From.GetSheHe]?;;;;;;;;;x
EVTDESCB_ZE_12060;I've been asked to go fetch some supplies at the market but it's a long walk. [indolent_events_char_2.GetFirstName] is already going to get other things.;Je dois aller chercher des provisions au marché, mais c'est une longue marche. [indolent_events_char_2.GetFirstName] y va déjà pour d'autres raisons.;Mir wurde aufgetragen, auf dem Markt etwas zu kaufen, aber der Marsch wird weit sein. [indolent_events_char_2.GetFirstName] muss schon etwas anderes besorgen.;;Me ha pedido que vaya a por algunos suministros en el mercado pero es una larga caminata. [indolent_events_char_2.GetFirstName] va a buscar otras cosas.;;;;;;;;;x
EVTDESCB_ZE_12062;Today me and [From.GetFirstName] spent some time outside cutting down trees, no complaints from the young [From.GetBoyGirl] and work was finished early.;[From.GetFirstName] et moi avons passé la journée dehors à couper des arbres sans qu'[From.GetIlElle] ne se plaigne. Du coup, nous avons terminé en avance.;Heute verbrachte ich mit [From.GetFirstName] viel Zeit beim Holzfällen im Freien. Es gab keine Beschwerden und wir waren zeitig fertig.;;Hoy [From.GetFirstName] y yo pasamos un tiempo fuera cortando árboles, no hay quejas de [From.GetElLa] joven [From.GetBoyGirl] y terminamos pronto el trabajo.;;;;;;;;;x
EVTDESCB_ZE_12064;[From.GetFirstName] seemed worried and brought me some tea. I have to drink it to get better. I also got some freshly baked bread for when I feel better.;[From.GetFirstName] a immédiatement fait du thé avec inquiétude. Je dois le boire pour aller mieux, et j'ai même du pain chaud pour quand je serai sur pied.;[From.GetFirstName] schien besorgt und brachte mir Tee, den ich trinken soll, damit es mir besser geht. Außerdem erhielt ich frisch gebackenes Brot, das ich essen darf, wenn es mir besser geht.;;[From.GetFirstName]  parecía preocupado y me trajo un poco de té. Tengo que tomarlo para ponerme mejor. También me hizo pan recién horneado para cuando me sienta mejor.;;;;;;;;;x
EVTDESCB_ZE_12066;[From.GetFirstName] was happy when I brought [From.GetHerHim] some tea and bread. [From.GetSheHe] should recover soon.;[From.GetFirstName] était aux anges quand j'ai apporté du thé et du pain. De quoi se remettre bien vite.;[From.GetFirstName] freute sich über Tee und Brot. [From.GetSheHe] dürfte sich bald schon erholen.;;[From.GetFirstName] se sintió feliz cuando [From.GetHerHim] traje un poco de té y pan. Seguro que [From.GetSheHe] se recupera pronto.;;;;;;;;;x
EVTDESCB_ZE_12070;It's late at night and I get out of bed to use the chamberpot. [playful_events_char_2.GetFirstName] starts calling my name and I see a man hiding under the dining table. He notices me and whispers 'psst, come over here'. ;La nuit est passablement avancée quand je me lève pour utiliser le pot de chambre. C'est alors que [playful_events_char_2.GetFirstName] m'interpelle, attirant mon attention vers l'homme caché sous la table. Ce dernier me remarquant, il chuchote « psst, par ici ! ». ;Eines Nachts stehe ich auf, weil ich auf den Topf muss. [playful_events_char_2.GetFirstName] ruft meinen Namen und unter dem Tisch sehe ich einen Mann, der sich dort versteckt. Er bemerkt mich und flüstert: "Psst, komm mal her." ;;"Es tarde en la noche y me levanto de la cama para utilizar el orinal. [playful_events_char_2.GetFirstName] comienza a decir mi nombre y veo a un hombre escondido bajo la mesa del comedor. Me ve y susurra ""chiss, ven aquí"".";;;;;;;;;x
EVTDESCB_ZE_12072;After some hours running errands I was heading back home with [From.GetFirstName]. Just as I told [From.GetHerHim] we were going home [From.GetSheHe] took one of the bags to help carry it without me even asking.;Après plusieurs heures passées à faire les courses, me voilà sur le chemin du retour avec [From.GetFirstName]. Quand je lui ai dit que nous rentrions, [From.GetIlElle] a immédiatement pris l'un des sacs sans que je lui demande quoi que ce soit.;Nach einigen Stunden, in denen ich verschiedene Aufgaben zu erledigen hatte, ging ich mit [From.GetFirstName] nach Hause. Gerade, als ich [From.Getihmihr] gesagt hatte, dass wir nach Hause gehen, nahm [From.GetSheHe] eine meiner Taschen und half mir unaufgefordert beim Tragen.;;Después de algunas horas haciendo recados con [From.GetFirstName], volvíamos a casa. Cuando [From.GetHerHim] dije que nos íbamos a casa, [From.GetSheHe] tomó una de las bolsas para ayudarme sin preguntar siquiera.;;;;;;;;;x
EVTDESCB_ZE_12074;[From.GetFirstName] was not happy that I ran away from [From.GetHerHim] without helping. Now I have to stay indoors all day tomorrow.;[From.GetFirstName] n'a pas aimé que je file sans l'aider, et à cause de ça, je ne vais pas pouvoir sortir de la journée demain.;[From.GetFirstName] war nicht glücklich darüber, dass ich weglief, ohne [From.Getihmihr] zu helfen. Nun habe ich bis morgen Hausarrest.;;[From.GetFirstName] no estaba contento de que me escapase de [From.GetHerHim] sin ayudarle. Ahora, mañana me tengo que pasar todo el día en casa.;;;;;;;;;x
EVTDESCB_ZE_12076;[From.GetFirstName] was a little bit let down that I caught up with [From.GetHerHim] and even called me a cheater. Not always winning is a good thing for children to learn.;Ne pas avoir gagné était manifestement une déception pour [From.GetFirstName], allant jusqu'à m'accuser d'avoir triché. Les enfants doivent apprendre qu'on ne peut pas toujours gagner.;[From.GetFirstName] war ein bisschen enttäuscht, dass ich [From.GetHerHim] einholen konnte und nannte mich einen Schwindler. Es ist gut, wenn Kinder lernen, dass man nicht immer gewinnen kann.;;[From.GetFirstName] estaba un poco decepcionado de que lo hubiera atrapado, e incluso me llamó trampos[Root.GetOA]. Es bueno que los niños aprendan que se puede ganar siempre.;;;;;;;;;x
EVTDESCB_ZE_12080;After supper, me and [conscientious_events_char_2.GetFirstName] were supposed to help do the dishes. But [conscientious_events_char_2.GetFirstName] hid the dirty dishes and wants to go play instead.;Après le dîner, [conscientious_events_char_2.GetFirstName] et moi étions censés aider à faire la vaisselle. Au lieu de ça, [conscientious_events_char_2.GetFirstName] a caché les assiettes sales, préférant plutôt aller jouer.;Nach dem Abendessen sollte ich mit [conscientious_events_char_2.GetFirstName] beim Abwasch helfen. Aber [conscientious_events_char_2.GetFirstName] versteckte das schmutzige Geschirr und wollte stattdessen spielen gehen.;;Después de la cena, se suponía que [conscientious_events_char_2.GetFirstName] y yo íbamos a fregar los platos. Pero [conscientious_events_char_2.GetFirstName] escondió los platos sucios y en vez de eso quiere jugar.;;;;;;;;;x
EVTDESCB_ZE_12082;After supper, me and [From.GetFirstName] were forced to do dishes. But I was clever and hid them, until [From.GetFirstName] told on me and now I have to do all of it.;Après le dîner, [From.GetFirstName] et moi avons été obligés de faire la vaisselle. Mais j'ai caché toutes les assiettes sales. Cependant, [From.GetFirstName] a mouchardé, et maintenant je dois toutes les laver.;Nach dem Abendessen trug man mir und [From.GetFirstName] auf, den Abwasch zu erledigen. Schlau, wie ich bin, versteckte ich die schmutzigen Sachen, aber [From.GetFirstName] verriet mich und nun muss ich noch alles allein erledigen.;;Después de la cena, se suponía que [From.GetFirstName] y yo íbamos a fregar los platos. Pero fui listo y los escondí hasta que [From.GetFirstName] se chivó y ahora tengo que fregarlos todos.;;;;;;;;;x
EVTDESCB_ZE_12084;[From.GetFirstName] ran away when I told on him. The others said I don't have to do all the work alone. But I was a good [Root.GetBoyGirl] for telling them.;[From.GetFirstName] a pris la fuite lorsque j'ai mouchardé. Les autres ont dit que je n'avais pas à faire tout le travail par moi-même. Apparemment, je suis une bonne personne pour leur avoir dit.;[From.GetFirstName] lief davon, nachdem ich verraten hatte, was passiert war. Man sagte mir, dass mir stattdessen jemand anders helfen würde und dass es brav gewesen sei, davon zu erzählen.;;[From.GetFirstName]se escapó cuando conté lo que hizo Los demás dijeron que no tengo que hacer todo el trabajo solo. Pero fui un[Root.GetXA] buen[Root.GetXA] [Root.GetBoyGirl] por contárselo.;;;;;;;;;x
EVTDESCB_ZE_12086;[From.GetFirstName] was very upset with me and told everyone what I did.;[From.GetFirstName] était très en colère après moi et a dit à tout le monde ce que j'avais fait.;[From.GetFirstName] war ziemlich böse auf mich und hat allen erzählt, was ich getan habe.;;[From.GetFirstName] estaba muy enfadado conmigo y les dijo a todos lo que hice.;;;;;;;;;x
EVTDESCB_ZE_12090;Food is on my plate, but steam is coming out of it. I wonder if it's safe to eat? [fussy_events_char_2.GetTitledName] is looking at me.;La nourriture est dans mon assiette, mais elle est encore fumante. Je me demande s'il est sage d'en manger. [fussy_events_char_2.Get_Le_TitledName] me regarde.;Das Essen auf meinem Teller dampft wirklich sehr seltsam. Kann das normal sein? [fussy_events_char_2.GetTitledName] beobachtet mich aufmerksam.;;La comida está en mi plato, pero sale vapor. ¿Se podrá comer? [fussy_events_char_2.GetTitledName] me está mirando.;;;;;;;;;x
EVTDESCB_ZE_12092;[From.GetFirstName] was a bit worried about not finding [From.GetHerHis] favorite toy, but seems to have settled down and is now sound asleep. ;[From.GetFirstName] s'inquiétait de ne pas trouver son jouet favori, mais [From.GetIlElle] semble dorénavant plus calme et dort à poings fermés. ;[From.GetFirstName] war etwas beunruhigt, weil [From.GetHerHis] Lieblingsspielzeug unauffindbar war, hat sich dann aber beruhigt und schläft jetzt tief und fest.;;[From.GetFirstName] estaba un poco preocupado por no encontrar [From.GetHerHis] juguete favorito, pero parece haberse calmado y ahora duerme profundamente.;;;;;;;;;x
EVTDESCB_ZE_12094;[From.GetFirstName] finally found my toy after looking for it everywhere. It was in the trash.;[From.GetFirstName] a fini par trouver mon jouet après avoir cherché partout. Il était au fond des poubelles.;[From.GetFirstName] hat überall gesucht und mein Spielzeug schließlich gefunden. Es war im Müll.;;[From.GetFirstName] encontró mi juguete después de buscarlo por todas partes. Estaba en la basura.;;;;;;;;;x
EVTDESCB_ZE_12096;[From.GetFirstName] agreed to go get a new toy the next day and finally settled down.;[From.GetFirstName] a accepté d'aller acheter un nouveau jouet le lendemain, et le calme est revenu.;[From.GetFirstName] war damit einverstanden, morgen ein neues Spielzeug zu kaufen und gab endlich Ruhe.;;[From.GetFirstName] accedió a ir a buscar un juguete nuevo al día siguiente y finalmente se calmó.;;;;;;;;;x
EVTDESCB_ZE_12100;I woke up early and found a sealed letter addressed to [curious_events_char_2.GetTitledName]. I wonder what it could say?;Lors de mon réveil tôt ce matin, j'ai trouvé une lettre scellée adressée [curious_events_char_2.Get_au_TitledName]. Je me demande ce qui est écrit à l'intérieur.;Als ich heute Morgen in aller Früh erwachte, fand ich einen versiegelten Brief an [curious_events_char_2.GetTitledName]. Ich frage mich, was darin geschrieben steht.;;Me desperté temprano y encontré una carta sellada dirigida a [curious_events_char_2.GetTitledName]. ¿Me pregunto qué puede decir?;;;;;;;;;x
EVTDESCB_ZE_12102;I come back after a day out fetching some things at the market and see [From.GetFirstName] patiently waiting for me like I asked.;De retour après une journée passée à faire des achats au marché, j'ai vu [From.GetFirstName] qui m'attendait patiemment comme je l'avais demandé.;Als ich abends vom Markt zurückkomme, sehe ich, dass [From.GetFirstName] geduldig auf mich wartet, ganz, wie ich es mir gewünscht hatte.;;Vuelvo después de un día consiguiendo algunas cosas en el mercado y veo a [From.GetFirstName] esperándome pacientemente, tal como pedí.;;;;;;;;;x
EVTDESCB_ZE_12104;I followed [From.GetTitledName] to the market, but then [From.GetSheHe] caught me. [From.GetSheHeCap] laughed and said I was hopeless.;J'ai suivi [From.Get_le_TitledName] au marché, mais [From.GetIlElle] a fini par me remarquer. En riant, [From.GetIlElleCap] m'a dit que j'étais un cas désespéré.;Ich folgte [From.GetTitledName] zum Markt, aber dann entdeckte [From.GetSheHe] mich und hielt mich fest. [From.GetSheHeCap] lachte und sagte, ich sei wirklich ein hoffnungsloser Fall.;;He seguido a [From.GetTitledName] al mercado, pero luego [From.GetSheHe] me sorprendió. [From.GetSheHeCap] se rio y dijo que no tenía remedio.;;;;;;;;;x
EVTDESCB_ZE_12106;[From.GetFirstName] Seems regretful that [From.GetSheHe] disobeyed me. Hopefully It won't happen again.;[From.GetFirstName] semble regretter de m'avoir désobéi. Espérons que ça ne se reproduise pas.;[From.GetFirstName] scheint es zu bereuen, mir nicht gehorcht zu haben. Hoffentlich wird so etwas nicht noch einmal geschehen.;;[From.GetFirstName] parece lamentar el hecho de que [From.GetSheHe] me desobedeciera. Esperemos que no pase otra vez.;;;;;;;;;x
EVTDESCB_ZE_12110;Spending time with [idolizer_events_char_2.GetFirstName] is great. We get along so well. Even when we do chores together time goes by so fast.;C'est super de passer du temps avec [idolizer_events_char_2.GetFirstName]. On s'entend tellement bien que même quand nous faisons les corvées, le temps passe plus rapidement si nous sommes ensemble.;Ich bin gern mit [idolizer_events_char_2.GetFirstName] zusammen. Wir kommen wirklich gut miteinander aus. Selbst bei den langweiligsten Arbeiten vergeht die Zeit wie im Flug.;;Pasar tiempo con [idolizer_events_char_2.GetFirstName] es genial. Nos llevamos tan bien. Incluso cuando hacemos tareas juntos el tiempo pasa volando.;;;;;;;;;x
EVTDESCB_ZE_12112;[From.GetFirstName] told me that everyone is so kind here. [From.GetSheHeCap] would make sure everyone knew how grateful [From.GetSheHe] is.;[From.GetFirstName] m'a dit qu'ici, tout le monde est très gentil. [From.GetIlElleCap] veut s'assurer que tout le monde sache à quel point [From.GetIlElle] m'est redevable.;[From.GetFirstName] hat mir gesagt, dass alle hier so nett sind. [From.GetSheHeCap] möchte, dass alle wissen, wie dankbar [From.GetSheHe] ist.;;[From.GetFirstName] me dijo que aquí todos son amables. [From.GetSheHeCap] se asegurará de que todos sepan lo agradecid[From.GetOA] que [From.GetSheHe] está.;;;;;;;;;x
EVTDESCB_ZE_12114;[From.GetFirstName] was humbled by the song I had written. But [From.GetSheHeCap] wanted to make a point of being just an ordinary person, and that I shouldn't give [From.GetHerHim] more credit than [From.GetSheHe] deserves.;L'émotion s'est faite sentir chez [From.GetFirstName] lors de la découverte de la chanson que j'ai écrite, mais [From.GetIlElle] voulait simplement rester une personne ordinaire. [From.GetIlElleCap] a dit que je ne devrais pas faire ses éloges plus qu'[From.GetIlElle] ne le mérite.;[From.GetFirstName] fühlte sich durch das Lied geschmeichelt, beharrte jedoch darauf, ein ganz normaler Mensch zu sein, mit Stärken und Schwächen wie jeder Mensch. Das solle ich nicht vergessen.;;[From.GetFirstName] se sintió mortificado por la canción que había escrito. Pero [From.GetSheHeCap] quería dejar claro que es simplemente una persona ordinaria, y que no debo dar[From.GetHerHim] más crédito del que [From.GetSheHe] merece.;;;;;;;;;x
EVTDESCB_ZE_12116;[From.GetFirstName] seems to have lost [From.GetHerHis] overwhelming affection for me. For better or worse, it's good to learn moderation. I might not be that special after all.;[From.GetFirstName] semble avoir perdu toute l'affection qu'[From.GetIlElle] me portait. Pour le meilleur ou pour le pire, un peu d'humilité ne me fera pas de mal. Peut-être que je n'ai pas ce « je ne sais quoi » de spécial, au fond.;[From.GetFirstName] scheint [From.GetHerHis]e überwältigende Zuneigung zu mir verloren zu haben. Ich werde mich wohl in Mäßigung üben müssen. Vielleicht bin ich doch nicht so besonders.;;[From.GetFirstName] parece haber perdido [From.GetHerHis] afecto abrumador hacia mí. Para bien o para mal, es bueno aprender moderación. Puede que no fuera tan especial después de todo.;;;;;;;;;x
EVTDESCB_ZE_12211;Recently, you notice that there is something wrong with Cuddles. [Root.GetSheHeCap] doesn't scurry around and play like [Root.GetSheHe] used to, [Root.GetSheHe] just lies down and moans pitifully, peering at you with [Root.GetHerHis] little beady eyes. [Root.GetSheHeCap] is obviously sick and starving.;Récemment, vous avez remarqué que quelque chose ne va pas chez Cajoleur. Il ne court et ne joue pas comme à son habitude et pousse de petits gémissements en restant allongé, vous regardant avec ses petits yeux perçants. Le pauvre animal semble malade et affamé.;Vor Kurzem ist Euch aufgefallen, dass irgendetwas mit Struppi nicht stimmt. Er stöbert und spielt auch nicht mehr, sondern liegt einfach nur da und winselt. Aus traurigen Knopfaugen schaut er dich an. Euch wird klar, dass das Tier verhungern und sterben wird.;;Recientemente, te has dado cuenta de que a Acurrucos le pasa algo. [Root.GetSheHeCap] no corre de un lado a otro y juega como solía hacer, [Root.GetSheHe] se tumba y gime lastimosamente, mirándote con [Root.GetHerHis]  pequeños ojos redondos y brillantes. [Root.GetSheHeCap] está obviamente enferm[Root.GetOA] y hambrient[Root.GetOA].;;;;;;;;;x
EVTDESCB_ZE_12219;As the guards release you from the dungeon, you take one last look back. You see Cuddles staring at you intently for a moment, [Root.GetHerHis] little eyes shining strangely in the half-darkness. Then [Root.GetSheHe] scurries away into a corner and out of sight.;Alors que les gardes vous libèrent du cachot, vous jetez un dernier regard en arrière. Vous apercevez Cajoleur qui vous fixe intensément pendant un instant, ses petits yeux brillant d'une lueur étrange dans la pénombre. L'animal détale ensuite dans un coin hors de votre vue.;Als die Wachen Euch freilassen, werft Ihr einen letzten Blick zurück. Aufmerksam schaut Struppi Euch an, wobei seine kleinen Augen im Halbdunkel leuchten. Dann wuselt er los und verschwindet aus Eurem Blickfeld.;;Como las guardias te liberan del calabozo, echas un último vistazo atrás. Ves a Acurrucos mirándote fijamente durante un momento, sus ojitos brillando extrañamente en la semioscuridad. Entonces [Root.GetSheHe] se escapa a un rincón fuera de la vista.;;;;;;;;;x
EVTDESCB_ZE_12232;Languishing in the dungeon, I suddenly one day hear a voice calling out. It seems there is another child in these dungeons, in the cell next to mine...;Languissant au cachot, j'ai soudainement entendu une voix appeler. On dirait qu'un autre enfant est dans ce cachot, dans la cellule à côté de la mienne...;Eines Tages, nach einiger Zeit im Kerker, höre ich plötzlich, wie jemand nach mir ruft. Offenbar ist in einer der Zellen neben mir noch ein Kind.;;Languideciendo en la mazmorra, de repente un día escucho una voz que me llama. Parece que hay otro niño en estas mazmorras, en la celda contigua a la mía.;;;;;;;;;x

EVTDESCC_ZE_12000;Walking outside, I come upon some commoners along the road. One of them calls out, saying I look lovely today.;En me promenant à l'extérieur, je croise des manants sur la route. L'un d'eux me fait remarquer ma beauté en cette belle journée.;Beim Spaziergang begegnen mir ein paar Leute aus dem Volk. Einer von ihnen ruft mir zu, dass ich heute entzückend aussehe.;;Dando un paseo por fuera, me encuentro a algunos plebeyos por el camino. Uno de ellos me llama, diciendo que hoy tengo un bonito aspecto.;;;;;;;;;x
EVTDESCC_ZE_12002;As I'm beating a rabid dog in the yard, the little cur [From.GetFirstName] runs up and starts hitting me with a stick.;Alors que je frappe un chien enragé dans la cour, [From.GetFirstName] accourt et commence à me frapper à coups de bâton.;Als ich auf dem Hof einen tollwütigen Köter verprügle, kommt dieses Gör [From.GetFirstName] und fängt an, mit einem Stecken auf mich einzuschlagen.;;Mientras pegaba a un perro rabioso en el patio, el pequeño bellaco de [From.GetFirstName] se acerca y empieza a pegarme con un palo. ;;;;;;;;;x
EVTDESCC_ZE_12004;My treatment of that uppity peasant had the unfortunate effect of making more of them angry.;Ma façon de traiter ce paysan arrogant a eu le malheur d'en mettre davantage en colère.;Meine Reaktion gegenüber dem dreisten Bauern hatte die bedauerliche Nebenwirkung, dass nun noch mehr von ihnen aufgebracht sind.;;Mi tratamiento de ese campesino engreído ha tenido el efecto inoportuno de volverlos aún más enojados.;;;;;;;;;x
EVTDESCC_ZE_12010;As I am out playing by myself and taking a break to eat some bread I brought from the kitchens, I suddenly notice a young peasant child staring at me. [Root.GetSheHeCap] looks hungry.;Lors d'une pause pour manger du pain apporté des cuisines alors que je jouais tout seul à l'extérieur, j'ai soudain remarqué un jeune enfant de paysan me fixant du regard. [Root.GetIlElleCap] semble avoir vraiment faim.;Als ich draußen spiele und kurz etwas Brot, das ich aus der Küche mitgebracht habe, essen möchte, fällt mir plötzlich ein kleines Bauernkind auf. [Root.GetSheHeCap] sieht hungrig aus.;;Mientras jugaba sol[Root.GetOA] y descans[Root.GetOA] un rato para comer un poco de pan, que me he traído de la cocina, de repente noto a un niñ[Root.GetOA] pequeñ[Root.GetOA] campesin[Root.GetOA] me mira fijamente. [Root.GetSheHeCap] parece hambriento. ;;;;;;;;;x
EVTDESCC_ZE_12012;Young [From.GetTitledFirstName] just walked up to me today, striking up conversation. We ended up having a long talk, about a great many things.;[From.Get_Le_TitledFirstName] a entamé la conversation avec moi aujourd'hui. Nous avons fini par avoir une longue discussion sur de nombreux sujets.;Klein [From.GetTitledFirstName] kam zu mir, um mit mir zu plaudern. Wir unterhielten uns lange und gut über alle möglichen Themen.;;[From.GetElLaCap] joven [From.GetFirstName] se me ha acercado, entablando conversación. Terminamos teniendo una larga charla sobre muchas cosas.;;;;;;;;;x
