#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

# Trigger scopes


# Effect scopes

ALL_UNITS;All Units;Toutes les unités;Alle Einheiten;;Todas las unidades;;;;;;;;;x

ALL_POT_TRIBAL_COUNTY_STARTS;All Potential Tribal Counties;Tous les comtés tribaux potentiels;Alle potentiellen Stammesgrafschaften;;Todos los condados tribales en potencia;;;;;;;;;x

ALL_PROVINCE_HOLDINGS;All Province Holdings;Toutes les propriétés de la province;Alle Provinzbesitztümer;;Las posesiones de todas las provincias;;;;;;;;;x

ALL_DE_JURE_LIEGES_TITLES;All De Jure Liege Titles;Tous les titres de seigneur de jure;Alle De-Jure-Lehnsherrntitel;;Todos los títulos De Iure del señor;;;;;;;;;x

ALL_VOTERS;All voters;Tous les votants;Alle Stimmberechtigten;;Todos los votantes;;;;;;;;;x

ALL_CHARACTERS;All Characters;Tous les personnages;Alle Charaktere;;Todos los personajes;;;;;;;;;x

ALL_LANDED_TITLES;All Landed Titles;Tous les titres fonciers;Alle Titel mit Landbesitz;;Todos los títulos de tierras;;;;;;;;;x

ALL_PROVINCES;All Counties;Tous les comtés;Alle Provinzen;;Todas las provincias;;;;;;;;;x

ALL_KILL_LIST_CHARACTER;All characters in Kill List;Tous les personnages dans la liste de tués;Alle Charaktere in Tötungsliste;;Todos los personajes de la lista de muerte;;;;;;;;;x

ALL_PLOTTER_CHARS;Any plotter;N'importe quel comploteur;Beliebiger Verschwörer;;Algún complotador;;;;;;;;;x

ALL_COURTIERS_AND_VASSALS;All Courtiers and Vassals;Tous les courtisans et vassaux;Alle Höflinge und Vasallen;;Todos los cortesanos y vasallos;;;;;;;;;x

ALL_PLAYERS;All Players;Tous les joueurs;Alle Spieler;;Todos los jugadores;;;;;;;;;x

ALL_ARTIFACTS;All Artifacts;Tous les artefacts;Alle Artefakte;;Todos los artefactos;;;;;;;;;x

ALL_CONTROLLED_UNITS;All controlled armies;Toutes les armées contrôlées;Alle kontrollierten Armeen;;Todos los ejércitos controlados;;;;;;;;;x

ALL_QUEST_TARGETS;All quest targets;Toutes les cibles de quête;Alle Missionsziele;;Todos los objetivos de misión;;;;;;;;;x

ALL_QUESTERS;All characters with a mission;Tous les personnages avec une mission;Alle Personen mit einer Mission;;Personajes con misiones;;;;;;;;;x

ALL_QUESTERS_TARGETTING;All characters with a mission targeting;Tous les personnages avec une mission ciblant;Alle Personen mit Missionsziel;;Personajes con el objetivo de misión;;;;;;;;;x

ALL_DE_JURE_VASSAL_TITLES;All De Jure Vassal Titles;Tous titres de vassaux de jure;Alle De-jure-Vasallentitel;;Todos los títulos de vasallos de iure;;;;;;;;;x

ALL_DE_JURE_VASSALS;All De Jure Vassals;Tous vassaux de jure;Alle De-jure-Vasallen;;Todos los vasallos de iure;;;;;;;;;x

ALL_DIRECT_DE_JURE_VASSAL_TITLES;All Direct De Jure Vassal Titles;Tous les titres vassaux directs de jure;Alle rechtmäßigen Vasallentitel;;Todos los títulos de vasallos de iure;;;;;;;;;x

ALL_WARS;All Wars;Toutes les guerres;Alle Kriege;;todas las guerras;;;;;;;;;x

ALL_COURTIERS;All Courtiers;Tous les courtisans;Alle Höflinge;;Todos los cortesanos;;;;;;;;;x

ALL_CURRENT_ENEMIES;All War Enemies;Tous les ennemis de guerre;Alle Kriegsgegner;;Todos los enemigos en guerra;;;;;;;;;x

ALL_DYNASTY_MEMBERS;All Dynasty Members;Tous les membres de la dynastie;Alle Dynastiemitglieder;;Todos los miembros de la dinastía;;;;;;;;;x

ALL_HOST_COURTIERS;All Host Courtiers;Tous les courtisans de la Cour actuelle;Alle hiesigen Höflinge;;Todos los cortesanos anfitriones;;;;;;;;;x

ALL_INDEPENDENT_RULERS;All Independent Rulers;Tous les souverains indépendants;Alle unabhängigen Herrscher;;Todos los gobernantes independientes;;;;;;;;;x

ALL_PROV_CHARS;All Province Characters;Tous les personnages des provinces;Alle Provinzcharaktere;;Todos los personajes de la provincia;;;;;;;;;x

ALL_PROV_LORDS;All Province Lords;Tous les seigneurs des provinces;Alle Provinzfürsten;;Todos los señores de la provincia;;;;;;;;;x

ALL_REALM_CHARACTERS;All Realm Characters;Tous les personnages du pays;Alle Reichscharaktere;;Todos los personajes del reino;;;;;;;;;x

ALL_REALM_LORDS;All Realm Lords;Tous les seigneurs du pays;Alle Reichsfürsten;;Todos los señores del reino;;;;;;;;;x

ALL_VASSALS;All Vassals;Tous les vassaux;Alle Vasallen;;Todos los vasallos;;;;;;;;;x

WONDER_ALL_PREVIOUS_WONDER_OWNERS;All Previous Owners of Great Work;Tous les précédents détenteurs de grand ouvrage;Alle vorherigen Besitzer Großer Bauwerke;;Todo expropietario de gran obra;;;;;;;;;x

WONDER_UPGRADES_ALL;All Great Work Features;Toutes les caractéristiques de grand ouvrage;Alle Verbesserungen Großer Bauwerke;;Todos los elementos de gran obra;;;;;;;;;x

WONDER_UPGRADES_ALL_OWNED;All Demesne Great Work Features;Toutes les caractéristiques de grand ouvrage du domaine;Alle Verbesserungen Großer Bauwerke in der Domäne;;Todos los elementos de gran obra de la heredad;;;;;;;;;x

WONDER_UPGRADES_ALL_REALM;All Realm Great Work Features;Toutes les caractéristiques de grand ouvrage du pays;Alle Verbesserungen Großer Bauwerke im Reich;;Todos los elementos de gran obra del reino;;;;;;;;;x

WONDERS_ALL;All Great Works;Tous les grands ouvrages;Alle Großen Bauwerke;;Toda gran obra;;;;;;;;;x

WONDERS_ALL_OWNED;All Demesne Great Work;Tous les grands ouvrages du domaine;Alle Großen Bauwerke in der Domäne;;Toda gran obra de la heredad;;;;;;;;;x

WONDERS_ALL_OWNERS;All Great Work Owners;Tous les détenteurs de grand ouvrage;Alle Besitzer Großer Bauwerke;;Todo propietario de gran obra;;;;;;;;;x

WONDERS_ALL_REALM;All Realm Great Work;Tous les grands ouvrages du pays;Alle Großen Bauwerke im Reich;;Toda gran obra del reino;;;;;;;;;x

WONDERS_ALL_UPGRADES_ON;All Features on Great Work;Toutes les caractéristiques d'un grand ouvrage;Alle Verbesserungen bei Großen Bauwerken;;Todos los elementos de gran obra;;;;;;;;;x



# Other scopes

DEFACTO_LIEGE_STARTS;De Facto Liege;Seigneur lige de facto;De-facto-Lehnsherr;;Señor de hecho;;;;;;;;;x

DEJURE_LIEGE_STARTS;De Jure Liege;Seigneur lige de jure;De-jure-Lehnsherr;;Señor de derecho;;;;;;;;;x

EMPTY_NEIGHBOR_PROVINCE_STARTS;Empty neighbor County;Comté voisin vide;Leere Nachbarprovinz;;Provincia vecina vacía;Provincia confinante vuota;;;;;;;;x

FAMILY_PALACE;Family Palace;Palais familial;Familienpalast;;Palacio Familiar;;;;;;;;;x

FOUNDER_SCOPE;Bloodline Founder;Fondateur de la lignée;Erschaffer der Blutlinie;;Fundador de linaje;;;;;;;;;x

HEIR_TITLE_STARTS;Any Heir Title;N'importe quel titre d'héritier;Beliebiger Erbtitel;;Algún título de heredero;;;;;;;;;x
NOT_HEIR_TITLE_STARTS;No Heir Title;Aucun titre d'héritier;Keiner Erbtitel;;Ningún titulo de heredero;;;;;;;;;x

NEIGHBOR_PROVINCE_STARTS;Any Neighboring Province;N'importe quelle province voisin;Beliebiger Nachbarprovinz;;Algunha provincia vecina;;;;;;;;;x
NOT_NEIGHBOR_PROVINCE_STARTS;No Neighboring Province;Aucune province voisin;Keiner Nachbarprovinz;;Ningunha provincia vecina;;;;;;;;;x

PRETENDER_TITLE_STARTS;Any Pretender Title;N'importe quel titre de prétendant;Beliebiger Anwärter-Titel;;Angún titulo de aspirante;;;;;;;;;x
NOT_PRETENDER_TITLE_STARTS;No Pretender Title;Aucun titre de prétendant;Keiner Anwärter-Titel;;Ningún título de aspirante;;;;;;;;;x

TRIGGER_DYNASTY_HEAD;Head of Dynasty;Chef de la dynastie;Oberhaupt der Dynastie;;Líder de Dinastía;;;;;x

TRIGGER_BAND_CREATOR;Band creator;Créateur d'une bande de mercenaires;Truppgründer;;Creador de la compañía;;;;;;;;;x

TRIGGER_MOST_PART_CRUSADER;Most Contributing Crusader;Croisé le plus contributif;Kreuzritter mit dem größten Beitrag;;El cruzado que más contribuye.;;;;;;;;;x

TRIGGER_SUZERAIN;Suzerain;Suzerain;Herrscher;;Soberano;;;;;;;;;x

TRIGGER_PARENT_RELIGION_HEAD;Head of Parent Religion;Chef de la religion parente;Oberhaupt einer übergeordneten Religion;;Cabeza de la religión paterna;;;;;;;;;x

TRIGGER_PLAYER_HEIR_SCOPE;Player Heir;Héritier du joueur;Erbe des Spielers;;Jugador heredero;;;;;;;;;x

TRIGGER_RIGHTFUL_RELIGIOUS_HEAD_SCOPE;Rightful Head of Religion;Chef légitime de la religion;Rechtmäßiges Oberhaupt der Religion;;Cabeza de la religión legítima;;;;;;;;;x

TRIGGER_NEW_ARTIFACT;New Artifact;Nouvel artefact;Neues Artefakt;;Artefacto nuevo;;;;;;;;;x

TRIGGER_QUEST_TARGET;Target of a Mission for a Society;Cible d'une mission d'une société secrète;Ziel einer Mission für einen Zirkel;;Objetivo de una misión de una sociedad;;;;;;;;;x

TRIGGER_SOCIETY;Society;Société;Zirkel;;Sociedad;;;;;;;;;x

TRIGGER_HOSPITAL_OWNER;Hospital Owner;Possède un hôpital;Hospital-Besitzer;;Posee Hospital;;;;;;;;;x

TRIGGER_DISCOVERED_SOCIETY;Perceived Society;Société supposée;Vermuteter Zirkel;;Supuesta sociedad;;;;;;;;;x

TRIGGER_ALLY;Any Ally;Tout allié;Beliebiger Bündnispartner;;Algún aliado;Qualsiasi alleato;;;;;;;;x

TRIGGER_CAPITAL;Capital;Capitale;Hauptstadt;;Capital;Capitale;;;;;;;;x

TRIGGER_CENTER_FLANK_LEADER;Center Flank Commander;Commandant du flanc central;Kommandant der Mittelflanke;;Comandante del flanco central;;;;;;;;;x

TRIGGER_CONTROLLER;Controller;Contrôleur;Kontrolleur;;Controlador;Controllore;;;;;;;;x

TRIGGER_COUNTRY;Land;Terre;Land;;Tierra;;;;;;;;;x

TRIGGER_COUNTY;County;Comté;Grafschaft;;Condado;;;;;;;;;x

TRIGGER_CURRENT_HEIR_SCOPE;Current Heir;Héritier actuel;Derzeitiger Nachfolger;;Heredero actual;;;;;;;;;x

TRIGGER_DUCHY;Duchy;Duché;Herzogtum;;Ducado;;;;;;;;;x

TRIGGER_EMPLOYER;Employer;Employeur;Arbeitgeber;;Patrono;Datore di lavoro;;;;;;;;x

TRIGGER_GUARDIAN;Guardian;Tuteur;Vormund;;Tutor;;;;;;;;;x

TRIGGER_HOLDER_SCOPE;Title Holder;Titulaire;Träger;;Propietario;;;;;;;;;x

TRIGGER_HOST;Host;Hôte;Heerschar;;Anfitrión;;;;;;;;;x

TRIGGER_KINGDOM;Kingdom;Royaume;Königreich;;Reino;;;;;;;;;x

TRIGGER_LEFT_FLANK_LEADER;Left Flank Commander;Commandant du flanc gauche;Kommandant der linke Flanke;;Comandante del flanco izquierdo;;;;;;;;;x

TRIGGER_LIEGE;Liege;Seigneur lige;Lehnsherr;;Señor;;;;;;;;;x

TRIGGER_LOCATION;Location;Situation;Ort;;Ubicación;Località;;;;;;;;x

TRIGGER_NEW_CHAR;New Character;Nouveau personnage;Neuer Charakter;;Nuevo personaje;;;;;;;;;x

TRIGGER_OWNER;Province Owner;Propriétaire de la province;Provinzeigentümer;;Dueño de la provincia;Possessore della provincia;;;;;;;;x

TRIGGER_PLOT_TARGET_CHAR;Plot Target Character;Personnage cible du complot;Verschwörungs-Zielcharakter;;Personaje objetivo del complot;;;;;;;;;x

TRIGGER_PLOT_TARGET_TITLE;Plot Target Title;Titre de la cible du complot;Verschwörungs-Zieltitel;;Título objetivo del complot;;;;;;;;;x

TRIGGER_PREFERRED_HEIR_SCOPE;Preferred Heir;Héritier préféré;Bevorzugter Nachfolger;;Heredero preferido;;;;;;;;;x

TRIGGER_PRIMARY_TITLE;Primary Title;Titre principal;Haupttitel;;Título principal;;;;;;;;;x

TRIGGER_REALM;Realm;Pays;Reich;;Reino;;;;;;;;;x

TRIGGER_REGENT;Regent;Régent;Regent;;Regente;;;;;;;;;x

TRIGGER_RELIGION_HEAD;Head of Religion;Chef religieux ;Religionsoberhaupt;;Líder espiritual;;;;;;;;;x

TRIGGER_RIGHT_FLANK_LEADER;Right Flank Commander;Commandant du flanc droit;Kommandant der rechte Flanke;;Comandante del flanco derecho;;;;;;;;;x

TRIGGER_SPOUSE;Spouse;Conjoint;Ehegatte;;Cónyuge;;;;;;;;;x

TRIGGER_THIS;This;Ce(tte);Dies;;Este(a);;;;;;;;;x

TRIGGER_TOP_LIEGE;Top Liege;Souverain;Oberster Lehnsherr;;Señor principal;;;;;;;;;x

TRIGGER_ARTIFACT_PREVIOUS_OWNER;Previous Artifact Owner;Précédent propriétaire de l'artefact;Vorheriger Artefaktbesitzer;;Anterior propietario de artefacto.;;;;;;;;;x

TRIGGER_NEW_BLOODLINE;New Bloodline;Nouvelle lignée;Neue Blutlinie;;Nuevo linaje;;;;;;;;;x

TRIGGER_PARENT_RELIGION;Parent Religion;Religion parente;Stammreligion;;Religión original;;;;;;;;;x

TRIGGER_SIEGE;Siege;Siège;Belagerung;;Sitio;;;;;;;;;x

TRIGGER_LEADER;Leader;;Anführer;;;;;;;;;;;x

TRIGGER_ARTIFACT_ORIGINAL_OWNER;Artifact Original Owner;Premier propriétaire de l'artefact;Ursprünglicher Besitzer des Artefakts;;Propietario original de artefacto;;;;;;;;;x

TRIGGER_ARTIFACT_OWNER;Artifact Owner;Propriétaire d'artefact;Besitzer des Artefakts;;Propietario de artefacto;;;;;;;;;x

TRIGGER_EMPIRE;Empire;Empire;Reich;;Imperio;;;;;;;;;x

TRIGGER_LOVER;Lover;Amant(e);Liebhaber;;Amante;;;;;;;;;x

TRIGGER_ATTACKER;Main Attacker;Agresseur principal;Hauptangreifer;;Atacante Principal;;;;;;;;;x
TRIGGER_DEFENDER;Main Defender;Défenseur principal;Hauptverteidiger;;Defensor Principal;;;;;;;;;x

TRIGGER_MOST_PART_ATTACKER;Most Contributing Attacker;Agresseur le plus contributif;Angreifer, der am meisten beigetragen hat;;Atacante que más contribuyó;;;;;;;;;x
TRIGGER_MOST_PART_DEFENDER;Most Contributing Defender;Défenseur le plus contributif;Verteidiger, der am meisten beigetragen hat;;Defensor que más contribuyó;;;;;;;;;x

TRIGGER_PRIMOGENITURE_HEIR;The Primogeniture Heir;Héritier par primogéniture;Der Erbe nach Primogenitur;;El heredero primogénito;;;;;;;;;x
TRIGGER_SENIORITY_HEIR;The Seniority Heir;Héritier par ancienneté;Der Erbe nach Seniorität;;El heredero de mayor edad;;;;;;;;;x
TRIGGER_ULTIMOGENITURE_HEIR;The Ultimogeniture Heir;L'héritier par l'ultimogéniture;Der ultimogene Erbe;;El heredero ultimogénito;;;;;;;;;x

TRIGGER_CAPITAL_HOLDING;Capital Holding;La propriété doit être une capitale;Hauptbesitztum;;Propiedad de Capital;;;;;;;;;x

TRIGGER_PLOT_TARGET_PROVINCE;Plot Target Province;Province ciblée par le complot;Anschlag auf Zielprovinz verüben;;Provincia Objetivo del Complot;;;;;;;;;x

TRIGGER_SEA_ZONE;Trade Post Owner;Propriétaire du comptoir;Besitzer des Handelspostens;;Propietario del Puesto de Comercial;;;;;;;;;x

TRIGGER_TRADE_POST_OWNER;Trade Post Owner;Propriétaire du comptoir;Besitzer des Handelspostens;;Propietario del Puesto Comercial;;;;;;;;;x

TRIGGER_NEW_TITLE;New Landed Title;Nouveau titre foncier;Neuerworbener Titel;;Nuevo Título Terrateniente;;;;;;;;;x

TRIGGER_FROM;From;De;Von;;De;Da;;;;;;;;x
TRIGGER_FROMFROM;FromFrom;FromFrom;FromFrom;;FromFrom;;;;;;;;;x
TRIGGER_FROMFROMFROM;FromFromFrom;FromFromFrom;FromFromFrom;;FromFromFrom;;;;;;;;;x
TRIGGER_FROMFROMFROMFROM;FromFromFromFrom;FromFromFromFrom;FromFromFromFrom;;FromFromFromFrom;;;;;;;;;x
TRIGGER_ROOT_FROM;RootFrom;RootFrom;RootFrom;;RootFrom;;;;;;;;x
TRIGGER_ROOT_FROMFROM;RootFromFrom;RootFromFrom;RootFromFrom;;RootFromFrom;;;;;;;;x
TRIGGER_ROOT_FROMFROMFROM;RootFromFromFrom;RootFromFromFrom;RootFromFromFrom;;RootFromFromFrom;;;;;;;;x
TRIGGER_ROOT_FROMFROMFROMFROM;RootFromFromFromFrom;RootFromFromFromFrom;RootFrom;;RootFromFromFromFrom;;;;;;;;x
TRIGGER_PREV;Prev;Prev;Prev;;Prev;;;;;;;;;x
TRIGGER_PREVPREV;PrevPrev;PrevPrev;PrevPrev;;PrevPrev;;;;;;;;;x
TRIGGER_ROOT;Root;Root;Root;;Origen;;;;;;;;;x

TRIGGER_BEST_CRUSADE_CLAIMANT;Best Claimant;Prétendant le plus légitime;Bester Titelforderer;;Mejor pretendiente;;;;;;;;;x

TRIGGER_FORT_OWNER;Fort Owner;Propriétaire du fort;Eigentümer der Festung;;Dueño de Fortaleza ;;;;;;;;x

TRIGGER_CLAN_TITLE;Clan Title;Titre du clan;Clantitel;;Título del clan;;;;;;;;;x

TRIGGER_BLOOD_BROTHER;Frère de sang;Blutsbruder;;Hermano de sangre;;;;;;;;;x

TRIGGER_MERCENARY_EMPLOYER;Mercenary Employer;Employeur du Mercenaire;Söldner Arbeitgeber;;Empleador del mercenario;;;;;;;;;x
