#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC_GBC_1;[GBC_dead_one.GetTitledFirstName] died from the plague. Oh noes!;Oh non ! L'épidémie a emporté [GBC_dead_one.Get_le_TitledFirstName] !;[GBC_dead_one.GetTitledFirstName] starb an der Pest. Oh nein!;;[GBC_dead_one.GetTitledFirstName] ha muerto de la peste. ¡Oh, no!;;;;;;;;;x
EVTDSC_GBC_113_C;My dearest [Root.GetLordLady] [Root.GetFirstName], \nI send my deepest gratitude to you for the beautiful fur I received. I do not know why I would deserve such a gift, but I humbly accept. You have proven to be a most kind soul, [Root.GetLordLady] [Root.GetFirstName]. I hope you will continue to bless me with your correspondence. \n\n Your faithful friend, \n[gbc_lover.GetFirstName];[Root.GetFirstName], \nJe vous envoie ma profonde gratitude pour la belle fourrure que j'ai reçue. J'ignore pourquoi je mérite un tel présent, mais je l'accepte humblement. Vous avez fait preuve d'une grande gentillesse. J'espère que vous continuerez à me bénir avec votre correspondance. \n\n Votre fidèle ami[gbc_lover.Get_E], \n[gbc_lover.GetFirstName];[Root.GetLordLady] [Root.GetFirstName], \nIhr verdient meine tiefste Dankbarkeit für den Pelz, den ich von Euch erhalten habe. Ob ich ein solches Geschenk verdiene, weiß ich nicht, aber ich nehme es an. Ihr seid tatsächlich eine gute Seele und ich hoffe, Ihr werdet mich auch in Zukunft mit der Fortsetzung unserer Korrespondenz segnen. \n\n In treuer Freundschaft \n[gbc_lover.GetFirstName];;Mi querid[Root.GetOA] [Root.GetLordLady] [Root.GetFirstName]. \nOs envío mi más profunda gratitud por la hermosa piel que he recibido. No sé cómo he merecido tal regalo, pero lo acepto con humildad. Habéis demostrado ser una alma bondadosa, [Root.GetLordLady] [Root.GetFirstName]. Espero y deseo que sigáis bendiciéndome con vuestra correspondencia.\n\nVuestr[gbc_lover.GetOA] fiel amig[gbc_lover.GetOA],\n[gbc_lover.GetFirstName];;;;;;;;;x
EVTDSC_GBC_114;I have received an invitation from [gbc_lover.GetFirstName]'s [gbc_rival.GetHusbandWife], [gbc_rival.GetTitledFirstName]. [gbc_rival.GetSheHeCap] is arranging a yearly hunting trip at [gbc_rival.GetHerHis] estate and would like for me to join. [gbc_lover.GetFirstName] will surely be there...;J'ai reçu une invitation [gbc_rival.Get_du_TitledFirstName], [gbc_rival.GetLeLa] [gbc_rival.GetHusbandWife] de [gbc_lover.GetFirstName]. [gbc_rival.GetIlElleCap] organise un voyage de chasse annuel dans son domaine et voudrait que j'y participe. [gbc_lover.GetFirstName] y sera sûrement...;[gbc_rival.GetTitledFirstName], [gbc_rival.Getderdie] [gbc_rival.GetHusbandWife] von [gbc_lover.GetFirstName], schickte mir eine Einladung. [gbc_rival.GetSheHeCap] organisiert einen Jagdausflug auf dem Landgut und möchte, dass ich mit von der Partie bin. Sicher wird auch [gbc_lover.GetFirstName] dort sein ...;;He recibido una invitación de [gbc_rival.GetFirstName], [gbc_rival.GetHusbandWife] de [gbc_lover.GetFirstName]. [gbc_rival.GetElEllaCap] está organizando la cacería anual en su finca y le gustaría que me uniese a ellos. Seguro que [gbc_lover.GetFirstName] estará allí…;;;;;;;;;x
EVTDSC_GBC_116;It's the first eve of [gbc_rival.GetTitledFirstName]'s great hunt and everyone is welcomed by a great feast. The entertainment and refreshments are superb but I only have eyes for [gbc_lover.GetFirstName] seated by [gbc_rival.GetFirstName]'s side. During the evening [gbc_lover.GetSheHe] meets my gaze a handful of times, only to look away blushing.;C'est le premier soir de la grande chasse organisée par [gbc_rival.Get_le_TitledFirstName] et tout le monde est accueilli par un grand banquet. Les divertissements et les rafraîchissements sont excellents, mais je n'ai d'yeux que pour [gbc_lover.GetFirstName], qui a pris place à côté de [gbc_rival.GetFirstName]. Durant la soirée, [gbc_lover.GetIlElle] a croisé mon regard à plusieurs reprises, avant de le détourner en rougissant.;Am ersten Abend der Jagd lädt [gbc_rival.GetTitledFirstName] alle Teilnehmer zu einem großen Bankett ein. Die Schausteller und die Bewirtung ist fabelhaft, aber ich habe für nichts anderes Augen als für [gbc_lover.GetFirstName], [gbc_rival.Getderdie] an der Seite von [gbc_rival.GetFirstName] an der Tafel sitzt. Während des Fests treffen sich unsere Blicke einige Male, doch zu mehr kommt es nicht.;;Es la primera noche de la gran cacería de [gbc_rival.GetTitledFirstName] y todos somos recibidos con un gran banquete. Las diversiones y los refrigerios son magníficos, pero solo tengo ojos para [gbc_lover.GetFirstName], sentad[gbc_lover.GetOA] junto a [gbc_rival.GetFirstName]. Durante la noche, [gbc_lover.GetElElla] encuentra mi mirada en un puñado de ocasiones, solo para desviarla, sonrojad[gbc_lover.GetOA].;;;;;;;;;x
EVTDSC_GBC_118;It is past midnight and I am wandering the halls of the keep, searching for [gbc_lover.GetFirstName]'s quarters. While [gbc_lover.GetSheHe] left the feast early, [gbc_lover.GetHerHis] [gbc_rival.GetHusbandWife] was still drinking with [gbc_rival.GetHerHis] closest friends when I left. However suddenly, when I turn a corner, [gbc_rival.GetSheHe] is right there!;Il est minuit passé et j'arpente les grandes salles du château à la recherche de la chambre de [gbc_lover.GetFirstName]. Alors qu'[gbc_lover.GetIlElle] a quitté le banquet tôt, s[gbc_rival.GetOnA], [gbc_rival.GetHusbandWife], était encore en train de boire avec ses amis lorsque j'ai quitté les lieux. Cependant, soudainement, après avoir franchi un angle, [gbc_rival.GetIlElle] est juste là !;Es ist nach Mitternacht und ich wandere durch die Hallen der Burg, auf der Suche nach dem Quartier von [gbc_lover.GetFirstName]. Während [gbc_lover.GetSheHe] das Fest vorzeitig verlassen hat, war seine/ihr [gbc_rival.GetHusbandWife] noch auf dem Fest beim Umtrunk mit Freunden. Dann, als ich durch eine Biegung des Gangs komme, steht [gbc_rival.GetSheHe] plötzlich vor mir!;;Es más de medianoche y vago por las salas de la torre, buscando los aposentos de [gbc_lover.GetFirstName]. Aunque [gbc_lover.GetElElla] dejó pronto el banquete, su [gbc_lover.GetHusbandWife] seguía bebiendo con sus amistades más cercanas. ¡Sin embargo, cuando doblo la esquina, [gbc_rival.GetElElla] está justo ahí!;;;;;;;;;x
EVTDSC_GBC_119;I am stalking through the underbrush, closely following my assigned hound. It seems as if it has found a trail! Then suddenly my concentration is shattered by a distant [gbc_lover.GetManWoman]'s scream. What is happening?!;Je traque à travers les broussailles, en suivant de près mon chien assigné. Il semble qu'il a flairé une piste ! Puis soudainement le cri d'un[gbc_lover.Get_E] [gbc_lover.GetManWoman] retentit au loin. Que se passe-t-il ?;Ich schleiche durchs Unterholz, dem Jagdhund, der mir zugeteilt wurde, dicht auf den Fersen. Scheinbar hat er eine Spur gefunden! Doch dann wird meine Konzentration von einem Schrei in der Ferne gestört. Kenne ich diese Stimme? Was ist passiert? ;;Acecho entre la maleza siguiendo atentamente el sabueso que me han asignado. ¡Parece que ha encontrado un rastro! Y de repente mi concentración se rompe con un grito lejano de [gbc_lover.GetManWoman]. ¡¿Qué está pasando?!;;;;;;;;;x
EVTDSC_GBC_121;Heart beating in my chest, I sprint through the forest. Within what must have been a minute, but felt like an hour, I burst through the thick foliage and enter a clearing. Before me [gbc_lover.GetFirstName] is kneeling on the ground, hair disheveled and horse gone. Opposite [gbc_lover.GetHerHim], and just about to strike, stands a huge wolf!;Le coeur battant dans ma poitrine, je cours à travers la forêt. Je traverse encore et encore le dense feuillage et débouche dans une clairière. Devant moi, [gbc_lover.GetFirstName] est agenouillé[gbc_lover.Get_E], les cheveux ébouriffés, et sans cheval. Face à [gbc_lover.GetLuiElle], et prêt à attaquer, un énorme loup !;Mit rasendem Herzen sprinte ich durch den Wald. Innerhalb einer Minute, die sich anfühlt wie eine Stunde, kämpfe ich mich durch das Unterholz und erreiche eine Lichtung. Vor mir kniet [gbc_lover.GetFirstName] auf dem Boden, das Haar in Unordnung und ohne Pferd. Genau gegenüber, und bereit zum Sprung, steht ein riesiger Wolf!;;Corro por el bosque con el corazón batiendo en mi pecho. En lo que debió ser un minuto, pero me pareció una hora, atravieso el denso follaje y llego a un claro. Ante mí, [gbc_lover.GetFirstName] está de rodillas en el suelo, el pelo revuelto y su caballo desaparecido. ¡Ante [gbc_lover.GetElElla] y a punto de atacar, hay un lobo enorme!;;;;;;;;;x
EVTDSC_GBC_123_A;My arrow sears through the air and hits the wolf straight in the eye. As the huge gray body hits the ground, [gbc_lover.GetFirstName] turns my way. For a moment all [gbc_lover.GetSheHe] can do is stare, but then [gbc_lover.GetSheHe] stumbles across the clearing and throws [gbc_lover.GetHerselfHimself] into my arms.;Ma flèche traversa l'air et toucha le loup en plein dans l'oeil. Alors que la bête s'effondra sur le sol, [gbc_lover.GetFirstName] se tourna vers moi. Pendant un instant, tout ce que put faire [gbc_lover.GetFirstName] c'était me fixer des yeux, mais finalement [gbc_lover.GetIlElle] traversa la clairière en titubant et se jeta dans mes bras.;Mein Pfeil saust durch die Luft und trifft den Wolf genau im Auge. Als der riesige graue Körper zu Boden fällt, dreht [gbc_lover.GetFirstName] sich zu mir um. Einen Augenblick lang kann [gbc_lover.GetSheHe] nur starren, doch dann kommt [gbc_lover.GetSheHe] auf die Beine, läuft auf mich zu und wirft sich mir in die Arme.;;Mi flecha vuela por el aire y golpea al lobo justo en el ojo. Cuando el gran cuerpo gris golpea el suelo, [gbc_lover.GetFirstName] se vuelve hacia mí. Por un instante, [gbc_lover.GetElElla] solo mira, pero entonces  cruza el claro con torpeza y se lanza a mis brazos.;;;;;;;;;x
EVTDSC_GBC_123_B;My arrow sears through the air, but misses the wolf with several yards. The great beast does not even flinch. Before I can draw another arrow, it launches itself at [gbc_lover.GetFirstName]!;Ma flèche traversa l'air, mais rata le loup de plusieurs mètres. La grosse bête ne tressaillit même pas. Avant d'avoir eu le temps de tirer une autre flèche, elle se jeta sur [gbc_lover.GetFirstName]!;Mein Pfeil saust durch die Luft, verfehlt den Wolf aber um mehrere Meter. Die riesenhafte Bestie hat nicht einmal gezuckt. Bevor ich einen weiteren Pfeil abfeuern kann, macht das Tier einen riesigen Satz in Richtung von [gbc_lover.GetFirstName].;;Mi flecha vuela por el aire y pero falla al lobo por varios metros. La bestia ni se inmuta. ¡Antes de poder sacar otra flecha, se lanza hacia [gbc_lover.GetFirstName]!;;;;;;;;;x
EVTDSC_GBC_123_C;All I can think of is screaming, so I do. Soon the rest of my body unfreezes and I run towards the beast, arms waving over my head. The beast is startled by my sudden appearance, and its hesitation fuels my bravery. Just before impact, it retreats. A shocked [gbc_lover.GetFirstName] stumbles into my arms.;Je ne pense qu'à crier, donc je le fais. Bientôt, le reste de mon corps n'est plus pétrifié et je cours en direction de la bête, en agitant les bras au-dessus de ma tête. La bête tressaillit à mon apparition soudaine, et son hésitation galvanise ma bravoure. Juste avant l'impact, elle se retire. [gbc_lover.GetFirstName], sous le choc, finit dans mes bras.;Alles, was mir einfällt, ist zu schreien, und das tue ich dann auch. Der Schrei löst den Schock meiner Glieder und sofort laufe ich auf die Bestie zu, rufend und winkend. Das Tier ist von meinem plötzlichen Auftauchen überrascht und sein Zögern befeuert meinen Wagemut. Kurz bevor es zum Kontakt kommt, zieht es sich zurück. [gbc_lover.GetFirstName] stolpert in meine Arme.;;Lo único que puedo hacer es gritar, y eso hago. Enseguida el resto de mi cuerpo se descongela y corro hacia la bestia, agitando los brazos sobre mí. La bestia queda sorprendida por mi aparición repentina y sus dudas avivan mi valor. Antes de chocar, se retira. Un[gbc_lover.GetXA] impresionad[gbc_lover.GetOA] [gbc_lover.GetFirstName] llega torpemente a mis brazos.;;;;;;;;;x
EVTDSC_GBC_123_D;All I can think of is screaming, so I do. Soon the rest of my body unfreezes and I run towards the beast, arms waving over my head. While it is no longer staring at [gbc_lover.GetFirstName], instead it launches itself at me! One excruciating bite, and then it's gone. [gbc_lover.GetFirstName] stumbles over to me, eyes full of tears.;Je ne pense qu'à crier, donc je le fais. Bientôt, le reste de mon corps n'est plus pétrifié et je cours en direction de la bête, en agitant les bras au-dessus de ma tête. Alors qu'elle ne fixe plus [gbc_lover.GetFirstName], elle se jette sur moi ! Une insoutenable morsure, et puis elle s'en va. [gbc_lover.GetFirstName] trébuche sur moi, les larmes aux yeux.;Alles, was mir einfällt, ist zu schreien, und das tue ich dann auch. Der Schrei löst den Schock meiner Glieder und sofort laufe ich auf die Bestie zu, rufend und winkend. Das Tier wendet den Blick von [gbc_lover.GetFirstName] ab und springt stattdessen nun mich an! Ich spüre nur einen entsetzlichen Biss, dann ist es vorbei. Taumelnd kommt [gbc_lover.GetFirstName] zu mir, das Gesicht voller Tränen.;;Lo único que puedo hacer es gritar, y eso hago. Enseguida el resto de mi cuerpo se descongela y corro hacia la bestia, agitando los brazos sobre mí. La bestia ya no mira a [gbc_lover.GetFirstName], y en lugar de eso, se lanza sobre mí. Un atroz mordisco y se va. [gbc_lover.GetFirstName] llega torpemente hacia mí, con los ojos llenos de lágrimas.;;;;;;;;;x
EVTDSC_GBC_123_E;There is nothing I can do, it is too late. The nightmare unfolds before me. [gbc_lover.GetFirstName] cries my name in panic just before the beast pounces. Now [gbc_lover.GetHerHis] screams are nothing but wordless agony.;Il n'y a rien que je puisse faire, c'est trop tard. Le cauchemar se déroule sous mes yeux. [gbc_lover.GetFirstName] crie mon nom de panique juste avant que la bête ne se jette sur [gbc_lover.GetLuiElle]. À présent ses cris ne sont plus qu'une agonie muette.;Es gibt nichts, was ich tun könnte. Ich komme zu spät. Ein Albtraum spielt sich vor meinen Augen ab. Panisch ruft [gbc_lover.GetFirstName] meinen Namen, dann springt die Bestie los. Die nun folgenden Schreie rufen niemanden mehr, sind wortloser Ausdruck der Pein.;;No puedo hacer nada, es demasiado tarde. La pesadilla se desarrolla ante mí. [gbc_lover.GetFirstName] grita mi nombre presa del pánico antes de que la bestia salte. Ahora sus gritos no son más que una agonía sin palabras.;;;;;;;;;x
EVTDSC_GBC_124;I never thought I would feel this way! I keep smiling all the time for no good reason. I want to be with [gbc_lover.GetFirstName] all the time - listen to [gbc_lover.GetHerHis] pealing laughter, hold [gbc_lover.GetHerHim] in my arms...;Je n'aurais jamais pensé me sentir ainsi ! Je souris continuellement tout le temps sans raison. Je veux être avec [gbc_lover.GetFirstName] tout le temps, l'écouter éclater de rire, [gbc_lover.GetLeLa] tenir dans mes bras...;Ich hätte niemals gedacht, dass ich so fühlen könnte! Ich lächle ständig, ohne jeden Grund. Ich möchte ständig mit [gbc_lover.GetFirstName] zusammen sein, [gbc_lover.GetHerHis] herzliches Lachen hören und [gbc_lover.GetHerHim] in den Armen halten ...;;¡Nunca pensé que me sentiría así! Sonrío todo el rato por ninguna razón. Quiero estar con [gbc_lover.GetFirstName] todo el rato, escuchar su risa sonora, tener[gbc_lover.GetRleRla] en mis brazos…;;;;;;;;;x
EVTDSC_GBC_126;I am laying in [gbc_lover.GetFirstName]'s warm embrace, eyes closed, doing nothing but listening to [gbc_lover.GetHerHis] steady heartbeat. Then suddenly the perfect moment is disrupted when the door swings open, revealing a most shocked [gbc_rival.GetTitledFirstName]!;Je profite de l'étreinte de [gbc_lover.GetFirstName], les yeux fermés, sans rien faire si ce n'est écouter le battement de son coeur. Puis, le délicieux moment est interrompu par l'ouverture soudaine de la porte, et l'apparition [gbc_rival.Get_du_TitledFirstName]!;Ich liege in den Armen von [gbc_lover.GetFirstName], die Augen geschlossen, und tue nichts als dem stetigen Schlag [gbc_lover.GetHerHis]es Herzens zu lauschen. Doch dieser Moment der Perfektion kommt zu einem schlagartigen Ende, als sich die Tür öffnet und – zum Entsetzen aller – [gbc_rival.GetTitledFirstName] uns sieht!;;Estoy tendid[Root.GetOA] en el dulce abrazo de [gbc_lover.GetFirstName] con los ojos cerrados, no haciendo nada más que escuchar el firme latido de su corazón. Y de repente el momento perfecto queda interrumpido cuando la puerta se abre de golpe, revelando a un[gbc_rival.GetXA] [gbc_rival.GetTitledFirstName] muy escandalizad[gbc_rival.GetOA].;;;;;;;;;x
EVTDSC_GBC_128;My most beloved [Root.GetFirstName], \nI cannot believe how blessed I am, having found such a [Root.GetAdultCompliment] such as you! Yet, I write to you with a heavy heart, my dearest. Living under the same roof as my loathsome [gbc_rival.GetHusbandWife] is more than I can bear. It breaks my heart that [gbc_rival.GetHerHis] mere existence is keeping us apart! Please, [Root.GetFirstName], save me from this misery!;Mon amour, \nJe ne peux pas croire la faveur divine dont je bénéficie pour vous avoir croisé ! Pourtant, je vous écris avec le coeur lourd. Vivre sous le même toit que m[gbc_rival.GetOnA] détestable [gbc_rival.GetHusbandWife] est plus que ce que je peux supporter. Cela me brise le coeur que sa simple existence nous sépare ! Je vous en prie, libérez-moi de ce supplice !;[Root.GetFirstName], \nin Liebe schreibe ich Euch und kann kaum glauben, welcher Segen mir in Eurer Person zuteil wurde. Dennoch schreibe ich Euch schweren Herzens, denn mit einem Scheusal wie m[gbc_rival.Geteinemeiner] [gbc_rival.GetHusbandWife] unter einem Dach zu leben, ist mir schier unerträglich. Es bricht mir das Herz, dass eine solche Kreatur unserem Glück im Wege steht! Bitte, [Root.GetFirstName], befreit mich aus diesem Elend!;;Mi adorad[Root.GetOA] [Root.GetFirstName]. \n¡No puedo creer mi fortuna por haber encontrado un[Root.GetXA] [Root.GetAdultCompliment] como tú! Sin embargo, amor mío, te escribo con gran pesar. Vivir bajo el mismo techo que mi aborrecible [gbc_rival.GetHusbandWife] es más de lo que puedo soportar. ¡Me rompe el corazón que su mera existencia nos mantenga apartados! ¡Por favor, [Root.GetFirstName], sálvame de este suplicio!;;;;;;;;;x
EVTDSC_GBC_130;The day has arrived. Two brave hearts draw their swords but only one of them will keep beating past sunset. [gbc_rival.GetTitledFirstName] is a worthy opponent, but today I am Fortuna's favored one. After many intense blows, I get an opening and sink my blade into [gbc_rival.GetHerHis] side. Rivulets of [gbc_rival.GetHerHis] crimson blood herald my victory.;Le jour est arrivé. Deux coeurs courageux brandissent leurs épées, mais un seul continuera de battre après le coucher de soleil. [gbc_rival.Get_Le_TitledFirstName] est un[gbc_rival.Get_E] adversaire de valeur, mais aujourd'hui j'ai la faveur divine. Après de nombreux coups violents, j'ai eu une ouverture et ai enfoncé ma lame dans son flanc. L'écoulement de son sang cramoisi annonce ma victoire.;Der große Tag ist gekommen. Zwei mutige Herzen begegnen sich mit dem Schwert in der Hand und nur eines von ihnen wird nach Sonnenuntergang noch weiterhin schlagen. [gbc_rival.GetTitledFirstName] ist ein würdiger Gegner, doch Fortunas Liebling ist niemand anders als ich. Nach mehreren kraftvollen Hieben bietet sich mir eine Gelegenheit und ich bohre mein Schwert tief in die Seite meines Kontrahenten. Ein Rinnsal scharlachroten Blutes besiegelt meinen Triumph.;;Ha llegado el día. Dos valientes corazones desenvainan sus espadas, pero solo uno de ellos seguirá latiendo pasado el atardecer. [gbc_rival.GetTitledFirstName] es un[gbc_rival.GetXA] dign[gbc_rival.GetOA] oponente, pero hoy me favorece la Fortuna. Tras varios golpes intensos, consigo una brecha y hundo mi hoja en su costado. Gotas de su sangre escarlata anuncian mi victoria.;;;;;;;;;x
EVTDSC_GBC_131;The day has arrived. Two brave hearts draw their swords but only one of them will keep beating past sunset. [gbc_rival.GetTitledFirstName] is a worthy opponent, and with each exchange of blows I can feel my confidence faltering. Then a sudden attack, a missed parry, and [gbc_rival.GetHerHis] sword finds the soft flesh of my armpit...;Le jour est arrivé. Deux coeurs courageux brandissent leurs épées, mais un seul continuera de battre après le coucher de soleil. [gbc_rival.Get_Le_TitledFirstName] est un[gbc_rival.Get_E] adversaire de valeur, et à chaque échange de coups je peux sentir ma confiance se ternir. Puis une attaque soudaine, une parade manquée, et son épée transperce la chair tendre de mon aisselle...;Der große Tag ist gekommen. Zwei mutige Herzen begegnen sich mit dem Schwert in der Hand und nur eines von ihnen wird nach Sonnenuntergang noch weiterhin schlagen. [gbc_rival.GetTitledFirstName] ist ein würdiger Gegner, und mit jedem Aufeinandertreffen der Schwerter sehe ich meine Zuversicht dahinschwinden. Dann, ein plötzlicher Angriff, die Parade geht fehl, und das Schwert meines Kontrahenten bohrt sich in das weiche Fleisch meiner Achsel ...;;Ha llegado el día. Dos valientes corazones desenvainan sus espadas, pero solo uno de ellos seguirá latiendo pasado el atardecer. [gbc_rival.GetTitledFirstName] es un[gbc_rival.GetXA] dign[gbc_rival.GetOA] oponente, y con cada intercambio de golpes, siento que me confianza decae. De repente, un ataque repentino, un fallo al parar y su espada encuentra la blanda carne de mi axila…;;;;;;;;;x
EVTDSC_GBC_132;At first, [gbc_rival.GetTitledFirstName] wanted to hear none of it, as expected. The more I talked however, the more I could notice [gbc_rival.GetHerHim] softening. In the end, [gbc_rival.GetSheHe] realized that none of it could be undone. Divorcing [gbc_lover.GetFirstName] and thus giving both [gbc_rival.GetHerHim] and [gbc_lover.GetHerHim] a fresh start is the only reasonable course of action.;Au début, [gbc_rival.Get_le_TitledFirstName] ne voulait rien entendre, comme on pouvait s'en douter. Cependant, plus je lui parlais, et plus [gbc_rival.GetIlElle] s'adoucissait. Finalement, [gbc_rival.GetIlElle] réalisa qu'on ne peut plus revenir en arrière. Divorcer de [gbc_lover.GetFirstName] et ainsi donner à chacun un nouveau départ est la seule issue raisonnable.;Zuerst wollte [gbc_rival.GetTitledFirstName] wie erwartet nichts davon hören, doch je mehr ich davon sprach, desto mehr schien [gbc_rival.GetSheHe] sich erweichen zu lassen. Letztlich wurden wir uns einig, dass die Situation eben nicht mehr zu ändern sein würde. Die Scheidung von [gbc_lover.GetFirstName] würde allen Beteiligten einen Neuanfang ermöglichen, und das war der einzig sinnvolle und gangbare Weg.;;Al principio, [gbc_rival.GetTitledFirstName] no quiere escuchar nada, tal como imaginaba. Pero, sin embargo, me doy cuenta que cuanto más [gbc_rival.GetRleRla] hablo, más se ablanda. Al final, se da cuenta que no se puede deshacer nada. Divorciarse de [gbc_lover.GetFirstName] y darle la oportunidad a que ambos comiencen de cero es el único proceder razonable.;;;;;;;;;x
EVTDSC_GBC_133;I did not expect it to be easy, however [gbc_rival.GetTitledFirstName] is outright unreasonable! The more I try to explain, the redder [gbc_rival.GetHerHis] face becomes. Before I can present my strongest arguments [gbc_rival.GetSheHe] calls for the guards!;Je ne m'attendais pas à ce que cela soit facile, mais [gbc_rival.Get_le_TitledFirstName] est plus que déraisonnable ! Plus j'essaie de lui expliquer, plus sa colère monte. Avant que je puisse présenter mes plus solides arguments, [gbc_rival.GetIlElle] appelle les gardes !;Dass es einfach werden würde, hatte ich nicht erwartet, aber [gbc_rival.GetTitledFirstName] zeigt wirklich nicht den kleinsten Funken Vernunft! Je mehr Argumente ich vortrage, desto roter wird [gbc_rival.GetHerHis] zorniges Gesicht. Noch ehe ich zum Schlussplädoyer ansetzen kann, ruft [gbc_rival.GetSheHe] die Wachen!;;No esperaba que fuera fácil, ¡pero [gbc_rival.GetTitledFirstName] está siendo totalmente irrazonable! Cuanto más intento explicárselo, más enrojece. ¡Antes de que pueda presentar los argumentos más poderosos, [gbc_rival.GetElElla] llama a los guardas!;;;;;;;;;x
EVTDSC_GBC_134;Anxiously I have been awaiting the news all day. Did my plot succeed? Are we free, [gbc_lover.GetFirstName] and I? When the messenger enters my study, it is almost as if time itself stops. But then he gives me the joyous news - [gbc_rival.GetTitledFirstName] is dead! I did it!;J'ai attendu anxieusement des nouvelles toute la journée. Est-ce que mon complot a réussi ? Sommes-nous libres, [gbc_lover.GetFirstName] et moi ? Lorsque le messager est entré dans mon bureau, c'est comme si le temps s'était arrêté. Mais seulement jusqu'à ce qu'il m'annonce enfin la bonne nouvelle, à savoir la mort [gbc_rival.Get_du_TitledFirstName]. J'ai réussi !;Ruhelos habe ich den ganzen Tag auf Neuigkeiten gewartet. Ist mein Plan erfolgreich gewesen? Sind wir frei, [gbc_lover.GetFirstName] und ich? Als der Bote mein Studierzimmer betritt, scheint die Zeit stillzustehen. Doch dann präsentiert er mir die frohe Kunde – [gbc_rival.GetTitledFirstName] ist tot! Ich habe es geschafft!;;Espero ansiosamente las noticias todos los días. ¿Tuvo éxito mi complot? ¿[gbc_lover.GetFirstName] y yo somos libres? Cuando el mensajero entra en mi estudio es casi como si el tiempo se detuviera. Pero entonces me da la feliz noticia. ¡[gbc_rival.GetTitledFirstName] ha muerto! ¡Lo logré!;;;;;;;;;x
EVTDSC_GBC_135;Anxiously I have been awaiting the news all day. Did my plot succeed? Are we free, [gbc_lover.GetFirstName] and I? When the messenger enters my study I can tell right away that he brings dark tidings. He confirms my suspicions - [gbc_rival.GetTitledFirstName] lives and [gbc_rival.GetSheHe] knows. Now [gbc_lover.GetFirstName] is outside of my reach, forever...;J'ai attendu anxieusement des nouvelles toute la journée. Est-ce que mon complot a réussi ? Sommes-nous libres, [gbc_lover.GetFirstName] et moi ? Lorsque le messager est entré dans mon bureau, j'ai compris qu'il m'apportait de sombres nouvelles. Il confirme mes doutes... [gbc_rival.Get_Le_TitledFirstName] est en vie et [gbc_rival.GetIlElle] sait. À présent, [gbc_lover.GetFirstName] est hors de portée, pour toujours...;Ruhelos habe ich den ganzen Tag auf Neuigkeiten gewartet. Ist mein Plan erfolgreich gewesen? Sind wir frei, [gbc_lover.GetFirstName] und ich? Als der Bote mein Studierzimmer betritt, sehe ich gleich, dass er schlechte Kunde bringt. Er bestätigt meine Vorahnung.;;Espero ansiosamente las noticias todos los días. ¿Tuvo éxito mi complot? ¿[gbc_lover.GetFirstName] y yo somos libres? Cuando el mensajero entra en mi estudio es casi es como si viera que trae malas nuevas. Mis sospechas se confirman. [gbc_rival.GetTitledFirstName] vive y [gbc_rival.GetElElla] lo sabe. Ahora [gbc_lover.GetFirstName] está fuera de mi alcance para siempre…;;;;;;;;;x
EVTDSC_GBC_137;Finally, we are together, [gbc_lover.GetFirstName] and I. As it should be, as it always will be. We might have encountered obstacles along the way, yet our love is stronger for it. Now that [gbc_lover.GetFirstName]'s old [gbc_lover.GetHusbandWifeOpp] is out of the picture we can start over and create a new life, together. \n\nIt will not always be easy. Everyone who knows will disapprove. However, at the moment, it does not bother me in the slightest. My fear of never experiencing true love, of dying alone, is over. I have found all I will ever need.;Finalement, nous sommes ensemble, [gbc_lover.GetFirstName] et moi. C'est ainsi que cela devait être, et c'est ainsi que ce sera. Nous avons pu rencontrer des obstacles sur le parcours, mais notre amour est trop fort. À présent que [gbc_lover.GetLeLaOpp] [gbc_lover.GetHusbandWifeOpp] de [gbc_lover.GetFirstName] n'est plus un problème, nous repartir à zéro et bâtir une nouvelle vie, ensemble. \n\nCe ne sera pas toujours facile. Tous ceux qui savent désapprouveront. Cependant, pour le moment, ça ne me dérange pas du tout. Ma peur de ne jamais vivre un véritable amour, de mourir seul[Root.Get_E], n'est plus. J'ai trouvé tout ce dont je n'aurais jamais besoin.;Endlich sind wir vereint, [gbc_lover.GetFirstName] und ich. Nun ist es, wie es immer hätte sein sollen und immer sein wird. Viele Hindernisse stellten sich uns entgegen, doch unsere Liebe ist daran gewachsen. Nun, da [gbc_lover.GetFirstName] frei von ehelicher Bande ist, können wir einen gemeinsamen Neuanfang machen. \n\nEinfach wird es nicht werden, denn so gut wie jeder ist gegen unsere Verbindung. Trotzdem kümmert mich das im Moment nicht im Geringsten. Die Furcht, mein Leben könne ohne die Erfahrung echter Liebe bleiben, gehört der Vergangenheit an. Nun habe ich alles, was ich jemals brauchen werde.;;Al fin [gbc_lover.GetFirstName] y yo estamos juntos. Podemos haber encontrado obstáculos en nuestro camino, pero nuestro amor es más fuerte gracias a ello. Ahora que [gbc_lover.GetElLa] ex[gbc_lover.GetHusbandWifeOpp] de [gbc_lover.GetFirstName] está fuera de escena, podemos empezar de cero y crear una nueva vida juntos.\n\nNo siempre será fácil. Todos los que lo sepan, lo rechazarán. Sin embargo, por ahora eso no me importa ni un solo momento. El miedo que tenía a no experimentar el amor verdadero, a morir en soledad, terminó ya. He encontrado lo único que jamás necesitaré.;;;;;;;;;x
