jewish_DESC;Judaism is the oldest of the Abrahamic religions and its origins can be traced back all the way to the Bronze Age. The holiest city of this monotheistic faith is Jerusalem, which served as the capital of the ancient Kingdom of Israel.;Le judaïsme est la plus ancienne des religions abrahamiques. On fait remonter ses origines à l'âge du bronze. La ville la plus sacrée de cette religion monothéiste est Jérusalem, qui fut la capitale de l'ancien royaume d'Israël.;Das Judentum ist die älteste der abrahamitischen Religionen, ihre Ursprünge reichen zurück bis in die Bronzezeit. Die heiligste Stadt dieser monotheistischen Religion ist Jerusalem, einst Hauptstadt des Königreichs Israel.;;El judaísmo es la más antigua de las religiones abrahámicas, cuyos orígenes se remontan hasta la Edad de Bronce. La ciudad más sagrada de esta fe monoteísta es Jerusalén, antaño capital del antiguo reino de Israel.;;;;;;;;;x

karaite;Karaite;karaïte;Karaite;;Caraíta;;;;;;;;;x
karaite_DESC;Karaite Judaism is a Jewish movement characterized by the recognition of the Tanakh alone as its supreme legal authority in Jewish religious law and theology. In this it is distinct from mainstream Rabbinic Judaism. Karaites maintain that all of the divine commandments handed down to Moses by God were recorded in the written Torah, without additional Oral Law or explanation. In-game, Karaite Judaism is a heresy of mainstream Judaism. This heresy has no formal head and no special game mechanics.;Le judaïsme karaïte est un mouvement juif caractérisé par la reconnaissance du seul Tanakh et de son autorité suprême sur les lois religieuses et la théologie juive. En cela, il est distinct du courant rabbinique majoritaire. Les karaïtes soutiennent que tous les commandements divins reçus de Dieu par Moïse furent consignés dans la Torah écrite sans lois orales additionnelles ou explications. \n\nDans le jeu, cette hérésie du judaïsme n'a ni chef officiel ni mécanique spécifique.;Das Karaitische Judentum ist eine religiöse Bewegung, welche nur die Tanakh als höchste Autorität für jüdische Rechtsordnung und Theologie anerkennt. Sie meinen, dass die göttlichen Gebote vollständig in der Torah dargelegt sind, ohne das mündliche Überlieferungen oder Erläuterungen notwendig sind. Im Spiel werden die Karaiten als eine jüdische Ketzerei behandelt. Diese Ketzerei hat kein offizielles Oberhaupt und keine speziellen Spielmechaniken.;;El judaísmo karaita es un movimiento judáico caracterizado por el reconocimiento sólo de la Tanaj como autoridad legal absoluta en los asuntos religiosos y la teología. Esto es lo que lo diferencia del judaísmo rabínico tradicional. Los karaitas consideran que todos los mandamientos dados a Moisés por Dios fueron escritos en la Torá, sin leyes orales ni explicaciones añadidas. En el juego el judaísmo karaita es una herejía del judaísmo tradicional. Esta herejía no tiene un líder religioso formal ni mecánicas especiales en el juego.;;;;;;;;;x

samaritan;Samaritan;samaritaine;Samariter;;Samaritano;;;;;;;;;x
samaritan_DESC;Samaritanism is an Abrahamic religion closely related to Judaism. Samaritans assert their worship is the true religion of the ancient Israelites prior to the Babylonian Exile, preserved by those who remained in the Land of Israel, as opposed to Judaism, which they assert is a related but altered and amended religion. In-game, Samaritanism is treated as a heresy of mainstream Judaism. This heresy has no formal head and no special game mechanics.;Le samaritanisme est une religion abrahamique très proche du judaïsme. Les samaritains affirment que leur culte est celui de la véritable religion des anciens Israélites, pratiquée antérieurement à leur exil babylonien et préservé par ceux qui sont restés en Israël. Ils opposent leur culte à celui du judaïsme qu'ils considèrent comme étant une religion liée mais altérée et amendée. \n\nDans le jeu, cette hérésie du judaïsme n'a ni chef officiel ni mécanique spécifique.;Der Samaritismus ist ein abrahamitische Religion, die eng mit der Judentum verwandt ist. Die Samariter glauben, dass ihr Glaube die ursprüngliche Religion vor dem Exil der Israeliten in Babylon darstellt und von den wenigen am Leben gehalten wird, die damals in ihrer Heimat zurückgeblieben sind. Das Judentum sehen sie als verwandte, aber veränderte Religion an. Im Spiel wird der Samaritismus als jüdische Ketzerei behandelt. Diese Ketzerei hat kein offizielles Oberhaupt und keine speziellen Spielmechaniken.;;El samaritanismo es una religión abrahámica claramente relacionada con el judaismo. Los samaritanos consideran que su adoración es la verdadera religión que profesaban los israelitas antes del exilio babilónico, preservada por aquellos que permanecieron en Israel, al contrario que el judaísmo que consideran una religión relacionada con la suya pero que fue alterada y enmenda. En el juego el samaritanismo es considerado una herejía del judaísmo tradicional. Esta herejía no tiene un líder religioso formal ni mecánicas especiales en el juego.;;;;;;;;;x



zoroastrian_group;Mazdan;mazdéen;Mazdanisch;;Mazdan;;;;;;;;;x

zoroastrian;Zoroastrian;zoroastrienne;Zoroastrisch;;Zoroastriano;;;;;;;;;x
zoroastrian_DESC;Zoroastrians worship Ahura Mazda, the uncreated God, as proclaimed by the ancient Iranian prophet Zoroaster. It was the official religion of all Persian empires (except the Hellenic Seleucid Empire) until the Muslim conquest of the Sassanid Empire in 651. The ancient form of the religion involved great sacred hill top fires, the exposure of dead bodies to scavenger birds for cleansing, and religious close-kin marriages in imitation of Ahura Mazda and Zoroaster.;Les zoroastriens vénèrent Ahuru Mazda, le Dieu incréé, tel que proclamé par le prophète iranien Zoroastre. C'était la religion officielle de tous les empires perses (excepté l'empire hellénique séleucide) jusqu'à la conquête musulmane de l'Empire des Sassanides en 651. L'ancienne forme de cette religion impliquait de grands feux sacrés aux sommets des collines, l'exposition des corps des défunts aux oiseaux charognards pour les purifier et des mariages entre proches parents à l'image de Ahuru Mazda et Zoroastre.;Im Zoroastrismus wird Ahura Mazda verehrt, der ungezeugte Gott, wie es durch den iranischen Propheten Zoroaster dargelegt wird. Es war bis zur moslemischen Eroberung des sassanidischen Imperiums im Jahre 651 die offizielle Religion aller persischen Imperien (mit Ausnahme des griechischen Seleukidenimperiums). Die vorzeitliche Form der Religion war gekennzeichnet durch große Feuerstätten auf heiligen Hügeln, das Auslegen von Leichen zur Reinigung durch Aasvögel und religiöse Hochzeiten Nah-Verwandter, nach dem Vorbild von Ahura Mazda und Zoroaster.;;Los Zoroastrianos adoran a Ahura Mazda, el Dios no creado, como proclama el antiguo profeta Iraní Zoroastro. Fue la religión oficial de todos los imperios Persas (excepto del Imperio Helénico Seléucida) hasta la conquista Musulmana del Imperio Sasánida en 651. La primitiva forma de la religión implicaba grandes fuegos sagrados en lo alto de las colinas, la exposición de los cadáveres a las aves carroñeras para la limpieza, y los matrimonios religiosos de parientes cercanos imitando a Ahura Mazda y Zoroastro.;;;;;;;;;x

mazdaki;Mazdaki;mazdakite;Mazdakit;;Mazdaki;;;;;;;;;x
mazdaki_DESC;Mazdak was a Zoroastrian priest who claimed to be a prophet of Ahura Mazda. He attempted to reform the religion with Gnostic elements, and advocated communal possessions and welfare programs. His teachings fell out of favor with the Shahanshah Kavadh I in 524, but pockets of there heresy survived in remote areas. This heresy has no formal head and no special game mechanics.;Mazdak est un prêtre zoroastrien qui se dit être prophète d'Ahura Mazda. Il a tenté de réformer la religion au moyen d'éléments gnostiques et a prôné la communauté des biens ainsi que des mesures sociales. Ses enseignements sont tombés en disgrâce à l'arrivée de Shahanshah Kavadh Ier en 524, mais cette hérésie a survécu dans des poches isolées. \n\nDans le jeu, cette hérésie n'a ni chef officiel ni mécanique spécifique.;Mazdak war ein zoroastrischer Priester, der behauptete, ein Prophet von Ahura Mazda zu sein. Er versuchte, die Religion mit gnostischen Elementen zu reformieren, und befürwortete Gemeinschaftsbesitz und Wohlfahrtsprogramme. Seine Lehren verloren die Gunst des Shahanshah Kavadh I. im Jahre 524, doch in entfernten Gegenden überlebte diese Ketzerei. Diese Ketzerei besitzt kein offizielles Oberhaupt und keine gesonderten Spielmechaniken.;;Mazdak era un sacerdote Zoroastra que decía ser un profeta de Ahura Mazda. Intentó reformar la religión con elementos Gnósticos, y abogó por las posesiones comunales y programas de bienestar. Sus enseñanzas cayeron en desgracia con el Shahanshah Kavadh I en 524, pero detalles de su herejía sobrevivieron en zonas remotas. Esta herejía no tiene jefe oficial ni mecánica de juego especial.;;;;;;;;;x

manichaean;Manichaean;manichéenne;Manichäist;;Manichean;;;;;;;;;x
manichaean_DESC;Manichaeism is a Gnostic religion founded by the alleged Prophet Mani who was put to death by Sassanid Shahanshah Bahram I in 277 A.D. His 'Religion of Light' incorporated elements of Christianity, Zoroastrianism, Buddhism and Gnosticism. In the game, Manichaeism is regarded as Zoroastrian heresy with its own special mechanics. The formal head of the religion is Yamag, who normally resides in Samarkand.;Le manichéisme est une religion gnostique fondée par le prétendu Prophète Mani, mis à mort par le Sassanide Shahanshah Bahram Ier en 277 apr. J.-C. Sa « Religion de la Lumière » incorpore des éléments du christianisme, du zoroastrisme, du bouddhisme et du gnosticisme. Dans le jeu, le manichéisme est considéré comme une hérésie zoroastrienne avec ses propres mécaniques. Le chef officiel de cette religion est l'yamag, qui réside habituellement à Samarcande.;Der Manichäismus ist eine gnostische Religion, die von dem angeblichen Propheten Mani, der von Sassanid Shahanshah Bahram I 277 n. Chr. zum Tode verurteilt wurde, gegründet wurde. Seine "Religion des Lichts" hat Elemente des Christentums, des Zoroastrismus, des Buddhismus und des Gnostizismus eingebunden. Im Spiel gilt der Manichäismus als zoroastrische Ketzerei mit eigener Spezialmechanik. Der offizielle Kopf der Religion ist Yamag, der normalerweise in Samarkand wohnt.;;El maniqueísmo es una religión gnóstica fundada por el supuesto profeta Mani que fue ejecutado por el sasánida Shahanshah Bahram I en el año 277 D.C. Su 'religión de la luz' unía elementos del cristianismo, zoroastrianismo, budismo y gnosticismo. En el juego, el maniqueísmo se considera una herejía zoroastriana con sus propias mecánicas especiales. La cabeza formal de la religión es el Yamag, que suele residir en Samarcanda.;;;;;;;;;x

khurmazta;Khurmazta;khurmazta;Khurmazta;;Khurmazta;;;;;;;;;x
khurmazta_DESC;Khurmazta (Zarvana) is syncretic form of Zoroastrianism which was practiced among the Sogdians. It mixes Zoroastrianism with Hinduism, Buddhism and various pagan religions. Aside from Khurmazta, lesser deities such as Weshparkar, God of Wind, are worshipped and made offerings, usually in form of small statues.;Le khurmazta (Zarvana) est une forme syncrétique du zoroastrisme qui a été pratiqué par les Sogdiens. Il mélange le zoroastrisme avec l'hindouisme, le bouddhisme et diverses religions païennes. Mis à part Khurmazta, des divinités inférieures telles que Weshparkar, dieu du Vent, sont adorées et reçoivent des offrandes, habituellement sous forme de petites statues.;Khurmazta (Zarvana) ist eine synkretistische Form des Zoroastrismus, der unter den Sogdianern praktiziert wurde. Er vermischt Zoroastrismus mit Hinduismus, Buddhismus und verschiedenen heidnischen Religionen. Abgesehen von Khurmazta werden kleinere Gottheiten wie Weshparkar, der Gott des Windes, verehrt und Opfergaben gemacht, meist in Form von kleinen Statuen.;;Khurmazta (zarvana) es una forma sincrética de zoroastrismo que se practicaba entre los sogdianos. Mezcla zoroastrismo con hinduismo, budismo y varias religiones paganas. Además de Khurmazta, también se adoran deidades menores como Weshparkar, dios del viento y se les hacen ofrendas, normalmente en forma de estatuillas.;;;;;;;;;x
khurmazta_FEATURES;§Y*§! Rulers may select a lesser deity to honor;§Y*§! Les dirigeants peuvent choisir une divinité mineure à honorer;§Y*§! Herrscher können eine niedere Gottheit zum Anbeten auswählen;;§Y*§! Gobernantes pueden elegir honrar a una deidad menor;;;;;;;;;x



indian_group;Eastern;oriental;Östlich;;Oriental;;;;;;;;;x

buddhist;Buddhist;bouddhiste;Buddhistisch;;Budista;;;;;;;;;x
buddhist_DESC;Buddhism was founded by the Buddha, Siddhartha Gautama, in Northeast India in the 5th century BC. The religion flourished in India for more than 1500 years, building huge libraries and monastery complexes, until Muslim invasions and the growing power of the Brahmin caste drove Buddhism out of the subcontinent. In the game, Buddhists get a significant bonus to Learning, meaning that they will research technologies faster.;Le bouddhisme a été fondé par le Bouddha, Siddhartha Gautama, dans le nord de l'Inde au Ve siècle avant Jésus Christ. Cette religion s'est développée en Inde pendant plus de 1500 ans avec la construction de gigantesques bibliothèques et de grands monastères, jusqu'aux invasions musulmanes et le pouvoir grandissant de la caste brahmane chassant les bouddhistes hors du sous-continent. En jeu, les bouddhistes ont un bonus important en érudition impliquant que leus progrès technologiques se feront plus rapidement.;Der Buddhismus wurde von Buddha Siddhartha Gautama im nordöstlichen Indien im 5. Jahrhundert v. Chr. begründet. Die Religion gedieh in Indien mehr als 1500 Jahre lang, wobei große Bibliotheken und Klosterkomplexe erbaut wurden, bis die Buddhisten durch muslimische Invasionen und die wachsende Macht der Brahmanen vom Subkontinent vertrieben wurden. Im Spiel erhalten Buddhisten deutliche Vorteile auf Bildung. Dadurch werden Technologien schneller erforscht.;; El Budismo fue fundado por el Buda, Siddhartha Gautama, en el noreste de la India en el siglo quinto antes de Cristo. La religión floreció en la India hace más de 1500 años, construyendo enormes bibliotecas y complejos monásticos, hasta las invasiones Musulmanas y el creciente poder de la casta de los Brahmanes que llevaron al Budismo fuera del subcontinente. En el juego, los Budistas consiguen una bonificación significativa por aprendizaje, lo que significa que van a investigar las tecnologías más rápido. Definición de las características del juego: No hay jefe religioso.;;;;;;;;;x
buddhist_FEATURES;§Y*§! Can only declare limited Holy Wars against non-[GetDharmicOrRandom] religions;§Y*§! Peut déclarer des guerres saintes limitées uniquement contre les religions non-[GetDharmicOrRandom];§Y*§! Kann limitierte Heilige Kriege nur gegen nicht [GetDharmicOrRandom]e Religionen ausrufen;;§Y*§! solo puede declarar guerras santas limitadas contra religiones no [GetDharmicOrRandom]s;;;;;;;;;x

hindu;Hindu;hindouiste;Hinduistisch;;Hindú;;;;;;;;;x
hindu_DESC;Hinduism is not a single religion so much as a blanket term for the successor faiths of ancient Indian polytheism as recorded in the Vedas. The existence of many different sects within Hinduism - as well as millennia of relatively peaceful co-existence with Jainism and Buddhism - has made the Hindu faith remarkably tolerant and pluralistic toward all Indian religions. Still, it is the most warlike of the three.;L'hindouisme n'est pas une religion unique mais plutôt un terme générique regroupant les religions descendant du polythéisme ancestral en Inde tel que consigné dans les Védas. L'existence de nombreuses sectes au sein de l'hindouisme, ainsi que des millénaires de coexistence relativement pacifique avec le jaïnisme et le bouddhisme, a donné à l'hindouisme son caractère remarquablement tolérant et pluraliste envers toutes les religions indiennes. Cependant, il s'agit de la religion la plus belliqueuse des trois.;Der Hinduismus ist keine einzelne Religion, sondern ein Überbegriff für die Nachfolgeglauben des urtümlichen indischen Polytheismus, wie in der Veda überliefert. Die Existenz vieler verschiedener Sekten im Hinduismus - und Jahrtausende vergleichsweiser friedlicher Koexistenz mit Jainismus und Buddhismus - führten zu einer bemerkenswerten Toleranz gegenüber anderen indischen Religionen. Trotzdem ist dies die kriegerischste der drei Glaubensrichtungen.;;El hinduismo no es una religión sino un amplio término usado para todas las religiones que suceden al politeísmo Indio recogido en los Vedas. La existencia de tantas sectas - así como los milenios de coexistencia más o menos pacífica con el Jainismo y el Budismo - han hecho a la fe Hindú notoriamente tolerante y plural con todas las religiones Indias. Aún así, es la más beligerante de las tres.;;;;;;;;;x
hindu_FEATURES;§Y*§! Can only declare Holy Wars against non-[GetDharmicOrRandom] religions;§Y*§! Peut déclarer des guerres saintes uniquement contre les religions non-[GetDharmicOrRandom];§Y*§! Kann limitierte Heilige Kriege nur gegen nicht [GetDharmicOrRandom]e Religionen ausrufen;;§Y*§! solo puede declarar guerras santas contra religiones [GetDharmicOrRandom]s;;;;;;;;;x

jain;Jain;jaïne;Jainistisch;;Jaina;;;;;;;;;x
jain_DESC;Jainism is a religion of incredible antiquity, stemming from the ascetic Sramana tradition of India, in opposition to the priestly Brahmins and the caste system. The guiding principle of Jainism is Ahimsa - non-violence - which is more radically interpreted than in any other religion. In the game, Jains have a hard time waging offensive wars, but their remarkable tolerance means Jain rulers are well liked by all.;Le jaïnisme est une religion qui remonte à la nuit des temps, à l'antique tradition des ascètes shramana en Inde, par opposition à la prêtrise brahmane et au système de castes. Le principe au coeur du jaïnisme s'appelle l'ahimsa, la non-violence, interprété de manière plus radicale que les autres religions. En jeu, les jaïns ont du mal à mener des guerres offensives, mais leur remarquable tolérance est appréciée de tous.;Jainismus ist eine Religion mit unglaublich alten Ursprüngen und entstammt der asketischen Sramana-Tradition aus Indien, im Gegensatz zu den Brahmanen und dem Kastensystem. Das leitende Prinzip des Jainismus ist Ahimsa, die Gewaltlosigkeit, welches radikaler als in anderen Religionen ausgelegt wird. Im Spiel fällt es jainistischen Herrschern schwer, Angriffskriege zu führen, aber ihre bemerkenswerte Toleranz bedeutet, dass sie von allen gemocht werden.;; El jainismo es una religión increíblemente antigua, derivada de la tradición ascética Sramana de la India, en oposición a los sacerdotes Brahmanes  y el sistema de castas. La pauta principal del Jainismo es Ahimsa - la no violencia - que se interpreta más radicalmente que en cualquier otra religión. En el juego, los Jainistas tienen dificultades para librar guerras ofensivas, pero su notable tolerancia significa que los gobernantes Jainistas son muy apreciados por todos.;;;;;;;;;x

taoist;Taoist;taoïste;Taoist;;Taoísta;;;;;;;;;x
taoist_DESC;Taoism is a polytheistic religion originating in China. While traditionally regarded as founded by Laozi the Supreme Old Lord in the 4th century BC, some elements and practices can be traced to prehistoric folk religions across the Middle Kingdom. The followers revere Tao, the underlying natural order of the Universe – the active expression of Tao for an individual is Te, the inner virtue. Taoists also value life over death, and believe it possible to achieve immortality, through various methods, including spiritual practices and alchemy. In the game, the strong focus on good governance within Taoist society means all Taoist characters get a bonus to Stewardship.;Le taoïsme est une religion polythéiste originaire de Chine. Bien que traditionnellement considéré comme fondé par Lao Tseu, « le Vieux Seigneur suprême », au 4e siècle avant J.-C., certains éléments et pratiques peuvent être attribués aux religions folkloriques préhistoriques de l'Empire du Milieu. Les adeptes vénèrent le Tao, l'ordre naturel sous-jacent de l'Univers - l'expression active de Tao pour un individu est Te, la vertu intérieure. Par ailleurs, les taoïstes accordent plus d'importance à la vie qu'à la mort et croient qu'il est possible d'atteindre l'immortalité, à travers certaines pratiques spirituelles et l'alchimie. La façon de gouverner dans la société taoïste étant importante, tous les personnages taoïstes obtiennent un bonus en intendance.;Der Taoismus ist eine polytheistische Religion mit Ursprung in China. Traditionell gesehen gegründet von Laozi, dem Obersten der alten Meister des 4. Jahrhundert v. Chr., wobei einige Elemente und Praktiken auf prähistorische Volksreligionen der Mittleren Königreiche zurückzuführen sind. Die Anhänger verehren Tao, die zugrundeliegende natürliche Ordnung des Universums. Der aktive Ausdruck von Tao für ein Individuum ist Te, die innere Tugend. Taoisten stellen auch das Leben über den Tod und glauben, dass es möglich ist, Unsterblichkeit durch verschiedene Methoden, einschließlich spiritueller Praktiken und Alchemie zu erreichen. Im Spiel bedeutet der starke Fokus auf gute Regierungsführung innerhalb der taoistischen Gesellschaft, dass alle taoistischen Charaktere einen Bonus auf Verwaltung erhalten.;;El taoísmo es una religión politeísta originaria de China. Si bien tradicionalmente se considera fundada por Lao-Tse, el viejo maestro del siglo IV A.C., algunos elementos se pueden retrotraer a las religiones populares prehistóricas el Reino Central. Sus seguidores veneran el Tao, el orden subyacente natural del universo. La expresión activa del Tao en un individuo es el Te, la virtud interior. Los taoístas también valoran la vida sobre la muerte y creen que es posible alcanzar la inmortalidad, mediante varios métodos, incluyendo ejercicios espirituales y alquimia. En el juego, la gran atención al buen gobierno de la sociedad taoísta significa que todos los personajes taoístas consiguen una bonificación en administración.;;;;;;;;;x
taoist_FEATURES;§Y*§! Can NOT declare Holy Wars;§Y*§! Ne peut pas déclarer de guerre sainte;§Y*§! Kann KEINE Heiligen Kriege erklären;;§Y*§! NO puede declarar guerras santas;;;;;;;;;x



pagan_group;Pagan;païen;Heidnisch;;Paganos;;;;;;;;;x
pagan_group_FEATURES;§Y*§! Women may hold Spymaster positions;§Y*§! Les femmes peuvent occuper le poste de maître-espion;§Y*§! Frauen können das Amt des Meisterspions erhalten;;§Y*§! Las mujeres pueden ocupar puestos de maestro espía;;;;;;;;;x

pagan;Pagan;païenne;Heidnisch;;Pagano;;;;;;;;;x
pagan_DESC;Since the dawn of history, both Europe and the Middle East has been home to countless Pagan religions and cults unrelated to the Abrahamic faiths.;Depuis l'aube de l'Histoire, tant l'Europe que le Moyen-orient on été le foyer d'innombrables religions païennes et cultes détachés des fois abrahamiques.;Seit dem Beginn der Geschichte waren sowohl Europa als auch der Nahe Osten Heimat unzähliger heidnischer Religionen und Kulte, die nicht zum abrahamitischen Glauben zählten.;;Desde el comienzo de los tiempos, tanto Europa como Oriente Medio han sido el hogar de incontables religiones paganas y de cultos no relacionados con las religiones abrahámicas.;;;;;;;;;x
pagan_FEATURES;§Y*§! Inferior at conversion\n§Y*§! Rulers cannot declare Holy Wars;§Y*§! Inférieure en conversion\n§Y*§! Les seigneurs ne peuvent pas déclarer de guerres saintes;§Y*§! Schwache Konvertierung\n§Y*§! Herrscher können keine Heiligen Kriege erklären;;§Y*§! Inferior en la conversación\n§Y*§! Los soberanos no pueden declarar Guerras Santas;;;;;;;;;x

baltic_pagan;Romuva;romuvienne;Romuvaisch;;Romuvita;;;;;;;;;x
baltic_pagan_DESC;Baltic paganism is polytheistic, with a pantheon of gods led by Dievs, god of the sky. Other main gods include Perkunas, god of thunder and lightning, very similar to the Germanic god Thor and the Slavic Perun. Other important deities include Saule, goddess of the sun and fertility, Daugava and Meness.;Le paganisme baltique est polythéiste. Dievs, dieu du ciel, domine le panthéon des dieux. Un autre des principaux dieux est Perkunas, dieu du tonnerre et de l'éclair, très similaire au dieu germanique Thor ou au dieu slave Péroun. D'autres déités importantes sont Saule, déesse du soleil et de la fertilité, Daugava et Meness.;Das baltische Heidentum ist politheistisch, mit einem Pantheon von Dievs, Göttern des Himmels. Andere Hauptgötter sind Perkunas, Gott des Donners und der Blitze, ähnlich dem germanischen Gott Thor und dem slawischen Gott Perun. Weitere wichtige Götter umfassen Saule, Göttin der Sonne und Fruchtbarkeit, Daugava und Meness.;;El paganismo Báltico es politeísta, con un panteón de dioses encabezados por Dievs, dios del cielo. Otros dioses importantes son Perkunas, dios del trueno y del relámpago, muy similar al dios germánico Thor y al eslavo Perún. Otras deidades importantes son Saule, diosa del sol y la fertilidad, Daugava y Meness.;;;;;;;;;x
baltic_pagan_FEATURES;§Y*§! Inferior at conversion\n§Y*§! Rulers cannot declare Holy Wars;§Y*§! Inférieure en conversion\n§Y*§! Les seigneurs ne peuvent pas déclarer de guerres saintes;§Y*§! Schwache Konvertierung\n§Y*§! Herrscher können keine Heiligen Kriege erklären;;§Y*§! Inferior en la conversación\n§Y*§! Los soberanos no pueden declarar Guerras Santas;;;;;;;;;x
baltic_pagan_reformed;Romuva;romuvienne;Romuvaisch;;Romuvano;;;;;;;;;x
baltic_pagan_reformed_DESC;Baltic paganism is polytheistic, with a pantheon of gods led by Dievas, god of the sky. Other main gods include Perkunas, god of thunder and lightning, very similar to the Germanic god Thor and the Slavic Perun. The reformed Baltic faith has a Holy Book with a creation myth, chapters on the gods and a book of prophesies. The church also has a standardized liturgy and a formal church hierarchy.;Le paganisme baltique est polythéiste. Dievas, dieu du ciel, domine le panthéon des dieux. Un autre des principaux dieux est Perkunas, dieu du tonnerre et de l'éclair, très similaire au dieu germanique Thor ou au dieu slave Péroun. La foi balte réformée a un livre sacré avec un mythe de la création, des chapitres sur les dieux et un livre de prophéties. Le clergé a également une liturgie standardisée et une hiérarchie religieuse officielle.;Das baltische Heidentum ist politheistisch, mit einem Pantheon von Dievas, Göttern des Himmels. Andere Hauptgötter sind Perkunas, Gott des Donners und der Blitze, ähnlich dem germanischen Gott Thor und dem slawischen Gott Perun. Der reformierte baltische Glaube hat ein heiliges Buch mit dem Schöpfungsmythos, Kapiteln über die Götter und ein Buch der Prophezeiungen. Die Kirche hat eine standardisierte Liturgie und formelle Kirchenhirarchie.;;El paganismo báltico es politeísta, con un panteón de dioses dirigido por Dievas, dios del cielo. Otros dioses principales incluyen a Perkunas, dios del trueno y del relámpago, muy similar al dios germánico Thor y al Perún eslavo. La fe reformada báltica tiene un libro sagrado con un mito de la creación, capítulos sobre los dioses y un libro de profecías. La iglesia también tiene una liturgia estandarizada y una jerarquía eclesiástica formal.;;;;;;;;;x

aztec_pagan;Aztec;aztèque;Aztekisch;;Aztec;;;;;;;;;x
aztec_pagan_DESC;The Aztec religion features a creation myth centered on sacrifice - even gods were sacrificed to keep the sun moving. This is reflected in the many festivals and rituals of the religion, which feature human sacrifice on a massive scale. The chief gods are Huitzilopochtli, god of war and human sacrifice, Tlaloc, god of thunder and rain, Xiuhtecuhtli, god of fire, Xipe Totec, 'our Lord the Flayed One' and Quetzalcoatl, god of wisdom.;La religion aztèque se caractérise par un mythe de la création fondé sur le sacrifice. Des dieux eux-mêmes furent sacrifiés pour perpétuer le mouvement solaire. D'où les fréquents fêtes et rituels religieux, pendant lesquels des sacrifices humains se font en grand nombre. Les dieux dominants sont Huitzilopochtli, dieu de la guerre et du sacrifice humain, Tlaloc, dieu du tonnerre et de la pluie, Xiuhtecuhtli, dieu du feu, Xipe Totec, 'notre seigneur l'écorché', et Quetzalcoatl, dieu de la sagesse.;Die aztekische Religion besitzt ein Schöpfungsmythos, der sich um Opferungen dreht - selbst Götter wurden geopfert, um die Sonne weiterzubewegen. Dies spiegelt sich in vielen Festen und Ritualen der Religion wider, bei denen großangelegte Menschenopfer vorkommen. Die Hauptgötter sind Huitzilopochtli, Gott des Krieges und Menschenopfers, Tlaloc, Gott des Donners und Regens, Xiuhtecuhtli, Gott des Feuers, Xipe Totec, "Unser Herr, der Geschundene", und Quetzalcoatl, Gott der Weisheit.;;La religión Azteca cuenta con un mito de la creación centrada en el sacrificio - incluso los dioses se sacrificaron para mantener al sol en movimiento. Esto se refleja en las numerosas fiestas y rituales de la religión, que cuentan con el sacrificio humano a gran escala. Los principales dioses son Huitzilopochtli, dios de la guerra y el sacrificio humano, Tlaloc, dios del trueno y la lluvia, Xiuhtecuhtli, dios del fuego, Xipe Totec, Nuestro Señor el Desollado" y Quetzalcóatl, dios de la sabiduría.;;;;;;;;x
aztec_pagan_reformed;Aztec;aztèque;Aztekisch;;Azteca;;;;;;;;;x
aztec_pagan_reformed_DESC;The Aztec religion features a creation myth centered on sacrifice - even gods were sacrificed to keep the sun moving. This is reflected in the many festivals and rituals of the religion, which feature human sacrifice on a massive scale. The reformed Aztec religion has a proper Holy Book, a standardized liturgy and a formal church hierarchy led by a flock of dedicated hierophants.;La religion aztèque se caractérise par un mythe de la création fondé sur le sacrifice. Des dieux eux-mêmes furent sacrifiés pour perpétuer le mouvement solaire. D'où les fréquents fêtes et rituels religieux, pendant lesquels des sacrifices humains se font en grand nombre. La religion aztèque réformée a un livre saint propre, une liturgie standardisée et une hiérarchie religieuse officielle dirigée par un groupe d'hiérophantes dévoués.;Die aztekische Religion besitzt ein Schöpfungsmythos, der sich um Opferungen dreht - selbst Götter wurden geopfert, um die Sonne weiterzubewegen. Dies spiegelt sich in vielen Festen und Ritualen der Religion wider, bei denen großangelegte Menschenopfer vorkommen. Die reformierte aztekische Religion hat ein richtiges heiliges Buch, eine standardisierte Liturgie und eine formelle Kirchenhirarchie, die von einer Herde engagierter Hierophanten angeführt wird.;;La religión azteca presenta un mito de la creación centrado en el sacrificio -hasta los dioses fueron sacrificados para mantener el sol en movimiento. Esto se refleja en los muchos festivales y rituales de la religión, que presentan sacrificios humanos a escala masiva. La religión azteca reformada tiene un libro sagrado propio, una liturgia estandarizada y una jerarquía eclesiástica formal dirigida por un grupo de sacerdotes dedicados.;;;;;;;;;x

finnish_pagan;Suomenusko;suomenusko;Suomenuskisch;;Suomenusko;;;;;;;;;x
