#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
HORDE_RETINUES_FULL_REINFORCING;§YHorde is set to reinforce at maximum speed.§!;§YRenforcement des hordes à vitesse maximale.§!;§YHorde ist auf Verstärken mit voller Geschwindigkeit gesetzt.§!;;§YHorda se configura para reforzarse a máxima velocidad.§!;;;;;;;;;x
HORDE_RETINUES_FULL_REINFORCING_BUTTON;§YSet Horde to reinforce at maximum speed.§!;§YParamétrer le renforcement des hordes à vitesse maximale.§!;§YHorde auf Verstärken mit voller Geschwindigkeit setzen.§!;;§YHaz que la horda se refuerce a máxima velocidad.§!;;;;;;;;;x
HORDE_RETINUES_HALF_REINFORCING;§YHorde is set to reinforce at half speed.§!;§YRenforcement des hordes à mi-vitesse.§!;§YHorde ist auf Verstärken mit halber Geschwindigkeit gesetzt.§!;;§YHorda se configura para reforzarse a media velocidad.§!;;;;;;;;;x
HORDE_RETINUES_HALF_REINFORCNIG_BUTTON;§YSet Horde to reinforce at half speed.§!;§YParamétrer le renforcement des hordes à mi-vitesse.§!;§YHorde auf Verstärken mit halber Geschwindigkeit setzen.§!;;§YHaz que la horda se refuerce a media velocidad.§!;;;;;;;;;x
HORDE_RETINUES_NOT_REINFORCING;§YHorde is set to not reinforce.§!;§YLes hordes ne bénéficient d'aucun renforcement.§!;§YHorde ist nicht auf Verstärken gesetzt.§!;;§YHorda se ha configurado para no reforzarse.§!;;;;;;;;;x
HORDE_RETINUES_NOT_REINFORCING_BUTTON;§YSet Horde to not reinforce.§!;§YParamétrer le non-renforcement des hordes.§!;§YHorde auf Nichtverstärken setzen.§!;;§YHaz que la horda no se refuerce.§!;;;;;;;;;x
HORDE_SPLIT_RETINUES_OPTION;Split off Horde;Scinder les hordes;Horde abspalten;;Horda separada;;;;;;;;;x
INCOME_NOMADIC_TAX;Nomadic Tax;Impôt nomade;Nomadensteuer;;Impuesto nómada;;;;;;;;;x
IS_ADVENTURER;Is adventurer;Est un aventurier;Ist Abenteurer;;Es aventurero;;;;;;;;;x
IS_ALLOWED_TO_LOOT;Is allowed to raid;A le droit de piller;Darf plündern;;Se le permite asaltar;;;;;;;;;x
IS_ISLAND;Is an island;Est une île;Ist eine Insel;;Es una isla;;;;;;;;;x
is_mercenary_leader_YEAR;Has been leading the company for five years\n;Est le chef de la compagnie depuis cinq années\n;Hat den Trupp fünf Jahre befehligt\n;;Ha liderado la compañía durante cinco años\n;;;;;;;;;x
IS_NOMADIC;Is Nomadic;Est nomade;Ist Nomade;;Es nómada;;;;;;;;;x
IS_NOT_ADVENTURER;Is not adventurer;N'est pas un aventurier;Ist KEIN Abenteurer;;No es aventurero;;;;;;;;;x,;
IS_NOT_OVER_TRADEPOST_LIMIT;Is not over Trade Post Limit (§Y$TRADE_POSTS$§!/§Y$MAX_TRADE_POSTS$§!);Ne dépasse pas la limite de comptoirs (§Y$TRADE_POSTS$§!/§Y$MAX_TRADE_POSTS$§!);Ist nicht über der Obergrenze für Handelsposten (§Y$TRADE_POSTS$§!/§Y$MAX_TRADE_POSTS$§!);;No has superado el límite de puestos comerciales (§Y$TRADE_POSTS$§!/§Y$MAX_TRADE_POSTS$§!);;;;;;;;;x
IS_ON_TRADE_ROUTE;Province is located on a major trade route;La province est située sur une route commerciale majeure.;In der Provinz befindet sich eine Haupthandelsroute;;La provincia está localizada en una ruta comercial principal;;;;;;;;;x
IS_PROVINCE_OWNER;Directly Owns Province;Possède directement cette province;Direkte Herrschaft über die Provinz;;Posee directamente la provincia;;;;;;;;;x
IS_SEAFARER;Is seafarer;Est un marin;Ist Seefahrer;;Es navegante;;;;;;;;;x
ISNT_NOMDAIC;Is NOT Nomadic;N'est pas nomade;Ist KEIN Nomade;;No es nómada;;;;;;;;;x
LAW_ALLOWED;Can enact §Y$LAW$§! law;Peut promulguer la loi §Y$LAW$§!;Kann das Gesetz §Y$LAW$§! erlassen;;Puede decretar ley de §Y$LAW$§!;;;;;;;;;x
LAW_NOT_ALLOWED;Can NOT enact §Y$LAW$§! law;Ne peut pas promulguer la loi §Y$LAW$§!;Kann das Gesetz §Y$LAW$§! NICHT erlassen;;No puede decretar ley de §Y$LAW$§!;;;;;;;;;x
LAW_NOT_POTENTIAL;NOT eligible to enact §Y$LAW$§! law;N'est pas en droit de promulguer la loi §Y$LAW$§!;NICHT berechtigt, das Gesetz §Y$LAW$§! zu erlassen;;Incapaz de decretar ley de §Y$LAW$§!;;;;;;;;;x
LAW_POTENTIAL;Eligible to enact §Y$LAW$§! law;Est en droit de promulguer la loi §Y$LAW$§!;Berechtigt, das Gesetz §Y$LAW$§! zu erlassen;;Capaz de decretar ley de §Y$LAW$§!;;;;;;;;;x
LOOTING_ADVENTURER;Is an adventurer.;Est un aventurier.;Ist Abenteurer;;Es un aventurero.;;;;;;;;;x
LOOTING_ADVENTURER_DESC;Any gold this unit loots will be added to its owner's treasury directly, since it is a raiding adventurer.;Tout or que cette unité pillera sera directement ajouté à la trésorerie de son propriétaire car elle est spécialisée dans le pillage.;Das auf dem Plünderzug erbeutete Gold wandert geradewegs in die Taschen des Anführers, denn es handelt sich bei ihm um einen Plündererabenteurer.;;Todo el oro de que esta unidad saquee se añadirá a la Tesorería de su propietario directamente, puesto que es un asaltante aventurero.;;;;;;;;;x
LOOTING_SETTLED_ADVENTURER;This county has recently been settled by a raider adventurer.;Un aventurier pilleur s'est récemment établi dans ce comté.;Diese Provinz wurde kürzlich von einem Plündererabenteurer besiedelt.;;Esta provincia ha sido recientemente habitada por un aventurero asaltante.;;;;;;;;;x
LOST_CONTROL_PROVINCE;Lost control of §Y$PROVINCE$§!;Contrôle perdu de §Y$PROVINCE$§!;Kontrolle über §Y$PROVINCE$§! verloren;;Perdido el control de §Y$PROVINCE$§!;;;;;;;;;x
LOW_CLAN_SATISFACTION;The Clans in your realm are deeply dissatisfied with the current distribution of land. There is a risk of a Clan revolt.;Les clans dans votre pays sont très mécontents de la distribution actuelle des terres. Il y a un risque de révolte de clans.;Die Klans in Eurem Reich sind sehr unzufrieden mit der aktuellen Landverteilung. Es besteht die Gefahr eines Aufstands der Klans.;;Los clanes en tu reino están profundamente insatisfechos con la actual distribución de tierras. Existe el riesgo de una revuelta de los clanes.;;;;;;;;;x
make_capital_holding;§Y$SETTLEMENT$§! will become the primary settlement in §Y$COUNTY$§!.\n;§Y$SETTLEMENT$§! deviendra la propriété principale de §Y$COUNTY$§!.\n;§Y$SETTLEMENT$§! wird zur Hauptsiedlung von §Y$COUNTY$§!.\n;;§Y$SETTLEMENT$§! se convertirá en el principal asentamiento de §Y$COUNTY$§!.;;;;;;;;;x
make_capital_settlement_interaction_DESC;I can make this my capital.;Je peux désigner cette propriété comme capitale.;Ich kann dieses Besitztum zur Hauptstadt machen.;;Puedo hacer que esta sea mi capital.;;;;;;;;;x
make_capital_settlement_interaction_LONG_DESC;Make this Holding your capital.;Désigner cette propriété comme votre capitale.;Besitztum zur Hauptstadt machen.;;Haz de este asentamiento tu capital.;;;;;;;;;x
make_capital_settlement_interaction_TITLE;Make Capital;Désigner comme capitale;Zur Hauptstadt machen;;Haga capital;;;;;;;;;x
make_primary_title_interaction_DESC;I can declare this my primary title.;Je peux déclarer ceci comme titre principal.;Ich kann diesen Titel zu meinem Haupttitel erklären.;;Puedo convertirlo en mi título principal.;;;;;;;;;x
make_primary_title_interaction_LONG_DESC;Make this your primary title.;Désignez ce titre comme votre titre principal.;Diesen Titel zu Eurem Haupttitel erklären.;;Haz de este título tu título primario.;;;;;;;;;x
make_primary_title_interaction_TITLE;Make Primary Title;Désigner comme titre principal;Zum Haupttitel erklären;;Hacer Principal;;;;;;;;;x
MAPMODE_GOVERNMENTS;§YGovernments§!;§YGouvernements§!;§YRegierungsformen§!;;§YGobiernos§!;;;;;;;;;x
MAPMODE_GOVERNMENTS_DESC;This map mode shows the different governments.;Ce mode de carte montre les différents gouvernements.;Dieser Kartenmodus zeigt die verschiedenen Regierungsformen.;;Este modo de mapa muestra los distintos gobiernos.;;;;;;;;;x
MAPMODE_REALM;§YRealms§!;§YRoyaumes§!;§YReiche§!;;§YRealms§!;;;;;x
MAPMODE_REALM_DESC;This map mode shows all independent Realms and its substructure.;Ce mode de carte affiche tous les royaumes indépendants et leurs fondations.;Dieser Kartenmodus zeigt die unabhängigen Reiche und deren Aufbau.;;Este modo mapa muestra todos los reinos independientes y sus subestructuras.;;;;;x
MAPMODE_REALM_ONMAP_TOOLTIP_DESC1;Press §GControl + Left Click§! to show Sub-Realms of §Y$REALM$§!;Appuyez sur §GControl + Clic gauche§! pour afficher les territoires vassaux en §Y$REALM$§!;§GStrg + Linksklick§! für Anzeige der angegliederten Reiche von §Y$REALM$§!;;Pulsar §GControl + Click con el botón izquierdo§! para mostrar los reinos menores de §Y$REALM$§!;;;;;x
MAPMODE_REALM_ONMAP_TOOLTIP_DESC2;Press §GControl + Right Click§! to hide Sub-Realms of §Y$REALM$§!;Appuyez sur §GControl + Clic droit§! pour masquer les territoires vassaux en §Y$REALM$§!;§GStrg + Linksklick§! zum Ausblenden der angegliederten Reiche von §Y$REALM$§!;;Pulsar §GControl + Click con el botón derecho§! para ocultar reinos menores de §Y$REALM$§!;;;;;x
MAX_MANPOWER_FORMULA;Maximum Manpower Formula;Formule des effectifs maximaux;Formel Maximale Mannstärke;;Fórmula de la mano de obra máxima;;;;;;;;;x
MAX_POPULATION_FORMULA;Maximum Population Formula;Formule de population maximale;Formel Maximalbevölkerung;;Fórmula de población máxima;;;;;;;;;x
MAX_REALM_LEVY_DIFF_AT_LEAST;Maximum realm levy difference between §Y$FIRST$§! and §Y$SECOND$§! at least §Y$VAL$§!;La différence d'impôt maximale du royaume entre §Y$FIRST$§! et §Y$SECOND$§! est au moins de §Y$VAL$§!;Maximale Differenz der Lehnstruppen zwischen §Y$FIRST$§! und §Y$SECOND$§! mindestens §Y$VAL$§!;;Reclutamiento máximo del reino, diferencia entre §Y$FIRST$§! y §Y$SECOND$§!por lo menos §Y$VAL$§!;;;;;;;;;x
MAX_REALM_LEVY_DIFF_LOWER_THAN;Maximum realm levy difference between §Y$FIRST$§! and §Y$SECOND$§! lower than §Y$VAL$§!;La différence d'impôt maximale du royaume entre §Y$FIRST$§! et §Y$SECOND$§! est inférieure à §Y$VAL$§!;Maximale Differenz der Lehnstruppen zwischen §Y$FIRST$§! und §Y$SECOND$§! geringer als §Y$VAL$§!;;Reclutamiento máximo del reino, diferencia entre §Y$FIRST$§! y §Y$SECOND$§! por lo menos §Y$VAL$§!;;;;;;;;;x
MAX_TROOP_STRENGTH_LEAST;Maximum realm levies at least §Y$VAL$§!;Nombre actuel de levées de troupes dans le pays égal ou supérieur à §Y$VAL$§!;Maximum der Lehnstruppen des Reichs mindestens §Y$VAL$§!;;Reclutamiento máximo del reino por lo menos §Y$VAL$§!;;;;;;;;;x
MAX_TROOP_STRENGTH_LESS;Maximum realm levies less than §Y$VAL$§!;Nombre actuel de levées de troupes dans le pays inférieur à §Y$VAL$§!;Maximum der Lehnstruppen des Reichs geringer als §Y$VAL$§!;;Reclutamiento máximo del reino menos que §Y$VAL$§!;;;;;;;;;x
MAXIMUM_MANPOWER;Maximum Manpower;Effectifs maximaux;Maximale Mannstärke;;Mano de obra máxima;;;;;;;;;x
MODIFIER_TRADE_ROUTE_VALUE;Trade Route Income;Revenu de la route commerciale;Handelsrouteneinkommen;;Ingresos de rutas comerciales;;;;;;;;;x
MODIFIER_TRADE_ROUTE_WEALTH;Trade Route Wealth;Richesse de la route commerciale;Handelsroutenreichtum;;Riqueza de ruta comercial;;;;;;;;;x
MODIFIER_TRIBAL_OPINION;Tribal Vassal Opinion;Opinion de la part des vassaux tribaux;Meinung Stammesvasallen;;Opinión de vasallo tribal;;;;;;;;;x
MONTHLY_MANPOWER_DECLINE;Monthly Manpower Decline;Baisse mensuelle des effectifs;Monatlicher Mannstärkeverlust;;Disminución mensual de la mano de obra;;;;;;;;;x
MONTHLY_MANPOWER_GROWTH;Monthly Manpower Growth;Croissance mensuelle des effectifs;Monatlicher Mannstärkezuwachs;;Crecimiento mensual de la mano de obra;;;;;;;;;x
MUST_NOT_BE_EMPLOYED_MERCENARY;Must not currently be employed;Ne doit pas être employé(e);Darf keinen aktuellen Posten innehaben;;No debe ser empleado actualmente;;;;;;;;;x
nomad_ARMY;$CULTURE$ Nomads;Troupe nomade $CULTURE$;$CULTURE$e Nomaden;;$CULTURE$ nómadas ;;;;;;;;;x
nomad_ARMY_OF;Nomads of $CHARACTER$;Troupe nomade de $CHARACTER$;Nomaden von $CHARACTER$;;Nómadas de $CHARACTER$;;;;;;;;;x
NOMAD_CANT_BUILD_HOLDINGS_DESC;Empty Holding slots actually provide more population and manpower for Nomads, which allows bigger armies and more taxes. To build proper Holdings you need to become either a Feudal state or a Republic (check your Decisions.);Les emplacements de propriétés vides procurent aux nomades une plus grande population et plus d'effectifs, ce qui permet de plus grandes armées et davantage d'impôts. Pour établir des propriétés proprement-dites, vous devez devenir un état féodal ou une république (consultez le menu des décisions).;Bei Nomaden liefern leere Besitztümer tatsächlich mehr Bevölkerung und Mannstärke, wodurch größere Armeen und höhere Steuern möglich werden. Um die Besitztümer wirklich auszubauen, müsst Ihr entweder das Feudalsystem einführen oder eine Republik gründen.;;Los huecos en las posesiones en realidad proporcionar más población y mano de obra para los nómadas, lo que permite ejércitos más grandes y más impuestos. Para construir posesiones apropiadas debes convertirte bien en un estado Feudal o una república (comprueba tus decisiones.);;;;;;;;;x
NOMAD_TECH_POINTS;Nomads do not generate technology points.;Les nomades ne génèrent pas de points de technologie.;Nomaden erzeugen keine Technologiepunkte;;Los nómadas no generan puntos de tecnología.;;;;;;;;;x
NOT_IS_ALLOWED_TO_LOOT;Is NOT allowed to raid;N'a pas le droit de piller;Darf NICHT plündern;;NO se permite asaltar;;;;;;;;;x
NOT_IS_ISLAND;Is NOT an island;N'est pas une île;Ist KEINE Insel;; No es una isla;;;;;;;;;x
NOT_IS_SEAFARER;Is NOT seafarer;N'est pas un marin;Ist KEIN Seefahrer;; No es navegante;;;;;;;;;x
NOT_PART_OF_REGION;Not part of $REGION$ region;Ne fait pas partie de la région $REGION$;Kein Teil der Region $REGION$ ;;No es parte de la región de $REGION$;;;;;;;;;x
NOT_USES_DECADENCE;Does NOT use Decadence;N'utilise pas la décadence;OHNE Dekadenz;;No utiliza Decadencia;;;;;;;;;x
num_trade_post_diff_at_least;Difference between §Y$FIRST$§! and §Y$SECOND$§!'s Trade Posts at least §Y$VAL$§!;La différence entre le nombre de comptoirs commerciaux de §Y$FIRST$§! Et de §Y$SECOND$§! est d'au moins §Y$VAL$§!;Der Unterschied zwischen der Anzahl an Handelsposten von §Y$FIRST$§! und §Y$SECOND$§! beträgt mindestens §Y$VAL$§!;;Diferencia entre los Puestos Comerciales de §Y$FIRST$§! y §Y$SECOND$§! De al menos §Y$VAL$§!;;;;;;;;;x
num_trade_post_diff_lower_than;Difference between §Y$FIRST$§! and §Y$SECOND$§!'s Trade Posts lower than §Y$VAL$§!;La différence entre le nombre de comptoirs commerciaux de §Y$FIRST$§! Et de §Y$SECOND$§! est inférieure à §Y$VAL$§!;Der Unterschied zwischen der Anzahl an Handelsposten von §Y$FIRST$§! und §Y$SECOND$§! beträgt weniger als §Y$VAL$§!;;Diferencia entre los Puestos Comerciales de §Y$FIRST$§! y §Y$SECOND$§! Menor de §Y$VAL$§!;;;;;;;;;x
PART_OF_REGION;Part of $REGION$ region;Fait partie de la région $REGION$;Teil der Region $REGION$ ;;Parte de región de $REGION$;;;;;;;;;x
PLAYERS_IN_ATTACKERS;Attacking Player Characters;Attaque de personnages joueurs;Angreifende Spieler-Charaktere;;Atacar a personajes humanos;;;;;;;;;x
PLAYERS_IN_DEFENDERS;Defending Player Characters;Défense de personnages joueurs;Verteidigende Spieler-Charaktere;;Defender personajes humanos;;;;;;;;;x
PLAYERS_IN_UNIT;Player Characters in Unit;Personnages joueurs de l'unité;Spieler-Charaktere in der Einheit;;Personajes de Jugadores en la Unidad;;;;;;;;;x
PROVINCE_HAS_NO_REGION; This county does not belong to any region; Ce comté n'appartient à aucune région;  Diese Provinz gehört keiner bestimmten Region an.;;Esta provincia no pertenece a ninguna región;;;;;;;;;x
PROVINCE_HAS_REGION;This county belongs to the following regions:;Ce comté appartient aux régions suivantes :;Diese Provinz gehört zu den folgenden Regionen:;;Esta provincia pertenece a las siguientes regiones:;;;;;;;;;x
PROVINCE_HAS_REGION_DESELECT;Press §YRight Click§! to deselect region.;§YClic droit§! pour désélectionner la région.;§GRechtsklick§!, um Region abzuwählen.;;Haz §YClic con el botón derecho§! para deseleccionar región.;;;;;;;;;x ;
PROVINCE_HAS_REGION_SELECT;Press §YLeft Click§! to select next region.;§YClic gauche§! pour sélectionner la région suivante.;§GLinksklick§! zur Auswahl der nächsten Region.;;Haz §YClick con el botón izquierdo§! para seleccionar la siguiente región.;;;;;;;;;x
RAISED_MANPOWER;Raised Manpower;Effectifs utilisés;Mannstärke in Verwendung;;Mano de obra aumentada;;;;;;;;;x
REALM_LEVY_DIFF_AT_LEAST;Current realm levy difference between §Y$FIRST$§! and §Y$SECOND$§! at least §Y$VAL$§!;La différence d'impôt du royaume entre §Y$FIRST$§! et §Y$SECOND$§! est au moins de §Y$VAL$§!;Aktuelle Differenz der Lehnstruppen zwischen §Y$FIRST$§! und §Y$SECOND$§! mindestens §Y$VAL$§!;;Reclutamiento actual del reino, diferencia entre §Y$FIRST$§! y §Y$SECOND$§! por lo menos §Y$VAL$§!;;;;;;;;;x
REALM_LEVY_DIFF_LOWER_THAN;Current realm levy difference between §Y$FIRST$§! and §Y$SECOND$§! lower than §Y$VAL$§!;La différence d'impôt du royaume entre §Y$FIRST$§! et §Y$SECOND$§! est inférieure à §Y$VAL$§!;Aktuelle Differenz der Lehnstruppen zwischen §Y$FIRST$§! und §Y$SECOND$§! geringer als §Y$VAL$§!;;Reclutamiento actual del reino, diferencia entre §Y$FIRST$§! y §Y$SECOND$§! Menor que §Y$VAL$§!;;;;;;;;;x
REALM_LEVY_LEAST;Current realm levies at least §Y$VAL$§!;Nombre actuel de levées de troupes dans le pays égal ou supérieur à §Y$VAL$§!;Aktuelle Zahl der Lehnstruppen des Reichs mindestens §Y$VAL$§!;;Reclutamiento actual del reino por lo menos §Y$VAL$§!;;;;;;;;;x
REALM_LEVY_LESS;Current realm levies less than §Y$VAL$§!;Nombre actuel de levées de troupes dans le pays inférieur à §Y$VAL$§!;Aktuelle Zahl der Lehnstruppen des Reichs geringer als §Y$VAL$§!;;Reclutamiento actual del reino menos de §Y$VAL$§!;;;;;;;;;x
REGION_OF;Region of;Région de;Region:;;Región de;;;;;;;;;x
REMOVE_PREVIOUS_SUZERAIN;Remove any previous suzerain of §Y[This.GetTitledFirstName]§!\n;Retire tout ancien suzerain [This.Get_du_TitledFirstNameJ]\n;Absetzung aller ehemaligen Lehnsherren von §Y[This.GetTitledFirstName]§!\n;;Quite todo soberano anterior de §Y[This.GetTitledFirstName]§!\n;;;;;;;;;x
REMOVE_TRIBUTARY_EFFECT;§Y$TRIBUTARY$§! stops being a tributary of §Y$OVERLORD$§!.;§Y$TRIBUTARY$§! n'est plus tributaire de §Y$OVERLORD$§!.;§Y$TRIBUTARY$§! ist nun nicht mehr gegenüber §Y$OVERLORD$§! tributpflichtig.;;§Y$TRIBUTARY$§! deja de ser tributario de §Y$OVERLORD$§!.;;;;;;;;;x
RETCAP_FROM_GOVERNMENT;From Government: $AMOUNT$\n;Du gouvernement : $AMOUNT$\n;Durch Regierungsform: $AMOUNT$\n;;Del gobierno: $AMOUNT$\n;;;;;;;;;x
RETINUE_EXPL_DEL;Your Retinue is your personal professional and standing army ready to do as you order at all times. Unlike Army Levies, retinues are always on the map and reinforce slowly. The maximum number of retinue regiments you can field depends on your §YMilitary Organization§! technology and the size of all the levies in your realm.;Votre escorte est votre armée personnelle composée de soldats de métier prêts à obéir à tous vos ordres. À la différence des levées de troupes, votre escorte est toujours affichée sur la carte et reçoit des renforts lentement. Le nombre maximal de régiments que peut contenir votre escorte dépend de votre §Yorganisation militaire§! et de la taille de toutes les levées de troupes disponibles.;Das Gefolge ist Euer stehendes Berufsheer, das Euch jederzeit zur Verfügung steht. Anders als Lehnstruppen befinden sich Gefolgschaftstruppen immer auf der Karte und erhalten kontinuierlich Nachschub. Die maximale Größe des Gefolges wird von der §YMilitärorganisation§! und von der Gesamtzahl Eurer Lehnstruppen beeinflusst.;;La comitiva es tu ejército personal profesional y permanente dispuesto a cumplir tus órdenes en todo momento. A diferencia de las levas de ejércitos, las comitivas siempre están en el mapa y se refuerzan lentamente. El número máximo de regimientos de la comitiva que puedes disponer en el campo depende de la tecnología de tu §Yorganization militar§! y el tamaño de todos las levas de tu reino.;;;;;;;;;x
set_government_type;Government is changed to §Y$GOVERNMENT$§!\n;Le type de gouvernement est changé en §Y$GOVERNMENT$§!\n;Regierungsform ist nun §Y$GOVERNMENT$§!\n;;Gobierno se cambia a §Y$GOVERNMENT$§!\n;;;;;;;;;x
SETTLEMENT_DECISION_ALLOWED;Can take §Y$DECISION$§! decision in §Y$SETTLEMENT$§!;Peut prendre la décision de §Y$DECISION$§! à §Y$SETTLEMENT$§!;Kann den Beschluss §Y$DECISION$§! in §Y$SETTLEMENT$§! durchsetzen;;Puede tomar §Y$DECISION$§! decisión en §Y$SETTLEMENT$§!;;;;;;;;;x
SETTLEMENT_DECISION_NOT_ALLOWED;Can NOT take §Y$DECISION$§! decision in §Y$SETTLEMENT$§!;Ne peut pas prendre la décision de §Y$DECISION$§! à §Y$SETTLEMENT$§!;Kann NICHT den Beschluss §Y$DECISION$§! in §Y$SETTLEMENT$§! durchsetzen;;No puede tomar §Y$DECISION$§! decisión en §Y$SETTLEMENT$§!;;;;;;;;;x
SETTLEMENT_DECISION_NOT_POTENTIAL;NOT eligible to take §Y$DECISION$§! decision in §Y$SETTLEMENT$§!;N'est pas en droit de prendre la décision de §Y$DECISION$§! à §Y$SETTLEMENT$§!;NICHT berechtigt, den Beschluss §Y$DECISION$§! in §Y$SETTLEMENT$§! durchzusetzen;;Incapaz de tomar §Y$DECISION$§! decisión en §Y$SETTLEMENT$§!;;;;;;;;;x
SETTLEMENT_DECISION_POTENTIAL;Eligible to take §Y$DECISION$§! decision in §Y$SETTLEMENT$§!;Est en droit de prendre la décision de §Y$DECISION$§! à §Y$SETTLEMENT$§!;Berechtigt, den Beschluss §Y$DECISION$§! in §Y$SETTLEMENT$§! durchzusetzen;;Capaz tomar §Y$DECISION$§! decisión en §Y$SETTLEMENT$§!;;;;;;;;;x
silk_road;Silk Road;Route de la soie;Seidenstraße;;Ruta de la seda;;;;;;;;;x
SPAWN_UNIT_EFFECT_FORCED_LOOTING;These troops will always be raiding.;L'unique activité de ces troupes est le pillage.;Diese Truppen befinden sich immer auf Plünderung.;;Estas tropas siempre asaltarán.;;;;;;;;;x
SPAWN_UNIT_EFFECT_FORCED_NOT_LOOTING;These troops cannot raid.;Ces troupes ne peuvent pas piller.;Diese Truppen können nicht plündern.;;Estas tropas no pueden asaltar.;;;;;;;;;x
SPAWN_UNIT_EFFECT_LOOTING;These troops will start off as raiders.;Ces troupes débuteront leur activité par le pillage.;Diese Truppen starten als Plünderer.;;Estas tropas comenzarán como invasores.;;;;;;;;;x
SPAWN_UNIT_EFFECT_MAINTENANCE_FREE;Maintenance Free;Entretien gratuit;Unterhaltsfrei;;Sin necesidad de mantenimiento;;;;;;;;;x
SPAWN_UNIT_EFFECT_NON_REINFORCING;Non Reinforcing;Ne se renforce pas;Erhält keine Verstärkung;;Sin refuerzo;;;;;;;;;x
SPAWN_UNIT_EFFECT_REINFORCE_RATE;Reinforce Speed: §Y$RATE$§!%;Vitesse des renforts : §Y$RATE$§!%;Verstärkungsgeschwindigkeit: §Y$RATE$§!%;;Velocidad de refuerzos: §Y$RATE$§!%;;;;;;;;;x
STAT_CLAN_SATISFACTION;Clan Satisfaction;Satisfaction de clan;Klanzufriedenheit;;Satisfacción de clanes;;;;;;;;;x
STAT_CLAN_SATISFACTION_DESC;This value represents the satisfaction of the clans in your realm. The clan satisfaction is determined by how equally the realm is split between the clans. Having low clan satisfaction will increase the risk of clan revolts. You can increase clan satisfaction by handing out provinces with empty holdings to your clan vassals.;Cette valeur représente la satisfaction des clans de votre royaume. La satisfaction des clans est déterminée par le partage des terres de chaque clan dans le royaume. Une satisfaction faible augmente le risque de rébellions. Vous pouvez augmenter la satisfaction des clans en donnant à vos vassaux des provinces possédant des propriétés vides.;Dieser Wert steht für die Zufriedenheit der Klans in Eurem Reich. Die Klanzufriedenheit gibt an, wie gleichmäßig das Reich unter den Klans aufgeteilt ist. Eine niedrige Zufriedenheit erhöht das Risiko von Klanrevolten. Ihr könnt die Zufriedenheit steigern, indem Ihr Provinzen mit leeren Besitztümern an Klanvasallen verteilt.;;Este valor representa la satisfacción de los clanes en tu reino. La satisfacción de los clanes se determina por cómo se reparte tu reino entre los clanes. Si la satisfacción de los clanes es baja aumentará el riesgo de rebeliones de los clanes. Puedes aumentar la satisfacción de los clanes repartiendo provincias con posesiones vacías a tus vasallos de los clanes.;;;;;;;;;x
STAT_MANPOWER;Manpower;Effectifs;Mannstärke;;Mano de obra;;;;;;;;;x
STAT_POPULATION;Population;Population;Bevölkerung;;Población;;;;;;;;;x
succ_nomadic;Nomad Succession;Succession nomade;Nomadenerbfolge;;Sucesión nómada;;;;;;;;;x
TACTICAL_DISADVANTAGE;Penalty against §Y$TACTIC$§!: $PERC$;Pénalité contre §Y$TACTIC$§! : $PERC$;Malus bei §Y$TACTIC$§!: $PERC$;;Penalización contra §Y$TACTIC$§!: $PERC$;;;;;;;;;x
TARGETTED_DECISION_ALLOWED;Can take §Y$DECISION$§! decision against §Y$CHARACTER$§!;Peut prendre la décision de §Y$DECISION$§! contre §Y$CHARACTER$§!;Kann den Beschluss §Y$DECISION$§! gegen §Y$CHARACTER$§! durchsetzen;;Puede tomar decisión §Y$DECISION$§! contra §Y$CHARACTER$§!;;;;;;;;;x
TARGETTED_DECISION_NOT_ALLOWED;Can NOT take §Y$DECISION$§! decision against §Y$CHARACTER$§!;Ne peut pas prendre la décision de §Y$DECISION$§! contre §Y$CHARACTER$§!;Kann NICHT den Beschluss §Y$DECISION$§! gegen §Y$CHARACTER$§! durchsetzen;;No puede tomar decisión §Y$DECISION$§! contra §Y$CHARACTER$§!;;;;;;;;;x
TARGETTED_DECISION_NOT_POTENTIAL;NOT eligible to take §Y$DECISION$§! decision against §Y$CHARACTER$§!;N'est pas en droit de prendre la décision de §Y$DECISION$§! contre §Y$CHARACTER$§!;NICHT berechtigt, den Beschluss §Y$DECISION$§! gegen §Y$CHARACTER$§! durchzusetzen;;Incapaz de tomar decisión §Y$DECISION$§! contra §Y$CHARACTER$§!;;;;;;;;;x
TARGETTED_DECISION_POTENTIAL;Eligible to take §Y$DECISION$§! decision against §Y$CHARACTER$§!;Est en droit de prendre la décision de §Y$DECISION$§! contre §Y$CHARACTER$§!;Berechtigt, den Beschluss §Y$DECISION$§! gegen §Y$CHARACTER$§! durchzusetzen;;Capaz de tomar decisión §Y$DECISION$§! contra §Y$CHARACTER$§!;;;;;;;;;x
TAXABLE;Taxable;Imposable;Besteuerbar;;gravable;;;;;;;;;x
TITLE_DECISION_ALLOWED;Can take §Y$DECISION$§! decision for §Y$TITLE$§!;Peut prendre la décision de §Y$DECISION$§! pour §Y$TITLE$§!;Kann den Beschluss §Y$DECISION$§! für §Y$TITLE$§! durchsetzen;;Puede tomar decisión §Y$DECISION$§! sobre §Y$TITLE$§!;;;;;;;;;x
