#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

#text1.csv

IS_NOT_BLOODLINE_ACTIVE_TRIGGER;The $BLOODLINE|Y$ bloodline is NOT active for $ACTOR|Y$;La lignée $BLOODLINE|Y$ n'est pas active pour $ACTOR|Y$;Die Blutlinie $BLOODLINE|Y$ ist NICHT aktiv für $ACTOR|Y$;;El linaje $BLOODLINE|Y$ NO está activo para $ACTOR|Y$;;;;;;;;;x

SUPPLY_LIMIT_LEADER_TRIGGER;$FOR|Y$'s supply limit in $PROVINCE|Y$ with $LEADER|Y$ leading their troops is $COMPARISON$ §Y$VALUE$K§!;La capacité de ravitaillement de $FOR|Y$ en $PROVINCE|Y$ avec $LEADER|Y$ qui mène ses troupes est $COMPARISON$ §Y$VALUE$K§!;Das versorgungslimit von $FOR|Y$ in $PROVINCE|Y$ mit $LEADER|Y$ als Anführer der Truppen ist $COMPARISON$ §Y$VALUE$K§!;;El límite de suministros de $FOR|Y$ en $PROVINCE|Y$ con $LEADER|Y$ comandando sus tropas es $COMPARISON$ §Y$VALUE$K§!;;;;;;;;;;x
SUPPLY_LIMIT_TRIGGER;$FOR|Y$'s supply limit in $PROVINCE|Y$ is $COMPARISON$ §Y$VALUE$K§!;La capacité de ravitaillement de $FOR|Y$ en $PROVINCE|Y$ est $COMPARISON$ §Y$VALUE$K§!;Das versorgungslimit von $FOR|Y$ in $PROVINCE|Y$ ist $COMPARISON$ §Y$VALUE$K§!;;El límite de suministros de $FOR|Y$ en $PROVINCE|Y$ es $COMPARISON$ §Y$VALUE$K§!;;;;;;;;;;x

HAS_HORDE_CULTURE;Is of a Horde Culture;Est d'une culture de horde;gehört einer Horden-Kultur an;;Es de una Cultura Horda;;;;;;;;;x
HAS_NOT_HORDE_CULTURE;Is NOT of a Horde Culture;N'est pas d'une culture de horde;gehört KEINER Horden-Kultur an;;NO es de una Cultura Horda;;;;;;;;;x

IS_TRIBAL_TYPE_TITLE;Is Tribal;Est tribal;ist stammeszugehörig;;Es Tribal ;;;;;;;;;x
ISNT_TRIBAL_TYPE_TITLE;Is NOT Tribal;N'est pas tribal;ist NICHT stammeszugehörig;;NO es Tribal ;;;;;;;;;x

HAS_LOVER;Has Lover;A un(e) amant(e);Hat Liebhaber;;Tiene un amante;;;;;;;;;x
HAS_NOT_LOVER;Does not have a lover;N'a pas d'amant(e);Hat keinen Liebhaber;;No tiene un amante;;;;;;;;;x

HAS_SIEGE;Is under siege;Est assiégé;Wird belagert;;Está bajo asedio;;;;;;;;;x
HAS_NOT_SIEGE;Is NOT under siege;N'est pas assiégé;Wird NICHT belagert;;NO está bajo asedio;;;;;;;;;x

IS_DE_JURE_LIEGE_OR_ABOVE;Is de jure liege or above;Est seigneur de jure ou au-delà;Ist De-jure-Lehnsherr oder ranghöher;;Es señor o superior de iure;;;;;;;;;x
IS_NOT_DE_JURE_LIEGE_OR_ABOVE;Is NOT de jure liege or above;N'est pas seigneur de jure ni au-delà;Ist NICHT De-jure-Lehnsherr oder ranghöher;;NO es señor o superior de iure;;;;;;;;;x

IS_LANDED;Is Landed;A un titre;Hat Titel;;Posee tierras;;;;;;;;;x
IS_NOT_LANDED;Is NOT Landed;N'a pas de titre;Hat KEINEN Titel;;NO posee tierras;;;;;;;;;x

AMONG_MOST_POWERFUL_VASSALS_TOOLTIP;Is among the top $VALUE|Y$ vassals in terms of powerbase\n;Fait partie du top $VALUE|Y$ des vassaux en terme de pouvoir\n;Ist unter den Top-$VALUE|Y$ der mächtigsten Vasallen\n;;Está entre los primeros $VALUE|Y$ vasallos en términos de base de poder\n;;;;;;;;;x
NOT_AMONG_MOST_POWERFUL_VASSALS_TOOLTIP;Is not among the top $VALUE|Y$ vassals in terms of powerbase\n;Ne fait plus partie du top $VALUE|Y$ des vassaux en terme de pouvoir\n;Ist nicht unter den Top-$VALUE|Y$ der mächtigsten Vasallen\n;;No está entre los primeros $VALUE|Y$ vasallos en términos de base de poder\n;;;;;;;;;x

IS_MERCENARY;Is mercenary;Est mercenaire;Ist Söldner;;Es mercenario;;;;;;;;;x
IS_NOT_MERCENARY;Is NOT mercenary;N'est pas mercenaire;Ist KEIN Söldner;;NO es mercenario;;;;;;;;;x

MOST_POWERFUL_VASSAL_TOOLTIP;Is the vassal with the strongest powerbase\n;Est le vassal avec le plus grand pouvoir\n;Ist der Vasall mit der stärksten Machtbasis\n;;Es el vasallo con la base de poder más poderosa\n;;;;;;;;;x
NOT_MOST_POWERFUL_VASSAL_TOOLTIP;Is not the vassal with the strongest powerbase\n;N'est pas le vassal avec le plus grand pouvoir\n;Ist nicht derjenige Vasall mit der stärksten Machtbasis\n;;No es el vasallo con base de poder más poderosa\n;;;;;;;;;x

TITLE_TIER_IS_HIGHER;§Y$NAME$'s§! rank is higher than §Y$RANK$§!\n;Le rang de §Y$NAME$§! est supérieur à §Y$RANK$§!\n;§Y$NAME$'s§! Rang ist höher als §Y$RANK$§!\n;;El rango de §Y$NAME$'s§! es superior al de §Y$RANK$§!\n;;;;;;;;;x
TITLE_TIER_IS_NOT_HIGHER;§Y$NAME$'s§! rank is NOT higher than §Y$RANK$§!\n;Le rang de §Y$NAME$§! n'est pas supérieur à §Y$RANK$§!\n;§Y$NAME$'s§! Rang ist NICHT höher als §Y$RANK$§!\n;;El rango de §Y$NAME$'s§! NO es superior al de §Y$RANK$§!\n;;;;;;;;;x

TITLE_TIER_IS_LOWER;§Y$NAME$'s§! rank is lower than §Y$RANK$§!\n;Le rang de §Y$NAME$§! est inférieur à §Y$RANK$§!\n;§Y$NAME$'s§! Rang ist niedriger als §Y$RANK$§!\n;;El rango de §Y$NAME$'s§! es inferior al de §Y$RANK$§!\n;;;;;;;;;x
TITLE_TIER_IS_NOT_LOWER;§Y$NAME$'s§! rank is NOT lower than §Y$RANK$§!\n;Le rang de §Y$NAME$§! n'est pas inférieur à §Y$RANK$§!\n;§Y$NAME$'s§! Rang ist nicht niedriger als §Y$RANK$§!\n;;El rango de §Y$NAME$'s§! NO es inferior al de §Y$RANK$§!\n;;;;;;;;;x

IS_DE_JURE_VASSAL_OR_BELOW;Is de jure vassal or below;Est vassal de jure ou en dessous;Ist ein De-jure-Vasall oder niedriger;;Es vasallo de facto o por debajo de ;;;;;;;;;x
IS_NOT_DE_JURE_VASSAL_OR_BELOW;Is NOT de jure vassal or below;N'est pas un vassal de jure ou en dessous;Ist KEIN De-jure-Vasall oder niedriger;;No es vasallo de facto o por debajo de;;;;;;;;;x

IS_LOCATED_IN_AREA;Is Located in;Se trouve dans;Befindet sich in;;Se encuentra en;;;;;;;;;x
IS_NOT_LOCATED_IN_AREA;Is NOT Located in;Ne se trouve pas dans;Befindet sich NICHT in;;No se encuentra en;;;;;;;;;x

IS_PRIMARY_WAR_ATTACKER;Is the main attacker in a war;Est l'attaquant principal dans une guerre;Ist der Hauptangreifer in einem Krieg;;Es el principal atacante en una guerra;;;;;;;;;x
IS_NOT_PRIMARY_WAR_ATTACKER;Is NOT the main attacker in a war;N'est pas l'attaquant principal dans une guerre;Ist NICHT der Hauptangreifer in einem Krieg;;NO es el atacante principal en una guerra;;;;;;;;;x

IS_PRIMARY_WAR_DEFENDER;Is the main defender in a war;Est le défenseur principal dans une guerre;Ist der Hauptverteidiger in einem Krieg;;Es el principal defensor de una guerra ;;;;;;;;;x
IS_NOT_PRIMARY_WAR_DEFENDER;Is NOT the main defender in a war;N'est pas le défenseur principal dans une guerre;Ist NICHT der Hauptverteidiger in einem Krieg;;NO es el principal defensor de una guerra;;;;;;;;;x

CHAR_EXISTS;Character exists;Le personnage existe;Charakter existiert;;El personaje existe;;;;;;;;;x
CHAR_IS;Character is;Le personnage est;Charakter ist;;El personaje es;;;;;;;;;x
CHAR_IS_NOT;Character is NOT;Le personnage n'est pas;Charakter ist NICHT;;El personaje NO es;;;;;;;;;x

HAS_REGENT;Has a Regent;A un régent;Hat einen Regenten;;Tiene regente;;;;;;;;;x
DOES_NOT_HAVE_REGENT;Does NOT have a Regent;N'a pas de régent;Hat KEINEN Regenten;;NO tiene regente;;;;;;;;;x

HAS_STRONG_CLAIM;Has a Strong Claim on $TITLE|Y$;A une revendication forte sur '$TITLE|Y$';Hat Starken Anspruch auf $TITLE|Y$;;Tiene una reclamación fuerte al $TITLE|Y$;;;;;;;;;x
HAS_NOT_STRONG_CLAIM;Does NOT have a Strong Claim on $TITLE|Y$;N'a pas de revendication forte sur '$TITLE|Y$';Hat KEINEN Starken Anspruch auf $TITLE|Y$;;NO tiene una reclamación fuerte al $TITLE|Y$;;;;;;;;;x

HAS_WEAK_CLAIM;Has a Weak Claim on $TITLE|Y$;A une revendication faible sur '$TITLE|Y$';Hat Schwachen Anspruch auf $TITLE|Y$;;Tiene una reclamación débil al $TITLE|Y$;;;;;;;;;x
HAS_NOT_WEAK_CLAIM;Does NOT have a Weak Claim on $TITLE|Y$;N'a pas de revendication faible sur '$TITLE|Y$';Hat KEINEN Schwachen Anspruch auf $TITLE|Y$;;NO tiene una reclamación débil al $TITLE|Y$;;;;;;;;;x

HAVE_CONQUEST_CULTURE;Is subjugated by §Y$CULTURE$§! Culture\n;Est soumis à la culture §Y$CULTURE$§!\n;Wird von der §Y$CULTURE$§!-Kultur unterworfen\n;;Es sometido por la cultura §Y$CULTURE$§!\n;;;;;;;;;x
HAVNT_CONQUEST_CULTURE;Is NOT subjugated by §Y$CULTURE$§! Culture\n;N'est pas soumis à la culture §Y$CULTURE$§!\n;Wird NICHT von der §Y$CULTURE$§!-Kultur unterworfen\n;;NO está sometido por la cultura §Y$CULTURE$§!\n;;;;;;;;;x

IS_CONTESTED_TITLE;Is being contested by claimants;Est contesté par des prétendants;Wird von Anspruchstellern angefochten;;Está siendo discutido por aspirantes;;;;;;;;;x
ISNT_CONTESTED_TITLE;Is NOT being contested by claimants;N'est pas contesté par des prétendants;Wird NICHT von Anspruchstellern angefochten;;NO está siendo discutido por aspirantes;;;;;;;;;x

IS_MAIN_SPOUSE;Is the First Spouse;Est la première épouse;Ist der Erste Ehepartner;;Es el primer cónyuge;;;;;;;;;x
IS_NOT_MAIN_SPOUSE;Is NOT the First Spouse;N'est pas la première épouse;Ist NICHT der Erste Ehepartner;;No es el primer cónyuge;;;;;;;;x

IS_IN_REVOLT;Is in revolt;Est en train de se révolter;Ist in Revolte;;Está llevando a cabo una revuelta;;;;;;;;;x
IS_NOT_IN_REVOLT;Is NOT in revolt;Ne s'est pas révolté;Ist NICHT in Revolte;;NO está llevando a cabo una revuelta;;;;;;;;;x

HAS_TERRAIN_SPEC_IN;Has Terrain Specialization in §Y$TYPE$§!;A une spécialisation de terrain de type §Y$TYPE$§!;Hat eine Terrain-Spezialisierung in §Y$TYPE$§!;;Tiene una especialización de Terreno en §Y$TYPE$§!;;;;;;;;;x
DOES_NOT_HAVE_TERRAIN_SPEC_IN;Does NOT have Terrain Specialization in §Y$TYPE$§!;N'a pas de spécialisation de terrain de type §Y$TYPE$§!;Hat KEINE Terrain-Spezialisierung in §Y$TYPE$§!;;NO tiene especialización de Terreno en §Y$TYPE$§!;;;;;;;;;x
A_TERRAIN_SPEC;Has a Terrain Specialization;A une spécialisation de terrain;Hat eine Terrain-Spezialisierung;;Tiene una especialización de Terreno;;;;;;;;;x
NO_TERRAIN_SPEC;Does NOT have any Terrain Specialization;N'a pas de spécialisation de terrain;Hat KEINE Terrain-Spezialisierung;;NO tiene especialización de Terreno;;;;;;;;;x

AT_WAR_OVER_TITLE;War involves the §Y$TITLE$§!;La guerre remet en jeu le §Y$TITLE$§!;Der Krieg bezieht §Y$TITLE$§! ein;;La guerra involucra al §Y$TITLE$§!;;;;;;;;;x
AT_WAR_OVER_TITLE_NOT;War does NOT involve the §Y$TITLE$§!;La guerre ne remet pas en jeu le §Y$TITLE$§!;Der Krieg bezieht §Y$TITLE$§! NICHT ein;;La guerra NO involucra al §Y$TITLE$§!;;;;;;;;;x

CAN_BUY_RETINUE_TRIGGER;$WHO|Y$ has at least §Y$NEED$§! retinue space;$WHO|Y$ possède au moins §Y$NEED$§! d'espace pour l'escorte;$WHO|Y$ liegt wenigstens §Y$NEED$§! unter dem Maximum;;$WHO|Y$ tiene al menos §Y$NEED$§! espacio de séquito;;;;;;;;;x
CAN_BUY_RETINUE_TRIGGER_NOT;$WHO|Y$ does NOT have at least §Y$NEED$§! retinue space;$WHO|Y$ ne possède pas l'espace minimum de §Y$NEED$§! pour l'escorte;$WHO|Y$ liegt weniger als §Y$NEED$§! unterhalb des Maximums;;$WHO|Y$ no tiene al menos §Y$NEED$§! espacio de séquito;;;;;;;;;x

FACTION_BACKERS_AT_LEAST;At least §Y$VAL$§! Backers in Faction '§Y$FACTION$§!';Au moins §Y$VAL$§! partisans dans la faction '§Y$FACTION$§!';Wenigstens §Y$VAL$§! Unterstützende in der Faktion "§Y$FACTION$§!";;Al menos §Y$VAL$§! Respaldos en Facción '§Y$FACTION$§!';;;;;;;;;x
FACTION_BACKERS_LESS_THAN;Less than §Y$VAL$§! Backers in Faction '§Y$FACTION$§!';Moins de §Y$VAL$§! partisans dans la faction '§Y$FACTION$§!';Weniger als §Y$VAL$§! Unterstützende in der Faktion "§Y$FACTION$§!";;Menos de §Y$VAL$§! Respaldos en Facción '§Y$FACTION$§!';;;;;;;;;x

HAS_AMBITION;Has Ambition;A de l'ambition;Hat Ambitionen;;Tiene ambición;;;;;;;;;x
HAS_AN_AMBITION;Has an Ambition;A une ambition;Hat eine Ambition;;Tiene una ambición;;;;;;;;;x
HAS_NO_AMBITION;Has no Ambition;N'a pas d'ambition;Hat keine Ambition;;No tiene ambición;;;;;;;;;x

HAS_CONFLICTING_AMBITION;Has conflicting Ambition with $CHAR2|Y$;A une ambition conflictuelle avec $CHAR2|Y$;Hat widersprüchliche Ambitionen mit $CHAR2|Y$;;Tiene una ambición en conflicto con $CHAR2|Y$;;;;;;;;;x
HAS_CONFLICTING_PLOT;Has conflicting Plot with $CHAR2|Y$;A un complot conflictuel avec $CHAR2|Y$;Die Verschwörung ist widersprüchlich zu $CHAR2|Y$;;Tiene una conspiración en conflicto con $CHAR2|Y$;;;;;;;;;x

IN_A_FACTION;In a Faction;Est membre d'une faction;In einer Fraktion;;En una facción;;;;;;;;;x
IN_FACTION;In faction '§Y$FACTION$§!';Est membre de la faction '§Y$FACTION$§!';In der Fraktion "§Y$FACTION$§!";;En la facción '§Y$FACTION$§!';;;;;;;;;x
IN_NO_FACTION;In no Faction;N'est membre d'aucune faction;In keiner Fraktion;;En ninguna facción;;;;;;;;;x

IS_CONQUERED;Is Conquered;Est vaincu;Wird erobert;;está conquistado;;;;;;;;;x
IS_NOT_CONQUERED;Is NOT Conquered;N'est pas vaincu;Wird NICHT erobert;;NO está conquistado;;;;;;;;;x

LEADS_A_FACTION;Leads a Faction;Est à la tête d'une faction;Leitet eine Fraktion;;Lidera una facción;;;;;;;;;x
LEADS_FACTION;Leads faction '§Y$FACTION$§!';Est à la tête de la faction '§Y$FACTION$§!';Leitet die Fraktion "§Y$FACTION$§!";;Lidera la facción '§Y$FACTION$§!';;;;;;;;;x
LEADS_NO_FACTION;Leads no Faction;N'est à la tête d'aucune faction;Leitet keine Fraktion;;No lidera facción;;;;;;;;;x

MORE_LEADERSHIP_TRAITS;Can have more Leadership traits;Peut avoir plus de traits de commandement;Kann weitere Führungseigenschaften haben;;Puede tener más rasgos de Liderazgo;;;;;;;;;x
NO_MORE_LEADERSHIP_TRAITS;Can NOT have more Leadership traits;Ne peut pas avoir plus de traits de commandement;Kann KEINE weiteren Führungseigenschaften haben;;NO puede tener más rasgos de Liderazgo;;;;;;;;;x

DEFENDING_AGAINST_CLAIMANT;Is defending §Y$TITLE$§! against claimant §Y$CLAIMANT$§!;Défend son §Y$TITLE$§! face au prétendant §Y$CLAIMANT$§!.;Verteidigt §Y$TITLE$§! gegen den Anspruchsteller §Y$CLAIMANT$§!;;Defiende a §Y$TITLE$§! contra el demandante §Y$CLAIMANT$§!;;;;;;;;;x
NOT_DEFENDING_AGAINST_CLAIMANT;Is NOT defending §Y$TITLE$§! against claimant §Y$CLAIMANT$§!;Ne défend pas son §Y$TITLE$§! face au prétendant §Y$CLAIMANT$§!;Verteidigt §Y$TITLE$§! NICHT gegen den Anspruchsteller §Y$CLAIMANT$§!;;NO defiende a §Y$TITLE$§! contra el demandante §Y$CLAIMANT$§!;;;;;;;;;x

HAVE_DYNASTY_FLAG;Has dynasty flag;A le sceau de la famille;Besitzt eine dynastische Kennzeichnung;;Tiene bandera dinástica;;;;;;;;;x
HAVE_NOT_DYNASTY_FLAG;Does not have dynasty flag;N'a pas le sceau de la famille;Besitzt keine dynastische Kennzeichnung;;No tiene bandera dinástica;;;;;;;;;x

IS_EMBARGOING;Is Embargoing §Y$OTHER$§!;Décrète l'embargo contre §Y$OTHER$§!;Erhebt ein Embargo auf §Y$OTHER$§!;;Está embargando a §Y$OTHER$§!;;;;;;;;;x
IS_NOT_EMBARGOING;Is NOT Embargoing §Y$OTHER$§!;Ne décrète pas d'embargo contre §Y$OTHER$§!;Stellt §Y$OTHER$§! NICHT unter Embargo;;NO Embarga a §Y$OTHER$§!;;;;;;;;;x

IS_MERCHANT_REPUBLIC;Is Merchant Republic;Est une république maritime;Ist eine Handelsrepublik;;Es República Mercante;;;;;;;;;x
ISNT_MERCHANT_REPUBLIC;Is NOT Merchant Republic;N'est pas une république maritime;Ist KEINE Handelsrepublik;;NO es República Mercante;;;;;;;;;x

IS_PATRICIAN;Is Patrician;Est patricien;Ist Patrizier;;es Patricio;;;;;;;;;x
ISNT_PATRICIAN;Is NOT Patrician;N'est pas patricien;Ist KEIN Patrizier;;NO es Patricio;;;;;;;;;x

IS_OLDER_THAN;Is Older than ;Est plus âgé que ;Ist älter als ;;Es Mayor que ;;;;;;;;;x
IS_YOUNGER_THAN;Is Younger than ;Est plus jeune que ;Ist jünger als ;;Es más joven que ;;;;;;;;;x

WAS_CONCEIVED_A_BASTARD;Was conceived a Bastard;Est un bâtard;Wurde als Bastard gezeugt;;Fue concebido como Bastardo;;;;;;;;;x
WAS_NOT_CONCEIVED_A_BASTARD;Was NOT conceived a Bastard;N'est pas un bâtard;Wurde NICHT als Bastard gezeugt;;NO fue concebido como Bastardo;;;;;;;;;x

IS_CONSORT;Is a Concubine;Est une concubine;Ist eine Konkubine;;Es una Concubina;;;;;;;;;x
IS_NOT_CONSORT;Is NOT a Concubine;N'est pas une concubine;Ist KEINE Konkubine;;NO es una Concubina;;;;;;;;;x

IS_CONSORT_OF;Is a Concubine of §Y$WHO$§!\n;Est une concubine de §Y$WHO$§!\n;Ist die Konkubine von §Y$WHO$§!\n;;Es una Concubina de §Y$WHO$§!\n;;;;;;;;;x
IS_NOT_CONSORT_OF;Is NOT a Concubine of §Y$WHO$§!\n;N'est pas une concubine de §Y$WHO$§!\n;Ist NICHT die Konkubine von §Y$WHO$§!\n;;NO es una Concubina de §Y$WHO$§!\n;;;;;;;;;x

IS_HOLY_ORDER;Is Holy Order;Est un ordre saint;ist ein Orden;;Es Orden Sagrada;;;;;;;;;x
IS_NOT_HOLY_ORDER;Is NOT Holy Order;N'est pas un ordre saint;ist KEIN Orden;;NO es Orden Sagrada;;;;;;;;;x

IS_REFORMED_REL;Is a Reformed Religion;Est une religion réformée;Ist eine reformierte Religion;;Es una Religión Reformada;;;;;;;;;x
IS_NOT_REFORMED_REL;Is NOT a Reformed Religion;N'est pas une religion réformée;Ist KEINE reformierte Religion;;NO es una Religión Reformada;;;;;;;;;x

IS_REFORMED_REL_OF;Is the Reformed version of §Y$RELIGION$§! Religion;Est la version réformée de la foi §Y$RELIGION$§!;Ist die reformierte Version von §Y$RELIGION$§!-Religion;;Es la versión Reformada de la Religión §Y$RELIGION$§!;;;;;;;;;x
IS_NOT_REFORMED_REL_OF;Is NOT the Reformed version of §Y$RELIGION$§! Religion;N'est pas une version réformée de la foi §Y$RELIGION$§!;Ist NICHT die reformierte Version von §Y$RELIGION$§!-Religion;;NO es la versión Reformada de la Religión §Y$RELIGION$§!;;;;;;;;;x

IS_PARENT_REL;Is NOT a Heresy;N'est pas une hérésie;Ist KEINE Ketzerei;;NO es una Herejía;;;;;;;;;x
IS_NOT_PARENT_REL;Is a Heresy;Est une hérésie;Ist Ketzerei;;Es una Herejía;;;;;;;;;x

REL_HEAD_IS;Views §Y$WHO$§! as religious head\n;Considère §Y$WHO$§! comme étant le chef religieux\n;Sieht §Y$WHO$§! als Religionsoberhaupt an\n;;Ve a §Y$WHO$§! como líder espiritual\n;;;;;;;;;x
REL_HEAD_IS_NOT;Does NOT view §Y$WHO$§! as religious head\n;Ne considère pas §Y$WHO$§! comme étant le chef religieux\n;Sieht §Y$WHO$§! NICHT als Religionsoberhaupt an\n;;No ve a §Y$WHO$§! como líder espiritual\n;;;;;;;;;x

IS_PREPARING_INVASION;Is Preparing Invasion;Prépare une invasion;Bereitet eine Invasion vor;;Está Preparando Invasión;;;;;;;;;x
ISNT_PREPARING_INVASION;Is NOT Preparing Invasion;Ne prépare pas d'invasion ;Bereitet KEINE Invasion vor;;NO está Preparando Invasión;;;;;;;;;x

IS_REBEL;Is Rebel;Est un rebelle;Ist Rebell;;Es Rebelde;;;;;;;;;x
ISNT_REBEL;Is NOT Rebel;N'est pas un rebelle;Ist KEIN Rebell;;NO es Rebelde;;;;;;;;;x

IS_TEMPORARY_TITLE;Is Temporary Title;Est un titre temporaire;Ist ein temporärer Titel;;Es Título Temporal;;;;;;;;;x
ISNT_TEMPORARY_TITLE;Is NOT Temporary Title;N'est pas un titre temporaire;Ist KEIN temporärer Titel;;NO es Título Temporal;;;;;;;;;x

IS_VALID_PREP_INV_TARGET;§Y$CHAR$§!'s holdings in the §Y$TITLE$§! can be taken through a Prepared Invasion;Les propriétés de §Y$CHAR$§! au sein du §Y$TITLE$§! peuvent être capturées lors d'une invasion planifiée;§Y$CHAR$§!s Besitztümer in §Y$TITLE$§! können durch eine Vorbereitete Invasion geraubt werden;;Las propiedades de §Y$CHAR$§! en el §Y$TITLE$§! pueden ser tomadas a través de una Invasión Preparada;;;;;;;;;x
ISNT_VALID_PREP_INV_TARGET;§Y$CHAR$§!'s holdings in the §Y$TITLE$§! can NOT be taken through a Prepared Invasion;Les propriétés de §Y$CHAR$§! au sein du §Y$TITLE$§! ne peuvent pas être capturées lors d'une invasion planifiée;§Y$CHAR$§!s Besitztümer in §Y$TITLE$§! können NICHT durch eine Vorbereitete Invasion geraubt werden;;Las propiedades de §Y$CHAR$§! en el §Y$TITLE$§! NO pueden ser tomadas a través de una Invasión Preparada;;;;;;;;;x

IS_AT_SEA;Is at Sea;Est en mer;Befindet sich auf See;;Está navegando;;;;;;;;;x
IS_NOT_AT_SEA;Is NOT at Sea;N'est pas en mer;Befindet sich NICHT auf See;;NO está en navegando;;;;;;;;;x

IN_DYNASTY;Is a member of House $DYNASTY|Y$;Est un membre de la Maison $DYNASTY|Y$;Ist ein Mitglied von Haus $DYNASTY|Y$;;Forma parte de la Casa $DYNASTY|Y$;;;;;;;;;x
NOT_IN_DYNASTY;Is NOT a member of House $DYNASTY|Y$;N'est pas un membre de la Maison $DYNASTY|Y$;Ist KEIN Mitglied von Haus $DYNASTY|Y$;;NO forma parte de la Casa $DYNASTY|Y$;;;;;;;;;x

HAS_CALLED_CRUSADE;There is an active $RELIGION|Y$ $CRUSADE_NAME$;Il y a une $CRUSADE_NAME$ $RELIGION|Y$ en cours;Es gibt einen aktiven $RELIGION|Y$en $CRUSADE_NAME$;;Hay una $CRUSADE_NAME$ $RELIGION|Y$ activa;;;;;;;;;x
HAS_NOT_CALLED_CRUSADE;There is NO active $RELIGION|Y$ $CRUSADE_NAME$;Il n'y a pas de $CRUSADE_NAME$ $RELIGION|Y$ en cours;Es gibt KEINEN aktiven $RELIGION|Y$en $CRUSADE_NAME$;;NO hay ninguna $CRUSADE_NAME$ $RELIGION|Y$ activa;;;;;;;;;x

FATHER_IS_REAL_FATHER;Father is the real father;Le père est le vrai père;Vater ist der wirkliche Vater;;Padre es el auténtico padre;;;;;;;;;x
FATHER_IS_NOT_REAL_FATHER;Father is NOT the real father;Le père n'est pas le vrai père;Vater ist NICHT der wirkliche Vater;;Padre NO es el auténtico padre;;;;;;;;;x

HAS_HERESIES;Religion has heresies;Cette religion a des hérésies;Religion hat Ketzereien;;La religión tiene herejías;;;;;;;;;x
DOES_NOT_HAVE_HERESIES;Religion does NOT have heresies;Cette religion n'a pas d'hérésies;Religion hat KEINE Ketzereien;;La religión NO tiene herejías;;;;;;;;;x

IS_MATRI_MARRIED;Is matrilineally married;A un mariage matrilinéaire;Ist matrilinear verheiratet;;Está casado matrilinealmente;;;;;;;;;x
IS_NOT_MATRI_MARRIED;Is NOT matrilineally married;N'a pas de mariage matrilinéaire;Ist NICHT matrilinear verheiratet;;NO está casado matrilinealmente;;;;;;;;;x

IS_RECENT_GRANT;Was recently granted;A été récemment octroyé;Vor kurzem gewährt;;Fue entregado recientemente;;;;;;;;;x
IS_NOT_RECENT_GRANT;Was NOT recently granted;N'a pas été récemment octroyé;NICHT vor kurzem gewährt;;NO fue entregado recientemente;;;;;;;;;x

HAS_HEIR_DESIGNATION;Is Able to Designate Heir\n;peut désigner un héritier\n;Ist fähig, Erben auszuwählen\n;;Puede designar heredero\n;;;;;;;;;x
HAS_NOT_HEIR_DESIGNATION;Is Unable to Designate Heir\n;ne peut pas désigner un héritier\n;Ist NICHT fähig, Erben auszuwählen\n;;No puede designar heredero\n;;;;;;;;;x

IS_LOWBORN;Is lowborn;Est de basse extraction;Ist von niedriger Geburt;;es de baja cuna;;;;;;;;;x
IS_NOT_LOWBORN;Is NOT lowborn;N'est pas de basse extraction;Ist NICHT von niedriger Geburt;;NO es de baja cuna;;;;;;;;;x

IS_WITHIN_DIPLO_RANGE;Is within Diplomatic Range;Est à portée des diplomates;Ist in diplomatischer Reichweite;;Está en el rango diplomático;;;;;;;;;x
IS_NOT_WITHIN_DIPLO_RANGE;Is NOT within Diplomatic Range;N'est pas à portée des diplomates;Ist NICHT in diplomatischer Reichweite;;NO está en el rango diplomático;;;;;;;;;x

IS_REINCARNATED;Is reincarnated;Est réincarné;Ist reinkarniert;;está reencarnado;;;;;;;;;x
IS_NOT_REINCARNATED;Is NOT reincarnated;N'est pas réincarné;Ist NICHT reinkarniert;;NO está reencarnado;;;;;;;;;x

HAS_OVERSEAS_HOLDINGS;Has overseas holdings;Possède des propriétés outre-mer;Hat Besitztümer im Ausland;; Tiene propiedades en el extranjero;;;;;;;;;x
HAS_NO_OVERSEAS_HOLDINGS;Has NO overseas holdings;Ne possède pas de propriétés outre-mer;Hat KEINE Besitztümer im Ausland;; NO tiene propiedades en el extranjero;;;;;;;;;x

IS_LOVER_OF;Is a Lover of §Y$WHO$§!;Est l'amant(e) de §Y$WHO$§!;Ist ein Liebhaber von §Y$WHO$§!;;es un amante de §Y$WHO$§!;;;;;;;;;x
IS_NOT_LOVER_OF;Is NOT a Lover of §Y$WHO$§!;N'est pas l'amant(e) de §Y$WHO$§!;Ist KEIN Liebhaber von §Y$WHO$§!;;No es un amante de §Y$WHO$§!;;;;;;;;;x

IS_PACIFIST;Is a Pacifist ;Est pacifiste ;Ist ein Pazifist;; es un pacifista;;;;;;;;;x
IS_NOT_PACIFIST;Is NOT a Pacifist ;N'est pas pacifiste ;Ist KEIN Pazifist;; no es un pacifista;;;;;;;;;x

