POPE_AIREASON_MODIFIER_RULER_CHARITABLE_NEGATIVE_TARGET;[FromFrom.GetTitledFirstName] is §YCharitable§!;[FromFrom.Get_Le_TitledFirstName] est §Ycharitable§!;[FromFrom.GetTitledFirstName] ist §Ywohltätig§!;;[FromFrom.GetTitledFirstName] es §Ycaritativ[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_CHARITABLE_TARGET;[FromFrom.GetTitledFirstName] is §YCharitable§!;[FromFrom.Get_Le_TitledFirstName] est §Ycharitable§!;[FromFrom.GetTitledFirstName] ist §Ywohltätig§!;;[FromFrom.GetTitledFirstName] es §Ycaritativ[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_CHASTE;[Root.GetTitledFirstName] is §YChaste§!;[Root.Get_Le_TitledFirstName] est §Ychaste§!;[Root.GetTitledFirstName] ist §Ykeusch§!;;[Root.GetTitledFirstName] es §Ycasto§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_CHASTE_NEGATIVE;[Root.GetTitledFirstName] is §YChaste§!;[Root.Get_Le_TitledFirstName] est §Ychaste§!;[Root.GetTitledFirstName] ist §Ykeusch§!;;[Root.GetTitledFirstName] es §Ycast[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_CHASTE_NEGATIVE_TARGET;[FromFrom.GetTitledFirstName] is §YChaste§!;[FromFrom.Get_Le_TitledFirstName] est §Ychaste§!;[FromFrom.GetTitledFirstName] ist §Ykeusch§!;;[FromFrom.GetTitledFirstName] es §Ycast[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_CHASTE_TARGET;[FromFrom.GetTitledFirstName] is §YChaste§!;[FromFrom.Get_Le_TitledFirstName] est §Ychaste§!;[FromFrom.GetTitledFirstName] ist §Ykeusch§!;;[FromFrom.GetTitledFirstName] es §Ycast[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_CYNICAL;[Root.GetTitledFirstName] is §YCynical§!;[Root.Get_Le_TitledFirstName] est §Ycynique§!;[Root.GetTitledFirstName] ist §Yzynisch§!;;[Root.GetTitledFirstName] es §Ycínic[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_CYNICAL_TARGET;[FromFrom.GetTitledFirstName] is §YCynical§!;[FromFrom.Get_Le_TitledFirstName] est §Ycynique§!;[FromFrom.GetTitledFirstName] ist §Yzynisch§!;;[FromFrom.GetTitledFirstName] es §Ycínic[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_DILIGENT;[Root.GetTitledFirstName] is §YDiligent§!;[Root.Get_Le_TitledFirstName] est §Ydiligent[Root.Get_E]§!;[Root.GetTitledFirstName] ist §Yfleißig§!;;[Root.GetTitledFirstName] es §Ydiligente§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_DILIGENT_NEGATIVE;[Root.GetTitledFirstName] is §YDiligent§!;[Root.Get_Le_TitledFirstName] est §Ydiligent[Root.Get_E]§!;[Root.GetTitledFirstName] ist §Yfleißig§!;;[Root.GetTitledFirstName] es §Ydiligente§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_DILIGENT_NEGATIVE_TARGET;[FromFrom.GetTitledFirstName] is §YDiligent§!;[FromFrom.Get_Le_TitledFirstName] est §Ydiligent[FromFrom.Get_E]§!;[FromFrom.GetTitledFirstName] ist §Yfleißig§!;;[FromFrom.GetTitledFirstName] es §Ydiligente§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_DILIGENT_TARGET;[FromFrom.GetTitledFirstName] is §YDiligent§!;[FromFrom.Get_Le_TitledFirstName] est §Ydiligent[FromFrom.Get_E]§!;[FromFrom.GetTitledFirstName] ist §Yfleißig§!;;[FromFrom.GetTitledFirstName] es §Ydiligente§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_ENVIOUS;[Root.GetTitledFirstName] is §YEnvious§!;[Root.Get_Le_TitledFirstName] est §Yenvieu[Root.GetXSe]§!;[Root.GetTitledFirstName] ist §Yneidisch§!;;[Root.GetTitledFirstName] es §Yenvidios[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_ENVIOUS_TARGET;[FromFrom.GetTitledFirstName] is §YEnvious§!;[FromFrom.Get_Le_TitledFirstName] est §Yenvieu[FromFrom.GetXSe]§!;[FromFrom.GetTitledFirstName] ist §Yneidisch§!;;[FromFrom.GetTitledFirstName] es §Yenvidios[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_FACTIONS_AGAINST_ANTIPOPE;[Root.GetTitledFirstName] is opposing an §YAntipope§!;[Root.Get_Le_TitledFirstName] s'oppose à un §Yantipape§!;[Root.GetTitledFirstName] widersetzt sich einem §YGegenpapst§!;;[Root.GetTitledFirstName] se enfrenta a un §Yantipapa§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_GLUTTONOUS;[Root.GetTitledFirstName] is §YGluttonous§!;[Root.Get_Le_TitledFirstName] est §Yglouto[Root.GetNNne]§!;[Root.GetTitledFirstName] ist §Ygefräßig§!;;[Root.GetTitledFirstName] es §Yglot[Root.GetOnOna]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_GLUTTONOUS_TARGET;[FromFrom.GetTitledFirstName] is §YGluttonous§!;[FromFrom.Get_Le_TitledFirstName] est §Yglouto[FromFrom.GetNNne]§!;[FromFrom.GetTitledFirstName] ist §Ygefräßig§!;;[FromFrom.GetTitledFirstName] es §Yglot[FromFrom.GetOnOna]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_GREEDY;[Root.GetTitledFirstName] is §YGreedy§!;[Root.Get_Le_TitledFirstName] est §Ycupide§!;[Root.GetTitledFirstName] ist §Ygierig§!;;[Root.GetTitledFirstName] es §Ycodicios[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_GREEDY_TARGET;[FromFrom.GetTitledFirstName] is §YGreedy§!;[FromFrom.Get_Le_TitledFirstName] est §Ycupide§!;[FromFrom.GetTitledFirstName] ist §Ygierig§!;;[FromFrom.GetTitledFirstName] es §Ycodicios[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_HAS_ASKED_MONEY_ALREADY;[Root.GetTitledFirstName] has already been granted a loan from the Holy See;[Root.Get_Le_TitledFirstName] a déjà un prêt du Saint-Siège;[Root.GetTitledFirstName] wurde bereits ein Darlehen von Heiligen Stuhl gewährt;;[Root.GetTitledFirstName] ya recibió un préstamo de la Santa Sede;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_HAS_REQUESTED_EXCOM_ALREADY;[Root.GetTitledFirstName] has recently requested an Excommunication;[Root.Get_Le_TitledFirstName] a récemment demandé une excommunication;[Root.GetTitledFirstName] hat kürzlich eine Exkommunikation erbeten;;[Root.GetTitledFirstName] solicitó recientemente una excomunión;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_HAS_SAINTLY_BLOODLINE;[Root.GetTitledFirstName] is a §YSaint§!'s descendant;[Root.Get_Le_TitledFirstName] est un[Root.Get_E] descendant[Root.Get_E] d'un §Ysaint§!;[Root.GetTitledFirstName] ist Nachkomme eines §YHeiligen§!;;[Root.GetTitledFirstName] es descendiente de un §Ysanto§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_HAS_SAINTLY_BLOODLINE_TARGET;[FromFrom.GetTitledFirstName] is a §YSaint§!'s descendant;[FromFrom.Get_Le_TitledFirstName] un[FromFrom.Get_E] descendant[FromFrom.Get_E] d'un §Ysaint§!;[FromFrom.GetTitledFirstName] ist Nachkomme eines §YHeiligen§!;;[FromFrom.GetTitledFirstName] es descendiente de un §Ysanto§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_HUMBLE;[Root.GetTitledFirstName] is §YHumble§!;[Root.Get_Le_TitledFirstName] est §Yhumble§!;[Root.GetTitledFirstName] ist §Yehrlich§!;;[Root.GetTitledFirstName] es §Yhumilde§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_HUMBLE_NEGATIVE;[Root.GetTitledFirstName] is §YHumble§!;[Root.Get_Le_TitledFirstName] est §Yhumble§!;[Root.GetTitledFirstName] ist §Ybescheiden§!;;[Root.GetTitledFirstName] es §Yhumilde§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_HUMBLE_NEGATIVE_TARGET;[FromFrom.GetTitledFirstName] is §YHumble§!;[FromFrom.Get_Le_TitledFirstName] est §Yhumble§!;[FromFrom.GetTitledFirstName] ist §Ybescheiden§!;;[FromFrom.GetTitledFirstName] es §Yhumilde§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_HUMBLE_TARGET;[FromFrom.GetTitledFirstName] is §YHumble§!;[FromFrom.Get_Le_TitledFirstName] est §Yhumble§!;[FromFrom.GetTitledFirstName] ist §Yehrlich§!;;[FromFrom.GetTitledFirstName] es §Yhumilde§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_IS_BABY;[FromFrom.GetTitledFirstName] is an §YInfant§!;[FromFrom.Get_Le_TitledFirstName] est un[FromFrom.Get_E] enfant en bas âge;[FromFrom.GetTitledFirstName] ist ein §YKleinkind§!;;[FromFrom.GetTitledFirstName] es un §Ybebé§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_IS_CHILD;[FromFrom.GetTitledFirstName] is a §YChild§!;[FromFrom.Get_Le_TitledFirstName] est un[FromFrom.Get_E] §Yenfant§!;[FromFrom.GetTitledFirstName] ist ein §YKind§!;;[FromFrom.GetTitledFirstName] es un §Yniño§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_IS_FEMALE;[FromFrom.GetTitledFirstName] is a §YWoman§!;[FromFrom.Get_Le_TitledFirstName] est une §Yfemme§!;[FromFrom.GetTitledFirstName] ist eine §YFrau§!;;[FromFrom.GetTitledFirstName] es una §Ymujer§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_IS_KINSLAYER;[Root.GetTitledFirstName] is a §YKinslayer§!;[Root.Get_Le_TitledFirstName] est un[Root.Get_E] §Yparricide§!;[Root.GetTitledFirstName] ist ein §YKönigsmörder§!;;[Root.GetTitledFirstName] es un[Root.GetXA] §Ymataparientes§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_IS_MALE;[FromFrom.GetTitledFirstName] is a §YMan§!;[FromFrom.Get_Le_TitledFirstName] est un §Yhomme§!;[FromFrom.GetTitledFirstName] ist ein §YMann§!;;[FromFrom.GetTitledFirstName] es un §Yhombre§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_IS_SINNER;[Root.GetTitledFirstName] is a §YSinner§!;[Root.Get_Le_TitledFirstName] est dans le péché;[Root.GetTitledFirstName] ist ein §YSünder§!;;[Root.GetTitledFirstName] es §Ypecador[Root.GetXA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_KIND;[Root.GetTitledFirstName] is §YKind§!;[Root.Get_Le_TitledFirstName] est §Ygenti[Root.GetLLle]§!;[Root.GetTitledFirstName] ist §Ygütig§!;;[Root.GetTitledFirstName] es §Yamable§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_KIND_NEGATIVE;[Root.GetTitledFirstName] is §YKind§!;[Root.Get_Le_TitledFirstName] est §Ygenti[Root.GetLLle]§!;[Root.GetTitledFirstName] ist §Ygütig§!;;[Root.GetTitledFirstName] es §Yamable§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_KIND_NEGATIVE_TARGET;[FromFrom.GetTitledFirstName] is §YKind§!;[FromFrom.Get_Le_TitledFirstName] est §Ygenti[FromFrom.GetLLle]§!;[FromFrom.GetTitledFirstName] ist §Ygütig§!;;[FromFrom.GetTitledFirstName] es §Yamable§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_KIND_TARGET;[FromFrom.GetTitledFirstName] is §YKind§!;[FromFrom.Get_Le_TitledFirstName] est §Ygenti[FromFrom.GetLLle]§!;[FromFrom.GetTitledFirstName] ist §Ygütig§!;;[FromFrom.GetTitledFirstName] es §Yamable§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_LUSTFUL;[Root.GetTitledFirstName] is §YLustful§!;[Root.Get_Le_TitledFirstName] fait preuve de §Yluxure§!;[Root.GetTitledFirstName] ist §Ylüstern§!;;[Root.GetTitledFirstName] es §Ylujurios[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_LUSTFUL_TARGET;[FromFrom.GetTitledFirstName] is §YLustful§!;[FromFrom.Get_Le_TitledFirstName] fait preuve de §Yluxure§!;[FromFrom.GetTitledFirstName] ist §Ylüstern§!;;[FromFrom.GetTitledFirstName] muestra §Ylujuria§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_NO_PRIEST_EXCOMMUNICATION_DEMANDED;[FromFrom.GetTitledFirstName] is a §YPriest§!;[FromFrom.Get_Le_TitledFirstName] est un §Yprêtre§!;[FromFrom.GetTitledFirstName] ist ein §YPriester§!;;[FromFrom.GetTitledFirstName] es un §Ysacerdot[FromFrom.GetTeTisa]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_OPPOSES_EXCOMMUNICATED_LIEGE;[Root.GetTitledFirstName] is opposing an §YExcommunicated§! ruler;[Root.Get_Le_TitledFirstName] s'oppose à un seigneur §Yexcommunié§!;[Root.GetTitledFirstName] widersetzt sich einem §Yexkommunizierten§! Herrscher;;[Root.GetTitledFirstName] se enfrenta a un gobernante §Yexcomulgado§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_PATIENT;[Root.GetTitledFirstName] is §YPatient§!;[Root.Get_Le_TitledFirstName] est §Ypatient[Root.Get_E]§!;[Root.GetTitledFirstName] ist §Ygeduldig§!;;[Root.GetTitledFirstName] es §Ypaciente§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_PATIENT_NEGATIVE;[Root.GetTitledFirstName] is §YPatient§!;[Root.Get_Le_TitledFirstName] est §Ypatient[Root.Get_E]§!;[Root.GetTitledFirstName] ist §Ygeduldig§!;;[Root.GetTitledFirstName] es §Ypaciente§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_PATIENT_NEGATIVE_TARGET;[FromFrom.GetTitledFirstName] is §YPatient§!;[FromFrom.Get_Le_TitledFirstName] est §Ypatient[FromFrom.Get_E]§!;[FromFrom.GetTitledFirstName] ist §Ygeduldig§!;;[FromFrom.GetTitledFirstName] es §Ypaciente§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_PATIENT_TARGET;[FromFrom.GetTitledFirstName] is §YPatient§!;[FromFrom.Get_Le_TitledFirstName] est §Ypatient[FromFrom.Get_E]§!;[FromFrom.GetTitledFirstName] ist §Ygeduldig§!;;[FromFrom.GetTitledFirstName] es §Ypaciente§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_PIETY;[Root.GetTitledFirstName]'s §YPiety§!;La §Ypiété§! [Root.Get_du_TitledFirstName];§YPietät§! von [Root.GetTitledFirstName];;§YPiedad§! de [Root.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_PIETY_TARGET;[FromFrom.GetTitledFirstName]'s §YPiety§!;La §Ypiété§! [FromFrom.Get_du_TitledFirstName];§YPietät§! von [FromFrom.GetTitledFirstName];;§YPiedad§! de [FromFrom.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_PROTECTS_ANTIPOPE;I want [FromFrom.GetTitledFirstName]'s §YAntipope§! deposed;Je veux que l'§Yantipape§! [FromFrom.Get_du_TitledFirstName] soit déposé;Ich möchte, dass der §YGegenpapst§! von [FromFrom.GetTitledFirstName] abgesetzt wird;;Quiero destronar al §Yantipapa§! de [FromFrom.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_PROUD;[Root.GetTitledFirstName] is §YProud§!;[Root.Get_Le_TitledFirstName] est §Yfi[Root.GetErEre]§!;[Root.GetTitledFirstName] ist §Ystolz§!;;[Root.GetTitledFirstName] es §Yorgullos[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_PROUD_TARGET;[FromFrom.GetTitledFirstName] is §YProud§!;[FromFrom.Get_Le_TitledFirstName] est §Yfi[FromFrom.GetErEre]§!;[FromFrom.GetTitledFirstName] ist §Ystolz§!;;[FromFrom.GetTitledFirstName] es §Yorgullos[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_SLOTHFUL;[Root.GetTitledFirstName] is §YSlothful§!;[Root.Get_Le_TitledFirstName] est §Yparesseu[Root.GetXSe]§!;[Root.GetTitledFirstName] ist §Yfaul§!;;[Root.GetTitledFirstName] es §Yperezos[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_SLOTHFUL_TARGET;[FromFrom.GetTitledFirstName] is §YSlothful§!;[FromFrom.Get_Le_TitledFirstName] est §Yparesseu[FromFrom.GetXSe]§!;[FromFrom.GetTitledFirstName] ist §Yfaul§!;;[FromFrom.GetTitledFirstName] es §Yperezos[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_TEMPERATE;[Root.GetTitledFirstName] is §YTemperate§!;[Root.Get_Le_TitledFirstName] est §Ytempéré[Root.Get_E]§!;[Root.GetTitledFirstName] ist §Ygemäßigt§!;;[Root.GetTitledFirstName] es §Ycomedido§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_TEMPERATE_NEGATIVE;[Root.GetTitledFirstName] is §YTemperate§!;[Root.Get_Le_TitledFirstName] est §Ytempéré[Root.Get_E]§!;[Root.GetTitledFirstName] ist §Ygemäßigt§!;;[Root.GetTitledFirstName] es §Ycomedid[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_TEMPERATE_NEGATIVE_TARGET;[FromFrom.GetTitledFirstName] is §YTemperate§!;[FromFrom.Get_Le_TitledFirstName] est §Ytempéré[FromFrom.Get_E]§!;[FromFrom.GetTitledFirstName] ist §Ygemäßigt§!;;[FromFrom.GetTitledFirstName] es §Ycomedid[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_TEMPERATE_TARGET;[FromFrom.GetTitledFirstName] is §YTemperate§!;[FromFrom.Get_Le_TitledFirstName] est §Ytempéré[FromFrom.Get_E]§!;[FromFrom.GetTitledFirstName] ist §Ygemäßigt§!;;[FromFrom.GetTitledFirstName] es §Ycomedid[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_WROTH;[Root.GetTitledFirstName] is §YWroth§!;[Root.Get_Le_TitledFirstName] fait preuve de §Ycolère§!;[Root.GetTitledFirstName] ist §Yzornig§!;;[Root.GetTitledFirstName] es §Ycoléric[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_WROTH_TARGET;[FromFrom.GetTitledFirstName] is §YWroth§!;[FromFrom.Get_Le_TitledFirstName] fait preuve de §Ycolère§!;[FromFrom.GetTitledFirstName] ist §Yzornig§!;;[FromFrom.GetTitledFirstName] es §Ycoléric[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_ZEALOUS;[Root.GetTitledFirstName] is §YZealous§!;[Root.Get_Le_TitledFirstName] a du §Yzèle§!;[Root.GetTitledFirstName] ist ein §YReligiöser Eiferer§!;;[Root.GetTitledFirstName] es §Yceloso§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_ZEALOUS_NEGATIVE;[Root.GetTitledFirstName] is §YZealous§!;[Root.Get_Le_TitledFirstName] a du §Yzèle§!;[Root.GetTitledFirstName] ist ein §YReligiöser Eiferer§!;;[Root.GetTitledFirstName] es §Ycelos[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_ZEALOUS_NEGATIVE_TARGET;[FromFrom.GetTitledFirstName] is §YZealous§!;[FromFrom.Get_Le_TitledFirstName] a du §Yzèle§!;[FromFrom.GetTitledFirstName] ist ein §YReligiöser Eiferer§!;;[FromFrom.GetTitledFirstName] es §Yfanátic[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_ZEALOUS_TARGET;[FromFrom.GetTitledFirstName] is §YZealous§!;[FromFrom.Get_Le_TitledFirstName] a du §Yzèle§!;[FromFrom.GetTitledFirstName] ist ein §YReligiöser Eiferer§!;;[FromFrom.GetTitledFirstName] es §Ycelos[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_SAME_CULTURE;[Root.GetTitledFirstName] is of the same §YCulture§! as [From.GetTitledFirstName];[Root.Get_Le_TitledFirstName] est de la même §Yculture§! que [From.Get_le_TitledFirstName];[Root.GetTitledFirstName] ist von der gleichen §YKultur§! wie [From.GetTitledFirstName];;[Root.GetTitledFirstName] es de la misma §Ycultura§! que [From.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_SAME_CULTURE_TARGET;[FromFrom.GetTitledFirstName] is of the same §YCulture§! as [From.GetTitledFirstName];[FromFrom.Get_Le_TitledFirstName] est de la même §Yculture§! que [From.Get_le_TitledFirstName];[FromFrom.GetTitledFirstName] ist von der gleichen §YKultur§! wie [From.GetTitledFirstName];;[FromFrom.GetTitledFirstName] es de la misma §Ycultura§! que [From.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_SAME_DYNASTY;[Root.GetTitledFirstName] is of [From.GetTitledFirstName]'s §YDynasty§!;[Root.Get_Le_TitledFirstName] est de la §Ydynastie§! [From.Get_du_TitledFirstName];[Root.GetTitledFirstName] ist von der gleichen Dynastie wie [From.GetTitledFirstName];;[Root.GetTitledFirstName] es de la §Ydinastía§! de [From.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_SAME_DYNASTY_TARGET;[FromFrom.GetTitledFirstName] is of [From.GetTitledFirstName]'s §YDynasty§!;[FromFrom.Get_Le_TitledFirstName] est de la §Ydynastie§! [From.Get_du_TitledFirstName];[FromFrom.GetTitledFirstName] ist von der gleichen Dynastie wie [From.GetTitledFirstName];;[FromFrom.GetTitledFirstName] es de la §Ydinastía§! de [From.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_SPOUSE_FAITHFUL;[FromFrom.GetTitledFirstName] is a faithful spouse;[FromFrom.Get_Le_TitledFirstName] est un[FromFrom.Get_E] épou[FromFrom.GetXSe] fidèle;[FromFrom.GetTitledFirstName] ist eine treue Gattin;;[FromFrom.GetTitledFirstName] es un cónyuge fiel;;;;;;;;x
POPE_AIREASON_MODIFIER_SPOUSE_HEATHEN;[FromFrom.GetTitledFirstName] is a heathen;[FromFrom.Get_Le_TitledFirstName] est un[FromFrom.Get_E] païe[FromFrom.GetNNne];[FromFrom.GetTitledFirstName] ist ein Ungläubiger;;[FromFrom.GetTitledFirstName] ;;;;;;;;x
POPE_AIREASON_MODIFIER_SPOUSE_UNFAITHFUL;[FromFrom.GetTitledFirstName] was unfaithful;[FromFrom.Get_Le_TitledFirstName] a été infidèle;[FromFrom.GetTitledFirstName] war untreu;;[FromFrom.GetTitledFirstName] fue infiel;;;;;;;;x
POPE_AIREASON_MODIFIER_TARGET_IS_KINSLAYER;[FromFrom.GetTitledFirstName] is a §YKinslayer§!;[FromFrom.Get_Le_TitledFirstName] est un[FromFrom.Get_E] §Yparricide§!;[FromFrom.GetTitledFirstName] ist ein §YKönigsmörder§!;;[FromFrom.GetTitledFirstName] es un §Ymataparientes§!;;;;;;;;x
POPE_AIREASON_MODIFIER_TARGET_IS_SINNER;[FromFrom.GetTitledFirstName] is a §YSinner§!;[FromFrom.Get_Le_TitledFirstName] est dans le péché;[FromFrom.GetTitledFirstName] ist ein §YSünder§!;;[FromFrom.GetTitledFirstName] es §Ypecador[FromFrom.GetXA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_TARGET_OF_CLAIM_IS_FEMALE;[FromFrom.GetTitledFirstName] is a §YWoman§!;[FromFrom.GetTitledFirstName] est une §Yfemme§!;[FromFrom.GetTitledFirstName] ist eine §YFrau§!;;[FromFrom.GetTitledFirstName] es una §Ymujer§!;;;;;;;;x
POPE_AIREASON_MODIFIER_TARGET_OF_CLAIM_IS_MALE;[FromFrom.GetTitledFirstName] is a §YMan§!;[FromFrom.GetTitledFirstName] est un §Yhomme§!;[FromFrom.GetTitledFirstName] ist ein §YMann§!;;[FromFrom.GetTitledFirstName] es un §Yhombre§!;;;;;;;;x
POPE_AIREASON_MODIFIER_UNCROWNED_RULER;[Root.GetTitledFirstName] has not been §YCrowned§!;[Root.Get_Le_TitledFirstName] n'a pas été §Ycouronné[Root.Get_E]§!;[Root.GetTitledFirstName] wurde nicht §Ygekrönt§!;;[Root.GetTitledFirstName] no ha sido §Ycoronad[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_UNCROWNED_RULER_TARGET;[FromFrom.GetTitledFirstName] has not been §YCrowned§!;[FromFrom.Get_Le_TitledFirstName] n'a pas été §Ycouronné[FromFrom.Get_E]§!;[FromFrom.GetTitledFirstName] wurde nicht §Ygekrönt§!;;[FromFrom.GetTitledFirstName] no fue §Ycoronad[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_WAGING_CRUSADE;[Root.GetTitledFirstName] is waging war against the infidels in the current §YCrusade§!;[Root.Get_Le_TitledFirstName] mène une guerre contre les infidèles dans la §Ycroisade§! actuelle;[Root.GetTitledFirstName] führt Krieg gegen die Ungläubigen des momentanen §YKreuzzugs§!;;[Root.GetTitledFirstName] está guerreando contra los infieles en la §Ycruzada§! en curso;;;;;;;;x
POPE_AIREASON_MODIFIER_WAGING_CRUSADE_TARGET;[FromFrom.GetTitledFirstName] is waging war against the infidels in the current §YCrusade§!;[FromFrom.Get_Le_TitledFirstName] mène une guerre contre les infidèles dans la §Ycroisade§! actuelle;[FromFrom.GetTitledFirstName] führt Krieg gegen die Ungläubigen des momentanen §YKreuzzugs§!;;[FromFrom.GetTitledFirstName] está guerreando contra los infieles en la §Ycruzada§! en curso;;;;;;;;x
